1693965133# #张艺谋这标题党写的真吓人，太无语了允悲
1703591802# #烈士墓11年间不止一次遭打砸当地政府负有不可推卸的责任！烈士墓遭破坏是不能容忍的！希望当地警方尽快破案！不能让烈士家属寒心！
1691988131# #你听说过耳水不平衡吗其实也没有什么吧，一部分人都是耳水不平衡，坐车会晕车，就是因为耳水不平衡引起的。
1695609117# #宁泽涛第一个游进48秒的亚洲人真可惜，这么年轻就退役了，一个天才就这样陨落了，到底是什么原因？又错在何方？值得我们好好的反思。
1701569382# #作为一名新入职的老师，这般敬业，实在难得。致敬所有称职的老师，她们甘作人梯，培养学子。
1696987732# #70年代末知青的返城大潮。　　。“知青工作很复杂”。。1978年7月3日，胡耀邦在同国务院知青办主任许世平谈话时就指出，最早提出知青插队的是邓小平，是在60年代初那样困难的历史条件下提出来的。现在这条路走不通了。。。为何走不通了？首先就是农民对知青不满意。我国人口本来就有80%在农村，农民已经感到
1697620178# #被狗咬女童方律师称狗主人被刑拘以现有法律顶格判决，同时以本事件为导索，启动修改相关法律，对于养狗必须严管，对违反相关规定和法律造成后果的必须严惩，追究刑事责任，从重处理。
1701934566# #银行通报女子30万存款变理财有些银行工作人员为了业绩很不地道，变着法子忽悠老年储户，存款变理财，那真可怕了！希望银行可以认真调查该事件，尽量提供有关视频和业务凭证，确定储户到底办理的是存款还是理财，依法维护女子的合法权益，给储户和她的家人一个交代！
1694131973# #朝鲜战场第9兵团血战长津湖缺少棉衣真相。。在朝鲜战争最为惨烈的中美长津湖战役中，尽管双方恶战数日，不过恶劣的自然环境给双方造成的伤亡却都超过了战斗减员数量。尤其在此战中，志愿军因为缺衣少棉造成的伤亡更为严重。此役现在已过70年，但探寻当时为何志愿军会缺衣少棉也有了一些新的发现。。。一、
1697341098# #沙特冻结美国推动的沙以关系正常化谈判沙特作为地区重要国家之一，其在这一问题上的态度也备受关注。这次谈判的暂停，也意味着各方在解决巴以冲突问题上还有很长的路要走。。。不过，沙特和伊朗互相明争暗斗，争夺伊斯兰教的教义解释和主导权，更争夺中东地区的大国地位，土耳其亦是如此。基于此，沙特
1698392340# #乘客告广州地铁安检要求试喝侵权败诉想钱想疯了。为什么这么多人敢讹诈？那是因为讹诈成功的案例太多了，讹诈成功钱就到手了，讹诈失败啥事没有……
1702686919# #崇祯太子的下落。。明朝崇祯皇帝的太子曾住在钟粹宫。传说崇祯皇帝在景山吊死之后，太子流落到南方，投奔了福王在南京建立的南明政权。南明的权臣马士英对福王说，不管这个太子是真是假，我们都不能承认他是真的，如果太子还活着，就轮不到您来做皇帝啊！福王心领神会，以伪太子之名将其下狱。但以左良玉
1687774609# #男童遭家人棍打后从五楼跳下看的心都痛了，哪有这样父母，都说虎毒还不食子。这个孩子究竟犯了什么错？逼迫他到了窗外的空调架上都还不肯放过，导致跳楼。这是正常家长干的事吗？这真的是往死里打啊！警方回应男童遭家人棍打从五楼跳下
1687821052# #家庭的现况，一句话基本可概括，你细品：。。“母弱出商贾，父强做侍郎，族望留原籍，家贫走他乡”。。。家庭条件不好的孩子，多半会去外地闯荡，自己创业或者自我谋生发展。。。家庭条件好的孩子一般会留在出生地，有的可步入仕途或其他路，由于原籍人脉资源丰富，能留在当地有广阔的发展空间。。。千百年来，
1693883294# #超9成海外网民称不再吃日本海鲜吃不吃海鲜不是最重要，水才是最重要的！日本是个岛国淡水资源从哪里来，就算是日本人屯了很多水，整个日本国又能用多久呢？几十年还是几百年，我们可以不吃海鲜海产品，可我们不能不喝水吧，日本核污水排放进大海，污染的是整片海洋，陆地上的水源是哪里来的，天上下
1702622097# #高途陈向东再回应挖角董宇辉传闻我们从董宇辉身上看到了普通人渴望的一面，出身普通，没有背景，这个社会稀缺的东西，董宇辉身上能看到，突然火了，一个农民出身的寒门书生，才华横溢，简单幽默，温暖善良。但，木秀于林。东方小孙，老俞确实让人失望。
1703823874# #在2024年即将到来之际，我们要相信，只要不停地向前走，就一定能够迎接更加美好的未来。
1694138018# #是时候改由政府主管部门进行宏观行政调控了，征求社会意见后统一制定抽成比例上限，让各个平台在此最高抽成范围内自由竞争。
1694475805# #毛泽东修改郭沫若关于“忆秦娥·娄山关”的注解。。1935年2月，红军长征期间，毛泽东创作了一首词，即《忆秦斌·娄山关》：“西风烈，长空雁叫霜晨月。霜晨月，马蹄声碎，喇叭声咽。雄关漫道真如铁，而今迈步从头越。从头越，苍山如海，残阳如血。。。1962年第5号的《人民文学》和5月12日的《人民日报》随即
1687299190# #62岁大爷相亲称每月给女方30万零花钱6月19日，上海一62岁大爷相亲，称每个月可以给女方30万元零花钱，女子称这大爷比我爸都大2岁，让我难以接受。。。但是，女子的相亲信息牌上明确无误写着：30至60岁，有房有车无贷款，身高175cm以上，月薪三万多，无孩的优先考虑，无不良嗜好，不去娱乐场所，可以接
1689202645# #五代时期吴越国国王钱鏐，祖孙三代、五位国君。自此而后，钱家历朝状元、进士无数。更令人惊奇的，是近代钱家的人才“井喷”，钱穆、钱玄同、钱钟书、钱学森、钱三强……如此多俊才兼出一门，或许核心力量正是《钱氏家训》中的这句话：“利在一身勿谋也，利在天下必谋之。”。。第二次世界大战中后期，钱
1695889451# #经营方式，服务项目需要改革，找准大众的需求，才能生存下去！
1688541898# #围栏挡景是严禁偷窥大好河山吗近期，全国多地被曝光“围墙挡景”现象，被调侃称为“严禁偷窥大好河山”。。。这就是一种短视的行为，是对文旅事业发展浅层次的一种理解，可谓是捡了芝麻丢了西瓜。一方面自然景区具有公共属性，不应该被任何人或任何部门所有，它也属于国家的地区，属于人民大众。
1690409309# #鲁珉是一名战斗英雄，是空军一级战斗英雄、特等功臣。在抗美援朝战争中，他连续参加作战，先后击落多架美军战斗机。后来，他进入空军司令部。。。1969年任空军司令部作战部部长后，他一时糊涂，参加了林立果成立的小舰队。据同伙陈励耘后来回忆说：于新野找我布置任务时，我曾提出要找个可靠的飞行员，于
1695872754# #花西子回应眉笔里不含螺子黛花西子宣称眉笔中含有螺子黛成分（骨螺分泌物），但是其备案成分表里居然没有螺子黛相关成分，妥妥的虚假宣传，纯属欺骗猪猪女孩们。
1694036846# #孟非：大人们在聊些什么。。我的童年正赶上“文革”尾声，当时大人们的所作所为,给我留下了神秘的印象。有这样一幕场景经常出现，至今我仍印象深刻。。。那时我父母的几个同学和同事经常在黄阿姨家聚会。我和我哥，还有黄阿姨家的两个孩子，被他们放在蚊帐里，看他们在昏黄的灯光下谈啊谈啊，也不知道
1693141584# #一张麦迪娜的老照片！
1687217219# #官方通报女子去派出所接受讯问死亡羁押期间人员死亡不管什么原因，派出所都是重大责任，相关人员包括所长都应该处分。同时应该异地调查，给与死者家属一个交代。
1697544433# #中原突围！
1696893782# #1971年乔冠华在联合国大会上的发言自信又霸气！。。乔老爷-卓越的外交家，力展中国人的风采！历史上的浪花涨姿势
1700187356# #1945年，海面上漂浮着破铜烂铁般的日本海军战列舰日向号，这副破烂像仿佛在诉说着一段曾经的辉煌与现在的落寞。日本人不得不承认，在这场实力悬殊的战斗中，他们已经失去了一个重要的战斗力。历史上的浪花涨姿势
1688452547# #商户将一元矿泉水分装卖十元一杯音乐节嘛，就是圈起来不让外面卖水的进来，里面形成垄断恶意抬高价格，当初2元的口罩卖5元被罚了30万，现在1元的矿泉水卖10元能罚多少呢？
1694512502# #中国人寿原董事长王滨死缓一只特大硕鼠。养着他浪费粮食，应该和赖小民一样判处死刑。
1700268294# #叶选基：叶帅全力以赴支持邓小平复出。。庐山会议以及林彪一伙最终灭亡，对毛主席也是极大的打击，他的情绪一度十分低落，进而有所反思，做出一些举措来纠正“文革”带来的负面影响。这就是邓小平复出的背景。。。记得“九一三”事件后，邓小平向毛主席写信表达了希望能做点工作的要求，在毛主席召开政治局
1703067175# #导游上车后要求每人再交200元不然不发车目前当地旅游管理部门已着手调查核实此事，并提醒游客在旅游过程中要维护自己的合法权益。导游应该尊重游客的选择和意愿，不得强制消费。同时，旅游管理部门也应该加强对旅游市场的监管，维护游客的合法权益，以促进旅游市场的健康发展。
1691287785# #游青岛，高高兴兴去金沙滩，谁知因台风缘故，被禁止下海游泳。么得办法，只能在沙滩上戏戏浪花！带着微博去乐园带着微博去旅行
1700870720# #冷战后，美俄如何处理苏联“核遗产”。。苏联解体后，全球性核战争的噩梦逐渐远去，取而代之成为热议内容的，是核武器扩散乃至落入恐怖组织之手的危险。。。苏联解体后的一段时间里，确实有不少传言称，苏联的部分核武器遭到“贱卖”或是不知所踪。在所有传闻中，最惊人的当属亚历山大·列别德将军1997年的
1688389011# #蔡徐坤报案回执报警时间13点，狗仔直播时间12:43分出照片，所以是律师在派出所门口，看到出照片了马上进去报警吗？那么前面几个出事的是不是都报警了呢？总之，狗仔和他总要进去一个。蔡徐坤
1692674668# #纪录片《老山之战》对越自卫反击战真实影像纪录片！致敬英雄！人民的守护神！亿点曝光计划历史上的浪花
1698184315# #“二月逆流”事件的发生与邱会作有关联。。读过“文革“历史的都皆知“二月逆流”之事，“二月逆流”中陈、叶、徐、聂等老帅大闹怀仁堂之事，而鲜知此事与邱会作有关联。。。1967年1月，总后造反派批斗邱会作甚烈。为避风头，邱会作以养病为名，上西山军委前指藏匿。造反派闻邱会作失踪，急聚众数千，团团
1701587253# #深秋的杭州九溪十八涧！每逢秋风扫过，红叶翩然而落，盈满山涧小溪，红的、黄的、绿的落叶，为倒映在水面上的蓝天白云染上秋意，人间仙境也不过如此。杭州身边事记录旅行涨姿势
1700568866# #且不管是不是谣言，所有超出实力范围的彩礼都是不应该的，甚至应该取消彩礼，这些糟粕的习俗应该取缔。
1699143368# #王友琴：左奶奶和马大娘之死。。左奶奶和马大娘，一九六六年时是北京东厂胡同六号居民。胡同里的人们一直叫他们“左奶奶”和“马大娘”，不知道他们的名字。一九六六年八月二十四日下午，红卫兵抄了左家并毒打左奶奶。当时左奶奶的丈夫左庆明不在家中。马大娘到胡同口给左庆明报信叫他不要回家。红卫兵发
1687989660# #近日，有一位女网友在某社交平台上爆料自己跟一个在沈阳领事馆工作的美国人网上认识后不久，就线下见面发生了关系。。。让她万万想不到的是发生关系后，第2天她就被对方拉黑了，更为夸张的是下一次开房的房费都是她支付的。。。据悉这位女网友是在大连读书的大学生，机缘巧合下在某个交友软件上结识了男方
1699660616# #1938年，刘文典在西南联大给学生上课时，谈到他和鲁迅在东京师从章太炎学《说字》时，曾伸了一下小手指。正是这个细微的动作，让他在建国后的高校整顿工作中受到冲击。。。虽然鲁迅、刘文典性格都很清高孤傲，但他们之间并无过节儿。相反，鲁迅对刘文典似乎颇为欣赏。如鲁迅在1931年12月11日发表在《十字
1687592123# #普里戈津可以听命于普京，但不见得他能心甘情愿听命于别人！一旦发生变故，这么一支数量庞大的私人武装，拥有与国家抗衡的能力，一旦其领导人有异心，那是灾难性的！
1703555682# #纪念毛泽东同志诞辰130周年他属于中国，也属于世界。今天，我们一起怀念他。纪念毛主席诞辰130周年
1688732423# #官方通报国企领导牵手门调查处理结果胡继勇被开除党籍、开除公职处分（董某某被解除劳动合同。。。当初两人如胶似漆，太古里牵手门事件闹得人尽皆知，董某某还会要失去“国企领导光环”的胡继勇吗？。。不过董家这么有钱，估计也看不上现在普通的胡了吧，这个结果你怎么看呢？牵手门领导胡继勇被双开
1692869201# #多平台食用盐显示缺货专家不建议我国效仿韩国民众囤盐真不知道这盐有什么好囤，你想想这盐应该保质期是3年吧，而日本人核污染水排海要排30年，你买的再多也无济于事。老百姓还能怎么办，顺其自然吧。
1694398041# #你接受李佳琦的道歉吗挣着普通人的钱，到头来嘲讽普通人贫穷。李佳琦道歉信打多少字也挡不住他直播时内心真正的傲慢，所谓的道歉就是他还想继续赚打工人的钱。
1694921273# #女子称9元买绝味鸭肠团起来没拳头大近日，内蒙一男子看鸭脖店就要关门了，男子心急小跑一头撞碎店门玻璃，摊主：赔了玻璃钱，还买了一堆熟食。这一看就是练过铁头功的嘻嘻
1698720889# #桂海潮学生希望导师赶紧回来检查作业年轻人，只要努力不放弃，一定可以和桂老师一样上天！为国家做贡献！欢迎英雄返回地面！祖国万岁！
1689768957# #女主播大面积裸露推荐隆胸产品被罚60万这女主播套路满满，欺诈何时了？建议严惩相关开发人员，这种人最容易网络造假，很多人喜欢跟风，连受骗都不知道。
1696200035# #著名摄影记者李振盛在“文革”时是《黑龙江日报》的记者，曾拍过很多关于“文革”时期的照片。。。在拍摄黑龙江省委书记任仲夷惨遭批斗的情景时，残酷的批斗让李振盛永远难忘。对“文革”产生了质疑情绪。。。那天，在一场号称有几十万人参加的批斗大会上，随着一声高喊，两个大汉站起来，将任仲夷架上了批
1694215233# #刘少奇在开封含冤逝世。。1969年10月17日，刘少奇被秘密押送河南省开封市“监护”。当时刘少奇处于“可能随时突然死亡”的重病中。在他被转移到开封后仅26天，即含冤逝世。。。将刘少奇转移到开封，倒并不是专门针对他一个人的举措。1969年10月，根据当时中国北部边疆一些国家间的紧张局势，毛泽东做出了国
1698707761# #1974年，周恩来总理与老一辈革命家及外宾齐聚国庆宴会，场面隆重！。。珍贵的视频，永远怀念敬爱的周总理及老一辈革命家！涨姿势
1689993523# #西安警方控制13名为回流生提供服务人员不管咋样，河南学生们还是得有学上的，不论在西安还是回河南上。现在看来，这条利益链上的获利者西安那边肯定居多，反倒部分河南学生家长花了钱，孩子也未必能成功回流。当然，回流生对西安本地的学生也确实不公平，也苦了这些来回折腾的河南家长和孩子们，问题
1688388629# #和谁在一起高兴，就和谁在一起，不管亲人、爱人、还是朋友。。。生闷气更是在慢性自杀，谁让你堵心就躲谁远点；惹不起总躲得起，傻人自有傻福；余生不长，和喜欢的人在一起吧。人生感悟生活
1688643435# #李玟丈夫从网球教练到20亿身家女性往往因为投入感情太深，当受到伤害时难以走出来，因此我们不应该寄托于他人。人性是最自私的，除了父母之爱外，没有什么比爱自己更无私的了。
1688371612# #外交部提醒在法中国公民谨慎外出外交部这一提醒的发布是非常及时和必要的。法国近日多地骚乱的发生，给在法中国公民的安全带来了直接威胁。希望在法国的中国公民能够高度警觉，加强自我保护，确保自身的安全。
1692585571# #全国4成以上男性体重超重研究结果表明，截至2023年，中国男性超重率惊人地达到了41.1%。这一数字凸显了中国男性肥胖问题的普遍性和严重性。肥胖已不再仅仅是个人健康问题，更是社会公共卫生面临的重大挑战。
1689855995# #中建八局涉多个工程合同纠纷一包二包三包十八包，周扒皮砸招牌。现在是各处都有蛀虫太多！
1701830235# #被斗鱼索赔8000万的女大学生从报道中可以看到，女大学生的合约条款相当苛刻，而当这些女大学生因为各种原因无法履行合约时，斗鱼便毫不留情地提出巨额索赔。这有一个问题值得我们深思，斗鱼，作为一个知名的直播平台，却用这样的方式来对待这些年轻人，真的合理吗？总之，这个事件也提醒我们在签订任
1695536539# #专家称现有住房14亿人可能住不完是啊，是住不完，但前提是这些房子在谁的手里呢？
1699101208# #90年代的上海徐家汇-淮海路老影像！
1694061175# #劣迹艺人的历史作品还能不能收看坚决打击劣迹艺人，净化文化市场，使文学艺术为人民服务，为人民大众树立做人做事的榜样！
1697932840# #浦安修：浦熙修与罗隆基。。浦安修是浦熙修的妹妹，而浦安修是彭德怀夫人，她的话是有分量的。。。1956年，《文汇报》奉命改为《教师报》，从4月开始，全班人马、机器设备陆陆续续迁往北京。到6月，还没有搬完，中央宣传部却召见《文汇报》总编辑徐铸成和北京办事处主任浦熙修，宣布中央决定《文汇报》复刊
1689332279# #竹内亮导演纪录片真面目“用真实记录真实”的媒体才是有生命力的媒体。敬佩竹内亮！因为他不说谎话，不选择性报道！
1690673443# #陈明：平反与恢复党籍。。1979年1月我们到了北京。我们被安排到位于和平里的文化部招待所住下。当天就有很多人来看我们，以后几天，每天都有很多人来，许多年不见，话是说也说不完的。春节的时候，我们全家人第一次在北京团聚了，我们照了一张全家福的照片，还去人民大会堂参加了春节联欢会。。。我们回来
1691794442# #邵燕祥：农民在替我们饿死。。1960年，机关里也在采取措施应对主食、副食都不足的现实处境。行政部门想出个主意，跟沧县（1958年选择那里作为广播局第一批下放干部劳动据点）和黄骅（广播局的右派分子们劳动改造地）两地建立了一份“供求关系”。黄骅靠海有海产，沧县不靠海，却有不少水洼子，连冬天都可
1697957047# #喜欢肯尼罗杰斯《爱如磐石》这首歌的，一定都是有故事的人吧！。。慢悠悠的节奏，老男的嗓音，述叙他曾经的最低谷期时光。歌声如潺潺清流沁入心田…令人忧伤而温暖…音乐涨姿势
1701217034# #张（春桥）所谓的奇葩“公平“理论。。张（春桥）山东省巨野县人，1917年出生于官僚、地主家庭。其父张开益是长期为国民党、日寇效劳的反动官僚、汉奸。。。张（春桥）：原来过惯了供给制生活的同志，也并不羡慕什么薪金制......但后来，这种生活制度受到了资产阶级法权思想的攻击。。。商品经济里，必然有货
1700363494# #女子花1.8万买衣服一年不发货不退款买了一年多也不发货也不退款，找到后台工作人员就一直在说在审核中，这种拖沓式的售后肯定都经历过，但是这一年了都没给处理确实是离谱过头。。。如此明目张胆的损害消费者合法权益，居然还没被封杀下架，到底是谁给他们的勇气？幕后是不是还有很多大鱼？希望有关部
1687093746# #女排赛场又响起五月天上一轮中国女排输给了波兰女排，不败金身告破，同时也让出榜首的位置。此役对上意大利队，虽然她们不是全主力阵容，艾格努缺席，但是实力同样强大，并且排名还比我们高一位，世界排名第三，因此中国女排姑娘必须摆正心态，放低姿态，去冲击对手。中国女排vs意大利女排
1701087726# #续范亭将军！
1694053937# #上世纪八十年代上影纪录片《上海啊！上海》完整版。再现旧社会的上海和改革开放的上海！上海身边事亿点曝光计划
1691152129# #赵丽颖向河北灾区捐赠物资廊坊人赵丽颖向家乡灾情捐赠物资。人美心善，真切贴合百姓所需，不求名利，值得点赞good
1699580907# #女子在李佳琦直播间买到空瓶雅诗兰黛卖货方都应该对自己代言的商品负责，注重品控，达到真正的为消费者严选好物，而不是为了自己的个人利益，制造噱头虚假宣传，毕竟电商行业消费者在收到货前无法亲身感受商品的优劣，既然选择相信带货主播，为其带来流量和商单，那带货主播也应该对得起消费者
1688008697# #鼠鼠鸭玩具遭淘宝下架这纯属借热流炒作。而且，这不是警钟，对官方来说是耻辱，怎么可能让你存在。
1687757710# #上世纪九十年代广东东莞视频，107国道有多少人走过这段路…东莞身边事
1698920143# #官方回应福建龙岩一小学生回家跳楼身亡从上杭县教育局了解到：当天，该学生因与同学发生矛盾并掐了同学脖子，后被老师批评，用软尺打手和罚站。学生在放学回家后，悲剧就发生了……。。但具体过程，还尚未与其家长确认，不太清楚！现在的老师难当！管也不是，不管躺平也不是。
1691104810# #这张照片拍摄于1975年10月8日，毛泽东与孟锦云、陈长江、吴连登等工作人员合影。新星v计划
1690075385# #“四人帮”成员之一姚文元，于2005年12月23日病故，官方在半个月后通过新华社公布了其死讯。不过，香港《文汇报》在新华社消息公布之前几日，特别转载了两篇有关姚文元在狱中及入狱前后的文章，披露了姚文元在狱中反省认错且不时闹笑话的窘境。。。这两篇分别题为《姚文元出狱前后》、《卷入“一月夺权”
1692507706# #中国大陆终止了8月份的ECFA（两岸经济合作框架协议），这一举动被视为对台湾政治走向的调整。。。事实上，早在蔡英文担任第二任期时，就已经有人认为应该采取这样的行动。在台独势力不断采取挑衅行为的背景下，北京终于无需再忍受下去。。。这一决定受到了广大人民的欢迎，他们对此表示非常满意。。。值得一
1693369880# #48人因洪水失联的工地5人被刑拘全力搜寻四川金阳山洪失联人员这次山洪灾害导致的人员伤亡情况更为严重，特别是有48人仍失联。而相关管理人员不报、谎报只会延缓搜救。在这样的灾害事件中，透明的信息流通和公开的状态更新是非常关键的。这不仅有助于家属和社会了解情况，也有助于调动更多的社会救
1694480052# #石榴集团董事长回应高管内讧跪天跪地，跪父母，跪英雄，这是跪什么？敢当众下跪的人底线比绝大多数人低。如果能把这么下跪的姿态拿出来，好好的和股东沟通，难道不是更好吗？
1695195014# #录取通知书被人冒领顶替30年冒名顶替三十年，即将退休的顶替者因怀孕被取保候审后撤案！能够冒名顶替上学，肯定有人有关系。还需要学校、派出所的密切配合造假，才能完成，应该严查相关责任人！
1688548852# #清华硫酸泼熊学生成中科院副研究员希望大家宽容点吧，可能某种意义上需要这种鬼才吧，而他也有真本事。好多大科学家都做过很多糊涂事儿。像居里夫人当过小三，牛顿后来研究神学，爱因斯坦未婚生女，抛弃原配与表姐结婚…苦海无边回头是岸，希望他能在科学领域做出更大贡献。
1690155527# #司徒雷登：我眼中的中国达官贵人颜惠庆、陈树藩！。。颜惠庆博士是一位美国圣公会牧师的儿子，他是中国政坛上的显赫人物，他毕业于圣约翰大学，曾担任过中国驻其他国家公使和北京政府首脑。他是个有高尚人格魅力的人，并且拥有超凡的政治才能，他供职于燕京大学理事会多年，并且还曾几次出任主席。第一次
1687845173# #隐秘的性骚扰难以取证怎么办确实是这样，现在不少职场性骚扰并不会直接带来物质上或身体上的伤害，这种伤害鉴定几乎不可能。为此，一般难以获得直接物质赔偿。实际上性骚扰造成的确实是精神损害，但是基于精神赔偿的诉求同样很难获得法院支持。
1699514802# #哈马斯以色列正在谈判据路透社11月8日报道，了解谈判情况的消息人士8日透露，由卡塔尔斡旋的谈判正在进行之中，旨在确保被哈马斯扣押的10到15人获得释放，以换取加沙实现一两天的人道主义暂停交战。。。以色列和哈马斯谈判，希望能够达成预期。前者实现暂停，后者释放人质，如果顺利实施，是否巴以冲突
1695073988# #抗战初期，第一个鬼子俘虏是如何抓获的。。由于受“武士道”精神的毒害，抗日战争开始后的很长时间里，数万名日军战死，居然无一被俘。为了抓到一个俘虏，中国军队许多官兵为此付出了代价。有一位营长背起一个半死不活的日本伤兵，准备送往急救站，半路上伤兵稍稍缓过劲来，一口咬掉了营长的耳朵。还有一
1703249555# #毛主席和李淑一合影！
1694659763# #网攻西工大的神秘黑客身份被锁定必须给国家计算机病毒应急处理中心和360公司点个外卖。国家安全必须高度重视！美国不仅极限制裁中国，而且企图颠覆中国的阳谋世人皆知，国人必须惊醒！
1693908843# #上了一天班，都很辛苦，放个开心视频，给大伙乐呵乐呵，消消疲惫！哦吼…搞笑骄阳伴我中的烟火气
1688428569# #这是一幅“文革”期间的《群丑图》，用漫画的风格，丑化国家、军队和地方政府的一百多名领导，包括刘、邓、陶、彭、罗、陆、杨、贺…。。据传，此图是蒯大富及其手下于1966年11月绘制的，但根据现有材料，另有说法称此图是中央美院附中毕业生翁如兰（其父亲翁独健是大历史学家）所作。该图作者究竟何人，
1700537611# #卡伦•卡朋特《Jambalaya》（什锦菜）。。这首歌是美国汉克·威廉姆斯原唱歌曲。这首歌的背景是在美国南部密西西比河流域，叙述一群移居美国的法国后裔仍保持其传统的庆祝活动。其中以卡伦•卡朋特重新演唱的这首歌最为知名，她将这首歌演唱得节奏欢快，朗朗上口，颇具浪漫甜蜜的气息，深受歌迷的喜爱…
1702274850# #余承东怒斥懂车帝冬测是坑人的测试懂车帝回应说所有车的测试标准都是一样的，余承东不承认，再次炮火冲向懂车帝：“坑人的测试，误导民众！科学与严谨才是应该遵循的基本规则”。
1702953321# #男子未考上编制复合被拒跳楼身亡在这个竞争激烈的社会，编制成为了很多人追求的梦想。然而，当梦想破灭时，这名男子选择了极端的方式结束了自己的生命。不禁要问：他的心理承受能力为何如此脆弱？这与家庭教育是否有关？
1689033777# #这张图片展示的是抗日战争胜利后的天安门城楼和楼前的“T”型广场，那时天安门城楼上还挂蒋中正的画像，我们直观地感受到当时的天安门广场情况。与如今的天安门广场相比，当时的广场规模较小，而且建筑风格也截然不同。。。解放前的天安门城楼和楼前的“T”型广场是天安门广场的重要组成部分，然而，时光
1692865557# #乌合麒麟与人类同归于尽吗混蛋画的挺形象，边跪边吐污水。唉，当初美国多给它几个原子弹，就没有这回事了。
1688350130# #美财政部部长将访华她来能解决什么问题，就是要中国买国债，王主任说过美国要对现承诺，才能考虑耶伦访华，难道美国做到了吗？拭目以待吧。
1693269306# #听晚清遗老讲述他眼里的张勋复辟。。什刹海岸边的茶棚一直伸到湖里，铺着白台布的藤桌，一溜摆放在用立在湖中的松木搭起的木板平台上。几个身着旗装的妇女，围坐在临湖的藤椅上，一看箍脖的硬领，隐隐发光的缎料，那一支压在喜鹊尾儿发上的翠钗，就知道这是大家福晋。。。这是我祖上先人生活中常见的一景，
1691017924# #毛泽东为什么没参加周恩来的追悼会！。。周恩来追悼会后第三天，即1月18号，周秉钧与周秉德前往西花厅。周秉德问起，伯伯病重的时候，主席有没有去看？。。邓颖超正面地回答了这个问题：你们知道，主席对你们伯伯是那么器重，两个人几十年的这种革命战友出生入死，你伯伯后来的形象，如果主席去看他，两个
1700479536# #11月19日虹口区水电路609弄一居民住宅发生火灾，7号楼5楼突然起火，火势凶猛，曾调用虹口等多个消防部门14辆消防车一百多人救火，17点半后火已扑灭，无人员伤亡，损失暂未统计。。。防火不可大意，防患时记心中，大火多么可怕，最易失控，损失往往都是巨大的。上海身边事黑龙江一平房突发火灾7人遇难
1703050190# #澎湃都全球推广了，比只能国内推广的鸿蒙厉害多了，居然没有在列…
1694398118# #朋友们，周一福利日我来给大家送福利了！今天订阅我的年费Vplus，除专享高价值付费内容和权益外，还能参与抽奖，100%中现金！最高6666元！平台额外追加了10-100元大额红包，加码福利仅1天！快来冲吧！
1687429017# #家属称剖宫产时孩子大腿被医生掰骨折这事怎么说呢？不了解详情，不做评论，但看了些网民评论，我还是要说一下：人做的工作，都不可能保证万无一失，出了事故维权有法律途径。没必要上纲上线，扩大范围打击一大片。谁也没有定力这辈子不去医院，良好的医疗环境有利于大多数。
1693746414# #蒋依依被追缴税款238万余元这些年来，随着税务部门的严查严管，不少明星因为偷税漏税而被罚款、被封杀。有些明星是故意逃避纳税义务，有些明星则是因为不了解税法规定而造成的失误。无论如何，偷税漏税都是违法行为，都应该受到法律的制裁和社会的谴责。于正毒奶
1691390053# #SVIP免费领SVIP体验卡免费领送你一张SVIP体验卡，点击免费领取，即刻获得去机型小尾巴、个性Flag、内容权益、动态头像、评论气泡等超多尊贵权益。快快点击链接领取，和我一起畅享SVIP尊贵权益吧！『SVIP体验卡』
1700652916# #四川一地规定110周岁老人每月领3500元请问，整个中国有多少高寿110岁的？就是个噱头允悲
1689763132# #你会选择大城市还是小县城呢我认为选择生活在大城市还是小县城，取决于个人的喜好、工作机会、生活品质等因素。大城市通常提供更多的就业机会、文化活动和便利设施，但也可能面临更高的生活成本和交通拥堵等问题。小县城则通常拥有更悠闲的生活节奏、更低的生活成本和更亲近自然的环境。因此，选择大
1691155511# #这是2010年台北的国史馆公布了一批重要的档案中的一封中共主席毛泽东在1942年写给委员长蒋中正的手函。这一年的8月，陕北发生水灾，国民政府行政院派人赴延安赈济，毛泽东因此写了这封言辞恳切、态度谦恭的信托郑延卓带给蒋中正。。。在此前，毛泽东因“适患伤风”，只好让林彪去见蒋中正，林蒋两人的会
1702083440# #陈志学：泸州武斗中的难忘经历。。第二次武装支泸（俗称九.五支泸，即1967年9月5日发生在泸州的大规模武斗），宜宾地区革委会（当时泸州还是宜宾地区管辖的一个县级市）在四川省革委会副主任刘结廷、张西挺的授意下。在地革委会主任、宜宾军分区政委王茂聚，革委会副主任郭林川亲自组织指挥下，调集宜宾
1696122622# #1969年，胡志明逝世。时为越共第一书记的黎笋便成了越南最高领导人。从此，越南进入了“黎笋时代”。。。与亲近中国的胡志明不同，黎笋对中国谈不上什么感情——相比之下，黎笋更愿意维持同苏联的友好关系。黎笋将中国在抗美援越中提供的巨大帮助视为理所当然。那时候，黎笋、长征、范文同等人到中国北京
1696492325# #中国女篮是目前三大球最可信任的队伍，从教练到队员再到实力。七连冠加油！
1694076678# #为人师者，以德为先。没有德，根本就不配当老师。无论学术多精湛，都应一票否决。
