1693693199# #我们想念毛主席…鲜花🙏鲜花🙏鲜花
1698964636# #阿弥陀佛🙏🙏🙏
1694128423# #有幸步入健身馆，正好管理保龄球。直线曲线飞碟球，俊男靓女竟技场。赞赞赞赞赞
1698109592# #御笔天书画上彩，彩云追月神相助。助力营造新世界，界面花草皆成真。鲜花微风作揖音乐心
1697502297# #远亲不如近邻，这次结大欢喜。父母接来同住，亲密无间多好。鲜花鲜花鲜花鲜花鲜花
1699050452# #十五月亮十六圆，红袍袈裟夜伴钟。三更时辰秘宗拳，星辰映照早成仙。🙏阿弥陀佛🙏
1687654620# #美丽无限俏佳人，青春年华少女心。旭日东升霞万道，满面春风向前行。鲜花微风作揖音乐心
1700262785# #鲜花作揖鲜花作揖鲜花
1701381230# #走过路过（五）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1690157375# #绘画作品繁类多，五花八门皆风景。人物塑造重头戏，留给后人评大师。🙏🙏🙏🙏🙏
1695772857# #世间人乱象，迷途羔羊红尘路。
1694563024# #美丽的才女早上好，今日天气好，她们都去颐和园，我的老腰还是不敢累着，又是独守空房。亲戚明天就要走了，这次检查皆大欢喜。所以重点转移吃喝玩乐，昨天直接带进故宫，北京的名吃没少去，什么八大楼几大庒，总的来说鸿宾楼最好吃，可惜我都没有去…挤眼挤眼挤眼
1687902690# #饭局文化（一）。朋友隔三差五，。相聚聊点闲篇。。美酒佳肴畅饮，。笑语南北西东。。鲜花微风作揖音乐心
1696802749# #吃好喝好活自在，。长生不老食为先。。芝士汉堡太美味，。享受快乐好生活。。鲜花微风作揖音乐心
1690840487# #今年说起真怪，蚊子突然消失。气候环境变化。难道他们成精。哈哈哈哈哈哈哈哈哈哈
1699404935# #此画很有创意，极具收藏价值。没事独自欣赏，田园风光无限。🙏阿弥陀佛🙏
1698626182# #阿弥陀佛🙏🙏🙏
1696551756# #养生之道…作揖作揖
1703371658# #好文推荐分享…作揖作揖
1691020964# #金玉满堂福禄寿，成双成对游戏水。龙门鱼跃大变身，五颜六色鱼化龙。心音乐作揖微风鲜花
1704065312# #过节出行农家乐，人接地气精神爽。连吃带拿好日子，礼物多多原生态。心音乐作揖微风鲜花
1692232704# #太行月圆秋满山，夜色深沉自然美。风吹草动红顶天，泉水叮咚世外源。🙏阿弥陀佛🙏
1693610812# #高原归牧图，远山近景画。风光无限好，志者路前行。作揖作揖作揖作揖
1695503863# #罗娜超话。美好世界，有您、有我、有微笑，这就是幸福！。我们相约，平安、健康、和快乐，这就是心愿！。美丽娜妺，早上好！鲜花咖啡音乐心
1703807044# #如此这般有传承，刻骨铭心先师风。笔墨纸砚常流水，推陈出新画韵味。鲜花作揖鲜花作揖鲜花
1699403402# #经典老电影，我与大家分享.。作揖作揖
1687123056# #罗娜超话。把最美好、。最真诚的祝福送给您，。不是今天，。而是生命中的每一天。。愿您开心、。快乐、幸福、健康！。美丽的娜妺早上好！。鲜花微风作揖音乐心赞
1691096992# #罗娜超话。人生不求金银地，。但求平安过四季。。相聚不求一朝夕，。但求牵挂和惦记。。朋友不求滿天地，。但求真诚和珍惜。。开心快乐每一天！。娜妹妹早安吉祥！。🌹握手音乐咖啡微风心
1699224808# #养生之道作揖作揖
1699046935# #忽觉故人心上过，。回望山河已过秋。。但愿来年会更好，。举杯煮酒论英雄。。鲜花作揖鲜花作揖鲜花
1695769472# #月儿高悬头顶天，天色已晚上山难。难得结缘心有佛，佛系之人烧头香。🙏阿弥陀佛🙏
1694305703# #鲜花🙏🙏🙏鲜花
1703714815# #蒋介石临终遗言！。看完我惊呆了！。。朝鲜战争结束后,蒋介石仰天长叹，对儿子蒋经国及毛人凤等军事将领说：。。在这个世界上，没有人是毛泽东的对手，盟国（美国）说我蒋介石不行，可是他们又怎样呢，我看他们西方国家也是一群蠢猪。。。他们与中共毛泽东比，从哪方面都无法相比！。。16个国家最精良的军队,竟
1701390485# #风霜雨雪寒流过，世态炎凉情冷暖。黑里透红高原色，画似平淡意难熬。🙏阿弥陀佛🙏
1697241852# #养生之道…作揖作揖
1700345180# #秋高气爽色眼影，满山遍野色斑斓。仙人指路都一处，风景秀丽这边好。心音乐作揖微风鲜花
1703634172# #沙雕艺术再现，江湖众生游戏。匠心独具慧眼，瞬间流失无情。哈哈允悲哈哈允悲哈哈
1691282860# #群山峻岭雾环绕，小桥流水到人家。绿荫掩映缚苍龙，花香鸟语绘天歌。🙏阿弥陀佛🙏
1688716283# #儿行千里母担忧，不如携子同路行。东西南北纵贯线，高铁动车走天涯。鲜花微风作揖音乐心
1691452810# #一年四季轮流转，今日立秋迎进门。时光飞逝风吹散，贴上秋膘保平安。心音乐作揖微风鲜花美女露露早上好！鲜花微风作揖音乐心
1695767995# #宇宙星空多闪耀，。金木水火土五行。。珠宝翡翠人学说，。奇珍异宝天地间。。🙏阿弥陀佛🙏
1702602914# #今冬头场雪，随手拍照片。街道流行色，一片白茫茫。鲜花作揖鲜花作揖
1690416809# #白首归来种万松，。败叶纷随碧水池！。探步岁痕先祖寻，。华夏文明灼到今！。鲜花鲜花鲜花鲜花鲜花鲜花。习近平总书记在四川省广元市、。德阳市分别考察了翠云廊古蜀道、。三星堆博物馆，。了解当地推进历史文化传承、。加强生态文明建设，。和历史文化遗址发掘研究、。文物保护修复等情况。。鲜花
1693692664# #废水流向全人类，倭寇暗藏杀人心。世界末日步人还，同仇敌忾害人虫。
1689032035# #人是站了一排，可惜全不认识。国内阴盛阳衰，女足巾帼英雄。鲜花微风作揖音乐心
1701645778# #帅哥吉祥…作揖作揖
1703803827# #走过路过（一）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1700262636# #养生堂.。作揖作揖
1702938726# #最近很喜欢的一段话：。。真正的养生，不是冬吃萝卜夏吃姜，也不是锦衣玉食，吃上好的补品。。。而是要和喜欢的人在一起，做自己真正喜欢的事…。。心音乐作揖微风鲜花
1701907587# #养生堂…作揖作揖
1703025676# #走过路过（一）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1687039689# #时尚潮流美女风，性感迷人夜来香。苗条淑女君好逑，只有贼心胆太小。哈哈允悲哈哈允悲哈哈
1695250618# #金色年华水中鱼，鱼儿聚财花绽放。放声喜鹊风吹拂，拂香而至福禄寿。🙏阿弥陀佛🙏
1690830771# #罗娜超话。当下天气太无常，。一时闷热一时凉，。一会暴雨伴风狂，。随时又会出太阳，。这样季节要提防，。不要中署和着凉，。祝愿平安又吉祥。。美丽娜妺早上好！。🌹🌹太阳音乐音乐
1697317905# #罗娜超话。🍒🌊🌺🌊。一个理想，我们都平安🙏。一个心愿，我们都健康🙏。一个祝福，我们都幸福🙏。一个问候，我们都快乐🙏。娜妹早上好🌹咖啡🌹
1687037137# #饭局文化（一）。朋友隔三差五，。相聚聊点闲篇。。美酒佳肴畅饮，。笑语天南地北。。鲜花微风作揖音乐心
1688765074# #走过路过（四）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1699656370# #走过路过（八）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1694737193# #发小相聚谱新篇，回归自然童年梦。本是同根齐相近，携手并肩人生路。鲜花作揖鲜花作揖鲜花
1692307031# #罗娜超话。高兴就是幸福，。开心就是收获。。日子过得快乐，。生活在于品位。。身体只要健康，。心情舒畅愉悦。。我们一样不少，。平安幸福永远。。咖啡娜妺早上好！。鲜花微风作揖音乐心
1697325328# #街头巷尾随处见，小家碧玉真性情。爱心人士善有缘，人狗之间情未了。哈哈哈哈哈哈哈哈哈哈
1696550222# #体育项目众多，健身娱乐台球。力量角度几何，女子九袋花式。鲜花心鲜花心鲜花
1701638552# #剑出鞘（一）。我国最新研发，。几款新型武器。。爱我中华大地，。重装保家卫国。。鲜花微风作揖音乐心
1695339360# #大师作品欣赏，回忆美院所见。朴实才学出众，留下经典画作。鲜花作揖鲜花作揖鲜花
1697318846# #十人烧香九为财。不知才从善中来。为人有德天长佑。行善无求福自来。。佛门过往夕不在，。在世之间钱当道。。道法自然拜香堂，。堂上众生皆求财。
1703106533# #罗娜超话。冬有雪花，春有柳，不如人生有好友；相聚不是天天有，相互惦念到永久，平安。健康永相守！。美丽的娜妹早上好！🌹🌹🌹
1702244803# #动物世界（一）。世间万物皆有缘，。因果关系皆定数。。弱肉强食皆是真，。生态平衡皆天意。。微风微风微风微风微风
1701639813# #一辈子能遇到一个愿意陪你，懂你，宠你，信你，爱你的人就是你的幸运。你若懂我，何用多说，你若不懂，多说何用，心若相知，无言亦懂，这世上最大的默契，我觉得就是有人懂你的言外之意，心疼你的欲言又止，世间万物皆可有，唯有懂字最难求，一生当中能遇到一个既是爱人亦是知己的人，我觉得是人生最大
1697145666# #（七）陇南行，。麦积山石窟…
1688025687# #网络高手倍出，水平参差不齐。有些人是无德，切记小心上当。挤眼挤眼挤眼挤眼挤眼
1697582460# #心存善念布道场，以诚相待众生灵。信仰失失人余市，严于律己求生存。🙏阿弥陀佛🙏
1687848452# #中考顺利结束，学习告以段落。父母关爱有加，孩子再接再厉。作揖作揖作揖作揖作揖
1697929342# #屋前屋后自留地，种下希望瓜果香：丰收喜悦不言表，乡村小院人重生。心音乐作揖微风鲜花
1701555464# #养生堂…作揖作揖
1688252580# #电影来源真实，。还源本来面目。。社会错综复杂，。交友必须谨慎。。作揖作揖作揖作揖作揖
1695513583# #养生之道.。作揖作揖
1693356164# #夏去秋来时，芦苇荡秋千。草花开到美，风吹浪淘沙。鲜花鲜花鲜花鲜花
1699489893# #虽然我没有去过，但是我喜欢那里的一切，反映当地的，电影，电视剧，小说，及地方戏也是喜欢。正像我喜欢四川一样，虽然不会说，但能听懂四川话。小时候看抓壮丁开始，就喜欢四川文化，特别喜欢电视剧傻儿系列，看过无数遍。就说峨嵋山金顶，我上去过四次，总觉得那里仙气十足，让人留恋往返，又多了。
1693812730# #真的假的啊🤨？我怎么突然不敢写了？我有点怕。每次路过都很冲动，就像脑门上贴了，一块狗皮膏药，有种莫名其妙的耻辱，我想🤮🤮🤮！其实了解北京的人都知道，北京的建筑风格，从来都是四平八稳，帝王气十足。你可以看看，建国以后的首批十大建筑，那一个不是宏伟壮观，这才是我们北京…
1697243029# #玲珑八面来风雨；求下联！鲜花鲜花鲜花宝塔震妖定军山。
1692231698# #少年壮志不言愁，心怀梦想去拼搏。四处奔波苦甘甜，方知人生实不易。一生追求为那番，红尘迷茫名利场。醉生梦死何是真，回首往事空空空。作揖作揖作揖作揖作揖作揖
1687842469# #天天都在晒美食，自吹自擂御膳房。夜深人静菜上桌，不吃也知饭馆来。挤眼挤眼挤眼挤眼挤眼
1697153522# #上联：枫红片片溪流响，下联：===========：佛手轻轻秋风凉。
1697668680# #罗娜超话。人啊！。无缘遇不到，。有缘忘不了，。交的是人心，。敬的是人品，。活的是人格，。念的是真情！。。所有遇见，。都要好好珍惜。。感恩有你，。愿你健康幸福！。咖啡鲜花咖啡鲜花咖啡。。娜妹早安吉祥…。微风音乐微风音乐微风　
1696806410# #京圈饭局…（上）。帝都脚下四九城，。达官贵人喜相逢。。推杯换盏酒司令，。美酒佳肴论东西。。鲜花微风作揖音乐心
1697327864# #为了梦想而战斗，已不年轻体难支。音响设备震天响，五脏六腑全在抖。哈哈允悲受不了允悲哈哈
1687297091# #大爱之人（六）。明星众生风云，。独喜发哥威武。。上海滩中老大，。赌神更具魅力。。鲜花微风作揖音乐心
1699230871# #我们想念毛主席…🙏🙏🙏
1691450332# #生命在于运动…💪
1701646509# #螃蟹一是爪八个，两头尖尖这大个。爱吃就是太麻烦，公膏母黄超好味。哈哈哈哈哈哈哈哈哈哈
1693613673# #生活按步就班，闲话老声长谈。老街古巷小曲，水土一方养生。🙏阿弥陀佛🙏
1700182879# #人生在世不称意，孤独终老此一生。看破红尘空悲切，来去匆匆皆过客。🙏阿弥陀佛🙏
1694936850# #扎西德勒🙏🙏🙏
1703896419# #江山如此多娇，先烈热血浇灌。著书立说传奇，继往开来前行。鲜花微风作揖音乐心
1693181200# #养生堂…作揖作揖
1695251094# #上联：笑古笑今，笑东笑西笑南笑北下联：城区城乡，城镇城村城里城外。
1691625578# #明字君度号鹤涧，擅画山水重写生。留下真迹传千古，线条源自纯天然。鲜花作揖鲜花作揖鲜花
1695418605# #罗娜超话。今天福，明天福，祝你一生都幸福。早也安，晚也安，祝你天天都平安。人也好，事也好，祝你处处都美好。。娜妹妹，早上好，祝你平安快乐福。。鲜花鲜花鲜花音乐音乐音乐作揖作揖作揖微风微风微风
1697416685# #开个家长会，老师见老师。吃顿海底捞，永远争第一。赞赞赞赞
1696722974# #秋风吹落叶飘零，遍地皆是花自然。老翁夜游多情种，宁可追梦乐逍遥。作揖作揖作揖作揖作揖
1688718478# #看懂了，我每个周末都会去发小家，从小一起长大的人，在一起打个小麻将，重点在晚上吃饭喝酒，聊的全是童年的回忆，这种感觉真的很好…作揖作揖作揖
1695946250# #中秋佳节日，提笔画几幅。都是身边事，众生皆好度。🙏🙏🙏🙏
1692661412# #什么都不是。水往低处流。浩瀚宇宙中，星星知我心。作揖作揖作揖作揖
1690762819# #我真的是醉了，这是何方神圣。拿出做饭家伙，挣钱异想天开。哈哈允悲哈哈允悲哈哈
1687040442# #把酒言欢问青天，抵足而眠梦生死。酒醉金迷红尘路，失去自我难回头。允悲允悲允悲允悲允悲
1701563337# #入乡随俗拜香堂，佛法无边苍海茫：超度心灵获重生，阿弥陀佛平安福。🙏🙏🙏🙏🙏
1699397245# #今日立冬：冬日安康，岁岁无恙。时光匆匆，转眼立冬，朔风始起，。万物境藏。。今日立冬，冬天的第一个节气。。岁月已晚，万物诉寒，落叶成阵，。繁华未央，万事荣立，恭庆冬安。。秋尽冬伊始，美好正当时；。好事随冬至，往事随秋逝；。清风在路上，安宁在心上；。接下来的日子里，唯愿人随冬好，。冬与人宜，山
1688332626# #罗娜超话。娜妹早上好。高温由天定，。快乐自己找，。微笑不用钱，。却比钱重要。。一日三笑人不老，。健康快乐宝中宝，。炎热夏季日当午，。注意防暑和降温！。烟花🫂烟花🫂烟花
1696551509# #帝都早已根不在，腾笼换鸟走太多。原住居民七八九，举家迁环四五六。🙏阿弥陀佛🙏
1696285935# #心一动，便许诺相伴到老，爱到深处，此情便刻骨铭心。。静谧若幻。2023-09-2518:19江苏。。当想念的心语心声，化作指尖下的文字时，一笔一墨皆是爱，那份带有温度的情，就像骄阳一样，融化了心中的凄凉！。紫陌红尘多逍遥，世事纷扰皆有因，触动心灵的事，尽管已是时过境迁，蓦然回首时，心中依旧有着无比激
1687477167# #上联：斗室书香胜下联：三国捉放曹。
1695251384# #养生堂…作揖作揖
1703107609# #走过路过（一）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1686958760# #立地成佛拜香堂。
1699828856# #🙏🙏🙏
1699914129# #罗娜超话。。初冬已临露成霜，飞雁南迁树叶黄。白天还好夜寒凉，出门别忘添衣裳，适当保暖为健康，清晨一语送吉祥。。美丽娜妹早上好！鲜花微风微笑音乐心
1691796063# #似曾相识燕归来，来去匆匆花太多。多年以前人记忆，忆梦重圆画成真。鲜花作揖鲜花作揖鲜花
1695426805# #个展群展都是展，拿出精华大家享。特色美食独角戏，群芳争艳笔天歌。鲜花微风作揖音乐心
1687815029# #养生之道（七）。生命短促随风过，。转眼之间是百年。。众说纷纭在当下，。健康生活保平安。。🙏阿弥陀佛🙏
1698271839# #罗娜超话。生命中的朋友，。如花香般淡雅，。如美酒般飘香。。既相伴于岁月风雨，。又深情于日久天长。。愿我们都幸福健康，。美丽娜妹早安吉祥！。鲜花微风作揖音乐赞鲜花
1700089550# #走过路过（三）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1687824155# #养生堂…作揖作揖
1697756579# #🙏🙏🙏
1687997282# #养生堂.。作揖作揖
1699048305# #走过路过（五）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1694995784# #没事经常视频窜，天津跳水平民化。北京只知有冬泳，平时河边狗太多。挤眼允悲挤眼允悲挤眼
1692307689# #佛为心，道为骨，儒为表是国学家南怀瑾先生的名言，表达了一种修行和成长的思想。具体含义如下：。。佛为心。佛讲究炼心，讲究红尘三千不动禅心，讲究世间艰苦慈悲渡世，讲究放下屠刀立地成佛，是以佛为心。。。道为骨。道崇尚自然，讲究道法自然，用以说明世界的本原、本体、规律或原理，是人对世界、天地
1703810592# #猫咪通得人性，从不乱七八糟。只有春天而闹，做了节育没事。允悲允悲允悲允悲允悲国外乌云密布，老美藏在其后。恐怕天下不乱，如何鱼翁得利。允悲允悲太坏允悲允悲
1701383812# #健康生活…作揖作揖
1701730886# #回故历史故事，人们广泛思考。苏联变成这样，值得我们深思。允悲允悲允悲允悲允悲
1701903168# #30岁+可以听到18000。40岁+，可以听到15000。50岁+，可以听到12000。60岁+，可以听到10000。65岁+，可以听到8000。70岁+，可以听到6000。75岁+，可以听到5000。80岁+，可以听到4000。大家可以对号入座。。这就是退行性。不可逆转。测试一下，你的听力代表你衰老的进程。
1690242852# #走过路过别错过，灵儿妹妹诗词赋。才高八斗书五车，世上所有人难寻。心音乐作揖微风鲜花
1697325594# #世态炎凉伤心泪，人情冷暖独自知。互相伤害无底线，火眼金睛难破防。允悲允悲允悲允悲允悲
1692658464# #🙏🙏🙏
1698708619# #吃还堵不住嘴，整日齐人忧天。平平淡淡生活，活着就是成功。允悲允悲允悲允悲允悲
1687296619# #饭局文化（一）。朋友隔三差五，。相聚聊点闲篇。。美酒佳肴畅饮，。笑语天南地北。。鲜花微风作揖音乐心
1688508423# #多日不见小崔，。实话实说主持。。风采涛声依旧，。书法日新月异。。鲜花微风鲜花微风鲜花
1700268420# #故地重游思万千，文革期间是小学。改开以后人归依，婚庆礼拜信上帝。作揖作揖作揖作揖作揖
1702686942# #无锡惠山有古镇，泥人知名传天下。多年以前咱去过，留下点点记忆中。心音乐作揖微风鲜花
1691362489# #大水冲了龙王庙，大雨滂沱下成灾。大难不死必有福，大家出门多小心。🙏阿弥陀佛🙏
1691533641# #近日多次被提醒，不知何处总违规。反复推敲正能量，给画配诗也不成。哈哈允悲哈哈允悲哈哈
1697073225# #黄叶知秋意，碧水映红墙！故宫筒子河畔秋色渐浓。。北京日报客户端。。黄叶知秋意。。碧水映红墙。。秋日黄昏。。筒子河畔色彩斑斓。。黄叶知秋意，碧水映红墙！故宫筒子河畔秋色渐浓。夕阳西下。。银杏映衬着琉璃瓦。。韵味十足。。沿着河岸漫步。。古都的秋韵尽收眼底。。黄叶知秋意，碧水映红墙！故宫筒子河畔秋色渐浓。。来
1692237912# #🙏🙏🙏
1687125198# #走过路过（六）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1696983725# #自娱自乐存在感，人到中年活明白。及时行乐找话题，珍惜当下乐是生。🙏阿弥陀佛🙏
1687732047# #奇山祥瑞聚宝盆，大雁飞来喜相逢。山川河流美如画，锦绣中华唱颂歌。鲜花微风作揖音乐心
1695685352# #你是具有大智慧的人…作揖作揖作揖
1690150632# #浓淡干湿画分享，笔墨纸砚香飘逸。画龙点睛文化人，打油似乎高一筹。哈哈哈哈哈哈哈哈哈哈
1699826031# #走过路过（五）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1693987703# #儿行千里母担忧，姑娘是妈小棉袄。大爱之人孝为先，打碎骨头连着筋。🙏阿弥陀佛🙏
1703027506# #食品健康安全…作揖作揖
1696981044# #🙏🙏🙏
1700429452# #艺术家支边（三）。文化边疆在行动，。春雨工程进三沙。。京城儿女走四方，。锦绣大地祖国好。。鲜花微风作揖音乐心
1699313525# #色彩鲜艳画夺目，紫气兆祥福临门。如鱼得水财神到，花开富贵满堂彩。心音乐作揖微风鲜花
1689463100# #崎岖雄关险隘处，高山之上流水席。大燕飞来季侯鸟，彩云追月红顶天。鲜花微风作揖微风鲜花
1700953546# #走过路过（二）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1687920777# #工笔花鸟画不易，男少女多画见功。精工细作画成真，秀丽无限画风光。鲜花微风作揖音乐心
1702335334# #走过路过（十）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1698532834# #近日新墨小情调，鱼米之乡唱情歌。出水芙蓉似情人，松柏常青望情怀。🙏阿弥陀佛🙏
1703111749# #健康养生动起来…作揖作揖
1703626081# #走过路过（二）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1697925171# #美食新天地.。作揖作揖
1703811493# #朋友不在多少，只要心中有你。远方寄来咖啡，让你时刻想念。挤眼挤眼挤眼挤眼挤眼
1697578365# #罗娜超话。人生不易，好好珍惜，。心中牵挂，始终如一。。喝到了好茶清清淡淡，。交到了好友简简单单，。遇到了好缘长长久久，。愿您呐好人一生平安。。🌹娜妹早上好！咖啡
1688422788# #即兴来表演，由来已往人。日久成了精，自创独门技。哈哈哈哈哈哈哈哈
1687568418# #烈日炎炎当空照，宅在家中太无聊。喜逢小草有夜话，入心入肺精神爽。心音乐作揖微风鲜花
1698625608# #这年头挣钱难，花起来像流水。早餐如此真贵，算计不到必穷。允悲允悲允悲允悲允悲
1695251467# #🙏阿弥陀佛🙏阿弥陀佛🙏
1703109763# #语言通俗易懂，。简单明了上口。。这人太有魅力，。张嘴就跑火车。。哈哈允悲哈哈允悲哈哈
1688764938# #走过路过（一）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1692575938# #这是我的好朋友，多日未见更靓丽。涛声依旧买船票，寻找快乐实现梦。心音乐作揖微风鲜花
1692578747# #摄影灯光秀场，造型别出新材。焦圈曝光度数，美女靓丽夺目。鲜花作揖鲜花作揖鲜花
1701215712# #人算不如天算，一切皆是天意。前世修来今生，因果循环报应。鲜花作揖鲜花作揖鲜花
1703890755# #乐观的女人最好命，。忙时是女汉子，。空闲时候小女人，。闹腾时候女神经，。别人喜欢不喜欢不重要，。我自己喜欢就行….。心音乐作揖微风鲜花
1688512439# #三足鼎立霸屏幕，书画自学几十年。独立门户当大王，管它东西南北中。哈哈挤眼哈哈挤眼哈哈
1687135445# #人逢喜事精神爽，蓝天白云鸟飞翔。执证上岗合法户，小屋一统知天下。鲜花心鲜花心鲜花
1695420572# #心思人敏捷，脑洞大开发，飘浮不定事，灵感秋落叶，花瓣知多少。哈哈哈哈哈哈哈哈
1703549831# #我们想念毛主席…鲜花🙏鲜花🙏鲜花
1694389298# #内蒙早起牛羊肉，待客之道硬早茶。奶酪炒米奶皮子，感受蒙餐超好味。心音乐作揖微风鲜花
1696045004# #静下心来方做事，围棋自古难大器。文人雅士务其道，奇思妙想大智慧。心音乐作揖微风鲜花
1699916617# #走过路过（六）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1698527360# #罗娜超话。太阳最长久的情谊，是平淡中的问候；最贴心的温暖，是风雨中的牵挂；最幸福的事，是我们每天互相联系，共祝安康。娜妹早上好！鲜花握手微风音乐心
1694733191# #海边几天之前，哪有人不怀念。回家从头再来，一日三餐照单。哈哈哈哈哈哈哈哈哈哈
1700514940# #罗娜超话。人有知音最称心，人有童心最年轻，人有朋友最暖心，一生健康最开心。每天问候是真心。永远有颗快乐心！。美丽娜妹早上好！鲜花微风太阳音乐心
1703635654# #模特妹妹喜相逢，转眼之间又一年。采购年货庆佳节，吃喝玩乐大丰盛。鲜花微风作揖音乐心
1692313452# #养生之道…作揖作揖
1688859938# #谢谢老师早上好，总是有漂亮的照片，再次表示感谢🙏。前段时间网上有个姑娘，总是有九连画的照片，我借来用了几次，结果把我拉黑了，年轻人没格局，好东西不懂得分享…哈哈允悲哈哈
1693004519# #这组画我特别喜欢，每次看到都觉得有清明上河图的感觉，它是真好！鲜花作揖鲜花作揖鲜花
1691099173# #一个洞察秋毫的人才…作揖作揖
1699142360# #美丽的画家老师，您吉祥，扎西德勒…心心心
1691726313# #🙏阿弥陀佛🙏阿弥陀佛🙏
1700528039# #走过路过（二）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1691019290# #铁面游侠客，穿梭字行间。宝物取囊中，涛声人依旧。鲜花鲜花鲜花鲜花
1702244897# #动物世界（三）。世间万物皆有缘，。因果关系皆定数。。弱肉强食皆是真，。生态平衡皆天意。。微风微风微风微风微风
1696549731# #参加婚礼精神爽，九妹漫步飘过来。人逢喜事笑开颜，情不自禁乐开花。鲜花心鲜花心鲜花
1702769193# #艺术再造辉煌，绘画分享快乐。万紫千红世界，老师人间正道。鲜花作揖鲜花作揖鲜花
1690758606# #罗娜超话。山水相逢大自然，。人之相识前世缘，。有缘远近都牵挂，。幸福快乐在心间，。每天屏中来问候，。相互珍惜到永远。。。😊娜妹早上好🌹
1690839570# #东岳秦山玉皇顶，神仙下凡布道场。登高望远众山小，御笔天歌唱九洲。鲜花微风作揖音乐心
1688851778# #走过路过（六）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1691192264# #此画虽小得真传，绘画作品欣赏中。小画显现大家范，看画方知门正宗。心音乐作揖微风鲜花
1701213208# #🙏🙏🙏
1699659225# #阿弥陀佛🙏🙏🙏
1687210116# #罗娜超话。夕阳有诗情，。黄昏有画意，。年轻有甘苦，。年老有回忆。。人生几十年，。值得去珍惜，。什么最重要，。健康和友谊。。娜妹早上好！。太阳鲜花咖啡心
1696979504# #黄河流域水资源，环境保护有成效。山青水秀百姓福，笔绘自然水长流。鲜花微风作揖音乐心
1689378655# #人生匆匆几十年，走过路过别错过。适合晨练好地方，绿色丝带通天道。美女露露早上好！心音乐作揖微风鲜花
1700611553# #青春嘉年华，东边日出西边雨。日出东方红，霞光万道真如铁。四季人常情，春夏秋冬日月星。面由心生相，开心快乐福美满。🙏阿弥陀佛🙏
1700863849# #罗娜超话。一夜降温三分凉，天凉别忘添衣裳。一年四季变化快，转眼又到草枯黄。。祝福无声真情在，四季平安保健康。。娜妹早安您吉祥！太阳🫂咖啡鲜花微风
1698450688# #这是活明白了.。挤眼挤眼挤眼
1687047095# #学校空调房，监考何太急。怎能累这样，学生才难熬。哈哈允悲哈哈允悲
1687307985# #盛夏时节雨，遍地黄金甲。富贵吉祥花，人间烟火色。作揖作揖作揖作揖
