1693986157# #斯是陋室，惟吾德馨
1695704028# #把网红这块玩明白了
1691199437# #这烟烫嘴么
1698487632# #问问爱狗人士，这是烈性犬吗？？
1691659452# #白车司机一定很绝望衰
1701080117# #这玩意烤出来的还能吃吗？
1695696367# #卧槽现在能看到十几年前的电视剧排练镜头真不容易啊。。。
1689995472# #摩托车:哥你这段位不是我能承受住的，你。去找背驴那小子可以吗？
1692200359# #别人台阶尽量粗糙，这倒好还贴砖
1692528984# #大爷和公交车司机发生矛盾，先是口水战，接着大爷去拦车，司机竟然直接撞，真刑！
1694824380# #每一个离谱的操作后面都有一个离谱的故事
1698068126# #这么多行李，看起来很重的样子
1689826007# #清仓了…
1693013012# #每天早起打卡早呀
1693150254# #站立无罪？？？
1693885750# #那么问题来了：这是火车拉着高铁跑，还是高铁顶着火车跑？
1694320232# #千万不要让疯狂超越了你的热爱
1692161755# #密码锁极简版
1699327512# #这就有点恐怖了
1697693016# #孩子们眼中的希望，是什么形状，是否醒来有面包当早餐
1689078987# #差点吃席
1695546944# #重庆一学校音乐社成员，被曝因演出中断在台上怒怼教官。知情学生：军训太累加上下雨，教官就让大家想走的可以走…
1700752612# #这首歌，没一箱啤酒打底，真唱不上去
1702703162# #脸跟身材各长各的
1696574456# #不是一个层次，聊不来
1699000563# #她一共打了几发子弹？
1695953989# #孩子看过《爱拼才会赢》的DVD碟片了？
1691642516# #天下武功唯快不破
1699078008# #这司机反应是真的快
1689226419# #我早就说过，有年轻人在，古筝早晚有一天要离开桌子！
1698128081# #卧槽，爆装备了！
1700018021# #这种人脚咋这么欠呢？
1692622617# #不能让我一个人难受
1696148119# #来来看看这俩人跟瞎子打个牌还能输允悲
1697673475# #每天早起打卡早呀~
1691119241# #大爷直接就下地掰苞米去了
1694915532# #这谁的梦？做的这么大胆
1689762075# #这人谁啊怎么乱签名
1694246743# #二房东都是设计鬼才
1695083238# #这是在练习绕桩嘛？
1703745700# #离谱妈给离谱开门——离谱到家了
1698041787# #现在这社会人心太浮躁了，遇事别太较真。
1694779941# #公开处刑
1698400213# #就是那个顶起老爸看升旗的美女啊
1691502674# #这是上坡熄火了？还是故意的？？这种有责任吗？？
1689822382# #看过的没看过的都沉默了
1701217149# #早每天早起打卡
1695042667# #真人手办制作全过程
1696430123# #湖南婚车6死事故撞车画面曝光湖南婚车事故记录仪显示婚车突然变道
1702947859# #我感觉水平面都上升了
1694443043# #这下老实了吧？？
1693822045# #鸡公煲真实的厨房操作
1690672913# #每天早起打卡早呀
1694423537# #保安有执法权？没有就是抢劫
1690934236# #每天早起打卡早呀～
1696060890# #反人类设计?
1702260226# #你更喜欢姐姐？还是妹妹？？
1694651756# #这么好的轴承拿来这样玩？
1692078185# #儿子：他们头也不回的走了，仿佛下定了某种决心
1692805799# #晚安喽～
1691465150# #这是什么神仙操作
1694868448# #气质拿捏得妥妥的
1692409587# #每天早起打卡早呀～
1689084801# #最近心态不好，做个早睡早起的宝宝吧
1693542860# #小喷友，你有没有为自己拼过命
1702719486# #这能不能申请吉尼斯纪录费解
1691678492# #天安门国旗下发生争执，真是胆大
1698643262# #活得不如狗啊，发脾气都没人看一眼
1689771465# #这是谁呀？？
1692185072# #这是真的只有日本才能拍得出来
1697682691# #我也很好奇到底什么样的人物让两个壮汉委屈吧啦的上车了
1699332385# #听说这是广西渔人码头
1691287066# #蜘蛛：我要变成人侠了
1691410851# #饲养员：你们猜我为什么跑？
1701217376# #这也太惨了吧。
1694487198# #像是那种很私人的那种点，不排除是据点
1701155702# #上辈子属蛇的嘛？
1694446654# #这不大合适吧，这街头艺术我是不大能理解
1702785830# #讲究，这都能陪一个
1699534152# #这是真的强
1693634202# #这不影响扣鼻屎吗？
1689918134# #这不是我技校同桌嘛，如今去国外混的风生水起啊
1702097838# #这是真敢想，真敢干啊…
1694949830# #我是第一次见高压锅炖怨灵的吃惊
1702807104# #弃車保帅
1696838776# #无论是谁，在主家闹事，是根本不把主家放眼里，这不明摆着吗？
1688527042# #福州女子微信公众号发布“女子被民警强奸”一文，被警方传唤，当事人弟弟：是两位扬州民警送我姐回家。福州警方回应此事：需要问江苏那边
1690645779# #优雅永不过时
1694054224# #这车能加92号汽油吗？
1693750778# #不建议。但是很舒服
1699262676# #又不是飞机，这玩意能降多少风阻
1693703724# #来学习一下？单手扎钢筋
1698307716# #土豆这辈子都没想到走的能这么风风光光的
1696656920# #你会不会玩，不会的话躲开我来。
1693729104# #就问你们开始帅不帅就完了
1699200140# #晚安宝子们~
1703463868# #每天早起打卡早吖～
1689937845# #这算美式截停吗？
1693896889# #这玩意真的是天生的吗？
1700396689# #书中自有颜如玉，她就是如玉嘛
1698764564# #美式幽默不太适合国人，容易被锤
1694738698# #勒个怕是有点痛哦吃惊
1690430136# #有点男女老少的感觉
1694529166# #晚安～
1695306777# #居然有一手吹痰可破功夫
1694565901# #真·卡车
1693438657# #每天早起打卡早安～
1695177561# #这样的骑士就挺不错
1694100274# #完了，大白天遇见鬼打墙了
1695109094# #这坦克是闭着眼开的吗？
1693117857# #这一口下去，不得喝八瓶水
1702361686# #孟婆见了都嘚瑟
1695380276# #怎么神仙也要上班啊
1692260150# #这是拿命在闯红灯啊！
1700401866# #不是说建国之后不许成精吗？这个扫把是怎么回事？
1690870261# #这样改的意义是什么？除了矮有什么作用？
1697036781# #老人突然晕倒在地，路过女医生跪地救人。目击者称女医生在救护车赶来前救醒了，好人一生平安！
1688980908# #他们都不围起来收费的嘛？
1694410207# #哪家保险公司又倒霉了
1700443329# #他最后招了没？
1699666796# #鉴宝专家口误把玻璃说成塑料，气的大爷直喊退票。
1693360977# #反应快的人就是吃亏少
1700985369# #这个是乔治还是佩奇？
1703408934# #我没醉，我还能喝三瓶
1690015311# #封印完了之后呢
1701523870# #建议不要这样玩，太凶险了
1689659612# #就你馋，还没熟就偷吃，还挺讲究，蘸韭花酱解腻啊
1691857762# #晚安喽
1689778931# #哪个修理工看见了都得送句：卧槽！
1695964435# #看样子不是第一次了，拿他没办法，没收他的交通工具
1690517875# #大家放心，这只是群演，打完这批，后面还有几批
1696238819# #你想啊你交的社保给这帮人发养老金你心里痛快吗？
1698728401# #o你们是读喔还是欧？
1690772474# #大城市就是公平啊
1690717293# #现场没买矿泉水的是不是气的牙痒痒允悲
1696845874# #可怜的小货车司机啊
1698055009# #为艺术现身的女演员
1688554937# #挂在脸上的笑容透漏出一种真实的幸福感
1699842602# #这表演的真是绝活。
1701156600# #这运动不是应该练打架吗
1701442499# #超过百分之99的人
1694352410# #小车:怎么今天的高速是道具赛
1697702996# #我一个女的都觉得诱惑，根本听不进去他俩叨叨的啥，何况男人
1694003204# #这是在撬地球啊？
1703919606# #在诸神公园里高低都得是个神子
1688858263# #每天早起打卡早安～
1692268597# #睡觉就能把钱挣了，这大哥🐮🍺呀
1693463176# #还有烧贷款的？
1701682047# #这就是你们喜欢舞蹈生的原因吗？
1698506373# #干掉布加迪不是梦
1693356231# #每天早起打卡早呀～
1689820041# #穷怕了，看什么都是钱！
1693888376# #女娲娘娘都不承认这是她捏的！
1692252510# #大妈嫌孕妇多占了一点座位，开口就说孕妇是猪！女子丈夫气不过和大妈争论起来…
1691124435# #真·力大砖飞
1701905775# #每天早起打卡早呀～
1691580041# #这玩具合法吗？
1693916361# #虽然这是应该做的，但也值得鼓励，因为现在素质好的人太少了
1702134931# #晚安宝子们～
1699792287# #广告牌:客官里面请
1698063124# #直接踏🐴蹦起来往下坐，牛批啊
1697033943# #戴眼镜的是真遭不住了
1702199822# #湾湾还是那么开放
1690000713# #现实版直播Pk，就看谁绝活多了！
1690525584# #7月28日福建泉州受台风杜苏芮影响，路边一树木发生倒伏，压到一男子…温馨提醒：台风天气，非必要不出门
1691651908# #患者：医生能把我捆一下么？我怕我跑喽。
1691757298# #篮球的场地，橄榄球的规则
1690073990# #每天早起打卡早哇～
1695130258# #这到底是什么人？什么心理？怒
1699666901# #一个觉得不敢撞，一个觉得肯定会让
1697426701# #这个小姐姐厉害啊，孙悟空的侄女！
1691304158# #绳子只是方便掉水里定位，不是安全绳
1690112821# #穿透性真强
1691681925# #晚安
1691120526# #wc我安徽开始上分了？
1696389521# #硬是没敢给他一巴掌啊憋屈啊
1690513030# #哪个是你的最爱？
1692711550# #几代人，总会有一代出一个有出息的。
1694011410# #人没出事就好司机挨打立正
1694268354# #多少人经历过这样的尴尬
1699232918# #素媛那个，放出来怎么没有被人弄死？
1696041360# #每天早起打卡早呀
1691485790# #支持鬼探头全责
1691214537# #我很好奇，怎么擦屁股
1696571975# #女子晚上下班回家车位被占，打电话让对方来挪车，对方却因太晚拒绝挪车
1694749225# #你猜那货车为什么停桥上？
1696405381# #这是不知道“死”字怎么写
1694228217# #这是被美式拦截撞翻滚了吧
1701921335# #整容店要把女子整成舒淇，结果整完之后鼻子紧绷，说话跑风。
1694528797# #还有一个月我也要去看了激动中偷笑偷笑偷笑
1695187190# #顶级路权这玩意续航多少？
1701062097# #中间那姐妹太抢镜了允悲
1692633626# #晚安喽～祝大家七夕节快乐
1694404039# #如果没有猜错职业应该是幼师吧
1689586893# #姐，确实有功夫在身上允悲
1693194252# #这是什么高新科技？
1703046577# #他是真的想拍这个
1702910853# #东北的朋友说下是不是真的
1692931758# #我一个变态看了都觉得变态
1696901431# #每天早起打卡早呀
1695214623# #车祸猛如虎啊🙏
1703480934# #不懂就问这是在干啥？
1694790310# #小时候的记忆突然在攻击我脑壳
1691475358# #送兄弟必备礼品
1692028187# #晚安咯～
1689838282# #拉力赛开20多，这都能参赛？
1693221821# #这冬瓜有点离谱
1703046703# #这是什么操作啊看不懂
1694328561# #这女的怎么这么爱玩枪
1691222097# #所以与违法行为作斗争的人都是勇士！！
1692970072# #🐊：捡个东西磨磨唧唧让我来
1694686337# #我看看多少人跟我一样以为是天文望远镜的👀
1689946315# #你的媳妇别人抱，你拿手机拍照笑
1701238431# #这气势家里肯定有几千头羊，几千头牛吧。
1694217040# #每天早起打卡早呀
1698740490# #牵手上来的？两口子？
1699363341# #孩子：我今天是必须死吗？
1690456396# #这美人鱼还怪好看的偷笑
1697892782# #已经量产了？
1694155952# #是时候给他来下消防检查了
1695396600# #晚安～
1693479061# #如果没有猜错，这位家长的孩子，已经是其余所有家长眼里绝对禁止一起玩的人了。
1696774531# #这就比不过我们十八线小网红的气派
1690692088# #艺高人胆大
1692258417# #慈善我只信韩红赞赞
1693749225# #这车这样设计的好处是？
1696129473# #淡定，太淡定了！
1690592388# #辅导孩子真的是令多少家长情绪崩溃…
1692500153# #没油了，抱着油箱来加油，这算是打包带走还是加箱内了呢？要不要登记啊思考思考思考
1692194262# #希望判电动车全责
1701256193# #孩子被欺负了该怎么办？教你一招
1692699268# #认真点，有点常识行不行？全国也没有说姨亲披麻戴孝的吧？
1691494754# #这电影看着不错
1695436836# #便携式电动轮椅？
1701841859# #公公还有这手艺？
1692709724# #他们也带手串吗？盘的那么亮。
1688960274# #孙悟空：我还记得那天师傅一掌劈开了五指山，然后按着我的天灵盖问我，是跟他去西天还是他送我去西天可怜
1700113562# #打开观战模式。
1701523320# #沙雕不分国界
1695467826# #珠海某学校艾滋病预防科普现场感受一下～
1691901450# #小胖太惨了，被撞还被踢了一脚允悲
1694223102# #这帮娘们儿不上班吗？
1692673731# #倒车的剧情还是第一次见
1693097119# #每天早起打卡早呀～
1688709545# #7月5日，广东佛山，男子进超市买东西被狗吓到，跳起一屁股坐烂冰柜玻璃允悲允悲
1703408837# #这衣服有人知道嘛，感觉很好看诶
1698222131# #再不教就全废了
1698889023# #安全的时候爸爸最危险
1693641623# #从0到1是真的牛
1688868525# #不热大挑战，谁顶不住谁掏钱加油
1698059291# #又把油门当刹车了？
1702629909# #车速快不快全靠肺活量
1689084081# #出现啦，脸刹，他用出了脸刹
1691583459# #你们更钟意几号？
1697168698# #这种发生火灾怎么办？
1692086358# #这操作游戏里面都玩不出来吧？
1699966513# #这学校名字起的……
1691112927# #大爷还是你大爷，高兴的把车都干翻了
1692870313# #这发型绝对配得上这气质
1703172635# #晚安宝子们
1695194761# #还记得这个美丽小姐姐成名一战吗
1689900007# #每天早起打卡早上好呀
1694048193# #这才是男人应该拥有的导航
1700752733# #假肢也不是万能的。请注意爱护保养
1695352516# #这才是中式浪漫爱情故事
1703201944# #每天早起打卡早上好呀～
1699081698# #遇到这种情况，店家到底是赚了还是赔了。
1693716833# #这是在干嘛？
1699274263# #瞧给唐长老吓的
1694269992# #这种减速带你们怎么看？
1698842114# #有时候一个人上网真的想报警
1697595234# #鞋跳烂，心跳乱，家跳散
1691206112# #色就是空，空就是色，有空就色，阿弥陀佛🙏
1691755246# #问题来了，这玩意上路，算D证还是B2或者C6。
1693555145# #佛山无影脚-海外版
1698797852# #不是哥们盗梦空间双重梦境是吧
1696565004# #两腿被硬生生掰断
1695632835# #学校开展防恐防暴演练，歹徒扮演者演技爆棚，主打的就是一个真实。
1703225458# #你以为大哥在展示魔方？看好了大哥展示的是魔抗！
1695252622# #每天早起打卡早呀～
1692950879# #大妈这姿势也太不雅观了
1696915990# #危险nm？
1701156003# #怎么没有我爱吃的炒鸡蛋
1700979139# #将近70岁的林青霞
1703376860# #每天早起打卡早上好呀～
1694765042# #这车牌什么级别？？
1694854269# #我以为她是荷兰的，一说话河南的允悲
1695550505# #这就是你们最爱吃的毛肚鸭肠…
1690904715# #东京时装秀最美20位模特，你感觉谁最好看？
1696243029# #实话实说，里面服务员内保心里想的又一个大冤种
1693575600# #这谁的电动车🛵一会光剩轮毂了🤣
1695951182# #每天早起打卡早呀月圆总有星相伴人圆总有家相随
1701256008# #跳的是真带劲啊。
1701577690# #这招叫什么费解
1697544506# #大妈偷冬瓜被抓，不但不认错还辩解称：白天摘几个不叫偷。
1690597533# #这是刚从那辆马自达里爬出来的嘛允悲
1697784179# #震惊我的不是风景是他震耳欲聋的自由
1693876818# #保安比群众都多
1695625833# #心真大啊，让小孩开三轮，人没事就谢天谢地了
1694012910# #这比蘑菇上头都快
1695005786# #不哈一口气是没有灵魂的
1698625923# #上海万圣节cos，一个比一个有才
1702823451# #买车还是得买越野车啊。
1702045450# #一直听朋友说机车快，今天一见果然快。
1695655118# #战场上的bug，无人机
1690262886# #这才是男人的浪漫
1697432946# #都这样了还喝呢？？？
1695119931# #甲沟炎患者禁止参赛哈
1701217471# #每一条血淋淋的教训背后都是不规范操作。
1689326191# #扫地机器人：这辈子都没有扫过这么大的家
1694957689# #你一大男人跟小仙女计较什么
1695298859# #大哥：我劲这么大吗！？
1698819745# #河南周口种植户收药材遭上百村民哄抢，无奈坐地哭喊，警察拿喇叭驱赶村民。官方通报网传哄抢种植户药材事件：村民误认为收割完毕遂进地捡拾
1692681336# #这是不是忘记还花呗了？
1692978442# #晚安喽～
1701082091# #有这样的女朋友你几点回家？
1690731033# #此时所有烟酒店老板都打开了监控
1697173901# #鬼画符？？
1700637876# #上班本来就很累还搞这一套
1694057781# #咱今儿也当回达官贵人，勾栏听曲
1693066056# #晚安喽～
1692597328# #伴郎才艺展示
1689150250# #这下好了，才花200就从炫耀全城到了炫耀全网。允悲
1692976447# #鳄鱼见了都吓得流泪
1694274631# #有几位兄弟能达标的？
1690118923# #别人变脸需要道具，这个小宝贝纯属真功夫，棒棒哒比心比心赞赞
1689693775# #晚安喽～
1700142609# #天若有脚
1692620651# #这会被扣分罚款嘛？阴险阴险
1700491171# #这打架搞得像结婚一样。
1697777352# #这车烧柴火的？
1692627240# #老鼠：我怎么来这的阎王：请看VCR
1703565793# #穿这样社恐我信不了一点点🤏
1691336330# #晚安喽～
1692850049# #惊喜是给有准备的人
1696583818# #这么一大袋烟用来干嘛？
1691630942# #全网开放婆娘第一男
1695049094# #喜欢运动的朋友应该喜欢这个视频
1702112769# #发型一变，性别对换
1691810077# #路人：“这大爷是投石机吧？”
1695267352# #这是怎么说服旁边三位女同学在那蹲着的？允悲
1701750559# #好好好要都是这样的广告我天天扒着电视看
1693546232# #买了，玩的时候小孩哭了
1695284018# #9月20日江苏无锡，男子吐槽早起去银行办理业务，遇下雨天不提前开门提供避雨，“敲门不理，没有人性化”…这事你怎么看？？
1690287859# #大爷永远是你大爷
1696642363# #每天早起打卡早呀
1694862643# #这样瞄半天，我心脏病都犯了
1694755192# #咦～什么玩意？好恶心
1689751116# #第一次见'香菇炖鸡面''怡宝矿泉水''王老吉'赞助的全景天窗啊
1695368116# #只能说有钱真好
1702874316# #其圈子内都是神一般的存在
1691896143# #孩子回头邪魅一笑：看好！我要点睛了！偷笑
1699524579# #男子非把电瓶车推上楼，邻居劝说无果。如果是你该怎么办？
1688540022# #划时代的创新，手机只需两秒就能满电
1700752377# #这是在干嘛？？
1702284371# #一个人的话技术问题，一群人的话路的问题
1691546908# #我长都不敢长这么清晰你画这么清晰
1695893354# #她真的好白啊
1693819958# #姐姐，打出租车呢？招手停？
1695080289# #每天早起打卡早呀～
1692706416# #三蹦子还可以这么玩
1697445506# #业主裤衩子要保不住了
1693126435# #这是不是你的梦想？
1697676323# #这么嚣张？？？？
1690101326# #这可怎么办？？
1692281578# #这人不太好了吧衰
1692146607# #准头不错！
1693668157# #等有机会我也要考个驾熊证思考
1703745880# #为啥不整个沙发呢？
1692003534# #3杂技演员表演时绳子断裂从半空坠落一超市开业老板请来杂技团队现场表演，表演时发生意外。
1696514479# #父慈子孝
1696643857# #小砂锅，温度可不止100°，这男的雄鹰以后怕是飞不起来了
1692969321# #🐊：捡个东西磨磨唧唧让我来
1690262888# #这才是男人的浪漫
1703496659# #又刺激有好玩
1693721598# #门是最后的倔强
1702162009# #每天早起打卡早吖～
1701921663# #这个还挺有意思。
1703745214# #中国人自己的鸡甲战士
1688531309# #卷面分加印象分啊
1694752062# #徐州男子街头乞讨救儿9月6日扬州查出小孩生病，14号在徐州1818求助！大哥怀疑他信息造假，要求看身份证证明信息的真假……把好心留给真正有困难的人，严惩骗子！
1702542485# #物以类聚人以群分
1697789317# #路怒症太可怕了
1703407881# #西天取经之送你上西天
1694426518# #纽北赛道开放日的那些奇葩车型
1691389043# #受惊了，搁谁身上放炮谁不怕。
1695114205# #59秒的短片感动了我58秒，最后一秒真破防了…
1690123782# #这场事故可以入选2023年最尴尬瞬间了
1693212968# #这特🐴社恐？
1703031575# #每天早起打卡早吖～
1701444000# #晚安～宝子们
1701238517# #真是被吓怕了呀！
1698635008# #精神太精神了
1698466138# #我的个大妈呀，但凡少做一个动作也不至于滚这么多圈泪
1689554802# #每天早起打卡早呀
1692801947# #去掉一个零吧，两个也行，不然这钱拿的不踏实
1693292246# #谁往垃圾箱里放了几箱白酒啊？
1700491290# #不能让我一个人难受。
1698995556# #这里住一个月就可以到驾校做教练了
1695041174# #这玩意有点危险啊
1694050281# #有几个人有过这种经历
1703563034# #看啥啊，鼓掌啊👏
1697161529# #这人还好吗？
1692062316# #每天早起打卡早呀
1691666641# #这水性也太好了，在湍急的水流中都能把人摸上来…赞希望人能没事
1695223210# #广东一男子手持喇叭追着欠债人广东东莞长安镇，一男子穿着“还钱”字眼的上衣，追在一蓝色上衣男子身后，举着喇叭循环播放“欠债还钱”。拍摄者表示，这是欠了多少钱啊，跟了两公里，都没有答案！
1693106858# #这问题放在现在也相当炸裂
1701932624# #骑车不看手机能死吗？
1697708211# #这也太惨了
1692360839# #这个大爷真倔强，就是不肯让步堵了半条路
1689434687# #晚安喽～
1701525484# #十几块钱的饭你还想吃出个电脑？
1693305294# #交警扣了都不好意思开回队里
1692078184# #儿子：他们头也不回的走了，仿佛下定了某种决心
1702221933# #晚安宝子们
1689735655# #这是不是在告诉新人以后过日子别扭扭捏捏的嘛允悲
1700526136# #这是一点都不怕，万一现场有人点烟就完了。
1692258418# #慈善我只信韩红赞赞
1703661487# #奔驰现在这么🔥？
1689664332# #能坚持到目的地全靠康师傅、黄老吉、怡宝纸箱😂😂
1703225157# #你这样说话，好机车耶
1693570621# #这才是求人办事的态度
1697526309# #养大型犬需谨慎，国外一惨痛案例，女子当狗保姆惨遭烈犬疯咬800余口整张脸险被撕扯完……。。黑狗主人最高面临七年以下有期徒刑
1697470667# #晚安
1694526857# #你用乐虎喷他，他精神更好了
1690981513# #听他的话去了商场花了180008000买电视1w赔了裆间允悲
1701694705# #多吃泡菜真的能长成这样吗？
1690586739# #每天早起打卡早呀
1693612870# #不洗？每天不换吗？？
1690559562# #晚安喽～
1690298118# #这电影叫什么？
1699929212# #卧槽他身手这么敏捷的吗？
1695445522# #转弯让直行，他是不是还得赔人家修车钱？？
1698732974# #一看到这些有礼貌的人，就觉得世界美好。一看到一些叛逆的人，就像自己生了个逆子一样生气
1694179057# #该死的仪式感
1694762751# #我想知道，如果保镖没拉出来，会怎么样？
1697987189# #哎消防员一辈子的痛
1688531308# #卷面分加印象分啊
1702177493# #千万别随便模仿这舞蹈，跳不好像斧头帮允悲
1689128744# #观众:你在看什么？。老虎:消失的它
1689511070# #快点再去买凉菜，记得把酒放车上doge
1692145243# #每天早起打卡早呀
1696387827# #看到后面还有一辆车的时候我笑了
1694795077# #晚安～
1702481503# #这是治疗什么病的？
1699157197# #理发师都懵了，求小男孩儿的心理阴影。允悲
1692271201# #不知道有些人脑子怎么想的，我过个马路都是左右反复观察，确认安全才敢过。
1695349767# #大姐大姐你回来，家里还有俩暖瓶类，刚烧开的热水，你掂走一瓶
1694913867# #这是准备向男人求婚吗
1702742046# #这是专门给阿杜设置的上车点
1698766926# #挣不挣钱无所谓，主打的就是一个刺激
1690942754# #后边挡泥板能给个头盔吗
1694349122# #小朋友画得真好看。
1693798717# #还真给他憋住了哈哈
1701932529# #现在小学一年级的题目都这么离谱了？
1694579533# #他走了，他就这样走了。
1695125516# #现在拍视频成本这么高了吗？
1695568289# #自古奸情出人命不信你问西门庆
1699072705# #我懂了，原来敬业的演员真的会在半夜偷偷在对方房间对剧本
1702567596# #晚安喽宝子们～
1691736576# #地铁上一男子偷拍一名女子，被女子老公发现，要求删除视频
1695387632# #现在解说界都这么卷了嘛？
1693206601# #这种比赛要求是一脚刹停不能犹豫
1689935571# #这个机器人像个真人
1692515551# #有钱人的世界不懂啊！这是喝了还是渴了…
1700396762# #全是感情没有技巧
1693484442# #我科一没刷到过这个手势啊
1691796201# #每天早起打卡早上好呀～
1701217265# #砸完就走了？？？
1698149561# #一看就不是第一次这么干了
1691581936# #大型科幻巨制～
1703087234# #晚安宝子们
1697530572# #这门票值了允悲
1689558374# #长大了才了解当时老师的那句“你们不用化妆，你们就站在那里，你们就是最美的”
1697700242# #人的结局无非就是死亡，但是在死亡的过程最难以割舍的就是情感
1691112929# #大爷还是你大爷，高兴的把车都干翻了
1696987202# #小小年纪不学好哼
1690342735# #已婚男的终极梦想
1698496936# #质量太差，看吧孩子吓着的，等着赔钱吧。
1697868482# #我就说这钢门憋不住水吧！
1703776107# #晚安宝子们～
1688482043# #我捏葡萄糖都没这么简易…
1692234012# #每天早起打卡早呀～
1694274722# #晚安～
1692973090# #这工作很有意义
1695774342# #精神小伙带妹子翻车了…
1692671449# #我大安徽又上分了？
1702460434# #这技术相当哇噻
1693581795# #“消失的她”
1691556034# #是我不理解的世界
1691884038# #每天早起打卡早呀～
1689604563# #女子吃雪糕，没成想吃出一颗螺丝…
1692832901# #每天早起打卡早上好呀～
1694309407# #这就是滑板鞋吗？
1694856684# #擦快点再快点
1694142026# #欺负人还他妹的怂
1693237392# #这么好的机会，不得给她讲个睡前小故事？
1689520158# #听首歌，晚安吧～
1695357937# #看他骨骼惊奇，是练武的奇才
1694184987# #感觉这个墨镜是为了遮住他那睿智的眼神
1692616744# #知道1+1=2的人，在乎抄答案的吗？
1701841635# #小时候特别迷恋八音盒的声音
1695453417# #失传已久的⚡️跑法
1691627321# #这歌满分
1692366644# #这大哥是真不挑，好歹挑点好看的啊
1698763887# #跟他过招需要注意什么
1698912121# #这是治疗啥的？费解
1696500391# #谁给解释下，这是哪里的风俗，又是什么意思？
1693840312# #某学校门口有人摆摊卖同款校服，同样的款式，同样的标签，价格跟学校便宜很多很多……
1691068458# #谁能拒绝头上长相机的允悲
1700613266# #同学聚会别瞎拍。
1701838098# #只有你少见才会多怪，你觉得是这样吗？
1701061744# #上个厕所拽这么多纸？
1689780797# #做梦素材…拿去吧，晚安咯～
1692613676# #这是什么算法？
1695100447# #导航都提醒弯道降低车速了，还越线行驶，真够害人的
1697696201# #这老师谁啊害羞
1701468899# #每天早起打卡早呀～
1695457197# #女子进校园被阻拦，扇保安耳光，保安瞬间爆发，拎其脖子摔倒在地。校方:派出所正在处理
1699680465# #这么好的刑罚，为啥不用在人贩子身上
1695204695# #实用性基本为零
1696323175# #让每次骑行都成为一次性生活
1695293114# #我小时候也这么开心，现在长大了。
1696001341# #醉虾也没你这么吃的傻眼
1702777629# #每天早起打卡早呀～
1693295198# #空调漏水？
1701525870# #晚安喽，宝子们
1700045750# #搞这么长的指甲是用来练九阴白骨爪吗
1694338437# #这电动车的改装潜力真吓人啊
1692678514# #上了游艇需要注意什么？
1701577773# #这该死的仪式感
1696414115# #婚礼变战场。。最后变成一地狼藉。。
1700553055# #女子开车未揭开车衣，直接开走，盲开机米后追尾前车。费解
1695743070# #晚安
1692936086# #绿豆射手？？
1702164546# #最近也看不到小八嘎排核废水的报道了…
1694743536# #你们肯定没吃过
1692246038# #你再说几句，十八铜人就来了。
1694505051# #2021年央美毕业展最火的作品已被海外美术馆收藏雕塑系硕士刘畅作品《合唱团》
1694521540# #短短几十秒秀了我三次
1695826023# #怎么可以像他这样潇洒？
1693036166# #有时候堵车你都不知道为什么堵
1693496703# #老太太多年经验，分秒识人！
1694302136# #每天早起打卡早呀
1697611567# #小哥为追回共享单车抓住不撒手，女子非要带车打卡反骂：你真艮！
1689814695# #不会点绝活都不敢混TVB
1691588223# #这是受了多少苦才变成了角啊
1690817029# #真怕河里突然冲个人出来：我站在······
1701006204# #给你们看看军火库
1695183295# #别说爬了，我在楼顶看下去都腿软
1703689512# #晚安宝子们～
1696400347# #这个男的条理清晰牛的倒是这列车长不占理以后开始就说你说话声音太大了
1693578059# #冰吒？
1697469981# #农民工不慎摔落，五根钢筋插入体内，命悬一线！
1694484414# #这要是用来植发得挣老多钱了
1703659445# #选择题时间到
1695699061# #神他妈我请你吃一个冰淇淋允悲
1692344361# #这是哪条村的靓仔？
1689641587# #每天早起打卡早呀
1696154742# #真的带劲爱慕
1697423817# #这熊孩子的手是真欠啊！
1702889604# #这氛围，这穿搭，这音乐，竟然在唱歌
1695172532# #明明上的是同一节美术课，为何却……
1700491091# #北京二环100多万套房，你愿意买吗？
1703745389# #这才是真的亚洲舞王
1688948526# #每天早起打卡早呀～
1691759700# #蓝衣服大哥：偏学！
1702629704# #为了鬼背也是拼了
1696743410# #以后车里别忘记放水允悲
1692796472# #大家怎么看？？
1701523049# #这是没有正常路可以走嘛？
1691664068# #这样对肩周炎有益吗
1691681411# #晚安喽
1692548261# #晚安～
1699074686# #整上两桶大粪水，谁进来泼谁。
1692098822# #这应该是挡着别人了吧？
1693823537# #针灸麻酸胀，就是不疼，疼就是没扎准，这师傅学艺不精
1692285314# #孩子不敢下水，这妈妈的做法你赞同吗？
1692454700# #这是在上发条么
1702792815# #名副其实的电铲
1691576249# #我需要这个酷酷的玩意
1697336750# #这曲子，一听就延年益寿
1693699053# #这是怎么放进去的？
1691889085# #高情商：为情所困。低情商：拘留十五天允悲
1699842480# #成年人的崩溃只在一瞬间。
1694001488# #也难怪社会冷漠
1701839488# #这绝对是家里有金矿，银矿都养不起
1700210059# #不能说很像，简直是一模一样。
1694066105# #回家都要冒着生命危险，这家不用回了
1691327689# #这特🐴就是我梦中情狗子
1699966440# #这是不是故意的？
1697644984# #战争最后伤痛的是儿童……
1691296307# #搁这刷微信步数呢？
1702196406# #杂技现代化的正确出路，不然淘汰
