1701835427# #清者自清
1699440558# #苏大惠“江苏医惠保1号”在2021年首度推出，已连续两年成为许多江苏人的保障健康生活的选择，累计参保人已经超过800万，“基本医保+江苏医惠保”成为江苏许多家庭标配。
1699403873# #转发微博
1702687333# #著名女演员周海媚去世。“最美周芷若”走了！愿:天堂没有病痛，海媚姐一路走好🙏🙏周海媚去世周海媚超话
1699939554# #11月14日上午，红星资本局联系上了居住在205国道宿淮收费站附近的居民雍先生，他于14日上午10时左右前往205国道宿淮收费站察看，随后向红星资本局表示，标牌文字没有被拆除，收费站可以正常通行，并未开始收费。他还发来3段视频，视频均显示，205国道宿淮收费站标牌文字仍在，来往车辆不断，收费站内没
1703746667# #“一等功臣”烈士墓11年间两遭打砸，谁干的？“我10月中旬和几个烈士家属一起来祭拜过詹忠义烈士，当时这碑是立着的，石狮也是完好的，但今天看到这个，心里好难过。”随行的志愿者叶庆华女士说，“烈士墓被砸以后，詹忠义烈士的父母心中这块石头，给他们积压太久了。他们只想要一个说法，只希望砸墓的
1700093779# #转发微博
1703632343# #
1699401313# #转发微博
1699754508# #【骗子骗29万后良心发现返168元红包，骗子发168元红包被警方顺藤摸瓜抓获】近日，重庆北碚警方破获了一起电信网络诈骗案件。几名犯罪嫌疑人在骗取受害人29万余元后，其中一人“良心发现”给受害人发了168元的红包，寓意“一路发”。通过这条转账记录，警方顺藤摸瓜跨省抓捕，一举打掉了这个诈骗犯
1701821630# #转发微博
1699860282# #苏大惠突破200万！累计赔付超13亿元……。多大事儿2023-11-1312:35发表于江苏。一人支付保障全家2024年度“江苏医惠保1号”投保人数破200万。11月13日，记者从“江苏医惠保1号”项目组了解到，2024年度“江苏医惠保1号”自10月13日正式发布后，投保量持续增长，截至目前投保人数已突破200万。。作为
1703379987# #我以为是澡堂允悲
1701125099# #转发微博
1701393725# #视野开阔，格局宏大！刚刚，读了一篇《攻其必救后，中国的战略压力突然消失了》，文章分析深入浅出，情感丰富，全文铿锵有力，掷地有声，读罢心潮澎湃！（信息来源：知乎）
1703559423# #《怀念毛泽东》。。千然。。一轮红日贯长空，。力鼎乾坤盖世功。。指点江山拨乱世，。评说秦汉荡雄风。。井岗播火神州赤，。窑洞传檄帝庙倾。。纬地经天唯五卷，。今朝盛世靠毛公。。。毛主席。永远活在人民
1702688764# #转发微博
1703485179# #转发微博
1703206067# #转发微博
1700054891# #外交部称反对以竞争定义中美关系中美元首会晤美方说将在当地时间周三上午，也就是北京时间周四凌晨举行，这将是旧金山本周最大重头戏。美国媒体在报道旧金山“大扫除”时，很多都用了“为了迎接美中峰会，也为了迎接APEC会议”的描述。这也难怪，如今大型国际会议的重要价值之一就是创造领导人们的
1701391427# #转发微博
1703746071# #上官正义说自己不是麻烦制造者【上官正义说自己不是麻烦制造者：希望堵住涉拐儿童漏洞】回声2023“我就是上官正义。你去自首吧。”在深圳一家餐厅，偷拍取证结束之后，收起此前的陪笑，向两名女中介摊牌。他解释说，希望能成功劝说一两人自首，让后续调查顺利进行。2023年底，因为两
1703400772# #温太医张晓龙真的拜高人学切脉学中医【温太医张晓龙真的拜高人学切脉学中医】近日，在中国中医药大会节目中，《甄嬛传》里扮演温太医的张晓龙自己爆料说，当年为了演好角色，去跟北京中医院的主任医师学习如何切脉，“从演了温太医之后，真的去学习了中医，中医能解决很多的问题”。央视网快看
1699674051# #“这宫里那么多伴读，为什么偏偏是你出事呢？”、“我早就说，不赞同你进宫，以你的脾性，只会惹事胆大妄为。你看，现在出事了吧，害怕了吧…………”
1703479240# #男子供养女友及其丈夫一家5年【上海一男子供养女友及其丈夫一家5年被骗200万还选择原谅】据上海电视台案件聚焦栏目报道，年近40岁王渊（化名）网上结识女友，尽管两人在线下交往了五年多，但关系却始终停留在看看电影、吃饭逛街的层面。女友自称35岁，研究生学历，有时约会还带着十几岁的“弟弟”
1701389753# #转发微博
1699871068# #瘫痪妈妈摔倒孩子多次尝试扶上轮椅【心疼！瘫痪妈妈摔倒孩子多次尝试扶上轮椅，“妈妈，没给你摔疼吧？”】11月11日，陕西延安，下肢瘫痪的妈妈不慎摔倒，最终在孩子的帮助下坐上了轮椅。孩子妈妈称，自己是一场意外摔伤导致脊髓损伤下肢瘫痪，日常生活离不开轮椅，这个视频是自己锻炼时摔倒了，家
1700524889# #转发微博
1700029108# #【山东一学校校服被质疑像寿衣学校回应：汉朝风格不会更换】11月14日，网传山东临沂罗庄区光耀实验学校冬季校服被指像寿衣。图片显示，有祥云和衣襟。网友称，确实有点瘆人。15日学校回应校服被质疑像寿衣：校服挺好看的，是汉朝风格，穿起来很漂亮。说像是寿衣属于个人看法，谁也阻止不了。
1701918775# #1975年，年仅45岁的张志新烈士遭到枪毙，留下一对儿女。当时，女儿林林年仅18岁，儿子彤彤10岁。。1979年，林林以优异成绩被中国人民大学破格录取，进入母亲曾就读过的哲学系。四年后，彤彤考入了中国顶尖的清华大学，专业为化学。毕业后，姐弟俩都前往美国生活，如今他们定居在明尼苏达州。。张志新的丈
1702179379# #【男孩重症肺炎出院第二天上学再中招】“很多家长，尤其是妈妈把学习看得实在太重了，哪怕孩子肺炎严重到需要住院，也不舍得请假。”宁波大学附属第一医院外滩院区儿科主任李志飞叹了口气。。。当天，她接诊了初一女孩小云（化名）。小云一周前开始低烧，体温始终在38℃左右，确诊支原体感染。妈妈买了
1703648840# #国产手机进入卫星时代国产手机进入卫星时代【手机卫星通信越来越方便了】在沙漠、深山等4G、5G网络难以抵达的地区，卫星通信将发挥重要作用！2024年，越来越多的手机将具备卫星通信功能，荣耀手机还计划共享卫星解决方案。从天线技术的进步到信号处理能力的提升，2024年，手机卫星通信将从中国开
1699144554# #转发微博
1699054314# #6名中国公民在菲被绑架下落不明【6名中国公民在菲律宾别墅家中被绑架，至今下落不明外交部回应】据报道，菲律宾反绑架警察大队队长科斯梅·阿布雷尼卡表示，10月30日在菲律宾马尼拉大都会区南部一个高档别墅社区，发生了一起绑架案。9人遭持枪绑架，其中6名是中国人，3名为菲律宾人。3名菲律宾
1700801132# #为何莫言要将中国人的母亲写的如此不堪？莫言及其拥趸们，和批评莫言的人民，究竟是谁脏心眼？恶毒？病态？
1699838542# #近日，有网友爆料，大衣哥年底搬家的事情在村里传出，引起邻居的不满。。。村支书上门做思想工作，强烈要求大衣哥留下来，直言道不能忘恩负义。。。有村民说道，他走了，我怎么拍视频挣生活费？。。看来大衣哥真是他们村里的摇钱树呀，大衣哥在这儿也给当地的百姓带来了收入，无论是住宿还是吃饭等
1700711637# #日本列车长车厢厕所装监控偷拍1年【日本列车长车厢厕所装监控偷拍1年：称对女性贴身衣物感兴趣，有8人受害】据港媒11月23日报道，日本一32岁的列车长涉嫌在车厢内厕所安装笔型摄像机，总计偷拍8名女乘客，已被警方逮捕。日本放送协会（NHK）报道称，被捕列车长向警长供称，从一年前开始偷拍。警方
1702543030# #
1699055243# #转发微博
1702035148# #冯德莱恩昨天到北京后先去参观了天坛，全程警卫陪同，这个时节的天坛真的漂亮。。在周四的中欧峰会召开之前，冯德莱恩已迫不及待向中国传递出自己的声音。她在接受多家机构采访时表示，欧洲领导人不会总是容忍中欧之间的“贸易失衡”，并因此呼吁北京方面在贸易争端上作出妥协。不过昨天晚上在新闻发布
1700551157# #麻省理工一中国博士生突然身亡来源中国新闻周刊。【麻省理工确认一中国博士生突然身亡导师：他是位了不起的化学家】据媒体报道，美国麻省理工学院的化学系博士生辛天斯（音译）于当地时间11月15日突然离世，这一消息给学术界“带来了沉重的打击”。据一名自称是辛天斯同学的网友透露，原计划在当
1700354007# #敏昂莱最新表态：很不幸没有成功！。。就在昨天，11月17日晚些时候，缅甸大将敏昂莱公开发文，再次做出表态。。。敏昂莱表示，目前缅军最精锐的28机动师在滚弄大桥受到伏击。很不幸，缅军没有成功。。敏昂莱强调，没有什么力量可以阻挡28师前进的步伐。。。敏昂莱最后强调，我们有强大的陆军、空军，我们将继
1703292283# #转发微博
1701579866# #警犬找出7斤多鸦片被奖30斤狗粮【汪汪队立大功！警犬找出7斤多鸦片被奖30斤狗粮】近日，云南德宏，芒棒边境派出所民警携带警犬“安吉”出警，途经一片废弃蓝色铁皮房时，“安吉”突然异常兴奋，对着一处泥土吠叫示警。在其引导下，民警挖开泥土发现一个黑色塑料袋，查获鸦片3.79公斤。事后，民警奖
1700192158# #【你们救人的样子真美！跪地救人的2位藏族姑娘找到了】跪地救人的2位藏族姑娘是医学生3日晚，四川成都，一男子突发疾病倒地不醒，2名藏族姑娘跪地进行紧急救助，救护车到达后她们悄然离开。经过寻找，两人正是来自四川甘孜巴塘县的向秋曲珍和向秋翁姆，均为四川卫生康复职业学院的学生，目前在医院
1703485215# #转发微博
1699674437# #实地探访百亿毒地业主看法不一【实地探访百亿毒地业主看法不一】专家谈百亿毒地苯并芘是否扩散近日，陆家嘴集团在苏州买到“毒地块”索赔100亿元事件引发关注。11月10日，记者探访苏州绿岸项目过程，对于是否会通过比如业主委员会去反映最近“毒地块”相关传言的问题，一位中年住户回答：“到时
1701226711# #毛主席最大功绩是培育了一个伟大光荣正确的中国共产党领导全国人民得解放
1703119726# #转发微博
1700626610# #大学毕业在没信号的山里工作13年【大学毕业在没信号的山里工作13年】广东河源，37岁的刘天娇大学毕业后选择返乡当一名护林员。13年来，他每天带着一根木棍、一把镰刀、一些饼干，巡山十几公里，总计穿坏60双鞋。在山里没信号的时候，刘天娇就打开手机看看全家福，他说：“看得见青山、听得见鸟语、
1702871453# #【经常湿着头发睡觉当心致癌】湿发睡觉致癌很多人的头皮总是起红色的小疙瘩，又疼又痒，头皮屑也很多，即便换各种洗发水效果甚微。这可能和你犯懒，不吹干头发就湿着头发睡觉有关。而且，《自然》（Nature）最新发现，湿着头发睡觉最容易滋生一种微生物，而这种微生物，会让癌症风险上升。头条新
1703204337# #胡锡进比莫言方方阎连科蒋方舟们强一点。胡锡进曾批评过美国日本，但莫言方方阎连科蒋方舟们，却从来没有批评过美国日本一个字。但胡也不是一只好鸟。
1702012765# #小妹妹发现未满1岁小孩挂在电线杆上，坠楼瞬间，地毯秒变救生垫，为英勇救人的铁骑队员、外卖小哥和机智的小女孩点赞good救人瞬间正能量蜀黍说安全
1699190489# #江苏自媒体联盟超话苏大惠江苏医惠保1号，能保什么病？
1700130659# #缅甸一超市中国籍老板娘遭持枪绑架【缅甸一超市中国籍老板娘遭持枪绑架中国领馆已对接警方处置】中国籍老板娘在缅甸遭持枪绑架11月16日，缅甸大其力一超市老板娘遭绑架引关注。监控显示，事发13日，一汽车驶停超市门口4名黑衣蒙面劫匪手持枪械走进超市，两名劫匪走向角落将超市老板娘反手扣住
1700551698# #【卡塔尔亚洲杯门票收入将捐给巴勒斯坦】卡塔尔亚洲杯足球赛组委会20日宣布，本着“足球促进社会发展”理念，将捐出本届赛事门票收入，支持紧急救助巴勒斯坦。卡塔尔亚洲杯门票收入将紧急救助巴勒斯坦。。　　卡塔尔亚洲杯组委会主席哈马德表示，鉴于巴勒斯坦最近发生的一系列事件，组委会决定捐出卡
1703400693# #你大爷还是你大爷，女生和司机师傅聊感情问题，大爷这一番话人间清醒，结婚的婚，左边是个女，右边是个昏
1701137617# #刘强东夸赞基层员工李婶：李婶在公司干了10年保洁，脸色一天比一天滋润，越来越年轻，越来越自信！。。刘强东不忘初心，心系基层员工，值得点赞！以上内容素材来源于网络，如有侵权违规请联系本人删除，
1699317318# #我分享了的头条文章
1703809306# #转发微博
1703823513# #女副书记自曝在选举中作弊，官方：她在撒谎，其实没作弊。12月26日，山东淄博市某社区居民王宜强向赤焰新闻反映称，在两年前的村委会选举中，唱票人——时任村妇女主任、现任社区副书记的吕玉香，在选举结束后亲口承认在唱票时作弊，但街道办却称她没有作弊，仅对其批评教育。该街道办负责人今天（12月2
1701918641# #“伟人满门忠烈，你们满屋黄金，有什么资格和脸面对伟人评头论足？”一一李敖
1703317347# #甘肃麻辣烫的唯一缺点是外地没有【甘肃麻辣烫的唯一缺点是外地没有】麻辣烫这一耳熟能详的小吃，在绝大多数人心里占据着一席之地。东北麻辣烫、川渝麻辣烫......不同派系的麻辣烫如同神仙打架一样各有特色，也各有各拥趸。不过最近网上逐渐流行起甘肃麻辣烫，大家晒出的照片着实让人眼馋，评论
1703378706# #纪念毛主席诞辰130周年！吃水不忘挖井人！
1702166725# #转发微博
1700178482# #转发微博
1699658275# #共同社11月9日称，中国从本月起事实上已暂停从日本进口锦鲤。分析称，这或是中方对日本核污染水排海计划的新一轮施压。以上内容素材来源于网络，如有侵权请联系本人删除，
1700531982# #江苏无锡一纺织厂起火致7人死亡评论网友私信截屏。。网络呈现怪现象，。正面信息蜂窝上，。负面当地闪一旁，。外地马上蜂涌至，。信息倒灌已如常，。形成地域来互撕，。彼此矛盾在增长，。是谁造成此现象？。始作俑者啥心肠？。貌似维护好形象，。其实在挖诚信墙，。莫怪网友不客观，。负面一写电话响，。是谁爱打
1703466275# #【重庆一中学老师课堂上强调：带来平安的不是圣诞老人，而是人民子弟兵】
1703032889# #转发微博
1702687480# #景德镇怎么又火了？若你说是因为前阵子被打工人称作“无语菩萨”的沉思罗汉，那他恐怕真要“无语”了。景德镇能打卡的远不止“无语佛”。。景德镇之名，一直以来都如雷贯耳。尽管现在看来，这座曾经举世瞩目的瓷都好像已经成了一座“资源枯竭型城市”，甚至连“中国瓷都”的名号都丢了，可是数据向我们
1702526051# #气象部门回应河北人工增雪崩到河南【气象部门回应河北人工增雪崩到河南】近日，河北、山东、河南等地迎来了今年的第一场雪。但在网上，有消息称此次降雪系“河北发射251枚火箭弹进行的人工增雪所致”。这一信息引起了不少网友热议。有网友发文称，难怪河北河南山东都在下雪，“这河北人工降雪威力
1702096348# #【中国海警对菲律宾3艘船只实施管控】12月9日，中国海警依法对菲律宾侵闯黄岩岛邻近海域的3艘渔业和水产资源局公务船实施管控措施。（中国海警）
1699655811# #转发微博
1701818383# #转发微博
1702332656# #苏大惠降低小额案件赔付率，让保费更亲民。。免赔额低，常常意味着理赔门槛低。小额案件赔付率高了，保费自然也随之上去了。2024年度“江苏医惠保1号”通过设置免赔额，降低小额案件赔付率，让保费更加亲民、更具性价比。
1702169523# #作者四渡赤水，毛爷爷用兵如神惊为天人之外，更让我感兴趣的还有：。。1、四渡赤水大家忽略了一点，当时3万人面临几十万有着武器精良的敌人，3万个人就有3万种想法，3万种情绪，能让3万人在极度恶劣，生死存亡，没有补给，后有追兵的情况下，思想行动上达成统一，服从指挥，充分发挥每个人的
1700389226# #苏大惠2024年度“江苏医惠保1号”的投保人数目前已突破200万，在这200万份保单中，有63.52%的人选择为家人投保。据悉，2024年度产品仍为不限年龄、不限户籍、不限职业、不限健康状况，除了每人每年158元的“基础版”，还推出了每人每年258元的“升级版”，有需要的市民可在12月31日前投保，职工医保
1700527850# #苏大惠江苏医惠保，宣传的都是真实案例，有十万人受益，不需要编故事，只有“真实”才有感染力，这些用户都是我们打了海量电话一个个找出来的，因为不是所有受益人都愿意站出来发言，但一些人真的受益到了，就愿意把自己的故事分享给更多人，希望大家都拥有，但希望大家都用不到。
1701911084# #苏大惠
1699674728# #妈妈为省钱背冰箱坐20小时火车回家【妈妈为省钱背冰箱坐20小时火车回家儿子：心疼又愧疚】近日，重庆。女子为省邮费带着冰箱坐了20多个小时火车从山东回重庆，全程约1800公里。儿子张先生（化名）介绍，妈妈很喜欢这个小冰箱想带回家，劝她寄回去但她心疼邮费拒绝了，中途换乘了两次火车就这么背
1700710845# #苏大惠苏大爱江苏医惠保投保人数突破200万，超过6成的用户都是为家人投保的，续保用户也超过60%，真正做到“守护小家，温暖大家”。
1700278607# #苏大惠苏大爱江苏医惠保1号衔接“双通道”什么意思？即用药保障全面。“江苏医惠保1号”衔接医保“双通道”政策，投保患者在定点零售药店购买“双通道”药品，医保报销后“江苏医惠保1号”还将按规定进行赔付。
1700178672# #转发微博
1701173373# #毛主席用“人不犯我，我不犯人，。人若犯我，我必犯人”。建立了一个不再挨打的中国！。毛主席用“打得一拳开，免得百拳来”。让我泱泱大国屹立于世界东方。无人敢小觑！以上内容素材来源于，如有侵权违规请联系本人删除，
1703031836# #受灾地区已经零下好几度了，难以想象现在户外得有多冷。我和团队紧急采购了500顶棉帐篷1300多床冬被正在运往灾区，好朋友品牌还一起捐赠了10000件羽绒服以及2000套保暖衣，希望可以帮到受灾地区的同胞，早日渡过难关！其他的物资我们还在募集和采买，大家一定要注意安全注意保暖盼平安！甘肃新疆加油！
1702871877# #罗永浩称高级合伙人是虚的不重要【罗永浩称高级合伙人是虚的不重要：重要看给了多少】怎么看待董宇辉成东方甄选高级合伙人12月17日晚，东方甄选官方账号发文称，俞敏洪和董宇辉将于12月18日晚8点在东方甄选账号进行直播。活动海报显示董宇辉已成东方甄选高级合伙人。
1700194789# #缅北电诈回流人员自述噩梦般真实经历【缅北电诈回流人员自述噩梦般真实经历】近日，湖北武汉。黄陂区前川派出所破获辖区电信网络诈骗案件1起，在天门抓获缅北“回流”电信网络诈骗犯罪嫌疑人1名。审理过程中，嫌疑人讲述了自己在缅北的所见所闻及生活状况，称缅北太恐怖真的不能去。目前
1703814330# #【82岁院士自曝每天熬夜到2点】院士说我们吃苦是为了下一代不吃苦北京，八旬院士刘嘉麒，做火山研究60多年。从年轻时开始，他就习惯熬夜学习，37岁又二度考研，共做了27年学生。尽管已经82岁，他仍然每天工作到凌晨2点、在线为青少年做科普，被网友亲切地称为“火山爷爷”。刘爷爷说，不要总说年
1701664913# #扬州一学院食堂麻酱盆中发现老鼠校方回应：属实，正在调查。近日，有网友在社交媒体报料称，在江苏扬州江海职业技术学院食堂的麻酱盆中发现老鼠。12月4日，该校校办人员向海报新闻记者确认事件属实。当地教育部门表示，属地网信、公安、市场等部门已经介入，具体情况仍在调查中。。。海报新闻记者注意到
1699316945# #转发微博
1703291390# #转发微博
1699746162# #北大教授陶澎发表一篇令人作呕的文章，即《重罚农村柴火烧饭取暖，它是最大的环境污染源》。这位陶教授北大任职，还是科学院院士、环境地理学家。。主要观点是：中国农村地区因传统炉灶和煤炉燃烧产生的PM2.5严重污染，导致每年有数十万人因此丧生。。拿着国家的科研经费随便霍霍，多年来也没有搞出任何
1703560407# #【为人民服务！】12月26日毛主席纪念日，相约韶山！向一代伟人致敬开国领袖毛泽东，我们人民永远不会忘记您！为人民服务呼声响测云霄！让人民当家作主人！
1702180443# #芬兰外长：在天然气管道受损事件调查中信任中方。（观察者网讯）当地时间12月9日，芬兰外交部长埃琳娜·瓦尔托宁（ElinaValtonen）在接受美国“政客”新闻网采访时称，在针对“波罗的海连接器”（Balticconnector）天然气管道受损事件的调查中，芬兰信任中方。。瓦尔托宁表示，中国集装箱船“新新北极熊
1699230787# #【台湾黑老大向好友炫枪将自己打死】据台湾媒体报道，10月31日下午3时，家住桃园市龙潭区的43岁男子蔡某在向好友苏某与其两个儿子炫耀自己改造的手枪时，发现枪支故障不能击发。。为了证明此事，蔡某将枪口抵住自己额头并扣动扳机，第一次扣动扳机没有反应后，蔡某又尝试了一次，不料在他第二次扣动扳
1701570739# #太霸道了允悲允悲允悲
1700383924# #儿子在人群中一眼认出接他放学的残疾妈妈【儿子在人群中一眼认出接他放学的残疾妈妈】近日，江苏徐州，身患残疾的妈妈到学校接儿子放学，隔着熙熙攘攘的人群，还没等妈妈找到儿子，儿子已经一眼认出了妈妈，主动上前搀扶着妈妈，两人一起回家。网友：从你拉着妈妈没有嫌弃的时候，你的人生已经赢了
1703466685# #转发微博
1702857746# #转发微博
1699074411# #【官方回应昆明2名环卫工在垃圾站身亡：安全事故，非刑案】昆明2名环卫工掉入垃圾池不幸身亡11月3日，网传云南省昆明市西山区一垃圾处理站，疑环卫工人不慎掉入垃圾池中被运行机器碾压。政府部门人士证实两名环卫工人不幸身亡，初步调查为安全事故，不属于刑案。
1703212492# #【天津跳水大爷快乐60秒新招：品美食、玩体操】12月22日，天津。天津跳水大爷成今年夏天的“全网顶流”，“生存一分钟，快乐60秒！”很多网友通过这句口号认识了“老镰刀”苏长海。天津跳水大爷有了新玩儿法9月6日，天津狮子林桥跳水队发布倡议书，决定退出狮子林桥跳水。“隐退”之后，“老镰刀
1699745278# #《毛主席点出社会主义核心思想最经典的五句话！第一句：我们应该谦虚、谨慎、戒骄、戒躁，全心全意地为中国人民服务。第二句：全心全意地为人民服务，一刻也不脱离群众；一切从人民的利益出发，而不是从个人或小集团的利益出发；向人民负责和向党的领导机关负责的一致性；这些就是我们的出发点。
1701734998# #苏大惠由江苏省医疗保障局、国家金融监督管理总局江苏监管局共同指导监督的2024年度“江苏医惠保1号”自开启后就受到广泛关注。据相关数据显示，目前其投保人数已超过260万人，投保通道将于2023年12月31日准时关闭，保障统一于2024年1月1日零时生效，保险期为一年。文/来自网络，视频编辑/苍龙飞天7
1700093808# #转发微博
1701651628# #转发微博
1699657362# #郭晶晶靠在他肩膀时，霍启刚看她的眼神，泪目了，真是优秀幸福一家人霍启刚晒照庆祝结婚11周年以上内容素材来源于网络，如有侵权请联系本人删除，
1701481320# #转发微博
1699229101# #一篇实事求是的好文章：诋毁新中国前30年到底为哪般？以上内容素材来源于网络，如有侵权请联系本人删除，
1700708348# #1981年，毛主席去世五年后，李敏接到中央办的一个电话，让她去谈一下“遗产”问题。李敏当时想：“父亲一生清廉朴素，哪里来的遗产？”可当看到父亲留下的遗产后，李敏当时就哭了……。 。1981年，距毛泽东主席逝世已五年。在那一年的一个日子里，毛主席之女李敏接到了中央办公厅的电话，邀请她处理一件
1702806286# #转发微博
1700352758# #转发微博
1702946597# #转发微博
1700452022# #苏大惠苏大帮”就是要帮助这些人，帮助生了大病看不起的人，为这些真正需人雪中送炭！我的宣传就是要让更多这多这样有需要的人知道和了解！
1700902204# #不要打碎底层人士正常，辛苦，合乎常理的饭碗，在古代是属于官逼民反。。小商小贩不合规的一些小小瑕疵，提醒，警告，罚款100--500，我觉得差不多算合理的处罚了。。。那些真正该重重处罚的是虚构几十亿收入，利润的犯罪分子以上内容来源，如有侵权违规请联系本人删除，
1702179825# #2023年12月9日19时25分许，广州地铁9号线开往飞鹅岭站方向的列车上发生一宗伤害案件。刘某（男，19岁）因被张某（男，48岁）的小孩在车厢内嬉戏期间撞到，与张某发生口角，后持随身携带的小刀（刀刃长6.5厘米，塑料刀柄）对张某进行伤害。警方接报后立即派员到场处置，将嫌疑人刘某当场控制。。案件发生
1702600478# #【中国美国商会总裁：不断自我投资让深圳充满吸引力】何迈可于2022年3月出任中国美国商会总裁（会长）后，首次接受视频采访就是做客深圳卫视《大湾区会客厅》，我通过网络连线采访了他。当时他说，非常期待到访大湾区。2023年12月，他终于实现了自己的愿望，首次以商会总裁的身份率团访问大湾区，考察
1701920405# #转自网友:太难了！“连做梦都是扫马路和应付检查”西安六旬环卫工大娘干了13年环卫工，老了被辞退，没有补偿和退休金。大家说这样合理吗？
1702267653# #央视著名主持人董卿曾讲述过光阴似箭，岁月如梭，花有重开日，人无再少年，请珍惜当下，回顾央视一姐与其他几位央视兄妹曾经风光时刻，当时是多么风光，如今落寂被央视除名。侵权即删
1703637517# #【第二批主题教育二中院民五庭还在顶风对抗怒】法官郭文彤在（2010）二中民终11858号判决中渎职枉法滥用公权，捏造除名事实，颠倒黑白，陷害当事人。被本人多年来持续揭发举报，扔拒不改正，勾结行政庭法官金丽，在党中央眼皮底下大搞司法小雷音寺。法官不讲法条，讲暗规则拿着公权对百姓耍流氓
1700784788# #这真是高手
1701219735# #这是个年仅18岁的志愿军女烈士跟随大部队渡江一起冲锋的背影，她的遗体埋在了南朝鲜的土地上，每次在网上看到这个伟大的背影，都禁不住热泪盈眶，心胸澎拜，请记住她的名字：王维洁！
1702184196# #12月8日，来自土耳其媒体的消息，披露了一个惊人的信息。。消息表示，护送普京专机前往波斯湾的五架Su-35战斗机中，有两架没有返回俄罗斯。消息强调，据可信分析，它们已抵达伊朗。。事实上，这个消息绝对不一般，这意味着，俄罗斯的两架飞机，交付给了伊朗。而随着飞机一同交付的，还的导弹，还有各种
1699060194# #江苏自媒体联盟超话苏大惠江苏自媒体联盟超话江苏医惠保1号救了一个家庭。话说江苏沭阳农民李跃生及其孑李欢，分别患病肺癌和尿毒症。几年来不仅花干了自家的血汗钱，连亲戚朋友也借遍了，无奈之下也借助水滴筹平台，募集了一些资金。但这些努力也只能扬汤止沸。自从买了江苏医惠保1号，和低保
1700556124# #近日，霍启刚和郭晶晶出席香港网球巡回赛，迅速引起网友热议。郭晶晶作为奥运冠军，一直积极宣传这项赛事，当天两人也与参赛选手互动合影留念。不过他们的状态引发了网友的热议，有人认为霍启刚和一位美女选手的合影过于亲密，有人觉得郭晶晶的b子看不见了，怀疑他p了，因为美女选手在社交媒体上分享了
1699919071# #转发微博
1702021875# #【公安局工作人员私信网友要查其个人信息？西安阎良公安督察部门介入调查，律师：私下查询公民个人信息涉嫌犯罪】12月7日深夜，陕西西安阎良公安局发布通报称，网传该局工作人员私信某网民声称要查询其个人信息，针对此情况，该局督察部门已开展调查。。。据网友发布的网帖显示，一名女士私信她表示可
1701219079# #转发微博
1702525821# #司机没有一条差评是无辜的沟通是一门艺术。【掌握35个沟通技巧！让自己事半功倍】与人相处，不在言语上争高低，不意气用事，控制住情绪，不盲目，不妄语，不轻言。所谓情商高，无非是懂得如何好好说话而已。35个沟通技巧，共勉
1702946700# #【甘肃地震后鸟群盘旋】12月18日晚，甘肃临夏州发生6.2级地震。19日凌晨，市民到室外避险时，天空出现鸟群盘旋。甘肃地震亲历者发声甘肃天气
1701562673# #转发微博
1702518902# #生的伟大，死得光荣。
1700178783# #转发微博
1702615359# #2023年这些回答充满力量【2023年这些回答充满力量】回首20232023年即将结束。“我就想做个平凡的好人”“因为穿了这身衣服，我得对得起大家”“中国空间站永远值得期待”“把快乐的足球精神传承下去”……这一年，哪个回答让你印象深刻？一起回顾，告别2023，迎接2024！
1703561840# #转发微博
1702281394# #一名职工有600多个工作群，还有精力工作吗？。近日，四川南充的唐女士晒出了离职后一口气退600多个工作群的视频，视频发布后迅速登上热搜，引发网友热议。。唐女士表示，离职后她花了三个半小时退完所有群，轻松了很多，也直观地体会到职场的不易。唐女士轻松了，但这条消息，却给人强烈的窒息感。有网友
1700624781# #巴以局势BBC对以军造谣污蔑希法医院彻底忍无可忍，专门出了一期节目打假
1702956714# #甘肃地震最新消息汇总甘肃地震震中航拍画面【甘肃地震最新消息汇总】总台记者在甘肃地震震中了解到：①震中房屋损毁严重，地上散落着课本等物品；②上千名救援人员仍在挨家挨户进行地毯式搜救，更多救援力量仍在源源不断地赶往灾区；③火炉棉褥等应急物资紧急调运灾区，第一批救援物资已抵达积
1699506829# #【新疆民警高举国旗冰雪中策马巡边心】近日，新疆阿勒泰，戍边民警在冰天雪地中擎旗策马，巡护边境线。看↓↓网友：边境线上的中国红看得心头一热，谢谢你们的守护！
1699660007# #转发微博
1700742067# #恒大债权人接管许家印香港豪宅，合计市值超15亿港元】据《香港01》《香港经济日报》11月22日报道，中国恒大董事局主席许家印位于香港山顶布力径社区的两处豪宅被债权人接管，债权人已于11月21日向当局递交了接管文件，预计几天内可以正式接管这两栋市值合计超过15亿港元的豪宅。
1699317225# #贪官买豪宅商铺却骗父母捡废品种菜【自己购豪宅买商铺，却将父母骗去捡废品种菜，这位“影帝贪官”真能演】中央纪委国家监委网站曾刊文介绍了李朝伟假面人生的腐败轨迹。步入中年的李朝伟和妻子有了稳定收入后，他决定将父母接到城里新居享福。看到李朝伟整天与商人们打得火热，一生质朴的李老汉忍不
1700354882# #男子在地震中失去了双臂，靠摆摊卖炒粉撑起了一个家，虽然生活艰苦，但是他脸上有光！以上内容素材来源于网络，如有侵权请联系本人删除，
1703060142# #10条！海南楼市放开了
