1602822161# #快讯|广州花都发现1例新冠肺炎疑似病例快讯|广州花都发现1例新冠肺炎疑似病例
1590548987# #《第一观察｜从“吃得饱”到“吃得好”——总书记眼中的“小康菜谱”》可爱的网友们甚至用总书记调研过的农副产品，制作出一份“小康菜谱”。
1682558943# #亲们早上好！。今天是2023年4月27日星期四，阴历三月初八。。武汉市今天阴天，东南风二级，气温14℃~19℃，空气污染38（优），空气湿度97%。明天中雨，气温14℃~23℃。。真正的强大不是忘记，而是接受。接受分道扬镳，接受世事无常，接受孤独挫败，接受突如其来的无力感
1659758527# #省指紧急会议要求：。1、对7月23日至7月29日有海南旅居史人员，从今天开始实施“三天两检”；。2、对7月30日至8月5日有海南旅居史人员，实行7天社区健康监测，落实1、4、7核酸检测；。3、7月30日至8月5日有三亚市旅居史的落实7天集中隔离；。4、有海南其他中高风险区所在街道、乡镇旅居史人员实施7天集中隔
1682556527# #分享图片
1692412108# #今天是全国医生节。医生承载人类生命的诞生，又是人类生命的延续的健康保护神。疫情.地震.战争傷害的救护神！医生是难以入职的行业。他们的研究和医治的对象是人。慎之又慎重！。值此医生节，祝医生们健康平安！多多保重！玫瑰玫瑰玫瑰强强强
1605225363# #凤凰新闻【亚总理解释签停火协议原因：如果不签，可能有2万多名士兵面临死亡或被俘危险】【环球时报综合报道】俄罗斯、阿塞拜疆和亚美尼亚9日达成纳卡地区停火协议后，亚美尼亚国内陷入动荡。亚总理帕希尼扬12日发表讲话，向民众解释不得不签署停火协议的原因...
1683160111# #亲们早上好！。今天是2023年5月4日星期四，阴历三月十五（青年节）。。武汉市今天阴天有小雨，南风二级，气温20℃~25℃，空气污染31（优），空气湿度88%。明天多云，气温20℃~27℃。。善于发现别人的优点，并把它转化成自己的长处，你就会成为聪明的人；善于把握人生的机遇，并把它
1680139432# #分享图片
1639533047# #早安吉祥太阳玫瑰咖啡合十。人这一生其实说到底就是三件事：知道如何去选择，明白如何去坚持，懂得如何去珍惜。“从天而降的馅饼”总归只能是个梦想，只有强大才能永远不会丢的面子。所以，请放掉那些所谓的面子吧，徒有其表的“面子”只会让你累，而充实了内心的你，才会活得真实，快
1607498917# #凤凰新闻【珠穆朗玛峰最新高程8848.86米，央视科普珠峰“长高”原因】IT之家12月9日消息昨日，珠穆朗玛峰最新高程公布——8848.86米。据央视新闻报道，中尼珠峰测量联合技术委员会主席党亚民表示，实际上珠峰的高度逐年都发生着变...
1680487276# #亲们早安！。今天是2023年4月3日星期一，阴历二月十三。。武汉市今天有大雨，东南风二级，气温17℃~23℃，空气污染29（优），空气湿度92%。明天小雨，气温11℃~18℃。。天下万物都有自己的因果循环，因果不空，随缘就好。放空内心，走出内心的桎梏，才能云淡风轻、随缘
1629894763# #面对高强的批评，张文宏8月10日在新浪财经再度表态，张文宏这次似乎以“吹哨人”的语气，透露出对中国下一步疫情的担忧。他说，“虽然我不愿说出事实，但又不得不说，接下来的形势会更复杂”，“我们要对付的敌人更狡猾”。。以下是张文宏发表的10条建议：。01、首先，不要放松警惕。。不要以为疫情马上过
1595153313# #糖尿病患者节食≠禁食，饮食不用受限？ --人民视频--人民网
1653955158# #亲们早上好！。今天是2022年5月31日星期二，阴历五月初二。。武汉市今天多云，东南风一级，气温23~30℃，空气污染48（优），空气湿度86%。明天小雨，气温24℃~27°C。。人这一辈子，是酸甜苦辣的一辈子，是喜怒哀乐的一辈子。不管多苦多难，都要好好活着，不管多痛多累，都要坚
1589063399# #分享图片
1679270078# #分享图片
1615337265# #分享图片
1681780718# #亲们早上好！。今天是2023年4月18日星期二，阴历二月二十八。。武汉市今天有中雨，南风，气温21℃~25℃，空气污染40（优），空气湿度65%。明天多云，气温18℃~30℃。。一个人，就算再穷再丑再不济，只要人品端正，重情重义，那么在别人眼里，就是可信可交可近的知己。富
1676078501# #亲们早上好！。今天是2023年2月11日星期六，阴历正月二十一。。武汉市今天小到中雨，东风二级，气温7℃~12℃，空气污染41（优），空气湿度94%。明天小雨，气温6℃~9℃。。我们常说“急中生智”，但大多数情况下是“静中”方能“生智”。生活如同拳赛，越是心浮气躁，越
1666312745# #分享图片
1642726591# #早安吉祥太阳玫瑰咖啡合十。好好去爱，去生活，每天的太阳都是新的，不要辜负了美好的晨光。把所有不快给昨天，把所有努力给今天。人生不能靠心情活着，而要靠心态去生活，我们都不是完美的人，但要接受不完美的自己，学会独立，告别依赖，对软弱的自己说再见，永远不要停止相
1658208818# #分享视频
1613026049# #疫情下过一个别样的生日（儿子送来的生日蛋糕🍰和鲜花），家里只有我和老伴加天猫精灵微笑赞
1697073549# #分享图片
1638665051# #分享图片
1656631117# #分享图片
1623141041# #分享图片
1657026282# #神农架木鱼镇的夜晚热闹非凡
1702736696# #分享图片
1654037985# #分享图片
1665707342# #分享图片
1604275103# #分享图片
1669207186# #中山公园鸽子飞舞群舞
1591879631# #新浪邮箱问候语在乎别人太多，别人反受其累。
1593850284# #我分享了的文章
1607508503# #血压不听话做套降压操11种食物降血压（分享自
1595068059# #科技含量提升 武汉防汛采用铝合金移动防洪墙、拼装式钢闸门墙
1651284223# #分享图片
1619607533# #凤凰新闻【广西北流一幼儿园发生砍人事件16名儿童、2名教师受伤】记者从广西北流市宣传部了解到，2021年4月28日14时许，北流市新丰镇民办健乐幼儿园发生一起伤害事件，初步了解有16名幼儿、2名教师受伤，其中两名幼儿伤势较重...
1632528918# #分享图片
1667967949# #搜狐新闻:【广东昨日新增本土592+2611–广东省省长：全力支持广州做好疫情防控工作】
1653445061# #各位老师好，根据最新疫情防控排查通知：。请各单位迅速对2022年5月17日（含）以来有北京市通州区台湖镇、天津市滨海新区寨上街道、浙江省绍兴市柯桥区柯桥街道旅居史的来鄂返鄂人员迅速开展追踪排查工作。如排查出相关人员，请第一时间与社区联系（主校区联系华科大社区87542343，同济校区联系同济社区
1671013315# #搜狐新闻:【孩子发烧是“阳”了吗？来看武汉儿童医院专家权威答疑-搜狐新闻】
1686879085# #分享图片
1591092249# #转发
1671244457# #有点意思，《后新冠时代》，不知那位高手编的，来欣赏一下。。后新冠时代：。昔日闻羊人心惶，。今朝见羊成家常。。大街小巷都是羊，。再难辨别谁是羊。。家庭若有一只羊，。全家自然跟着羊。。商场混进一只羊，。你若去逛你便羊。。餐馆坐下一只羊，。肚子吃饱人变羊。。公交车上拉只羊，。上车下车换着羊。。高铁车
1636788055# #下午好玫瑰咖啡合十。人生如天气，可预料，但往往出乎意料。不管是阳光灿烂，还是聚散无常，一份好心情，是人生唯一不能被剥夺的财富。把握好每天的生活，照顾好独一无二的身体，就是最好的珍惜。得之坦然，失之泰然，随性而往，随遇而安，一切随缘，是最豁达而明智的人生态度。。玫瑰
1687496243# #神农架龙降坪滑雪场高尔夫球场赞
1681088584# #亲们早安！。今天是2023年4月10日星期一，阴历二月二十。。武汉市今天多云，东南风一级，气温16℃~27℃，空气污染66（良），空气湿度94%。明天中雨，气温17℃~26℃。。为不值得的人生闷气，是一种折磨；为层次不同的人争辩，是一种浪费；为他人的看法而过活，是一种受罪
1610684959# #凤凰新闻【马哈蒂尔：拜登可能改善与亚洲关系，结束与中国“愚蠢的贸易战”】【环球网报道】路透社14日报道称，马来西亚前总理马哈蒂尔•穆罕默德表示，在与特朗普打交道四年后，亚洲可以期待当选总统拜登改善与传统上支持（美国的）国家的关系，结...
1676681059# #习惯不会让人痛苦，养成习惯的过程才会让人痛苦！。养成习惯的方法和过程并不重要，重要的是每天坚持！。如果你现在选择一条容易的路，那么你的未来会变得更加的艰难！。生活中任何事情都一样，如果愿意做出短期的努力和牺牲，你就会得到长期的好处！。——-《纳瓦尔宝典》
1692411483# #分享图片
1661645278# #分享图片
1693876790# #分享图片
1702084737# #握手快乐叫简单！幸福叫陪伴！牵挂叫无言！关心叫温暖！健康叫永远！愿我在乎的人！开心每一天！平安！吉祥！🌹
1702516555# #分享图片
1588980694# #分享图片
1672222699# #《要警惕另一种“沉默性缺氧”"沉默性缺氧"，又称之为静默型低氧血症。老年人对机体异常的反应可能不会像年轻人那样明显。比如有些老年人已经体温升高了，却并不知道自己发烧。此外，老年人感染新冠后有可能会发生“沉默性缺氧”，家人觉得他的呼吸状态似乎还挺平稳，但血氧饱和度可能已经比较》
1680224526# #亲们早安！。今天是2023年3月31日星期五，阴历二月初十。。武汉市今天多云，东南风一级，气温11℃~22℃，空气污染95（良），空气湿度89%。明天多云，气温11℃~25℃。。人生海海，我们不免和各式各样的人相处。最重要也最是难的，就是选择跟什么样的人在一起。路，要和优
1602599484# #凤凰新闻【3天出院、“9天转阴”，特朗普的“救命大神”，竟是一位华裔医生？】让特朗普自称是自己“治愈”关键的“鸡尾酒疗法”，出自一位华裔科学家。|作者：隋唐罹患新冠肺炎之后，特朗普仅住院3天便出院，10月11日更是自曝病毒检测已经“完全...
1629030260# #恩施黄鹤景区
1702435057# #《莫言：如果武汉没有黄鹤楼，武汉还是武汉，还会有这样的吸引力？》莫言如此赞美黄鹤楼，不知道武汉人民会有什么样的感受呢？黄鹤楼作为武汉的象征和文化精髓，无疑给这座城市带来了极大的魅力和吸引力。
1604225294# #常用手叩头拯救发际线（分享自
1638664886# #早安吉祥太阳玫瑰咖啡合十。不把自己看得太重，是一种修养，更是一种智慧。放低自己，力量才会向你汇聚，狂傲大多源于内心的虚弱，怕被人瞧不起；谦卑源于内心的力量，不怕被世俗干扰，其实，真正有力量的人，一心在寻求自身的突破，而根本无视别人的看法。水低成海，人低为王，做人
1658403793# #分享图片
1678882096# #参观中山陵
1601980005# #『北大研究团队首次证实：人体呼吸是新冠病毒重要排放传播方式手机新浪网』
1545474877# #【关于保健食品，你需要知道】①凡声称疾病预防、治疗功能的，一律不要购买；②未声明“本品不能代替药物”的，一律不要购买；③保健食品不是药品，不以治疗疾病为目的；④认准产品包装上的保健食品标志（小蓝帽）及保健食品批准文号；⑤如遇虚假宣传，可拨打12331、12315投诉举报。
1588217097# #分享视频
1683192550# #请问，哪位朋友知道牙齿做根管治疗一般需要多少钱？
1676855549# #搜狐新闻:【网传杭州某小学出现多例阳性学生停课，官方通报-搜狐新闻】
1619225028# #早安吉祥！
1689209860# #分享图片
1632787938# #分享视频
1674866440# #亲们早上好！。今天是2023年1月28日星期六，阴历正月初七。。武汉市今天多云，北风一级，气温-4℃~10℃，空气污染69（良），空气湿度89%。明天晴天，气温-3℃~14℃。。人生就是一场修行，修的就是一颗心。心柔顺了，一切就完美了；心清净了，处境就美好了；心快乐了，人
1616731406# #凤凰新闻拜登在记者会上用了7分钟阐述对华政策，首先他试图拉关系说，自己在担任副总统时与中国领导人的关系很熟，在担任总统后，双方还进行了长达两个小时的通话。在这次通话中，...
1577232248# #新浪邮箱问候语纵使跌倒撞墙又有何惧？因为年轻，所以勇敢。早安！朋友。
1611305203# #新浪邮箱问候语出门旅行，包不离身。
1605748560# #分享图片
1640220654# #分享图片
1553251704# #【世相】愿你看花的样子配得上樱花的美--湖北频道--人民网（分享自
1549880746# #可爱的丁丁新春愉快鲜花
1681048829# #搜狐新闻:【男子骂剖腹产妻子“她疼她死”，当地卫健委：将调查核实，如是夫妻矛盾，会疏导-搜狐新闻】
1650333688# #早安吉祥太阳玫瑰咖啡合十。人之所以能，是相信能。一个人最大的破产是绝望，最大的资产是希望。生活很多时候是会有很多不公平的，不要抱怨，要努力地去适应它创造机会的人是勇者，等待机会的人是愚者；如果天上会掉馅饼，那也会掉在把头昂起来的人嘴里。。玫瑰玫瑰玫瑰强强
1642986361# #早安吉祥太阳玫瑰咖啡合十。人可以富一点，但不能臭显。人可以傻一点，但不能窝囊；人可以精一点，但不能阴险，人可以懒一点，但不能没承担。你诚信，谁都想把你靠近；你诚恳，谁都愿和你交心。做人，你若有情有义，便可赢天下，赢人心。。玫瑰玫瑰玫瑰强强强
1616140785# #分享视频
1686529017# #✍提醒您开始养生太阳☂三伏天☂太阳。初伏，7月16日一7月25日。中伏，7月26日一8月14日。末伏，8月15日一8月24日。。✍三伏天不要做的五件亊：。1出汗不洗冷水浴。。2夜里不能光身睡。。3胃肠不能进冷饮。。4喝水不能喝太快。。5皮肤不能遭暴晒。。。✍三伏天不能多吃的水果：。1火龙果，性凉。。2荔
1686879014# #新理念:。健康是富人，糊涂是高人，无事是仙人，知足是圣人，微信问好的都是知心人。。玫瑰玫瑰玫瑰
1631437389# #分享图片
1683680302# #分享图片
1627344364# #分享图片
1630399916# #标题党的伎俩。*您如何辩别微信假新闻？假链接？假视频？。经专家认真总结了微信裏、小程序裏一些常用來博人眼球的低智商文章常用词列表和微信表面用美女低俗照片，看到这些词和照片的时候，全是假的，不要相信，最好直接删除。带有以下词汇的全都是假新闻，假链接，假视频，。1、就在刚刚…，。2、央视曝
1688863250# #分享图片
1669511507# #转发微博
1578060943# #转发微博
1677719297# #分享图片
1646268428# #分享图片
1635726435# #分享图片
1679619382# #转发微博
1623235945# #湖南疾控发布提示,旅居广州、佛山等地的“湘亲”们就地过端午湖南疾控发布提示,旅居广州、佛山等地的“湘亲”们就地过端午
1599351104# #分享图片
1651711014# #早安吉祥太阳玫瑰合十。生活，让我们明白，财富，不是天上掉来的，成功，不是轻易就有的。要想过得幸福，就要肯吃苦，肯付出，唯有付出，才有收获。社会，让我们改变，从脆弱到坚强，从幼稚到成熟，不知不觉就变了。生活，让我们明白，一切都只能靠自己。社会，让我们改变，变成了最
1654474827# #亲们早上好！。今天是2022年6月6日星期一，阴历五月初八（芒种、爱眼日）。。武汉市今天多云，西风，气温22~34℃，空气污染53（良），空气湿度97%。明天多云，气温22℃~33°C。。收一点，敛一点，常怀感恩之心和敬畏之心活着！做人大度，才足够坦然；做人心宽，才足够轻松；做
1653729801# #各位老师好，根据最新疫情防控排查通知：。请各单位迅速对2022年5月20日（含）以来有北京市昌平区小汤山镇和东城区东四街道旅居史的来鄂返鄂人员开展追踪排查工作。如排查出相关人员，请第一时间与社区联系（主校区联系华科大社区87542343，同济校区联系同济社区83694992）。。请各单位统计有关排查情况
1619007136# #凤凰新闻【刚获得连任的乍得总统代比在前线受重伤身亡，中方表态】4月21日，外交部发言人汪文斌主持例行记者会。有记者提问，我们看到乍得军方发言人称，代比总统是在同叛军作战时身亡，请问中方对此有何评论？是否会向乍得方面表示慰问...
1626495817# #老年人好好看看吧
1650676361# #各位老师好！接属地通知要求，请各单位迅速排查居住在东湖风景区新磨山社区西头村，以及4月17日以来去过该村的师生员工和居民。该村位置大约在八一路延长线以南，奇味虾天下以西，中国地质大学北门以东。如排查出该类人员，请第一时间联系社区（电话87542343，或者发短信给17786560706告知情况，社区会
1684975226# #亲们早上好！。今天是2023年5月25日星期四，阴历四月初七。。武汉市今天多云转小雨，东南风二级，气温16℃~28℃，空气污染53（良），空气湿度97%。明天阴天，气温22℃~26℃。。每一个清晨，给自己一个微笑，告诉自己！人不仅活得要像钻石一样闪亮，还要像钻石一样坚强！！不唯唯诺
1655339002# #分享图片
1701652587# #分享图片
1688256577# #亲们早上好！。今天是2023年7月2日星期日，阴历五月十五。。武汉市今天多云，东南风一级，27℃~34℃，空气污染19（优），空气湿度89%。明天阴天，气温29℃~34℃。。弱者一味合群，失去自我，堕入深渊；强者忠于内心，彼此互助，共同进步；智者善于独处，丰盈内心，成就自我。学会交
1625626335# #分享图片
1568000325# #“秋瓜坏肚”是否有道理
1669250772# #分享图片
1598483718# #分享图片
1610808402# #凤凰新闻【果然很不一般，特朗普最后一天计划曝光】美国政权进入最后交接期。如果按照惯例，1月20日，新总统宣誓就职，老总统国会见证，群众游行，白宫舞会……但今年不寻常。特朗普就是特朗普，他已经明确，拜登的就职，...
1615164879# #分享图片
1657343035# #是巧合，还是真有其实事？。。马航飞机失踪，李白早在一千多年前就有预言，不信看他的《腾云》一诗。。马腾驾祥云，。航行阔海郡。。失于蓬莱阁，。踪迹无处寻。。。现在把首字连起来就是。“马航失踪”。。小日本要完了，李白也早有预言！。李白真
1609635358# #分享图片
1654474377# #今日芒种，祝你芒种节气安康吉祥鲜花
1651643274# #今日中山公园喷泉
1691834281# #搜狐新闻:【身体何时开始衰老？一份人体器官衰老时间表，照着养，老得慢一些-搜狐新闻】
1617238082# #分享视频
1577615719# #能提高数学成绩？澳大利亚学生爱上“打算盘”--澳新频道--人民网（分享自
1586327162# #转发
1700617484# #分享图片
1620436579# #分享图片
1650070768# #分享图片
1614645470# #分享图片
1677458100# #亲们早上好！。今天是2023年2月27日星期一，阴历二月初八。。武汉市今天晴天，东风二级，气温0℃~16℃，空气污染48（优），湿度51%。明天小雨，气温5℃~15℃。。钱，靠自己挣，才有底气；苦，靠自己尝，才能体味；事，靠自己扛，才能面对；梦，靠自己圆，才能实现；人，
1694574271# #我在喀什等你微笑
1606905109# #凤凰新闻【美方指责中国违反对朝制裁义务，华春莹反问：美国做了什么？】12月2日，外交部发言人华春莹主持例行记者会。有记者就美国务院官员指责中国“公然违反”对朝鲜实施国际制裁的义务一事提问。华春莹表示，中方已经多次阐述了中方对安理...
1569579891# #节日购物谨防“鱼目混珠”
1646440916# #分享图片
1686097912# #让年龄不封顶；让快乐不退休；让幸福不衰老；让健康不刹车。活得轻松，老得漂亮，管它几岁，开心万岁。早上好！玫瑰咖啡抱拳太阳
1687654445# #分享图片
1617158542# #【界面新闻】对离市车辆、人员进行交通管制
1614386967# #分享图片
1648806073# #各位老师好，根据最新疫情防控排查通知：。请各单位迅速对2022年3月14日（含）以来有辽宁省沈阳市和平区；3月24日（含）以来有辽宁省鞍山市台安县、福建省莆田市城厢区霞林街道和涵江区三江口镇、安徽省淮南市、江苏省苏州市吴江区金家坝镇和太仓市浮桥镇；3月25日（含）以来有安徽省阜阳市颍上县旅居史
1662108361# #搜狐新闻:【午间更新！全国高中风险区2035+1559个，一图速览】
1657412597# #分享图片
1594200697# #保健佳品——罗汉果（分享自
1615250735# #分享图片
1676596601# #分享图片
1649379083# #早安吉祥太阳玫瑰咖啡合十。人生路上，坎坷太多，生活之中，阻碍重重。要学会独立坚强，勇敢的面对并解决一切。少一些依赖和求助，多一些坚持和独立。人越坚强，就会越独立，人越独立，越无所畏惧。不负自己，不欠他人，活得自在，过得舒坦！。玫瑰玫瑰玫瑰强强
1612951844# #分享图片
1606263464# #分享图片
1644456599# #分享图片
1596620965# #悠着电扇，享受煎熬！这就是武汉！
1643588169# #分享图片
1612174879# #我分享了的文章
1615967527# #凤凰新闻【触目惊心！又见瘦肉精，如何辨别使用了瘦肉精的肉？】在2021年央视3&middot;15晚会上，曝光了河北沧州青县羊肉经销商为了使肉羊出肉率高，谋求更多利润，在饲养过程中违法添加瘦肉精，这也是2011年、201...
1676942471# #分享图片
1594980223# #澳大利亚维州新增317例新冠肺炎确诊病例 创下日增病例新高 --澳新频道--人民网（分享自
1667090727# #分享图片
1538649289# #爱护环境，文明出游，感恩景区的“美容师”鲜花
1653524820# #分享图片
1628430895# #搜狐新闻:【全红婵家门口这一幕，“太恶俗”！–全红婵家门口这一幕，“太恶俗”！】
1601164599# #分享图片
1674609520# #分享图片
1693615753# #分享图片
1667612939# #亲们早上好！鲜花微笑握手。疫情三年，让我们明白了岁月静好只是人们的美好愿望，世事无常才是日常。日子再难，总有人能够从贫瘠里开垦出宝藏，从荒芜里走到春暖花开。疫情总会退散，愿你在时间的洪流里收获一个更丰盛的自己。赞赞赞
1658365970# #分享图片
1630285223# #分享图片
1674782759# #分享图片
1642767983# #请各单位迅速对2022年1月6日（含）以来有云南省西双版纳州勐腊县旅居史的来鄂返鄂人员开展追踪排查工作。如排查出相关人员，请第一时间与社区联系（主校区联系华科大社区87542343，同济校区联系同济社区83694992）。。请各单位统计有关排查情况，于明日（1月22日）17:00时前更新并填写信息统计表，反馈
1690087691# #树林里的交响乐
1555905324# #新浪邮箱问候语别给自己太大压力，要知道活的开心就好！
1612576500# #分享图片
1592740285# #凤凰新闻【北大国际护士17号核酸阴性18号却确诊，为何突然逆转？】6月18日确认感染的北京大学国际医院急诊护士，曾在6月17日参加核酸检测为阴性。一天之内为何出现这样快的逆转？公号“三甲传真”解释道，原因可能只有一个，就是核酸...
1607389051# #分享图片
1615458100# #【环球网】李克强：目前，我国全社会研发投入占GDP的比重还不高，下一步要加大基础研究的投入，还要继续李克强:不能让科技人员把精力花在填表上
1695046574# #在魔鬼城乘车参观雅丹地貌
1648562855# #各位老师好，根据最新疫情防控排查通知：。请各单位迅速对2022年3月22日（含）以来有浙江省嘉兴市经开区城南街道、安徽省淮南市寿县八公山乡、湖南省长沙市岳麓区岳麓街道和桔子洲街道、山东省枣庄市台儿庄区和薛城区、黑龙江省哈尔滨市南岗区、江苏省苏州市姑苏区平江街道、吴江区盛泽镇、常熟市琴川街
1609161816# #凤凰新闻【“特朗普精神病正在发作！”总统前助手再开炮，彭斯可能要倒霉了】【南方+12月28日讯】据美国媒体报道，白宫公共参与和政府间事务办公室前通讯主任、特朗普前政治助手奥玛罗莎&middot;纽曼12月26日在接受记者采访时说，她...
1663217669# #今天中午我们活动完后，与往常一样去神农架汇金购物广场购物，发现了一个奇怪的现象。店内的服务员在抢板栗，我和老伴跟她们说，能不能留一点给我们，她们说没有了。我说，你们不能近水楼台，先得月啊！老伴说，我们要网上曝光！她们听说后，其中一个服务员说，我给你一点，老伴说我们只要1斤，然后给
1661212968# #分享图片
1694221222# #分享图片
1669112976# #《武汉发布致市民书：倡议“单位-家庭”两点一线，加强个人防护》二、加强个人防护。
1690245460# #握手玫瑰乐观潇洒无烦脑，欢歌笑语人难老，心宽知足岁月好，身体健康无价宝.！彼此平安，早上好微笑玫瑰咖啡合十
1682299316# #亲们早上好！。今天是2023年4月24日星期一，阴历三月初五。。武汉市今天小雨，北风二级，气温9℃~13℃，空气污染20（优），空气湿度94%。明天小雨，气温9℃~19℃。。人生是一本书，封面是父母给的，内容是自己写的，厚度由本人决定，精彩程度可以自己创造。累过才能体会何为闲，苦
1618037429# #【澎湃新闻】“大家要关注mRNA疫苗，它给人类提供了无限的思考。”4月10日，中国疾病预防控制中心主任高福:研发经典传统疫苗时,别忽略mRNA疫苗带来无限可能
1619794074# #凤凰新闻【海军2名飞行员成功处置战机空中特情】解放军报烟台4月30日电（记者钱晓虎、特约记者莫小亮、徐英龙）今天上午，海军航空大学某基地举行立功授奖大会，海军给成功处置战机空中双发停车特情的飞行教官易小伟记...
1621003382# #凤凰新闻【辽宁营口市9地升级为中风险地区】5月14日0时至19时，辽宁省营口市新增2例本土新冠肺炎确诊病例和3例本土无症状感染者。今天（5月14日），辽宁营口市召开疫情防控新闻发布会，营口市人民政府副市...
1629801712# #分享视频
1687077526# #宜昌酒店观江景
1657112373# #大九湖鹿苑，游客喂鹿，鹿吃饱了，不接受
1699923455# #分享图片
1600481370# #转发微博赞
1645595512# #😂充滿智慧的小女孩👍。2/19/22谷愛凌。看西方記者用政治逼供方式去訪問獲得了二金一銀18歲少女谷愛凌，真是令人感到惡心。但聽到谷愛凌那尖銳但又溫柔的回應，使那些資深經驗記者一個個張大了嘴吧，手足失措，又令人覺得很開心，很過癮！。記者問谷愛淩，你究竟是中國人或是美國人？。谷愛凌回應，我
1609841909# #疫情下的圣诞节 各类灯饰点亮悉尼 --澳新频道--人民网
1680744749# #分享图片
1596967647# #新浪邮箱问候语敬以持躬，恕以待人。
1636331305# #早安吉祥太阳玫瑰咖啡合十。人生就像钟表，可以回到起点，却已不是昨天！不管从什么时候开始，重要的是开始以后不要停止；不管在什么时候结束，重要的是结束以后不要后悔。抱最大的希望，为最大的努力，做最坏的打算。从绝望中寻找希望，人生终将辉煌。。玫瑰玫瑰玫瑰强强
1677809981# #『禽流感在人身上已发现突变世卫组织：对人类健康构成持续威胁』
1627018614# #国家卫健委：昨日新增确诊48例+35例无症状，其中本土确诊12例，本土无症状10例百度地图
1675040854# #大年初九的祝福鲜花鲜花鲜花
1694588430# #喀什的夜晚小巷真热闹鲜花赞
1699315234# #🌴太阳阳光在照，好运在笑笑脸，我的祝福抱拳给您送到，🙏愿您在每个日子里玫瑰吉祥如意，幸福安康玫瑰握手太阳
1592615873# #凤凰新闻【彻底管控还是全面开放？张文宏：国际疫情抵抗策略出现巨大分裂】国际新冠疫情抵抗策略出现分裂，抗疫之路何去何从？北京正为为彻底管控疫情加大力度。目前的传播路线集中在与新发地市场相关的餐饮业人员与采购人员及其密切接触者上，传播...
1699578684# #分享图片
1650846965# #转发微博
1606817391# #我分享了的文章
1576714668# #分享图片
1623147096# #新浪邮箱问候语智虑生于精神，精神生于安静。
1683765981# #转发微博
1629950878# #凤凰新闻【郎平深夜提前离开中国女排球迷一大早送行扑空】北京时间8月26日，中国女排终于可以离开隔离所在地了，她们将回各自省队报到，备战全运会。一大早，球迷就给中国女排送行，但没有见到郎平。原来，郎平深夜就离开了。东...
1583022940# #转发
1659585849# #分享视频
1665533596# #分享图片
1695050108# #乘车参观魔鬼城雅丹地貌
1668226191# #国家这次调整防疫政策的亮点：一是取消和禁止全员核酸检测，这是最重要的。二是取消国际航班熔断机制。三是只准封楼栋或单元，不准封小区、社区。四是只有高、低两种风险区，取消了中风险区。五是不再排查密接的密接。
1629514304# #新浪邮箱问候语有不快，说出来，用温柔的方式。
1586652277# #早安吉祥
1642152744# #转发微博
1669264632# #分享图片
1623541635# #分享图片
1644288282# #中国女足3：2逆转战胜韩国夺得亚洲杯冠军，真提气！16年的等待，终于在昨夜化作最美的蔷薇。在这支中国女足阵中，共有5名球员来自武汉江汉大学女足，她们是王霜、朱钰、姚伟、马君、刘艳秋，为武汉女性骄傲！鲜花鲜花鲜花
1670500256# #千万别忘了老祖宗留下的规律：。瘟疫始于大雪、发于冬至、生于小寒、长于大寒、盛于立春、弱于雨水、衰于惊蛰，完于春分，灭于清明。千百年来，皆如此。所以，大雪到了，我们要更加注重个人防护，熬过后面八个节气！。戴口罩！戴口罩！戴口罩😷😷😷
1572603890# #公布修订后的《中华人民共和国食品安全法实施条例》--湖北频道--人民网（分享自
1579079283# #水果越酸维生素C越多？这种说法不靠谱--科普中国--人民网（分享自
1621401743# #凤凰新闻【内蒙古文旅厅副厅长李晓秋自杀身亡】新华网呼和浩特5月19日电新华网从有关方面获悉，内蒙古自治区文化和旅游厅党组成员、副厅长李晓秋已自杀身亡。原因不详。李晓秋简历李晓秋，男，蒙古族，1962年8月...
1669336722# #分享图片
1605697854# #凤凰新闻【“特朗普媒体帝国”能掀多大浪？】【环球时报记者郑可李司坤辛斌】“福克斯新闻准备甩掉特朗普”“特朗普一旦卸任将打造自己的媒体帝国”。近日，有关美国总统特朗普不满福克斯屡屡发布不利于自己选举的内容...
1626739533# #分享视频
1623404646# #转发微博
1569248791# #新浪邮箱问候语晚上好，不要为旧的悲伤，浪费新的眼泪。
1696123830# #分享图片
1689085895# #《5所大陆高校36名师生将赴台交流国台办：支持鼓励两岸青年加强往来》应马英九文教基金会邀请，北京大学党委书记郝平同志拟于7月15日至23日率北京大学、清华大学、复旦大学、武汉大学、湖南大学等5所大陆高校36名师生赴台交流。
1683765291# #您如何辩别微信中假新闻？假链接？假视频？。经专家认真总结，在微信里、小程序里带有以下词汇的全都是假新闻，假链接，假视频，。1、就在刚刚…，。2、央视曝光…，。3、震惊国人…，。4、惊天秘密…，。5、赶快转发…，。6、删前速看…，。7、千万别吃…，。8、还敢喝吗…，。9、癌症前兆…，。10、赶快扔了
1688028662# #小学生作文笑哭了爹爸，逗乐了老师赞
1624920344# #分享图片
1594200487# #英学者：新冠病毒可能早已“休眠”于全球多地（分享自
1696813792# #分享图片
1633655278# #分享图片
1680329467# #《马英九用长沙话念祭文，村民评价“很标准”》播放量：166万。点赞量：1.2万
1610894260# #凤凰新闻【全国多地明确:中高风险地区人员返乡隔离费用自理！】距离2021年春节只剩不到一个月的时间，随着国内疫情出现多点散发，中高风险地区人员返乡后如何应对？据健康时报记者不完全统计发现，国内有部分地区明确指出，中高风险...
