1692014555# #7.28
1702117116# #大力强化机构监管、行为监管、功能监管、穿透式监管、持续监管
1692007176# #中秋国庆连休8天后再上7天。。我反对这门亲事，有十天不能在A股交易赚钱？哈哈
1702690514# #现在能说的东西不多，所以网上就围绕着董宇辉大做文章允悲。。其实跟大家没什么关系
1699859419# #本来就内卷，高油价、高速费，普通居民生活，哪有容易的呢？
1700560436# #北交所两周年，来了个天量电线杆。。主题基金成立以来皆是负收益，哪家最惨？
1688089718# #阿斯巴甜致癌。。烟酒都致癌，也没影响销售啊
1696896638# #都到什么时候了，还不让房企降价回款，人家都说了，年底有大量工程款要支付。。还嫌房企死的不够多、不够快吗？。。再者，工程款项不支付，肯定会有不少民工拿不到自己的辛苦钱。。不能光看房闹的，现在不降价，以后还是会降的，跑不掉的
1691536617# #讲好伊拉克故事good
1693204323# #丢人现眼
1689144560# #大校底又破了哈哈
1693129484# #有一段时间操作吐血。。这几天很顺，长青科技、江盐集团止盈非常及时。。周五切换东财赌周末消息，也赌对了，人品守恒定律嘻嘻
1695817111# #现在的媒体，生怕群众看懂了意思允悲
1691064342# #来了来了
1703394508# #评论：为郭敬明身高正名
1703558442# #老胡这个既要……还要……。。不大容易啊
1688090257# #行业的小幅利好，普通投资者都没有参与的必要。除非你提前知道了，做了埋伏，但普通投资者一般没有这个信息获取渠道。。小幅利好，往往第二天就兑现了，你追进去正好给那些内幕资金出货的机会，下一个交易日你大概率会亏损出局。。只有一个比较大的行业利好，市场才能有持续性表现，普通投资者才有机会去喝
1691643058# #能亏这么多也是人才允悲
1700550955# #北向净流入，内资净流出357亿。。A股行情不行，别再怪外资搅屎棍了哈哈
1699839578# #中金公司、中国银河澄清合并重组传闻。。从人性角度来看，国企券商很难有主动合并的欲望
1689561575# #天赐材料回应高盛看空：对公司了解不够深入行业波动下头部公司竞争力明显。。股价走势没上市公司说的那么乐观
1689809748# #符合逻辑，俄乌战争，他大概率支持俄罗斯；去年，他估计支持静默；有可能，他还是个中药粉；另外，他可能是老胡、于力、大妈、地瓜们的粉丝
1694392670# #大鹅不厚道啊哈哈。。鹅粉如何解释？
1701756390# #新房降价！无相关限制！随便。。早这样，估计还能避免资金链断裂，救一些房地产企业
1701167792# #经济压力大，地方债问题会越来越凸现出来，会引发民生问题。。经济要活跃，思想首先要开放，不能像某些流量大V一样，动不动给别人戴反贼、躺匪、间谍、资本家的帽子，搞得舆论平台上乌烟瘴气，让外资、外商不想和你合作，让民营企业家心寒不再投资。。现在的经济情况，和马云们逐渐隐退，于丽、冈本们活跃
1700395081# #这次我支持白岩松
1691024926# #哈尔滨为方舱医院建设招标允悲
1697709363# #你更关心大盘3000点还是更关心自己的股票。。我不担心自己的股票，存量资金行情，早就定好了短线应对策略，行情越是下跌，妖股可能走的越好。。稍微有点担心的是，3000点如果守不住，资金持续流出，失去流动性，可能会引起不少系统性问题，影响整体经济，这会影响每个人的生活
1700219801# #救活烂尾楼的人被抓了。。没有大背景、大后台，这种浑水一般人不要趟，不是道德问题，是能力不够。。不但各种地头蛇需要提防，就是那些烂尾楼受害者，人性也比想象中复杂得多
1701478202# #道指距离历史新高一步之遥，已显示巨大崩盘风险。。A股夯实3000点底部，大牛市王霸之气已经侧漏
1697769915# #地产股异动，周末地产有新政策吗？。。即便有政策，现在还能起到很大作用吗？。。普通群众还有资金实力去接盘吗？
1700399747# #如果是严重质量问题，爆破还能理解，如果是决策失误带来的损失，那相当于倒了多少牛奶啊…
1699408693# #漏税不鼓励，但中石油、中石化提高效率、降低成本、给人民让利的空间肯定是很大的。。就看他们愿不愿意这么做了
1700884021# #澎湃新闻谈A股，5年6万多亿，加上大股东减持3万多亿，将近10万亿资金。。这些资金里面有多少资金是真正服务实体经济的健康发展了？。。有多少资金流入了利益链条的口袋里？造成资金没得到有效流转，造成了贫富差距继续拉大，造成投资者亏损严重。。怎么做才能避免这样情况发生？
1695362617# #路透的消息看了几个，不敢发。。一切以官方为准吧
1698990112# #骂“看空者”、“做空者”、“唱空者”、“掏空者”一万次，还不如把一些便于做空、掏空的工具收起来
1697333588# #华经产业研究院数据显示：2019年约旦河西岸和加沙人口总数为468.53万人，相比2018年增长了11.62万人；与2010年人口数据对比，约旦河西岸和加沙近十年人口增长了89.91万人。。这个数据和一些哈马斯粉丝的以色列种族灭绝论不太相符吧
1688173985# #雀食
1692879071# #老乡别走，消息来了
1699608306# #去年专家预测：中国今年将以8%经济增速领跑全球。。仍需努力…
1695111863# #确实是这样。。现在经济复苏和行业爆雷在赛跑，跑输了后果很严重。。股市如果活跃走牛，会给经济复苏带来极大提振。。可惜的是，股市里既得利益很顽固，甚至不惜让媒体颠倒黑白。。股市持续萎靡还会拖累经济复苏。。拭目以待吧，尊重A股命运
1693096803# #印花税下调，这周末看来梅西了
1696028022# #转发微博
1691310377# #欢迎地产老总来A股哈哈
1691634914# #见过世面、家教很棒，从容、自信……确实厉害
1690294909# #一二级市场动态平衡，这个以前大概没提过吧。。这个表态是今天上涨原因，估计以后IPO会比之前收敛一点。。利好A股
1693193983# #量化需要提高政治站位的觉悟哈哈
1687313663# #炒股就是炒预期，预期兑现，就要止盈逃跑，哪怕少挣一点，也比坐在那被砍一刀强。。要克制人性中的贪念，否则以A股的德性，你很难全身而退。。炒A股，必须要现实一点，会卖的是师傅，一定要会卖股，这个甚至比选股更重要。。本周的行情走势基本上符合上周的策略。。学会运用逻辑做预判，然后坚持做成功率较大的
1703478471# #宋忠平：多方观点预测乌克兰前景，或解体，或政变，必失败
1698376517# #又听到一些非洲猪瘟的消息，难怪牧原最近涨的多
1698986862# #思考
1690774325# #上午把东财换成大智慧了
1688535835# #参考消息:中国还没真正出手，他们就坐不住了。。看来，美日都尿了哈哈
1699864373# #花6865万建国道收费站，已经赢了一次。。再在国道上收费，又赢了一次。。有些人真的赢了两次
1691399713# #不装了，摊牌了，你又能咋滴？
1690350832# #关键是谁也无法没法证明，到底有没有敌人在使坏
1692940294# #小编不炒股，当然可以说的很轻松了。。我也可以说风凉话——小编不要太在意拿不拿工资……
1690965065# #目前为止，打击了谁？
1690340550# #现在不到四十，有生之年能看到这一天吗？
1696215674# #这或许是许家印多年成功的秘诀之一，也是恒大最后暴雷的原因之一
1703652501# #保荐的没有责任吗？
1694515366# #普京表示：在俄中双方共同努力下，两国关系进入历史最好时期
1696373588# #苏联笑话永不过时哈哈。。某位美国记者随尼克松访问苏联，会议间隙他和克里姆林宫的服务员闲聊，发现此人对国际新闻的了解相当准确，于是好奇地问道：您通过什么途径了解世界正在发生的新闻？这名服务员回答：从塔斯社的反驳和辟谣中…
1702457930# #华夏银行天津分行行长贡丹志坠楼死亡
1690501261# #什么叫接受异性有偿陪侍？哈哈。。那些明星出事，标题可不是接受异性有偿陪侍
1700793951# #任重道远！good
1699577564# #招行原行长田惠宇，从97年到2023年，25年时间，一共贪污2.1亿元。。看多了徐长元、张家慧、蔡国华、武长顺、刘志军、赖小民等贪污犯，怎么感觉这2.1亿元也不过如此了……哈哈
1687775196# #老胡A股开户了，欢迎光临。。A股就需要这种有钱又菜的选手。。真希望于力、大妈、张维为、金灿荣、陈平也来A股哈哈哈哈哈哈
1699493605# #再融资收紧利好A股。。其他问题也不能视而不见。。现在A股毕竟是5000多只个股的庞然大物了。。而且实行注册制，任何漏洞都会被无限放大，造成股市易负上涨属性，不可轻视
1701924014# #河北霸州2人串联业主越级上访被拘7天2023年10月23日，胡某某和唐某某组织串联多名楼盘业主到北京国家信访局来访接待司越级上访，以访施压。被依法行政拘留7天。
1689557717# #A股，怎么肥事？
1690251079# #未来一个月，A股会有哪些实质性利好？。。工具箱里都有哪些工具会拿出来用？。。降印花税还是暂缓IPO？
1697496077# #西门庆：做处男的好处很多，男人应该禁欲哈哈
1697074999# #以色列中华商会：目前四人失踪三人受伤，恐怖组织正在进行无差别杀害！
1703382509# #想让离开的外资回来看看，就应该解放思想、开阔心胸。。只要不有违道德，不应对过什么节有所限制，现在新闻媒体上都在想方设法刺激消费，抵制这节、抵制那节，不是给刺激消费扯后腿吗？
1697597828# #一边希望维持高房价，来为财政输血；另一边又希望大家多生小孩，为社保维持平衡；。。一边垄断行业切走很多经济发展蛋糕，另一边又要求普通群众多消费；。。一边需要用发达国家的科学技术、对外贸易为经济注入活力……。。既要又要还要……臣妾做不到哇允悲
1690247061# #很多人嘴上信佛，其实他是信功利。。他给寺庙香火钱，只不过是为了佛保佑他升官发财。。大部分人不去想想：如果给香油钱，佛就保佑你升官发财、事事顺利，那佛不就和某些贪官一样了，那他还是人人敬仰的佛吗？那佛还能有无边的法力吗？。。佛是佛陀的简称，在梵文里，佛陀是觉悟者的意思。。个人的理解是：一个
1688190490# #发达国家都吃不饱饭，咱们应该定义欧美日为贫穷国家
1697507351# #允悲
1694401085# #印度版一带一路？
1691039210# #摩根士丹利下调中国股票评级？国内公募反驳：投资理念、投资方法不同
1694140586# #为什么乱世出妖股？逻辑大概如下：。。越是下跌行情，大部分投资者越是谨慎，而一些游资反其道而行之，越是下跌行情，强势股辨识度越高，不断推高强势股，引起投资者跟风接盘，从而最后收割。。做这种股票，一定要闲钱投资，有颗大心脏，判断错了要及时止损，判断对了用滚动止盈法，要坚决果断，不可狐疑不
1696202602# #为有权有势有钱的人说话叫专家。。为无权无势无钱的人说话叫愤青。。这是部分人网络嘴脸的真实写照
1690767993# #恒指走势比A股强
1699179862# #他们是做大做强了。。整体经济，今年怎么样？
1690768305# #不知道，只知道最近有可能赚几十个点，至于牛市不牛市，随他去吧
1692945937# #“中国市场不仅能带来收益，还能带来成长”
1691376553# #周五追的浮亏仓位，今天能涨回来吗？
1702887046# #上涨个股864只，待涨个股4396只。。北向资金净流入27亿元，主力净流入负346亿元。。这届股民不给力啊，外资也不给力。。怎么不和媒体指明的牛市走呢？。。所以，要加强投资者教育和外资引导教育
1695456501# #胡锡进的退休金怎么啦，A股狠起来连佛祖香油钱都敢收割哈哈。。不过话说回来，老胡在媒体上说亏的钱是不是真的，咱不知道，即便是真的，跟他开财经频道赚的流量钱相比，炒股赔的钱估计是九牛一毛，他还是赢麻了
1703663225# #石家庄一菜市场通知“因大气污染停止面条煎饼加工”？官方回应。。不说营商环境，就是老百姓做点小买卖都不容易啊允悲
1699339435# #转发微博
1697685806# #依样画葫芦，A股下跌是有利于中国股市向高质量发展方向转型？。。个人觉得，关于房地产，这次说的倒是真话。。不过，和前几个月支柱产业的论调相比，现在已经有了重大的不同。。有可能是这几个月各种政策加码，效果不明显，他们也看出来了，想救也未必救得了，只能让他们行业内整合了，说到底还是没有足够多
1688024725# #赚无脑黄鹅的钱，过美国好生活，司南南这生意逻辑其实挺好
1692924486# #带孩子做体检，医院两个工作人员闲聊，一个说：你昨天抢盐了吗？另一个回答：昨天晚上抢了50包
1697069212# #4.77亿元，扔到有5000只个股、总市值80万亿的A股，会有多大反响。。明摆着的几个大漏洞不去补，处处透露出鸡贼的小聪明。。有些量化、公募、私募基金经理，都忙着捞一票就润出去。。这次高开，尽量谨慎不追涨，之前怎么样的思路，还是怎样的思路
1688720953# #浙江世宝这种走势提醒我们：追涨妖股有风险
1687701295# #由于外部有潜在黑天鹅，对A股而言，如果没有大跌，目前行情不必参与，谨慎一些为好。。如果有极端下跌，才考虑短线捡皮夹子
1689737389# #中俄海空参演兵力奔赴日本海！中方兵力首次从俄机场起飞
1695608511# #看着A股这些明显的后门。。感觉图片里这些事情的发生也不是不可能
1701301029# #天冷了，羽绒服段子来了。。话说今年羽绒服涨价蛮大的吗？
1701568890# #他说什么从来只是迎合风向和获取利益，很少从大部分群众利益和做人良知的角度出发。。造成今天的舆论环境，他绝对“功不可没”，用养蛊反噬和作法自毙来形容绝对没有冤枉他
1692942564# #准备好刀枪，下周可能要打3000点保卫战允悲
1700105385# #最近几天在网上，好像没有看到大V和网友叫拜灯为稀宗了哈哈
1693793431# #没留下烂尾楼，没有留下巨额债务……。。没有贪婪楼市鱼尾行情，这样的人，炒股也是赢家，不服不行
1698726156# #最近没买，又蒜你狠了？允悲
1688712658# #看看耶伦吃的啥
1695692141# #乱世出妖股的逻辑讲过了，大家再体会一下，弱市中妖股辨识度极高，引起很多人疯抢
1702005641# #星爷YYDS，还真有这样灭火的允悲
1694743729# #印花税也降了、资金面也放松了……可是A股还是这个样子。。目前来看，A股最大的问题不是利好消息不够多，而是该补的漏洞要没有及时补。。降印花税、降息、降准，往年的重磅利好，对A股都没有取得明显成效，还说量化和限售股融券等没有影响那就是睁眼说瞎话了。。想要按照上面的指示真正地活跃资本市场，不动
1691368437# #宝强好样的赞，物资直接到灾民手里，避免中间商赚差价。
1702013609# #彩票中奖还不容易？。。只要我填出正确的数字就行了哈哈
1695778188# #某报：4000点还牛市起步呢？这个算啥？。。现在的财经评论，反着看就对了
1693814921# #转发微博
1702961106# #以色列股市收复巴以冲突以来全部跌幅
1692322285# #中信证券领涨，非比寻常
1695263289# #目前A股市场，最多只能博弈有游资、有辨识度的妖股。。其他股票，基本面不错的，流动性衰竭，漫漫阴跌。。基本面不佳的，一旦行业暴雷，有的还是快跌
1688001850# #刑拘
1692755069# #没有小作文诱惑，证券板块就硬不起来哈哈。。但是好不容易等消息出来，又不是那么回事。。就好像一个药罐子青年，必须用苍老师的片子才能引起他的生理反应，结果脱了裤子发现，只是一张冈本六神棍的合影，满心期待付诸东流，不阳痿才怪
1691719423# #不撞南墙不回头吐
1699410552# #证券执法高压态势持续：年内A股公司发布被立案调查公告109份，同比增91.22%。。高压应该让财务造假的付出沉重的代价才行啊。。跟几亿、几十亿的收入相比，罚几十万、上百万、被谴责一下……根本就是九牛一毛。。轻罚等于鼓励，有多少上市公司还会继续坑投资者啊
1694996114# #社会上太需要区伯这样较真的人了，一路走好🙏
1698725934# #刚接待一个瑞士客户，从巴黎飞往浦东国际机场。。下午四点半到的，结果到六点多才接到客户。。客户说机场手续太繁杂了。。现在经济复苏有不小的压力，对外商，其实我们应该多一点自信。。与人方便，与己方便。
1695274525# #最后三亚房价又涨了允悲允悲允悲允悲
1690343906# #中俄两军将开展第3次海上联合巡航
1695033774# #苹果回应“辫子”客服争议：为美国加利福尼亚州的一名女员工
1687750755# #小武和大鹅一样：与其完善提高自己，不如甩锅井外势力
1702697985# #美股风险太大了，还是A股有前途
1697764560# #连赖小民都可以出书，许家印获得18类荣誉，不足为奇
1699005276# #哈哈，特别是4000点是A股牛市起点那位，很多投资者都想当面感谢他哈哈
1697006471# #让它们多融资？
1703336659# #大霄说家庭关系比说股市专业多了哈哈
1697155946# #看到反人类言论，再看关注列表，99.999%不会错。。这货不想，你支持屠杀平民和游客的哈马斯，哈马斯只把你当一个吃猪肉的异教徒，如果你落入他的手中，你觉得你能有多高的生存概率？。。三名中国公民在巴以冲突中遇难这一次，他们又不是没杀过。。支持哈马斯的，你自己想想，如果你遇到危险，只有哈马斯和
1689810405# #经济日报：莫让“小作文”左右股市。。“4000点是牛市起点”算不算小作文？
1700718359# #中植集团向投资者致歉，表示目前已经严重资不抵债，剔除保证金后相关负债本息规模约为4200亿-4600亿元，按照中介机构模拟合并口径测算集团总资产账面金额约2000亿元。。昨天有媒体还说经济“热”的问题允悲
1700725989# #敢于把财务公开已经超过大部分同行了
1700533657# #有些人想再来一次涨价去库存。。可惜，现在没有那个经济基础了，这几年发生的事情，也让不少人看明白了一些问题。。问题要去解决，不能忽视问题的存在，更不能用加大问题的方式来解决问题
1689773608# #我不装了，摊牌了摊手
1700971381# #经济问题都归结到教育上不合适，哪怕教育确实问题很大。。经济问题、教育问题的根源都是一个问题，大部分人都明白。。慢慢来吧，扩大开放，改革经济生活中阻碍经济发展的问题…。。如果能做到这些，未来经济、民众幸福程度还会提升
1688458064# #三十年后？我死了那还管洪水滔天
1688388504# #一呼百应
1691463407# #打算建一个威信聊天群，交流A股、美股投资机会，仅限铁粉，有意愿的可以留言或私信，名额有限
1699080480# #社保基金会：坚定看好国内股票长期配置价值
1694488136# #擅自举办校外培训最高处5倍罚款
1696813354# #现在的项立刚：生吃动物尸体是对文明的扭曲。。以前的项立刚：生吃真香哈哈
1691394271# #尾盘拉升原因？
1703564309# #环球时报社评：平安夜为何不平安，西方应扪心自问
1700977184# #一图看懂：医药之支原体肺炎概念股梳理
1690784287# #哈哈
1696377250# #财经媒体现在也跟环球时报差不多了哈哈
1699581449# #题材概念，炒作的时候不要入戏太深，早点止盈早安心。。昨天提醒还是蛮及时的
1695088468# #在这篇文章之前，我有点怀疑有些人有点不专业，甚至有点愚蠢。。读完这篇文章之后，我给了自己一个耳刮子，也明白了。。原来，愚蠢的是我自己。。他们，猴精着呢
1693037049# #连续暴跌的原因，懂得都懂
1689730770# #看外盘，有点审美疲劳了。。美股账户天天涨，有点无聊嘻嘻
1700789599# #那怎么才能做到法治化呢？
1696033739# #外盘小幅波动，纳斯达克中国金龙指数涨1.2%
1690439513# #烂尾楼业主继续还贷合不合理。。谁都知道这不合理，然而是谁纵容这样的事情一再发生呢？
1692667010# #哈哈，你们说啥是啥……。。反正我们又没能力拿你们怎么样
1701401958# #现实经济情况很严峻，需要各方面实实在在的调整才行
1703809947# #商务部：把2024年定为“消费促进年”组织开展丰富多彩的促消费活动。。“2023消费提振年”系列活动取得了积极成效，下一步将围绕推动消费持续扩大，把2024年定为“消费促进年”…
1693465973# #两次对A股产生了一点点大一点行情的期待，两次都头破血流。。看来，每天开盘前要默念一句——A股没大行情……。。每天默念三遍，减少冲动，踏踏实实提防主力、衙门的虎口和快刀。。今年确实没有这个基础，无论是经济层面还是外部环境……
1690938793# #问题这一人的消费水平还远高于十人的平均数汗
1700733181# #重点是当地目前没有110周岁以上的老人…
1697163683# #现在A股还是存量资金行情，指数下跌，妖股辨识度更高，监管层不怎么打压，更适合逆人性做妖股。。妖股选股，高位经常冲高回落的不要做，不做第二波行情。要做就做辨识度最高的，一直涨停的，或者妖股连续涨停后第一根阴线，盘中或尾盘埋伏一点。。做妖股就是博弈概率，不可满仓，虚分仓操作，一旦判断错误
1693124431# #A股就是这样，业绩越烂，越反人性，越适合游资博弈
1701763838# #谁都能看得出来，楼市已经过了黄金期，楼市和股市向来是跷跷板，如果处理得当，将楼市金融蓄水池属性转移到股市最好不过，美股就是很好的范例。。可惜的是股市早已经是千疮百孔，利益链根深蒂固，做出一点点改变都难，这种情况下，即便大笔资金进来，估计也会被利益链分食殆尽。。所以，外资的举动不难理解
1689905801# #转发微博
1702034839# #恭喜俄罗斯人民，好日子还在后头呢哈哈
1701048249# #“后首都时代前所未有的最大尺度的对外开放”。。大家都拭目以待……
1698409140# #中美关系回暖，利好A股
1692862210# #日本核污水排海将带来哪些后果。。水产涨价，有人会抢盐。。相关概念股涨停，今天买了概念股。。我没买盐，但是买了盐的股票
1703481484# #鼓励个人创业……允悲
1703643660# #A股除夕休市，这不是让A股投资者少享受一天牛市吗？问过投资者的意见吗？
1696038316# #A股这种行情，私募玩不下去的会越来越多
1699322040# #住持称与女主播发生关系后被敲诈。。说实话，这种事情并不意外，现实中就没有见过六根清净的和尚和寺庙，铜臭味甚至远超生活，那种恬淡、无我的得道高僧，只在书本中见到过。。其实，烧香拜佛、捐一点香油钱也无伤大雅，哪怕功德箱上贴了二维码……。。我受不了的是一些人把佛祖也当成买卖去做了，某些地
1699598812# #大摩飘了哈，敢干涉我们内政…。。专家们肯定会提醒：“警惕落入福利陷阱”哈哈
1701238075# #两个预防腐败局局长，被查了……
1701507929# #出生在安徽农村，我们小时候，九十年代，几块钱的鸡架对我们来说，那可是珍馐美味啊。。印象中，生活质量明显提高，要到2000年之后了。。上大学之后，才慢慢明白以前生活为什么和现在生活差距这么大？
1700905153# #有些人脑子确实配得上他所受到的一切。。没接受过很好的教育，没看过几本好书，受到信息茧房的影响，不会独立思考，人云亦云，这样的人很多很多……
1689997669# #涉嫌严重违纪违法，中国足协又有两名官员被查！
1699437804# #买17宗土地14宗“有毒”？陆家嘴索赔100亿元项目已停工。。2016年10月17日，经过200多轮的报价竞争，苏州绿岸房地产开发有限公司95%股权以约85.25亿元的总金额成功转让。。200多轮报价竞争，买17宗土地14宗“有毒”？。。相关负责人允悲
1691493899# #有人问利好哪个板块？。。答曰：白酒。。老黑来了，我们都用很多钱招待，外星人万里迢迢过来做客，用茅台迎接不过分吧哈哈
1691555380# #令人心寒汗
1695172952# #据说这就是A股不活跃的原因哈哈
1700883684# #网友：建行先下手为强，晚了有的是更烂的民营房企
1701918607# #彩民和股民，谁更可怜？。。估计还有不少人即使彩民又是股民的允悲
1691907919# #残酷现实
1702775234# #价值投资困难是暂时的，A股未来是光明的。。毕竟，专家们、媒体们、券商研报都看好未来是大牛市，他们说的话，哪次没有应验？哈哈
1700383361# #道理不是不懂，只不过各自的利益不同罢了。。他们不是傻，就是太鸡贼了。。他们会把个人的利益凌驾于大众利益之上。。你们的砒霜，却是他们的蜜罐
1697967193# #A股想要改善，财经股票相关舆论也该宽松一些，要允许市场有不同声音。。现在A股都是一种看涨声音，但A股经常待涨的股票多于上涨的股票，指数走势也很明显，跟媒体、研报说法完全不一致。。财经新闻和投资研报的信誉和正确率持续下滑，长此以往，还有几个人看？那做投资的人是增加还是减少？。。还不如在舆论
1693961625# #既要维持高房价，医疗、教育成本又不能降低，大学的学费还在上涨，又要老百姓多生孩子……。。任总对群众的要求太高了允悲
1696834396# #近3500只个股待涨，符合预期
1696546079# #金融、足球，专业的事情我们做的一点都不专业，所以A股、足球一直被人诟病。。美国标准普尔2015年把恒大评级B+，国内媒体和蛆虫都骂美帝抵毁我们的资本市场，整天亡我之心不死，我们也有自己的评级机构，你猜他们是怎么评恒大的？
1701401015# #一个欠发达县的临聘人员之困：1个正式编背后1.8个临时工。。该县临聘人员人均年收入约1.61万元，人员总数约28806人；在职人员人均年收入约12.83万元，人员总数约15580人。。1个正式编背后是1.8个临时工，正式编的平均工资超过临聘人员的十倍，是他们的工作量大得多？还是他们的业务能力强得多呢？。。这个
1692582309# #这个负拉升是几个意思？
1691463063# #资金又去干医药了
1702264740# #都是井外势力作祟？
1700899161# #也可以从幼儿园开始预缴嘛哈哈
1700273375# #季羡林说得对不对，每个人都可以从自己的生活中去验证，相信大部分人的感受是类似的
1701064126# #跟大A两年了，还不如跟北证两夜快活哈哈
1697037087# #哈马斯怎么样，在以色列的三万多务工人员最有发言权。。国内哈马斯支持者应该问问他们，支不支持哈马斯主动发起这次屠杀平民和游客的行动？
1701224531# #支持民营企业。。舆论上，要尊重私有产权，不能动辄戴资本家的高帽子，这个不难做到。。行动上，地方要顶住财政压力，克制行政干预的冲动，不要干涉经济个体的自然发展。。努力向法治化、市场化靠近。。发文件的同时更要落到实处。。经济就会恢复发展
1692859612# #券商这么搅屎棍，下周真可能要打三千点保卫战了。。只能在强势题材龙头股里抱团取暖了
1703842121# #中国国安部部长陈一新：明年将加强反间谍工作
1701677492# #大股东把精力都放在了减持上。。花了那么多心思、花了那么多钱……。。不就是为了把上市公司卖给投资者吗？不把精力放在减持上也说不过去啊。。A股定位、对上市公司的监管、A股制度设计，对得起现在指数的位置。。如今楼市行情变化，经济压力不小，个人期待A股变好，反哺经济。。但有些东西早已根深蒂固，想改
1695529392# #经济压力大，油价连续上涨，调价机制是否合理？
1691737665# #说这是今天A股走势，不过分吧哈哈
1687842896# #赞
1701596478# #资金增持是好事，但希望A股不要出现“芯片弯道超车天团”的情况，最后给硕鼠做了嫁衣裳。。A股制度层面需要大力完善，否则再多资金也填不满
1702443341# #国家发改委伍浩：今年经济增长符合预期，未来发展更有信心
1699101242# #虽然经历口罩，但上海还是我在国内的首选之地。。这次上海万圣节更是让我坚定了这个看法。。我喜欢开放包容的城市。。当然，上海也还有很大的进步空间
1689674398# #印度孟买SENSEX指数67000点了。。这走势羡慕不
1702871300# #长荣海运、ONE暂停红海集运订舱操作
1698983054# #上午行情还不错
1691386480# #活跃资本市场，证券行业大有可为。。能不能来点实在的东西，天天媒体喊没意思
1695865424# #捷荣技术开始震荡了，十天长假将至，游资、机构肯定也担心夜长梦多，落袋为安不香吗？炒股，基本上不可能卖在最高点，赚钱就行，鱼尾、风险留给别人，会卖的是师傅
1691669277# #蚊子腿也是肉啊
1696486203# #马光远但凡看一眼什么立刚的就算他输了哈哈
1691373840# #存量资金博弈，题材切换很快。。踏错了节奏，会很难受
1701850528# #今年这个行情，基金行业就低调点吧。。还搞啥颁奖典礼？别戳基民的肺管子了
1702521501# #RT今日俄罗斯：朝鲜发布人权白皮书，谴责欧美人权状况
1691062750# #云南文山回应2200万建方舱
1687830996# #所以说，动不动就说牛市的人都是骗子
1690165852# #教育部倒贴招嫖，牺牲女大学生完成自己的政绩。
1694830889# #希望东方时尚实控人不是因为撞风口上而被严惩。。而是因为制度性建设带来的法制化常规操作而被严惩。。惟其如此，A股才有救
1699172803# #中国基金报：突然大涨！万字重磅解读A股已处长期配置的较好买点
1694567728# #真机灵啊，2050年还找得到他们吗？
1700819964# #卧槽……
1693562981# #A股散户属于……资产
1691550998# #医药代表称不敢进医院知道的太多，人会抑郁
1692258560# #同比增长78%，知足吧。。另外，住房保障中心有权利去管别人公司的销售团队吗？
1692857751# #打卡下班了嘻嘻
1701818364# #穆迪下调中国评级后，A股大涨500点。。老鲍太会说话了，建议立刻调到有关部门去
1693122002# #A股估值已低于2008年1664点水平。。媒体每天满世界找涨的理由，那不涨是为什么呢？。。可能恰恰是不允许找不涨的理由吧
1699841812# #任正非：我们哪里领先美国了？鱼香肉丝还是麻婆豆腐？
1701321882# #今天A股怎么回事？指数没跌多少，待涨的股票4200只？
1699849864# #家旁边有一条河，平时也没看到有多少鱼，周一上午，居然有七八个人在那钓鱼，年纪大约都是三十至六十之间。。口罩三年之后，看样子，是很多人想通了，低欲望的躺平也能过得去，再说，今年就业情况也很严峻，都不容易
1687138511# #大早上刷微博就看到这些东西。。有一说一，这些干部们的审美不错。。这些女的长得都挺不错的
1694484165# #在读樊树志教授的《晚明大变局》，有一些粗浅感受，大明朝亡国原因是：。。老朱家经过两百多年开枝散叶，宗室贵族几十万，占的资源太多了，还出了各类奇葩昏庸的皇帝；。。而老百姓占的资源太少，后期又有辽饷、练饷、剿饷，老百姓负担太重，活不下去了。。最终，大明在内外夹击之中土崩瓦解
1697442686# #最近发表了一些谴责哈马斯残害平民的观点，冈本六货的粉丝（后面有牠们关注列表的截图）有不少都是一个话术：你收了犹太人多少钱？。。牠们以己度人，以为我们会跟牠们的主子一样，为了几两银子什么下作的事都做：忽悠粉丝囤牠们卖的盐、生吃牠们卖的“三文鱼”…。。冈本六货们天天造谣而不受惩罚，努力讲
1694575558# #没有小作文，A股又开始负上涨，4500+个股待上涨……
1702028937# #中国福彩客服称2.2亿巨奖无内幕。。你问福彩客服，那肯定是标准答案啊
1688220340# #允悲
1698882309# #同意严刑峻法是注册制“根”。。不过，当前阶段，想要做到彻底让金融领域严刑峻法几乎不可能，因为通过几十年的发展，金融各行业利益链条犬牙交错且根深蒂固，谁敢去碰这个烫手山芋呢？你能保证你的实力比对手背后势力强？。。其实，既然做不到一蹴而就，至少该慢慢往正确的方向去行动，目前确实有一点这个
1692006968# #难怪成交量突破不了万亿哈哈
1695377506# #预制菜进校园之所以引起广泛的讨论，那是因为孩子是大家的最后底线。。我们的学校食堂，为什么不能像别的国家一样，让校领导和孩子们一起用餐？校领导难道还比祖国的未来更金贵？。。只要你们能保证吃一样的，并有监控每天监督，那吃什么，估计家长都不会有意见
1688613583# #这一招高明，建议采纳哈哈
1692583487# #憋了三年的暑期游快结束了
1698472752# #分享图片
1687324629# #北京商报评论：A股也可以考虑调降股票印花税。。这种评论难得。。不过，这么多年，股灾的时候都没有下调，现在估计可能性不大
1689772539# #加大对民营经济政策支持力度，完善融资支持政策制度。。看看明天A股走势吧。。阿里巴巴美股盘前涨了两个点
