1701737709# #赞
1690411010# #德国女学生参加青岛啤酒节后吐槽：进口德国啤酒是假的！羊肉串的肉不是羊肉，关键是吃完了拉肚子……郎摘新闻超话～
1700197497# #摆拍外卖媛网红向骑手道歉道歉是必须的，这不仅是对平台的尊重，更是对辛苦工作者的尊重，平台也要加强对这种骗取流量，博取眼球相关行为的追责，减少此类视频的传播，网络环境的共创，不能只依赖路人监督，还要平台举起监督的责任。
1695891113# #这个中秋，以酒为礼，敬月光，寄思念，慰生活。东书房六周年抢购详见链接～
1703380200# #外卖员偷了另一个外卖员送的外卖吃惊【离谱啊！抓狂】近日，安徽淮南，李先生住酒店点了份外卖却迟迟没收到，前台服务员调取监控发现，“某团”外卖员确实把外卖送到酒店，但后来竟被“某了么”外卖员拿走。酒店工作人员通过舜耕派出所警民议事厅微信群，把这件“怪事”反映给社区民
1702167600# #专家称张雪峰言论过于极端文科都是服务业？“所有的文科专业都叫服务业，总结一个字就是舔。”继今年夏天炮轰新闻学专业之后，张雪峰关于文科的一段言论再度引发争议。。面对舆论的质疑，今日午间，张雪峰微博发文致歉。他在评论区表示，做服务业没有不好，可是有的人心里过不去这道坎，我能过
1693047829# #分享图片
1702035207# #下一代互联网专利中国企业登顶，是个好消息，这与多年来中国在互联网技术领域的持续创新和研发投入分不开，期待下一代互联网技术，真正更上一层楼拳头
1698150734# #女子称银行私自将15万存款改为购买吃惊【没有解释义务】近日，四川成都一女子爆料，自己去当地一农行网点办理15万定期存款转存时，业务员偷偷将单子上的存款改为了“购买”。她怀疑，自己的15万存款被银行私自变为购买理财产品。对此，银行工作人员称，没有解释义务，需要找上级支行。
1690618433# #女子戴口罩进残障人士店偷烟怒7月27日，湖北宜昌。得知店主视力残疾，女子趁机戴帽子口罩进店作案，偷走整条香烟。郎摘新闻超话
1702601302# #乡村振兴，就需要小伙这样的“招财”型人才，多多益善心赞
1690848587# #故宫辟谣600年不积水原来是现代人现代时期丢弃的塑料瓶、塑料袋，还有毛巾，甚至衣物等等惹的祸，都是这些东西堵住了暗沟的排水……
1703743466# #“机构改革”:2024年时政领域的关键词。
1689375081# #女子坐公交被18岁男子摸臀猥亵抓狂怒【还摸了另一个女生，被拘9日】7月12日，山东威海，90后女子小云（化名）称，她乘坐公交车时，被一18岁男子以摸臀部的方式进行猥亵。随后，该男子往车厢中间靠近，继续摸另一位女士的臀部，小云用手机记录了整个过程，并报了警。小云称，民警赶到后，将该男
1694991467# #转发微博
1692334078# #真的可以……
1700864818# #官方通报消防员被妻子举报出轨【已对被举报人进行停职调查】11月24日，福建泉州的马女士实名举报消防员丈夫在其怀二胎期间出轨大学教师，事情败露后还对其家暴。11月24日，泉州市消防救援支队通报：发现网传我单位干部陈某某涉嫌生活作风问题信息后，支队高度重视，已对被举报人进行停职调查，后续将
1697021992# #俞与余的对话……
1688911540# #允悲
1698047268# #允悲
1690081430# #女孩社会实践在街头卖冰棒，遇到残疾哥哥主动送上一根。“刻在骨子里的善良，暖心的小姑娘”……心good郎摘新闻超话
1697158806# #传承制瓷，这在当前的就业形势，尤显珍贵赞
1703572543# #建议关闭免密支付功能公安部刑侦局提醒：近日，话题“捡到手机用免密支付刷光余额”登上热搜，引起网友热议。此前，在全国各地也陆续出现了多起因为事主开通免密支付功能，通过直接扫码，或者将付款码转发给他人导致手机内钱款被骗走、盗走的案例。曾提醒，微信、支付宝这个功能建议直
1690701537# #精湛的游泳技术，拼命的救人身影……心赞郎摘新闻超话
1696722763# #中国离婚率最高的城市……郎摘新闻超话
1694913348# #女子谎称帮老人捉虫抢走金项链吃惊怒【“帮你捉脖子上虫子”，四川泸县一老人在小区内被扯掉金项链】近日，四川泸县一老太太买菜回家，在小区单元楼下一女子告知老太太脖子后边有只虫子，并提出帮忙捉虫子，女子趁机扯掉老人脖子上的金项链。目前，女子王某某已被刑事拘留。郎说警事超话
1691378797# #男子被打后跑到超市报警！询问老板地理位置态度竟如此嚣张，莫非是老板打了他？……抓狂郎摘新闻超话
1702700340# #抓狂
1702861835# #考古界吃货哈哈赞
1694235005# #抓狂
1689474943# #不可思议抓狂
1689034026# #近日，浙江杭州一男子在暴雨中骑电动车时突发晕厥，连人带车摔倒在地，头卡在隔离栏无法动弹。一位粉衣姑娘骑车路过，她立即卸下雨衣、头盔，淋雨上前查看，并拦下路过警车求助，确认安全后默默离开……心赞
1703629859# #感觉这些创意家居真是不错，当然，如果你家的房子足够大，也没必要……郎摘新闻超话
1689159875# #这个眼神吓人吃惊抓狂12306回应女子卧铺出行被上铺男子凝视【12306回应女子卧铺出行被上铺男子凝视：可以尝试找列车员调换铺位】7月11日，山西太原一女子乘坐火车卧铺出行时，躺在上铺的一名男子凝视她近一小时。女子在个人账号发布的一段视频显示，上铺男子面部一直保持朝下的姿势，眼神紧盯着
1698037993# #瞅瞅这个“碰瓷儿专业户”老头的结局……郎摘新闻超话
1697186010# #女子在动车车厢公然吸烟，潇洒欣赏沿途风景，乘警：下车去派出所……郎摘新闻超话
1699836454# #民警休假吃饭顺便抓了个嫌疑人近日，江西上饶信州公安分局东市派出所辅警刘斌，趁周末休假时间跟家人出门吃饭。路途中，刘斌与一男子擦肩而过。短暂的一瞥后，刘斌确认该男子就是之前警方苦苦寻找的嫌疑人。刘斌向身边的岳父岳母解释后，转身便悄悄跟上了那名男子。在紧盯犯罪嫌疑人的同时，他也第一
1696731598# #挖呀挖黄老师5场直播销售额超百万一个幼儿园老师，如果问:“小朋友，长大后你的梦想是什么？”小朋友咋回？估计是:“黄老师好，我们也要跟你一样当网红，直播带货！”耶耶耶
1698925154# #女子骑车把外卖小哥撞了，反过来要别人赔钱，别人出于人道赔了500，她认为少了，坐在车上不让外卖小哥走，民警到场三次警告后，果断将其带离……郎摘新闻超话
1700954983# #赞
1690200866# #原人大副校长、经济学家吴晓求:“不能用内需替代外需，不能有这个想法。况且扩大内需是有条件的：就业率、社会保障水平……”郎摘新闻超话
1699147517# #超市老板猥亵14岁小女孩被行拘9日“你都犯了几次毛病了，还不改……”听起来象惯犯，行拘9日看来真不足以惩戒他……
1690458148# #初生牛犊不怕虎，这家长，真敢撒手……赞郎摘新闻超话
1698387485# #辟谣了
1696646378# #商品房诸多的烂尾，让韭菜们付出了沉重代价，可以说，这在全世界商业体系里，绝无仅有，这种显失公平的事，目前竟然没有任何的救济手段，有点不可思议！
1693800576# #估计这个“汤司令”没微博，活该让你割肉肉……哈哈
1696163787# #旧金山市政厅升起中国国旗！
1691622532# #医院院长被抓后人均就医成本降1400余元医疗系统反腐希望在治标的基础上更应注重治本，包括药企、药代、药价等，现在去药店买盒普通的药，动辄十几数十元，实在太贵了，这类药，出厂价往往几元不到。
1703042927# #魔都人创意无限，这不，又创造出一个新奇的东西，太好玩了吧？笑cry
1695772876# #住建局回应女子被保安踩脚下【正进一步核实】近日，一段“女子因想见住建局领导与保安冲突，被保安踩压”的视频引发网友关注。据网传视频显示，在一办公大楼前，一女子被两名身着制服的男子压制在地，且两人都分别踩着女子的脚部，其中一男子左手臂处还戴有执勤袖章。而视频中有人声称，“那两个保安
1695078968# #我当年入伍咋一个红包都冒得？允悲
1689677963# #两辆半挂并排行驶，把后面的司机急坏了……郎摘新闻超话
1691452015# #身价千万农民工的痛苦人生……吃惊抓狂郎摘新闻超话～～
1690946701# #亚朵酒店水壶里有内裤系顾客自导自演吃惊怒【其已被采取强制措施】近日，江苏苏州，顾客发文称入住亚朵酒店发现水壶中有条内裤，且浴巾上有大便残留物，引发关注。7月31日，发布声明称，第一时间提级开展核查，经调看酒店走廊公共监控视频、房间清扫记录，初步判断系该网民故意而为
1702984452# #鸿星尔克吴荣照说从国民中来到国民中去非常支持，企业不仅仅是产品和服务的提供者，也应当是温暖的创造者。在灾难降临之际，鸿星尔克及时伸出援手，有担当、有责任，值得点赞心good
1693908899# #【转发送酒】斟一杯美酒，赏一处秋景，得一份闲情。东书房酒（详见链接）～真正纯粮酒，好喝不上头，酱香味还浓，现在周年庆，囤酒最划算，转发微博9月10日抽2人送东书房纯酿酒单瓶。心话筒
1691967884# #作揖
1701644938# #大妈捡到手机用免密支付刷光余额吃惊抓狂近日，四川泸州。一名60岁的大妈捡到他人手机后，发现手机竟然没有锁屏密码，一看微信零钱有5100多元，转头就带着女儿买衣服，把手机微信里面的钱全部消费了，最终被民警抓获！何某报警称平时就靠当搬运工挣点辛苦钱，5100多元都被刷完了，那是孙儿的生活
1696648824# #转发微博
1693540141# #赞话筒
1696737981# #转发微博
1698355060# #分享图片
1703804247# #这标语……“六皮文化”？疑问允悲
1700100697# #这是什么逻辑？央企没活干了介绍去干协警？疑问
1690767131# #网上看到这视频，不知她讲的有没有道理，大伙说说看郎摘新闻超话
1702195319# #广州芳村金融茶崩盘涉事金额超5亿“喜欢赚快钱，而且不相信自己就是最后一个接棒者。”唉！
1697524464# #好人大德心赞
1701346293# #允悲
1695815569# #预计中秋国庆假期超20亿人次跨区域流动2023年中秋、国庆假期从9月29日至10月6日，共8天时间，交通运输部门预计中秋、国庆假期，跨区域人员流动量持续高位运行，全社会跨区域人员流动量（包括营业性客运量、高速公路及普通国省道小客车出行量）达20.5亿人次，日均2.57亿人次，比2019年同期日均增长11
1695708729# #谁知道“杀神”白起一生到底杀了多少人？来听听西安导游小姐姐的讲解……郎摘新闻超话.
1695388533# #微博宠粉季在我的铁粉中，可算是真难得的一位，铁粉值高达529，虽从未谋过面，却几乎天天跟评，其言简意赅、妙趣横生，常令在下畅快淋漓，酒逢知己千杯少，微博上逢知己三生有幸。正因为有众多象一样的粉丝，才支撑在下继续在微博遨游，谢谢诸位作揖
1694248861# #学校回应家委会筹备5000元给老师买礼物【学校明令禁止收礼，正在调查中】9月8日，市民反映太原常青藤中学初中某班家委会拟为老师筹备买教师节礼物。拟筹备礼物包括5套化妆品、2套男士派克笔、7束花，共约5000余元。校方工作人员称，学校明令禁止老师收礼，“如果有也一定是家长自发组织的”。小店区
1703199600# #储殷称给年轻人多点钱少点建议在12月21日举行的新浪财经2023年会暨第16届金麒麟论坛科技风云榜上，奇葩说前辩手、财经领域博主储殷表示，年轻员工不需要太多人生建议，他们要的就是钱。他认为60、70、80年代的人身上“爹味儿”太重，建议他们少给年轻人提供人生建议。郎摘新闻超话
1697372170# #马斯克宣布星链将直连手机！已适配全球6大手机运营商！全民卫星手机，无需地面基站！6G时代来了……郎摘新闻超话
1696903437# #中西结合，艺术之花心赞
1697522750# #可恶！吃惊怒郎摘新闻超话
1701401521# #这样子的村庄多多益善赞
1690032092# #允悲允悲允悲
1701580034# #泪
1702950217# #正常，外面的餐馆的多样性和新鲜感容易满足年轻人的胃口和好奇心，同时也为年轻人的人际交往增添了色彩，加上餐馆高质量服务和独特环境的营造，更让他们的让生活变得更有仪式感和享受性。
1703163400# #蒙人吧？估计仅第一条，很多人就做不到……允悲允悲允悲
1692964200# #多位中国渔民在直播间呼吁减少不友好评论8月24日，日本核污水排放首日晚上，多个中国渔民直播间出现大量不友好评论，有主播当场情绪崩溃表示：“到底还让不让我卖了！”也有渔民表示：“比每一个人心里边都难受，15年的努力在今天，一个时辰以内什么都没有了。”也有主播现场试吃，表示，现在产品真
1700827598# #必须滴耶
1693061829# #赞
1693489204# #8月30日，上海迪士尼，一小女孩偶遇美商务部长，小女孩大方自信，用英语与之交流互动……（视频及介绍均来自网络）郎摘新闻超话
1700203371# #转发微博
1702952350# #醉驾入刑可以说近些年执行最好的法律，真不希望松动
1699494160# #赞
1691564209# #成都三名小学生搬空爱心冰柜这样的爱心接力，让人欣慰，也让人温暖，都说家长是孩子的第一任老师，其实孩子也能成为家长的老师，这不，在孩子们行为鼓动下，家们都主动购买了饮用水，更是将爱心传递……心赞
1693135270# #夫妻因没抢到公共车位，把邻居头朝下抱摔断了12根肋骨，妻子跪求痛哭求谅解，各位，你觉着这事儿能原谅吗？……疑问疑问疑问郎摘新闻超话
1704010298# #赞
1697421861# #女子欲轻生被遛狗大哥死死拽住一名女孩欲跳桥轻生，被路过的遛狗大哥发现，一把抱住，大哥对女孩的一句称呼让人感动“我也不想抱你，丫头”一句“丫头”，大哥真的是把女孩当成小妹去救护了，最终女孩被救下，遛狗大哥的这一抱，可以说挽救了一个家庭……赞
1693287080# #8月26日，据辽阳广播电视台报道，辽阳禁售冥币冥纸，一经发现立即依法扣押商品，摒弃陋习，绿色文明高雅祭祀。问题是，这是迷信么？这是中华民族数千年对亲情的寄托方式！
1703813191# #2023货车司机这一年2023年，货运市场竞争激烈，几乎每一个货车司机，内心都有一份无法言说的辛酸。孤独的驾驶室，默默承载着无数个日夜，却很少有人理解他们的寂寞；路上的风景瞬息而过，却常常错过了家人的陪伴。尤其面对城市拥堵的路况和高额的油价，货车司机唯有默默承受着压力，为了生活而不断
1697074282# #一个可爱的老人赞
1698358861# #转发微博
1701421648# #网传女子让星巴克店员赶外卖小哥走这个女子，上星巴克喝个咖啡，就觉得属于上流社会了，瞧不起外卖员了……郎摘新闻超话
1704028833# #西安90后女生抽中刘强东越野车近日，刘强东送越野车一直引发网友热议，今晚，来自陕西西安90后的李女士抽中刘强东送出的东风猛士越野车，太幸运了吧？在此，表示热烈祝贺。一个好的创意活动，如此善始善终，无论于个人还是于企业，都是信誉与诚信的递增，值得点赞。赞
1700180878# #没到过日本，不知该网民讲的真？假？
1699533984# #这套仰漂自救法要学会扩散:一旦意外落水，正确的自救方式可争取救援时间……话筒心郎摘新闻超话
1696473748# #违法了
1691588753# #达到醉驾标准，这下可严重了！抓狂
1692581082# #转发微博
1691585049# #允悲
1696813944# #四川一举报箱正对着监控【纪委：上级部门安装监控不针对举报箱】10月7日，四川达州万源市一举报箱正对着监控，网友质疑这样谁敢举报。视频中可以看到，一个举报箱上面写着电话，而对面就是摄像头。8日，记者从市纪委工作人员处获悉，举报箱是上级教育巡查专项组所安装，监控也不是针对举报箱。目前
1699341342# #转发微博
1702252589# #听到门响估计老婆上车了，直接开走了，可老婆抱着孩子呢，哪会那么快坐定呢汗
1702170115# #允悲
1694903465# #转发微博
1692147631# #怕孩子长大压力大父亲掐死双胞胎儿子吃惊伤心据新加坡媒体报道，50岁的新加坡男子叶俊宏有一对双胞胎儿子，在2022年1月21日，他因不忍两孩子长大后要面对各种压力，同时想减轻妻子的负担，亲手掐死了当时年仅11岁的双胞胎儿子。叶俊宏原本被控谋杀，后被诊断出在案发时患有严重抑郁症，控状改为
1697946611# #地铁工作人员神预判接住电梯摔倒老人10月19日，湖北武汉，老人推轮椅上手扶电梯摔倒，地铁工作人员“神预判”，冲上前将老人一把接住……心赞郎摘新闻超话
1689313344# #老师投毒致25幼儿中毒被执行死刑令人恐惧、窒息，2017年就给老公投毒，鉴定为轻度二级伤，2019年还能当幼儿老师且又投毒致人死亡……v光计划
1699437100# #伤心
1692364315# #主人好像傻了，算了，我配合她一下免得她伤心……允悲doge郎摘新闻超话
1697170500# #任正非：在中国乔布斯能活下来吗？郎摘新闻超话
1690431394# #房子烂尾女子停交房贷上黑名单没天理，真正失信的是开发商，相关部门不去处置或处罚，却对普通购房者下手，这，让政府公信力何在？抓狂v光计划
1695519585# #牛……
1693864801# #男子在瑞幸店外怒砸多杯酱香拿铁【瑞幸：顾客嫌奶油形状丑】9月4日，湖北襄阳。网友发视频称，一男子买了多杯酱香拿铁，然后在瑞幸店外怒砸。该店工作人员表示，顾客嫌奶油形状丑，当时单子比较多，店员较忙，顾客觉得没解释到位，后面又下单直接砸在店外，如果顾客明天再来会跟商场一起解决。
1694128903# #转发微博
1695801970# #李玫瑾：越是聪明的孩子，家长们越要让孩子明白这个道理……郎摘新闻超话
1692335703# #分享图片
1693993989# #长沙男子钓获70斤大鱼全国钓鱼人都知道了哈哈日前，湖南长沙。一位中年男子在湘江欣彤路附近钓获了一条1米多长的巨型鱤鱼，男子得意忘形，一路背着小跑回家，连妻子也高兴得帮着拿渔具，在前面开路……郎摘新闻超话
1690157780# #齐齐哈尔体育馆坍塌事故已致9人死亡伤心记者从齐齐哈尔市搜救现场指挥部了解到，截至24日3时，齐齐哈尔市第34中学体育馆屋顶坍塌事故已造成9人死亡。。。事故发生时，馆内共有19人，其中4人自行脱险，15人被困。截至24日3时，被困人员中9人已死亡，4人无生命危险，仍有2人被困，救援还在紧张进行中。
1699773359# #家长吐槽学校冬季校服拆开全是薄膜【学校：正在了解情况，会马上解决思考】11月10日，江苏徐州。有家长发视频称孩子穿的冬季校服里面全是塑料薄膜，根本不抗寒。对此，学校高中部咨询办老师称，冬季保暖内衣本身就有薄膜，目前学校也在了解情况，会马上解决。郎摘新闻超话
1691309060# #这……吃惊抓狂
1693300875# #这脑子有病吧？男子把孩子放在购物车坐扶梯，结果购物车和孩子滚下扶梯……费解郎摘新闻超话
1689296747# #允悲允悲允悲
1691015635# #唉……
1700271061# #这老师、这学生们，个个超级棒赞赞赞
1690713434# #家庭聚餐，公公用嘴喂儿子西瓜，女子生气大喊“不能那样喂”……郎摘新闻超话
1696052836# #普京在自家马场，与女骑马警共同骑马。周围还有大镜子，便于普京欣赏……郎摘新闻超话
1696566626# #允悲
1697067001# #这……还买么？允悲
1699165819# #助人为乐心赞
1703292417# #广州不强制要求学生穿校服返校心赞12月22日，记者从广州市教育局获悉，近期寒潮来临，气温较低，市教育局已提醒各有关单位和学校，温馨提醒学生做好防寒保暖，不强制要求学生统一穿校服返校，保暖最重要。郎摘新闻超话（文/记者:魏丽娜视频编辑：张美伦）
1703485527# #京东疑似官宣开卖特斯拉汽车如果消息属实，应是京东特斯拉强强联手，这招厉害，话说今年马斯克赚得盆满钵满，毕竟高科技的东西乃世界发展潮流，无论如何，这都是方便消费者、给消费者以实惠的商业之举，值得期待心耶相关人士否认京东要卖特斯拉汽车
1701570554# #男子买彩票中11万被告知忘出票【发微信让老板帮买未回应】12月1日，广东广州。男子买中11万元大奖，彩票店老板竟忘记出票。冯先生称自己长期购买同样的双色球号码，平时通过微信让老板直接下注，11月26日晚其照常操作并转账，对方却一直没有回应。之后其发现想买的号码中了二等奖，奖金接近11.8万。
1702182961# #一年了……
1702874235# #话说如今赚钱真是有点难，连人不是J人便是P人，以至连我自个是啥人都分不清了允悲允悲允悲
1702465000# #北方大雪南方娃备好铁锹等下雪近日，不少北方网友纷纷晒出雪景图，引得南方孩子们羡慕不已，早早摩拳擦掌，备好铁锹等打雪仗神器，以至当下铁锹销量增长近4倍，江苏打雪仗玩具销量环比增长12倍、浙江环比增长26倍，南部省份广东环比增长也达到3倍，南方孩子们的准备真让人羡慕。虽然如此，但还是要
1697722201# #23岁男子啃老没钱吃饭就打110【一旦没钱吃饭就打110，因扰乱公共秩序被行拘7天拳头】10月18日（发布时间），重庆。今年6月，派出所接到男子左某报警：“我不想活了，没钱用，父母不管我，要生活费他们理都不理我，希望警察帮帮我。”经了解，左某今年23岁，家庭并不宽裕，但他一直好吃懒做，父母多
1689212189# #转发微博
1696902258# #厉害，这手艺相当的不错赞
1699567201# #云南少女被拐山东十年，竟从未想逃跑，背后原因令人沉默，纪录片……郎摘新闻超话
1700139670# #好赞赞赞
1694171102# #不如房东……
1692136801# #多个商家称不会再和网红铁头合作凡超出自个认知范围行事，终归会被公众拒之千里，且无论是网红还是商家。郎摘新闻超话
1693369723# #抓狂
1691478147# #经济学家陈浩称“谁家没有50万呢？”“中国人现在平均家庭财产300万”，网友：请问50万哪里领？doge郎摘新闻超话
1690176959# #高铁车厢里熊孩子又喊又叫，家长熟视无睹，有乘客忍无可忍找来乘务员。这位乘务姐姐一进车厢，有理有节气场全开，熊孩子和家长全都安静了……郎摘新闻超话
1699511691# #襄阳警方已查实叶某芝贩卖出生证【还在调查其被举报贩卖婴儿的情况】11月9日，已查实，叶某及相关人员今年以来贩卖了5份出生证明和配套疫苗本，至于其被举报贩卖婴儿的情况，因调查
1693790714# #据说是乱扔烟台所致，幸亏这盆水泼的好，不仅救了这个家庭，还救了整栋楼……good郎摘新闻超话
1696124958# #分享图片
1697248006# #前车高速实线变道，后车躲闪不及撞上，交警认定：前车全责……郎摘新闻超话
1690854939# #江西警方依法约谈摆拍卖惨带货主播【“卖惨”带货？查！】“每天工作9小时，只拿40元工资”“家里还有爷爷需要我照顾”……经民警调查发现，视频中“衣衫褴褛”“打工”等内容纯属捏造虚构，账号所有者为引流吸粉，提高带货收入，杜撰了“卖惨”故事，经公安机关严厉批评教育已删除视频。提醒：利用
1696036002# #厉害，将唐诗秒变时尚赞赞赞
1699012048# #这个老板真棒，她对这孩子的这堂课，可能会影响孩子的一生……心赞郎摘新闻超话
1696776000# #这也算父爱如山？疑问抓狂父亲不顾孩子病情擅自卖其房【法院：撤销监护人资格，还80余万购房款】10月8日，据江苏高院官方微信发布，2004年，小唐父母经法院调解离婚，约定婚姻关系存续期间购置的一套商品房（原登记在唐父名下）归7岁的小唐所有，小唐的抚养权归唐父。不久，唐父再婚，小唐和奶奶
1702726130# #必须滴话筒
1699880015# #难……
1693351228# #不看好，长不了……允悲
1702800237# #现在的追求时尚真让人眼花缭乱，竟将军大衣和花棉袄组合成今年靓丽的冬季搭配，以至想不火都不行🔥赞
1691207054# #收费员拒收5角纸币一把撕毁已涉嫌违法了，当究！
1697796075# #这……
1703842272# #阿里赔偿京东10亿阿里被认定为滥用市场支配地位实施“二选一”的垄断行为，应该说违反了市场竞争规则的。因这种行为不仅损害了京东的利益，也损害了整个电商行业的公平竞争环境，根据反垄断法的规定，企业之间不得进行限制竞争的垄断协议，例如价格垄断、市场分割、限制销售渠道等，这样的规定才可
1695910183# #本来应该量力而行，如何就敢这般胆大妄为？
1690196815# #【一头撞碎车玻璃，头盔真不白戴！】6月27日，河北柏乡县。一名女孩骑电动自行车行驶时，不小心撞上停在路边的一辆电动汽车尾部。在惯性作用下，女孩向前冲出，头部重重撞上汽车后车窗，车窗玻璃直接被撞碎，汽车也被撞出数米远。幸运的是，女孩正确佩戴了安全头盔，仅造成手部受伤，头部并无大碍。事
1699232286# #奥巴马称没有谁的手是干净的这……
1703196981# #美国州法院裁决特朗普没资格参加总统竞选美国科罗拉多州最高法院当地时间19日裁定，根据美国宪法第14修正案，鉴于美国国会骚乱事件，将前总统特朗普从该州2024年的总统初选投票中除名，认为他没有资格竞选美国总统。美媒称，科罗拉多州最高法院的裁决只适用于该州，但这一历史性的裁决将扰乱2024年美
1691801412# #小情侣躺着看了场电影全身瘙痒还抓出血吃惊【最近多人中招！话筒】暑期档新片接连上映，近日，杭州一对小情侣小陈和小吴看了一场电影回来叫苦不迭，两个人全身瘙痒不止，有些地方甚至抓出了血。尤其是腿和后腰、背部的位置发出了密密麻麻的红疹。原来小陈和小吴选择了能躺着看的影厅。电影快要结
1689330484# #作揖
1692311710# #中国好声音回应网传李玟录音【自媒体恶意剪辑】8月17日，一段李玟生前控诉中国好声音录音曝光，录音中指出因为赛制问题，她多次向节目组反映，但导演组人员只是剪她镜头，对她动手要求她马上离开。对此，“近日，部分自媒体帐号在网络平台散布经恶意剪辑的录音'李玟生前
1694928975# #9月16日，江西。女子患有抑郁症丈夫不放心她一人在家，就带着妻儿一起送外卖，真心希望他往后的日子一切都会好起来……心🙏郎摘新闻超话
1699319205# #卫健委通报医院贩卖出生证及婴儿太恐惧了，这与人贩子有何区别，一张假证明九万六，院长收6万，必须核查清楚，将有关人员绳之以法！
1696204623# #赞
1691734469# #到达郑州
1703887941# #分享图片
1703724313# #餐饮有门槛，里面的水很深，入行还是要谨慎一些，不然坚持不了几天就倒闭了。
1697889801# #让你跑步进入房奴行列？允悲
1698739934# #甩胳膊抖腿，试问今世几人能会？疑问郎摘新闻超话
1702977579# #当代年轻人宜居城市TOP榜宜居城市，大多感觉也是一个慢节奏的城市，年轻人喜欢，我也很喜欢，宜兴不错，但我本地九江市也不错，幸福感满满耶话筒2023热门宜居城市绍兴第七
1692316396# #赞
1698045399# #狗不拴绳被车撞，女子自扇耳光坐在地上痛哭：妈求你了，你不能死……郎摘新闻超话
1696755133# #抓狂
1701526204# #允悲
1700486408# #心
1692503042# #千万富翁与儿子争执被强送精神病院【手写“申诉书”向外界求助吃惊】据今年5月26日，千万富翁罗文忠和儿子因房子产权等问题发生激烈争吵，罗文忠对儿子罗某的家进行了打砸。罗某表示，把父亲送到医院当地警方和社区是知情的，“我走的是正常就医途径”。罗文忠友人陈某表示，事发
1695990113# #🙏
1703927821# #他们连尿都控制不住的年龄，居然控制住了球……允悲耶赞郎摘新闻超话
1703157384# #年底iPhone15价格再度跳水超千元俩感觉:一则这个降价力度不小，估计不少人人心动了，从而加入买买买大军行列；另一感觉这番跳水，肯定有助于其冲刺年度销量第一……iPhone15降价销量激增主播提前下班
1689935345# #今晚兑奖
1698012000# #男子遭楼下老人砸门咒骂1年暴瘦20斤长达一年，不可能吧？如果这个老人没精神病，警方可予以治安处罚。
1703656139# #厉害了拳头
1702880277# #赞
1694508308# #遇事莫动粗，包括莫吐口水。一男子与一代驾小哥起冲突，两人不停向对方吐口水！最后还是警察赶到现场，两人这才作罢……吃惊允悲郎摘新闻超话
1701132015# #顾客吐槽带娃去海底捞看到科目三很不适感觉没必要这样，吃火锅不像咖啡厅品咖啡，本来就不是图个安静，倘若觉得不适应，下次别去就行……各位以为呢？
1698712432# #分享图片
1697007717# #教育局回应学校运动会表演刺杀安倍【允许学生犯错误，已督促该校调查】10月10日，网传一段视频称近日在山东某中学运动会上表演“刺杀安倍”，引起大量关注。。。网友发布的视频显示，一学生在两旁学生欢呼中站在椅子上发表讲话后，另一学生举起类似“手枪”物品对准讲话者，并上前“补枪”。后发言者做
1690696734# #7月29日，齐齐哈尔市第三十四中学校微信公众号发布悼文《致我校体育馆屋顶坍塌事故罹难师生！！！》
1688878351# #女孩中考742分报考师范专科引争议【家长：七年贯通培养出来有编制】近日，江苏盐城。妈妈晒出女儿中考成绩742分，拿到盐城幼儿师范高等专科学校录取通知书。女孩妈妈称，孩子考的七年贯通培养师范定向生是有编制的，出来直接当小学老师。家里不缺钱，只希望姐弟俩以后生活轻松快乐。有网友表示不理
1697121000# #电动车闯红灯被抢黄灯货车撞飞小车闯黄灯与闯红灯电动自行车相撞，电动车上爷孙二人被撞飞二三十米。交警认定，小车司机超速、未按信号灯指示通行，电动车未按信号灯指示通行、未按规定车道行驶，双方负同等责任。郎摘新闻超话
1699064099# #美国加州州长，从中国访问回国下飞机时，提了个笨重的行李箱，不料……郎摘新闻超话
1701773583# #这……吃惊抓狂
1701048507# #凌晨三点，麦当劳还能留人过夜……心赞
1692068799# #青年人城镇调查失业率将暂停发布这……为啥呢？
1703730447# #口音是次要的，关键是能让人听懂允悲赞
1692507113# #不算数，没有困难创造困难也要上
1694000683# #转发微博
1703213514# #转发微博
1702904145# #航班延误网红亮明身份维权航班因天气原因延误，网红亮出自己身份维权……郎评:谁都有维权权利，但跟是不是网红或其他什么身份毫不相干，千万别自作多情抓狂
1700895583# #室内测量甲醛，不知咋样？
1696468159# #真烦这些人
1697974974# #宝马丧生车主身份曝光，已婚已育还当官，知情者透露内幕……郎摘新闻超话
1698815478# #🙏
1697701863# #允悲
1690343113# #收到了？好好心作揖
1694298877# #保安宿舍猝死曾4次发朋友圈称执勤室好热悲！如今绝大多数保安室，一般都是顶着烈日晒，夏天没有空调还真不行。其实，今天的空调很便宜，就看公司有没有一点人文关怀，舍不舍得给员工（包括保安）装……
1700811635# #分享图片
1695766813# #转发微博
1701780861# #厦门警方通报两名教师涉强奸案：涉事人员被刑拘
1701167196# #大爱，点赞心赞
1701497957# #女子称20年前夭折的孩子或被拐卖近期怪事有点多，希望有关部门核查清楚，如确属拐卖，必须严厉打击，且无论涉及何人何部门！
1694473200# #暴雨洪灾来袭如何应对？收好这份避险自救攻略，关键时刻能救命。转！希望你用不到，但一定要知道！话筒郎摘新闻超话（人民日报）
