1688810113# #她的舌头为什么那么长
1691672663# #幸福吧俩女人你都睡过哈哈
1690096479# #这有什么的我不也在跑滴滴吗
1697782470# #加饭成本是两块，炒了就是十块。你休想用十块钱吃二十的饭哈哈
1694876743# #杨超越走光了
1698880450# #姐姐厉害
1697205292# #这个刮脸挺舒服的角质层都去掉了
1698841962# #北大辟谣韦东奕被解雇谁造谣，一定要让他进去蹲几天
1697461200# #中国不能自由揍你，美国可以自由的揍你，这不是正常的嘛
1695422298# #这几天睡眠不是很好，主要是脚一但感觉凉就多梦，无法深度睡眠。doge
1692002166# #有没有可能是恩科的他比较胖
1700117414# #你还要不要
1695221365# #两个女人共同点比较多
1693734639# #滴滴和小鹏合作了，我开P5不给我优先派单吗？doge
1703629392# #大盘都两千八了
1697793937# #美军航母来南海了
1698415886# #吴尊友因胰腺癌去世深切缅怀蜡烛蜡烛蜡烛
1692666158# #排骨好香啊
1688648117# #我也想去开火车
1688424214# #出来跑滴滴了，今天会有大单吗？
1692152193# #今天到处都是空车，什么情况
1703879083# #为什么大家不喜欢一线城市了成本太高了没意思。房价一辈子没指望了，通勤最低两小时起步。真的没意思。还不如常州，一个名不见经传的好城市。一个在上海的说去哪里两个小时地铁，他感觉好近哦。常州人去哪里半小时，他就会打退场鼓，好远哦不去了。
1693032430# #被困孟河回不去了苦涩
1697808990# #车子还没好，只能看别人挣钱。
1693789641# #现在人打车都脑子有毛病吗，十公里的路问我十分钟能到吗？还发特惠单，一边去吧。
1692147849# #黄河路上都是车这可怎么办？
1694614598# #都来吐槽一下浦东机场
1701674989# #美人
1689059387# #这神器不赖把这娘们儿给治住了
1690203379# #滴滴你也跟着学学
1699382105# #立冬立冬了
1702268979# #北京的雪
1701009659# #谁家小女又长大了
1697948101# #丰田省油哈哈哈哈哈哈，丰田混动省油哈哈哈哈哈哈
1701402027# #羊的这几个部位千万别吃天然的不能吃得吃人造肉
1691910601# #00后都23了
1691505192# #这不就是犯贱吗
1690257399# #可怜网约车还不如野摩托
1688720846# #浙大女生主动求婚
1696832688# #李思思从央视离职哎呦，体制内不好吗
1696971155# #可不能你让他跑了
1697672975# #拜登吹得牛什么时候钱到账？交给谁管理？
1697106807# #支付宝也玩分成计划了
1697626551# #愁啊啥时候才能好啊doge
1687684387# #江苏省溧阳中学2023高考，一炮双响，引领龙城，高分遥遥领先。常州市文理状元，均花落我校。常州的前五1.2.3.5都在我们学校。理科勇夺省第3、第18名玫瑰，文理科在全省的前100，都占了4个。
1702552477# #越是晚高峰越不派单，我已经两个小时没有接到滴滴的单子了，空跑了十几公里，到处兜兜转转就是没有单子。像个傻逼一样在路上doge
1700735925# #颜宁公开回应当选中科院院士网红院士
1703764866# #疑难杂症万一遇到了就组织专家进行会诊
1695862993# #中秋节快乐
1697937493# #依法办事文明养狗
1695784784# #打开特惠都没单子从孟河空跑到罗西了，难道再空跑回薛家吗苦涩
1692623110# #常州跑滴滴辛苦了感谢滴滴的派单。常州跑滴滴祝福滴滴平台越办越好，希望看到更多的常州的朋友跑滴滴。doge
1699965574# #缅甸必须称臣纳贡
1703386035# #常州的湖都结冰了
1698759968# #不跑滴滴了看美女
1696721752# #为啥要打他
1702534921# #怎么样，滴滴已经是八毛一公里的价格了实惠吧。
1702087147# #妈的被公交车顶了屁股
1687103394# #就这你们还不得屁颠屁颠来求见
1702701281# #人才啊
1702610122# #董宇辉孟羽童董宇辉孟羽童这两个人用实际经验来告诉我们，作为打工人，无论你多出色，你的老板都不喜欢你，都会刁难你，打击你，背后说你的坏话。
1691333495# #哈哈你俩都露馅了
1694048540# #很哇塞
1688965136# #看到什么了嘴巴张那么大
1699741880# #华为汽车百公里加速三秒，那机械动力的燃油车都可以扔到垃圾堆里了，什么奔驰宝马法拉利，什么八缸十六缸超跑轿跑小钢炮都是工业垃圾。以后F1赛车就用华为汽车吧
1698200208# #大白天也没个单子，常州北站停了135辆网约车允悲
1701973376# #嗓子痒的咳了半夜
1688696302# #泰州的大街上啥都有
1700123059# #没单子跑来看看美女
1695538226# #她为什么生的这么可爱
1687041122# #这两天很多人都有一个疑问，明星是不是也有鄙视链。比如体育明星是不是优于文艺明星，梅西这样的顶级足球明星是不是位于追星鄙视链最顶端。。这种鄙视链确实是存在的，但不是因为项目，而是因为历史。。比如梅西和马拉多纳这样的，我之前写马拉多纳的时候说过，国内讨论马拉多纳习惯性会去对标刘翔姚明等超
1702677934# #下大雪了下大雨了网约车司机不约而同的收车回家休息了大笑大笑大笑，对于平台而言车不是我的人不是我的，成本不是我的风险不是我的，我就敢一个劲的向下调节，怕个球。市场调节价格机制在资本的掌控下只能降不能加，无论冰天雪地照样特惠一块钱一公里八毛钱一公里，别说挣钱，这么大的风险，一不
1694828220# #老子没有任何问题，花小猪你在搞什么？蠢猪。赔我误工费。
1687702246# #咋干的
1687123433# #别说黑丝就是好看
1701938810# #张雪峰招聘也要求首选985/211允悲允悲允悲
1697104335# #刘涛的屁股是真翘
1700130859# #成熟的女人有魅力
1697860367# #第一步破皮哈哈哈哈哈哈
1695510568# #果然女人赚钱比较容易
1697938971# #车子修好了也不能开回来，还要等着保险员去定金额。
1691439500# #立秋秋天的第一杯奶茶立秋也要跑滴滴
1700402387# #你那牛逼劲呢
1687696231# #傻狗
1698374768# #头发都扎到后面去也好看
1690755765# #忍你好几天了
1701595120# #你们知道新开的武进站的进站口在哪里嘛，也没标志，导航给的位置是个停车场。真是奇葩。
1694409915# #截至目前今天滴滴一单没派呢
1703511417# #你还是借钱吧
1690370967# #绝
1702523261# #年轻人都这么谈恋爱吗
1696816253# #如何侵吞一个国家的领土
1694155432# #常州最近警察拼命拖车
1691747839# #这是高德地图上发的单子吧，又被高德切走了。
1688590235# #闺蜜就是骗子
1695473872# #结局出乎意料
1691974545# #我现在就是滴滴的替补司机，高峰才给个单子，大单没我的份。哈哈平峰就扔一边那种。doge
1698045644# #小孩子学习也就关键的几部，引导对了，就不用管了。陪着写作业身在曹营心在汉也没用。考试倒数第一也不知道最后一天才知道的。
1692448900# #八点收车了，不挣钱也不开夜车，刚刚一个小子的车又被吐了，酒鬼说不准的，吐车上恶心死了，精洗两次你还觉得有味。
1688776961# #小护士的吐槽
1701473845# #五座盈利的地铁城市居然有常州
1690248499# #老少爷们儿父老乡亲们大家伙都来看看滴滴平台瞎搞欺负司机，胡乱扣分。电话没有人工通道，申诉无门，欺负老实人。
1694667239# #你老婆真白
1698382446# #拜登下令对叙利亚境内发动空袭中东大战干吧
1690200523# #确实好看
1702470613# #他俩干啥了
1696491676# #河南三宝允悲
1689249573# #还有人记得井川里予吗
1700648133# #本周很奇怪到处车多单少早晚高峰都接不到单子
1689300323# #滴滴你调度毛啊，人民医院门口让你停车啊
1698931172# #再闹腾就挨揍了
1701415259# #那生活应该是什么样子的
1703159100# #角度不一样结论不一样
1691705283# #一个不发工资的工作岗位哈哈
1692477190# #女子乘坐网约车等红灯情绪崩溃大叫我上周也遇到一个神经病跟这差不多，突然说我走反了方向，大吼大叫拳打脚踢，我问了他三次要不要去目的地，又在车里抽烟。最后半路结束行程，报了警，把他赶下车，我自己走了。
1693403502# #这水平我在第一集能活十分钟
1702371171# #没有对比就没有伤害
1692797791# #坏蛋抓到了该怎么惩罚她
1700280986# #那你编一套教材
1699533534# #蒙古不是很穷吗，奥委会主席居然这么有钱
1694894147# #会赚钱啊
1687399321# #报新闻专业你傻吗哈哈
1687519611# #姐佩服你
1688741279# #这是什么电影
1688329981# #店家很快被你干倒闭了
1696101547# #圣母是法国娘们儿？美国的自由女神不就是法国娘们儿吗？
1689741963# #娃的快乐你不懂
1701011217# #说吧看上哪个了
1692573838# #生活再艰难也要爬起来跑滴滴。doge
1688813135# #完了键盘擦不干净了
1698016957# #一张照片留住时光那马自达怎么说
1700634807# #滴滴培训结束了还不快派个大单来
1703664173# #我也要这样的
1690026947# #难得她这么快乐
1694590247# #纯金打造
1700686103# #他不愿意我来
1690374204# #大众又火了
1702352009# #中国累计培养1100多万研究生你们都过的幸福吧
1696891911# #哈哈拿捏不住
1689203221# #这老公太优秀了
1693271301# #滴滴提示附近有无人接驾的特惠单，都无人接了你还发什么特惠呢？脑子想啥呢？
1690962074# #花小猪一单特惠79公里，119元，取消了，看着挺大，跑一趟特别亏。
1687592247# #水墨山水
1687591689# #泡妞还挺贵
1693011551# #花小猪还是很差劲，不管什么时候都是一口价，接驾距离没有低于两公里的，平均算下来一块钱一公里，还不包括空跑里程。确实不值得跑。
1704109131# #这是我的菜
1700697979# #感恩节正式改名为印度安人末日doge
1702388383# #快来看吧
1689925792# #都是别人家孩子
1699581681# #九点在湖塘周围都是单，滴滴不开特惠不派，开了十秒进来一口屎订单。13公里17块钱，明确提示不要上高架。就走地面三十多个红绿灯穿梭去吧。dogedogedoge
1699354313# #佳木斯召开安全生产工作会议不出事就不用开了哈哈
1699138318# #这就叫福星高照
1692620909# #这俩都挺好
1702050689# #害怕她会掉下来
1701672655# #在家躺一天
1687445208# #谁说网约车市场饱和了？谁说没单子？
1694252664# #中国男足能战胜印度男足吗？
1697689807# #今天的滴滴快车比两个月前价格打了七折。如果你开了特惠，那价格就是五折。但是如果你领取了安心包那价格就是三折。哈哈哈哈哈哈。套路深啊，你觉得抽成30%太心黑，那抽成70%的安心包算什么？。你不开特惠，单子指派给开特惠的司机，郁闷吧，安心包又来了，连特惠司机也没订单了，谁接了安心包保
1687392962# #听说无锡今年取消了3+4培养，具体什么情况有知情人吗？
1693744103# #那个小拉出行来割司机韭菜了，要交保证金，交完就完了。dogedogedoge你注册了吗
1687238523# #小鹏你好
1693019692# #好好的周末没单子苦涩
1693892614# #我老婆当年就是这么骗我的dogedoge
1698187668# #睡的不踏实，睡眠质量不好。被子前半夜热。
1692015159# #我也要点七号
1701178017# #市长和王思聪都觉得挺别扭吧
1702627076# #技校一放假就爆单
1701029147# #到底谁老公啊
1693061597# #海王现身
1701777584# #普通大学和985大学的区别首先生源质量不一样。其次投入的科研教学力量也不一样。
1697072250# #最讨厌的就是远距离接个起步价，到点一看没人。
1694854318# #滴滴本次派单都是因为周围没车了，你是最后一名空车司机哈哈哈哈哈哈对吧。
1700837999# #结婚还是跟着缘分走吧
1688031984# #一口价特惠没有了？
1693660868# #连骗子都喜欢你
1694937217# #姐我觉得你说的有道理
1689413170# #坚决拆散他们
1692754337# #有性生活就行了
1690233241# #公交车没空调的2块，有空调的4块。滴滴呢，清凉一夏就是司机出钱，加量不加价。再低的特惠也没少抽成。哈哈
1687386672# #这身战袍不赖
1704206048# #林一刘浩存全剧尺度最大的吻戏我觉得换成宋轶演会更有味道。
1687601553# #650分都录取不到南京大学了
1702918448# #甘肃地震哎呦，这对于村里的老房子扛不住的。大冬天冻死个人
1692010316# #咋爬上去的
1694146876# #这比电视剧好看多了
1698741815# #到了免佣时刻花小猪就没单子。偶尔派个单就是三公里外接驾
1687812811# #好累
1690855354# #不拿，口水也解渴
1698102163# #这明星好看
1699946309# #美女一枚
1689247481# #广汽三菱也凉了
1692931989# #(⊙o⊙)哇世界真的好神奇
1690594199# #建设中的常泰大桥
1687880469# #到底哪里不行？
1687965619# #你还在为孩子的高考志愿头疼吗，为此求人花不少钱吗？不用了，直接登陆教育考试院官方网站有辅助信息供你选择。
1701722980# #豪门不是你想嫁就能嫁入的
1696145834# #其实很多女人愿意做的，只要来钱啥都做。你看多少网红在国内小视频穿着衣服，在国外的全裸，一模一样的场景剧情录制两遍。多少网红为了吸引眼球自爆不雅视频，然后又一本正经的澄清不是本人。doge摊手
1689018503# #这不就是卖国贼吗，乌克兰的国有资产全部都是美国的了
1689275865# #据萝卜APP显示，该行程2.3公里，速度大约30公里/h，共耗时45分钟，总费用27.21元，活动抵扣完后只需支付花费4.89元。而第二段体验，补贴后1.8公里的路程花费为4.83元，耗时22分钟。。。据了解，在北京经开区划定区域内，萝卜快跑无人驾驶出租车计费标准为起步价18元，超出起步里程部分计入里程费，按4元/
1696373131# #言之有理
1703529994# #圣诞节快乐
1701479591# #雷军好样的
1691613441# #还是你养我吧
1701215472# #喝不起咖啡
1698807454# #今天很奇怪花小猪一单也没有
1702474163# #这些娘们儿们都是做什么工作的
1698435800# #张雪峰公司2月放18天假只上7天班还不是因为没生意哈哈
1696547308# #国庆假期最后一天欢迎来大单
1690034528# #今年江南多暴雨
1689274294# #女诗人余秀华又有新男朋友了
1701562649# #浑身没劲
1699136317# #这样男生喜欢吗
1699196692# #最强锦衣卫
1698635344# #朋友们，周一福利日我来给大家送福利了！今天订阅我的年费Vplus，除专享高价值付费内容和专属权益外，还能参与抽奖，100%中现金！最高6666元！今日红包奖池100元大额红包中奖概率翻倍！福利仅1天！快冲！
1701238961# #阿姨素颜不错哦
1693911241# #常州的夕阳
1698022048# #深受其害吗
1688162647# #有杀伤力
1694502123# #你说那个更符合实际
1702823589# #真会吹
1698203719# #这是网约车租车公司倒闭了吗？
1691742322# #又来机场了，这次是有单呢还是空跑呢doge
1701665163# #那块大的就不贵了
1696647624# #白珊珊也是人间极品
1703973377# #都回家了就好好烧火
1697545496# #被恶犬攻击怎么办这他妈的话题问的，能怎么办，听天由命。你要是说了算狗还能咬到你啊。我小时候狗都比我高，吓得不敢出门。
1697035654# #得不到才是人间常态
1690717183# #绿风应解意迎风莫摧残
1699325659# #周二惨淡啊没单子跑了
1701336564# #大概是今天没财运，不挣钱就不挣吧。七点回家。
1688077899# #作为一枚影评，我并不是很赞同她的意见，《消失的她》表面上看是好赌男人杀妻案，侧面看是闺蜜帮，起点在于拒绝校园暴力，值得细品的部分是各角色飙演技，以及歌词，平时对刑侦小说感兴趣的孩子可以看看，心理比较强大的女生也可以看看，分析一下何非在每个转折点的心理变化：如他因为什么而杀妻、女孩
1703342978# #怀孕生孩子我来帮你哈哈
1699682635# #滴滴开特惠每单收入锐减30%哈哈哈哈哈哈哈哈
1698345844# #这是干什么呢
1692364899# #滴滴，高德，美团，饿了么，货拉拉，运满满，都成了压榨民脂民膏的代表。
1697724073# #京东副总裁高礼强已离职副总裁也是打工仔说让你滚蛋就滚蛋了
1703943558# #自己的娃要点钱还得陪个笑脸
1688392228# #完了更睡不醒了
1694832143# #君王为什么要早朝啊
1689600441# #我猜你会先去找你闺蜜乐呵乐呵
1692746293# #每日一餐分享这次变惩罚了
1700693029# #原来全世界都在学习中国
1687103577# #莎莉文放心了
1687235362# #让闺蜜也尝尝亲嘴的甜蜜
1697467457# #你愿意送她回家吗
1688720812# #行业协会垄断价格合适吗？
1698107329# #这事怪老板自己睡着了怎么办
1702409338# #因28万彩礼丈夫还债四年不敢要孩子以后穷人还是不要结婚了
1690669234# #这样的女孩给你做女朋友好不好
1688302780# #理想远大
1697940111# #劳资蜀道山狗子也怕
1692573902# #订婚发生关系后第4天女孩控告强奸以后更不能结婚生孩子了doge
1690546630# #四分钟干啥呢
1702971905# #你看这是谁？
1698438461# #印度军队向巴基斯坦开火印度又欠揍了哈哈
1695077355# #确实很伟大
1699324916# #朋友们！抽奖来袭~11月7日-11月20日期间订阅我的V+即可获得抽奖资格，100%中奖，最高可中888元红包~月费年费均可抽奖，抽奖次数上不封顶！限时参加抽奖指引
1698345829# #闺女长这样就不错了
1691272111# #别忘了给村里的狗也摆一桌
1687668105# #掉河里了了
1700340970# #在法中国学生因涉嫌反犹恐遭遣返言论自由呢
1699321516# #早高峰结束，找个厕所拉屎哈哈
1697640376# #万国来朝
1691106526# #江苏的专科线也都在本科线以上才能录取
1699361897# #河南人表示很生气
1704182401# #皇帝的待遇也莫过于此吧
1697771769# #谁借我个女朋友我也来打一把游戏
1688546110# #机场等单的痛苦
1692341981# #凝视
1691365218# #生活不容易那也要快乐
1701054726# #朋友们，周一福利日我来给大家送福利了！今天订阅我的年费Vplus，除专享高价值付费内容和专属权益外，还能参与抽奖，100%中现金！最高6666元！今日奖池100元大额红包中奖概率翻倍！福利仅今日1天！快冲！
1689455949# #下雨的一周
1701679257# #哈哈以你打到的滴滴就是这个车了
1703421614# #今夜是长津湖的胜利，明天的中国平安了
1693981726# #想尽一切办法给我抓活的
1701135525# #什么时候能从孟河回市区啊
1688381848# #萝卜青菜各有所爱
1689168158# #我黄了，微博也不送会员给我了doge
1697966398# #哈哈实在不行离了吧
1702864776# #滴滴是够坏的大雪纷飞冰天雪地一直推特惠单
1697103465# #耶鲁四成的学生拿不到毕业证doge
1696081642# #真是两个小妖精
1692283459# #滴滴的高级经理在讲课教授如何接单，只是不知道她自己跑过几单。允悲
1696904375# #为什么图文收益更大？
1695909096# #挺有夫妻相的
1691399960# #来嬉戏谷了有大单回去市里吗
1689056509# #太吓人了
1703888852# #2023限定回忆
1687346658# #这绝活不赖
1690933009# #一大早一个个发什么特惠订单，六点不到六块钱送你去火车站哈哈，换你你干嘛
1699380564# #路边的野花不要采，你也踩不起
1690030898# #真乖懂事啊
1696655635# #过完节就没单子了doge
1697502627# #你们相互通婚吗？
1690798915# #北京的大暴雨
1697704894# #胡锡进坚信股市会回到3500或4000点不是看个股吗，为什么总是纠结大盘指数？
1702232029# #夜里的雨好大
1704030388# #家用神车桑塔纳月销仅1辆哪个傻逼买的？
1702843726# #东方甄选回应孙东旭职务变动小孙也是赢家，他买了那么多新东方的股票
1696126541# #花小猪你自己看你自己的规则，都是屁话吗？
1698700742# #饼干盒藏三千多只蚂蚁被海关查获这是查到的，那没有抽检到的呢？
1693612640# #每日一餐分享家门口30量空车，压力山大啊，周六都双休了吗，经济压力这么大。
1692109372# #视觉中国创始人称是误会这是一家常州的公司，总部就在西太湖。
1698115555# #就喜欢看别人谈恋爱
1694181784# #王石辟谣在日本换心脏谁造的谣言？
1697084329# #2023年应届生平均招聘月薪10342元形式一片大好
1698053483# #哈哈静若处子动若脱兔
1693666615# #这有啥区别不都一样吗
1701107131# #滴滴崩了刚试了还是不行，压榨太狠了，哪里有什么司乘矛盾，都是滴滴搞得，司机们亲切称之为狗滴名副其实，连里面打工的也受不了吧哈哈哈哈哈哈
1701052087# #不断涨价的羽绒服把市场让给了军大衣最后自己把自己玩死了
1703710360# #这媳妇一张嘴就知道不好惹
1697449276# #回眸一笑百媚生
1691271768# #苦逼的八月不挣钱好好的市场被滴滴强推一口价特惠搞的司机都苦死了。
1693747216# #太养眼了
1698679586# #哪个帅哥满足她一下
1691393194# #震撼到我了
1698125567# #外媒炒作中国6艘舰艇同时现身中东咋了，吓到了吗？那是护航编队，那边的索马里海盗太猖獗。
1696774457# #慈善基金会那点猫腻
1688480136# #太过分了
1694951339# #【常州高新区税务局】尊敬的先生/女士：截至9月13日,您2023年9月份的灵活就业人员养老保险费898.8元未缴费。为保障您的权益不受影响，请您于9月25日前至银行网点办理协议签订手续，您也可选择通过微信、支付宝搜索“江苏税务社保缴纳”完成缴款。若您已签订协议或已缴款，请忽略此短信。您的非常满意，
1703710930# #李大霄建议炒股亏损可抵个税富人逃税新途径
1691764995# #完了，手机号码换了以后，其他的账号都允许更换手机号，只有咪咕不支持，该怎么办？
1702711422# #停在路边看美女
1695712002# #为什么总是怕政府负债呢，美国负债多少过的不是挺好吗doge
1700355603# #星期天比较淡，大家都在睡懒觉吗，跑滴滴没单子我都打开特惠了苦涩
1688067049# #消失的她怎么了
1696061833# #哈哈国庆免佣金，滴滴的优惠券司机买单，花小猪的平台买单。哈哈
1691979138# #奔牛连个打车的都没有真可怜
1687681378# #小鹏P5上线，希望滴滴白天多给我派点大单。dogedogedoge
1697816308# #杨迪可以不喜爱但请别伤害假模假样圣母婊
1701349193# #球技高超
1697261498# #doge大嫂气质不减当年
1700859616# #没事我抗揍
1697896061# #流浪狗和明星们嚣张了，保安们倒霉了
1695125131# #原来掏出来的是脚啊
1693205169# #太君还是很舍得花钱改变中国人的观念的哈哈哈哈哈哈
1700657093# #2024考研438万人报名我宣布凡是报名的全部录取
1700607047# #哈哈为什么那么怕姐姐
1699014096# #这女朋友不错长的国泰民安的
1694007802# #晚上好都收车了吧
1687466130# #6月18日下午，江苏模特大赛，公布名次时，一名模特脱鞋砸向评委并高喊：“臭傻❌，昨晚❌❌的时候，说好把全场冠军颁给我，今天给我整个倒数，你这个臭流氓，不❌好死！”该模特随后被安保人员带走……
1693883123# #下次给你贴男模帅哥
1699252410# #又空跑了二十公里，拉个屎几分钟而已你也取消订单doge
1704040075# #一位哈尔滨的大哥，觉得洗澡吃饭的地方都被南方小土豆占领了，自己没有地方去，干脆就去三亚过冬。一天去街上玩，发现商场搞抽奖的活动，凑个热闹就抽了一票，没想到抽了这个大哥运气好，抽个特等奖：哈尔滨冰雪世界七日游
1691632956# #广东还是这么乱吗
1703897169# #白出来这么早了，没什么好单子跑半天才六十不到。狗滴滴。
1698819764# #每次来金坛都是空返
1692860826# #劳务中介就靠这个骗人
1690539151# #台风带来的礼物
1689598059# #常州太湖啤酒节
1697985457# #劲歌金曲唱的不错
1693310698# #赚的再少八点也要收车回家。
1701921260# #哈哈特惠快车专用，快车用的话得滴滴自己吃掉，特惠用就是司机吃掉。哈哈哈哈哈哈
1700866965# #跳的怪怪的
1700711647# #韩方中止朝韩军事协议部分条款效力开战吧
1704196772# #你敢不敢上去要个电话
1687090687# #还挺漂亮
1690604620# #今天滴滴不派实时单了
1697689923# #滴滴安心包
1698476980# #今天新北万达都在拖车，违停的汽车，电瓶车全部拖走。
1699707279# #今天跑的都不错啊
1697461495# #貌似这个歪理有点道理
1688739015# #吊州开始扫黄了你们都收敛点
1689892291# #婆媳关系不好吃亏了吧
1700110890# #拜登重申不支持台湾独立这话说的就退步了，你得支持统一
1687221173# #你们都开什么车
1690955114# #我手机号换了，中国银行APP上不能操作，要到网点去。网点说你去移动打印证明手机号是你的实名制dogedogedoge
1691729660# #每次来郑陆镇都没单子doge
1690802135# #打几分
1697880359# #这就叫挟天子以令诸侯啊
1688942159# #早上好，出门跑滴滴早高峰去
1687485657# #追求基因优化改良也没什么不对
1689722305# #北大的历史教授脑子想什么呢
1700838001# #日本人没见过甘蔗吗他们知道白糖红糖是怎么来的吗
1704003185# #今天滴滴别指望流水了，全当闲的出来溜达了
1687915587# #早高峰也没跑到什么钱
1687203566# #肠道有问题
1697016128# #晚高峰道路拥堵不知道去哪里才能接个单子doge
1691126965# #感谢滴滴的八辈祖宗，找个起步价单子不容易。
1700229354# #这媳妇不赖
1694397576# #常州北站运管查车呢，黑车不要去了。
1697104607# #车子被撞拿去修了。妈的，我都到路口中线了你闯红灯我能刹住吗。我不想和交警吵，随你便吧。
1688439963# #不能欠债
1692042659# #柴静突然关注反恐，想煽动情绪以反恐为名美军进入缅甸吧。
1693437204# #一条plog告别八月八月再见
1687227108# #新能源的营运险好多公司都不做
1693315064# #恭喜华为不再被芯片卡脖子了
1700769989# #当华为汽车加速3秒百公里后，机械动力汽车就是工业垃圾不是没有道理的。
1690443750# #这是哪里的健身房啊
1696060127# #▶下面为大家介绍一下常州奔牛机场官方停车场收费的参考价格：。停车一天约需45~50元。▶下面为大家介绍一下泊安飞在常州奔牛机场的停车场~。泊安飞常州溪南停车场（室内）：。参考价：18元/天。地址：常州市新北区罗溪镇溪南社区居民委员会。服务：提供24小时免费摆渡车接送服务
1690935099# #只要滴滴一发调度，你今天就别跑了。基本不在运力圈，流水没戏了。
1695029120# #吉林和黑龙江你俩不出来解释一下吗
1687594451# #确实有夫妻相
1697873895# #数据显示在制造业的青年结婚意愿高厂里又累又长还没钱的苦逼谁不想有个老婆慰籍一下。doge
1696624605# #兔子喂了吗
1697643036# #美国白宫否认以色列袭击加沙医院别否认，越描越黑。
1698996089# #哇噻美女
1699277507# #住持称与女主播发生关系后被敲诈成都可是寺庙经济中心
1700174122# #夜班的滴滴也都是特惠，所以夜班司机就不干了，然后滴滴又把出行分全部搞到夜里，跑个屁啊哈哈哈哈哈哈
1690644379# #这是什么原理？
1697179863# #刘强东又咋了doge
1687571971# #该怎么收拾老公
1697513589# #有人找我麻烦就删了doge
1689688064# #妹妹认真了
1701345582# #小蛮腰好看
1700048623# #全国学生心理健康工作咨询委员会实在学不会就算了，待在家里早点结婚生娃膝下承欢
1697367424# #这是什么情况
1692015290# #联合国五常唯一一个白人国家是俄罗斯允悲允悲允悲
1690072427# #创业就得白手起家
1689940923# #谁还在炒股
1692489791# #伺候好了给你发工资
1694146901# #1207名缅北电诈嫌疑人移交我方这些人放回家也无所事事，只会给社会家庭添乱。
1693436898# #都老夫老妻了
1689364814# #蔡依林还是小姑娘的模样
1692491459# #每日一餐分享哎，白天七八点司机们都起来了，老百姓还在睡觉，没单子。晚上八点多司机们收车回家了，九点十点老百姓纷纷打车打不到。允悲允悲允悲矛盾啊。
1694262881# #这两天常州新龙生态林举行音乐节祝你们跑滴滴的接单愉快。
1700176395# #女生疑因化妆穿短裙坐公交遭大妈辱骂你也骂她
1702285931# #这就是民国的北平
1692523956# #全球都过剩怎么办啊，老老实实跑滴滴吧
1691448873# #苏州的网约车也饱和了吗
1690753987# #还是花小猪好，至少不给司机判责啊，单价是低了点，你可以挑着跑啊，好单子跑一跑。
1697861892# #我接到电话也这样先看看对方说什么
1700920272# #你家都是谁暖被窝
1699135380# #滴滴的眼里司机就值二百一天
1701918086# #周杰伦演唱会预售被嘲吃相难看退票才收30%，比德云社人性多了，人家就不退票哈哈哈哈哈哈
1690017635# #还行价格到是不贵
1694305862# #周日早上都在睡懒觉吗，何时来第一单doge
1694700583# #以后别再吹外国了
1687571982# #这该怎么收拾
1687690720# #叽里呱啦说的啥
1704117501# #这个真不赖
1702354706# #这个真的不小了
1703072426# #积石山县首个地震宝宝救护车内降生起名字就叫震生吧哈哈
1699334066# #滴滴好单没人跑
1695077374# #女神你好
1703360951# #这几天天气冷，大家都不爱洗澡，跑去澡堂子人满为患，搓个背都要排队很久。
1696131873# #还有这种玩具太逼真了
1692132218# #花小猪有人吗，让这个精神病把钱给我付了。他在百度地图发的单子。
1689430263# #新能源汽车的真实续航里程
1692478422# #拍一下会高潮吗
1702738319# #玩的确实挺刺激的
1690517502# #事有点大
1699586558# #朋友们！抽奖来袭~11月7日-11月20日期间每日下单订阅我的V+，均可获得抽奖资格，100%中奖（最高可中888元红包）抽奖次数上不封顶！限时参加
1692863250# #不知道为什么八月跑网约车就是挣不到钱。大多时候都是空等空跑
1701471221# #月初还还账
1693464474# #你这都是大单吧
1703643383# #不好找对象
1687235329# #这媳妇小巧玲珑还温柔
1701385961# #这不就是纸上谈兵吗
1704108711# #欧洲人的跨年
1694428456# #我勒个去吓死了
1703220157# #好好相处
1687323093# #干得好
1697435889# #18岁小伙40天花9600元游17城走马观花有什么收获吗？
1694383683# #法拉盛是什么地方？
1698124487# #日本科学家称人类精子打败了牛顿日本科学界这么幼稚哦？那电动机算什么？
1691330475# #听说新注册的司机必须跑六个月特惠一口价，没的选
1698436677# #母凭子贵
1694042022# #蜜雪冰城和五粮液也开始了吗
1699013047# #以色列野心勃勃
1689336146# #狗都不信哈哈
1704171546# #这个不错
1700894781# #加沙地带停火协议正式生效以色列是没弹药了吗哈哈
1691411689# #我大保定也火一把
1703126644# #要什么脸啊要人
1692254179# #清华毕业半年被裁员时代的悲哀
1698247904# #最后生一堆儿子哈哈
1692451511# #生活不容易
1692426750# #花小猪遍地垃圾单，捡一个能跑的好单子可真难，好多还会被切单。
1698369638# #花小猪今天什么情况一个单子都没有
1693019743# #各行各业的利润
1703080788# #谁呀真好看
1695536467# #热力图周围有七八辆空车，你发给我信息周围有无人接驾的特惠订单，你耍我吗，这么多车没人接吗？
1701010007# #常州的黄鹤楼
1695085743# #闺女技术不赖
1696279029# #我的十一Plog
1695432474# #滴滴你给我解释一下，明明乘客不在意类型，为什么非要特惠派出来，不接他，又变成快车派给你。
1691403777# #我在嬉戏谷就想回常州，总是给我发无锡的是什么意思
1702212971# #这有必要换回来嘛
