1692433947# #转发微博
1688967356# #网民都想知道，能把私家车开上站台的牛人到底是何方神圣？铁路部门说，我都道歉了，还想要怎样？
1621130145# #不是说炸的是哈马斯办公室所在的大楼么？怎么哈马斯办公室跟这些媒体都在一个楼里办公？
1687645029# #让一个脑残女人为他隔空排卵的普帝啊
1604296626# #操作不安全，在穿戴飞行服完毕之前，身上应该系有安全绳作保护，飞行服穿好检查无误后再解开保护。虽然不爱听，但现在的操作暴露了安全意识弱，早晚出事是必然。
1681899519# #转发微博
1702453258# #东北人不招东北人？
1684892158# #你愿意买哪个车？
1539933673# #马老师一针见血！
1690290254# #会议经表决，决定免去秦刚兼任的外交部部长职务。
1699309772# #湖北襄阳健桥医院院长被举报涉嫌贩卖出生证，一张出生证10万。太不可能了吧？雪山财经头条号医院医院院长倒卖出生证明每张赚6万
1574031986# #是不是风不正经？
1693298705# #转发微博
1685170726# #转发微博
1696222331# #很少人能把英语的重要性说得如此清楚明白。
1621470681# #又不影响咱们建设世界一流大学。急个锤子？
1569728760# #转给当地扫黑除恶办公室啊！
1615851768# #大哥不尊重常识，文革扣帽子功夫一流。您高兴就好。
1702895155# #董宇辉再任新职网友担心他会不直播【俞敏洪喊话网友不用担心董宇辉不直播】12月18日，俞敏洪发布新东方教育科技(集团)有限公司关于董宇辉任命的通知，并配文：祝贺宇辉，风雨同行！通知中称：经集团董事会研究决定，任命董宇辉为新东方教育科技集团董事长文化助理，兼任新东方文旅集团副总裁。
1560475615# #傻逼都没上过大学，戴个眼镜，编点似是而非的扯淡玩意，就能唬住一大堆养生大妈和博士
1685062488# #秦始皇统一度量衡的时候，还没有拼夕夕。
1700818192# #同意
1596431059# #good哈哈
1684801690# #（转）。这张照片是在2002年，美国总统小布什夫妇访问俄罗斯，那时候普京还没有离婚，普京夫妇用家宴款待小布什夫妇。。。伺候在一旁，给小布什倒酒的的那个光头，名叫叶甫根尼.普里戈津，他当时是普京的“御厨”。后来创建了著名的“瓦格纳集团”。因他曾经是普京的厨师长，所以一直被西方称为“普京的
1700210781# #转。大千世界，无奇不有，什么人都有。。上海某公交车，黑衣男子上车，偷偷在后排拉屎。
1689994762# #转发微博
1579247098# #上海青浦这家家乐福，是俺见过的最蠢服务最鸡贼的，没有之一。
1565679196# #继黑社会之后，又一个行业集体撑林郑港府了。预计各行各业会陆续跟上。但愿最后跟上的是教育界、法律界。毕竟，你懂？
1690427355# #黑人女子地铁霸占两座，还将个人物品放在爱心专座上，大妈没有抢座。
1692584275# #转发微博
1684190855# #转发微博
1573427837# #伫立近30年的“华尔街铜牛”要搬家?原因有点尴尬
1692858456# #什么情况？
1657066444# #第五届数字中国建设峰会欢迎更多数字化领域建设者加入，共享数字发展新经验，共话数字创新蓝图，共同点亮数字新生活，一起向未来！
1685170442# #转发微博
1602496309# #不贪污，不受贿，不偷税。靠自己的劳动合法实现财务自由。没什么丢人的，算哪门子的黑历史？@马跃成
1689200879# #网友中有高人。开征专家税，比收任何税都有必要。
1554961439# #猴哥，你头上的发卡呢？哈哈
1572930386# #雪山财经年轻人消费新趋势：九成90后用分期是为省钱
1664420378# #【太危险！5岁孩子开车上路妈妈还说开得好】近日，湖南株洲，一名5岁女童坐在车内驾驶位，由一人抱着娴熟地转动方向盘。女孩的妈妈在一旁“鼓励”孩子：“崽崽开得好！”接到举报后，株洲交警将孩子家长传唤到交警部门，经过批评教育，家长深刻认识到错误。最终，孩子家长被处以罚款50元，驾驶证记3
1684975801# #good
1663973042# #少年强则国强一本正经地荒诞
1685171314# #转发微博
1702522777# #网传福利彩票广州又出大奖，关键是又在用老演员允悲允悲。坐等官方辟谣。。。广州彩民独中1.44亿元大奖
1685002126# #Boss直聘怎么啦！
1663456543# #【海地民众“合伙洗劫”世界粮食计划署的粮仓抢完还把仓库烧了】当地时间9月16日，在海地戈纳伊夫市，由于燃料价格上涨和生活成本压力，导致当地民众生活陷入困境，合伙洗劫了世界粮食计划署在戈纳伊夫的储存仓库。抗议者抢劫了所有粮食，然后将其焚烧。抗议者希望联合国和非政府组织前线假慈善机构恢
1684378006# #转发微博
1690498678# #转发微博
1691110421# #转。鹅军对黑海的封锁，并没有吓退援乌的外国船只。。驶往在乌港口的外国船只已经达到30余艘。面对不顾俄军警告，依然前往乌港口的以色列、希腊、土耳其、格鲁吉亚、克罗地亚、埃及、塞浦路斯等国的船只，俄黑海舰队无可奈何。思考思考思考关注俄乌局势最新进展俄乌局势乌克兰超话
1702520099# #一位开特斯拉的女子在路上别停路人，突然发疯，下车大喊：“你干什么别我？！”“活该你开哈弗”，持续辱骂了数分钟。。事后女子被重庆警方罚款400元，记9分。
1662439592# #群里也有说这是贵阳，不是四川泸定。贵阳是这种口音么？有没有贵阳的朋友听一下？
1680576586# #毛骨悚然！
1573285636# #大学生休学“炒鞋”欠钱1000多万他揭开鞋圈内幕
1564971176# #卿本佳人，奈何做蠢货？
1687585204# #转发微博
1536675104# #看起来不错，怎么卖？
1690757117# #转发微博
1690266441# #转发微博
1690257653# #转发微博
1570265125# #禁蒙面法不是不可以，关键是这个时间点推出来，无疑火上浇油。脑子得要进多少水才会选择这个时间点来搞这个？前一阵胡萝卜加大棒政策刚刚缓和一点的局面，又被这帮傻货给搞砸了。快把林郑那个傻女人给换了吧。
1663205755# #安以轩老公陈荣炼涉83项罪安以轩老公涉案金额超三百亿【安以轩老公陈荣炼涉83项罪将于12月开审】据澳门日报报道，德晋集团负责人、安以轩的老公陈荣炼被控犯罪集团等83项罪，“赌底面”总转码数约349亿港元（约人民币309亿元），至少赚取约15亿港元（约人民币13亿）不正当利益，案件将于12月5日
1661219448# #贾浅浅是党员么？是体制内公务员么？干嘛要要求这样严格？作协是个啥地方不清楚么？不清楚的话去北京东城区中国公民司马找不到北家里去瞧瞧。
1692584557# #转发微博
1663123871# #苹果市值一夜蒸发1500亿美元当地时间9月13日，美国三大股指全线暴跌。美国科技六巨头苹果跌5.87%，特斯拉跌4.04%，亚马逊跌7.06%，谷歌A跌5.90%，微软跌5.5%，Meta跌9.37%，合计市值蒸发5000亿美元，其中苹果市值一夜蒸发1500亿美元。
1570608786# #赶紧离！
1700868212# #禁止私熏腊肉四川通江道歉了。
1572930365# #雪山财经台湾黑帮“帮主”庆生要摆1000桌惊动台当局
1692659349# #转发微博
1595497186# #直接轧丫的
1688256169# #壶口瀑布的围墙在网上铺天盖地的骂声中，终于拆除了。网络舆论再一次展示了他的威力。
1691919276# #转发微博
1663331297# #在天津连缴6个月社保可购买1套住房【天津：外地户籍新市民、大学毕业生连缴6个月社保可在本市购买1套住房，滨海新区仍执行原购房套数政策】9月16日，天津市住房城乡建设委等7部门发布进一步完善房地产调控政策促进房地产业健康发展的通知，非本市户籍且在本市就业的新市民、大学毕业生，持连续缴纳6
1573455498# #人民日报海外版：揭开电子烟的“天使”面具
1702011455# #大A不愧是融资市场！上交所、深交所IPO融资额位居全球前两位。简单地说，就是大A股融资额全球第一。
1572988951# #good
1594632068# #转发，不抽
1688969714# #西江千户苗寨景区一木楼着火【官方通报西江千户苗寨景区火情】7月10日，贵州雷山。网传西江千户苗寨景区内一木楼着火，视频显示：现场浓烟滚滚，火势凶猛。千户苗寨当地消防一工作人员表示，火情已被扑灭，没人伤亡，起火原因在调查。千户苗寨景区表示，目前禁止入园，收到入园消息会第一时间通
1664282783# #【上海业主为卖房设高额赏金：成交就奖励中介22万和iPhone14】“我额外奖励总价1%的佣金（大概22万多元），额外奖励成交经纪人和他的上级经理各一台售价11699元的iPhone14ProMax512GB手机，等我收到全款后支付和兑现！”这几天，上海一则业主群发的“售房通知”在网络流传。这位业主表示，自己从9
1566975167# #goodgoodgood
1695992466# #一辈子都不可能打工的小毛贼，如今开上了法拉利。窃钩者也富贵了，什么世道？雪山财经头条号
1628511226# #转发微博
1663973139# #俄粉们整不会了。一本正经地荒诞
1573558149# #我们的教育到底哪里出了问题？这么多的霸凌？我们的孩子从小就被教育顺从，接受欺负，和不抵抗？
1700721938# #哈马斯绑架的70多岁的老人去世了，哈马斯的一个头目被击毙了，就这样。
1681608794# #转发微博
1685612933# #“你们县委算什么东西啊？我要通知市委！我爸是人大代表，我妈是政协委员，你敢动我吗？”。。又一个坑爹货…白眼允悲绍兴地点男子向民警叫嚣我爸是人大代表
1696462731# #网传Angelababy杨颖看完Lisa疯马秀回上海了。。不懂就问，疯马秀到底是啥玩意？该不该被抵制？
1663375192# #福耀玻璃总裁曹德旺，对赴美投资办厂，深感懊悔，每片玻璃，人工成本高达国内的6.66倍～！苦涩苦涩跪了跪了腰好像一下子就舒服了
1684980520# #转发微博
1690201538# #广汽丰田都要裁员了...。。据说要裁员一两千人，不过给的赔偿还是真的挺厚道的。。广汽丰田
1606289136# #弱弱地问一句，什么样地人才能有双重国籍？裸官家属算不算？
1685185704# #转发微博
1693058583# #转发微博
1600653895# #以前不这样。
1685494309# #转发微博
1684306140# #转发微博
1662955716# #good
1617494620# #这个是台毒份子给国际反华势力递刀子吧？
1654759130# #炒房教主
1692659084# #转发微博
1661500836# #这哥们不是炒作，就是疯人院掏出来的。
1684379034# #转发微博
1687154440# #医疗领域，中国也被卡脖子。
1683976420# #转发微博
1664194416# #【当碰瓷团伙盯上今日说法铁杆观众】撒贝宁把折叠屏玩明白了一团伙专门碰瓷三轮车师傅，有30多人被骗，只有毛师傅果断报了警。原来，毛师傅经常收看《今日说法》，这才没上当受骗。学反诈知识，还记得主持人是撒贝宁。网友：《今日说法》没白办！
1700728837# #是暂停交战，就这样。
1691142200# #有毛病吗？
1571716525# #知豆汽车大败局：深陷债务危机十余上市公司受波及
1682027491# #BoysPlanet成团排名章昊C位出道。第一：章昊、第二：成韩彬、第三：石马修、第四：Ricky、第五：朴乾旭、第六：金泰来、第七：金奎彬、第八：金地雄、第九：韩维辰，出道团名字叫ZB1。这个排名和名单符合你的预期吗？
1681084303# #也比较一下水深火热中台湾人民的收入，生活，福利水平，官员的廉洁程度，法治公平，两岸人民就更加盼望统一了。
1690756558# #转发微博
1687643415# #这种垃圾不配有女朋友
1595286864# #别自恋了，除了黑黑和北棒子，还有什么人愿意移民到天朝来？
1690755912# #转发微博
1654851159# #发布了头条文章：《重磅！河南村镇银行400亿暴雷，雷军天星金融是帮凶》
1680684269# #领导干部娃娃留洋，普通百姓子女下乡
1572566973# #把中石油承包给赖昌星多好？公司能给国资委赚钱，老百姓能用更便宜的油，领导们逢年过节还有人孝敬。三赢！
1687297375# #转发微博
1681726422# #开始焦虑五一调休了单休人连上12天班。。不会真的有倒霉蛋子连上12天班吧允悲。。4月奇趣季
1542592483# #俺亲爹的亲爹就是黄埔十期毕业的。共产党得天下，最能打仗的都是黄埔毕业的，你瞎眼了？
1562491397# #适合品位小学毕业的茶爱好者装逼
1604922471# #全在斗音里
1682163499# #。
1697159948# #反抗你去打以色列当兵的呀？强奸妇女，杀害儿童是哪门子反抗？连声援你的国际人士，都一口气杀掉了260人，这叫反抗？中国人人压迫哈马斯了？明确杀中国人叫反抗？
1685439147# #转发微博
1663740041# #【法大32名研究生放弃入学资格】如何看待研究生录而不读？19日，研究生院发布公示，32名研究生放弃入学资格。据悉，研究生“录而不读”现象连续多年出现。有教授表示，“录而不读”原因诸多，虽然这种行为可以理解，但这种行为会危害到高校的招生秩序，并造成高校教育资源的浪费，应
1688523306# #夏虫不可语冰
1664411804# #10月起所有水果味电子烟下架【3天后说拜拜！果味烟弹“终局”，有经销商囤货谋划“价格翻倍”】禁售果味电子烟将对市场有何影响？《电子烟强制性国家标准》将于10月1日起生效。在北京线下实体店中，主流水果味烟弹多遭抢购，线上微商渠道谋划囤货借机加价，原价99元烟弹将炒至200元，且拒绝讲价。
1617779078# #这是个人说的话吗？
1681688980# #新鲜事
1693057562# #转发微博
1687695606# #是这样的吗？
1692700342# #别扯什么借用厕所了，搁以前，你进来得先磕头！
1690681902# #转发微博
1599212331# #转发微博
1681078660# #太监也有春天
1690073113# #转发微博
1700013605# #VPlus双11惠聚周年庆我的秒杀专场来啦！今日限量发放300张秒杀券，去订阅页抢我的“双11底价秒杀券”，全年购买最低价，拼手速先到先得，点击薅羊毛↓↓【苹果ios用户支付方法】：
1662902499# #你眼瞎没看警方通报么？
1572067238# #意犹未尽？
1573431679# #北向资金连续12日净买入
1537333064# #第一否定朱老师，这个保证你是做不到的。
1662424570# #这特么是曹县金氏派来的卧底吧？
1681997435# #转发微博
1662597811# #西方国家没有契约精神。请金灿荣为国存款，把存在美国的钱全部取回来，存河南村镇银行吧。河南村镇银行诚信河南垫付烂尾
1681106582# #注册制还敢打新吗？注册制a股进全面注册制时代
1541982101# #别装逼，上茶！哈哈哈哈
1682301595# #4月23日，店主回应误会女孩偷文具涉事店铺门前被放白色鲜花和卡片，卡片上写着“早日倒闭”“走好”等字样。
1692458516# #转发微博
1682228324# #我也奇怪，不知道是错别字还是有什么讲究。
1692658940# #转发微博
1688467952# #在美国因病去世。
1693099437# #转发微博
1572787697# #忽悠起来确实需要大格局你们见过哪个傻逼买小罐茶自己喝？还不是学一样，忽悠人买了送礼用？
1688211758# #李想：这车设计成这鸟样，就把团队干掉自己在家跳楼！。问题来了，李老板家住几楼？
1681698129# #管天管地！鱼塘边种啥不种啥，农民自己说了不算！
1685185598# #转发微博
1688187302# #美欧日老百姓太苦了，那么多人还吃不饱。华少韩国吃不饱超200万英国成年人吃不起饭
1689244045# #世界金融史上一大奇观
1688628377# #转发微博
1682692586# #转发微博
1692668614# #中国再次申请入群？。CPTPP开出了条件是：开放自由的经济体制、稳定和透明的政治体制、良好的劳工环境、具备市场潜力、其他成员国同意……。这算不算是故意刁难咱们？雪山财金公众号中方正式提出申请加入cptpp
1571884422# #雪山财经香港“毒教材”美化鸦片战争市民怒：鸦片去哪儿了
1662339695# #即便是高风险区需要封控，也不应该把同胞当作罪犯关起来吧？铁丝网！
1693058680# #转发微博
1692834528# #转发微博
1690599227# #转发微博
1688333885# #早上好！生存不易的骑手小哥！
1651029493# #创造历史的伟大发明
1594261556# #三峡工程，真的是千秋伟业，这个有点脑子的人都能理解，接受。可惜几十年的傻逼i教育，太多人脑子坏掉了，人与亦云，没有自己的分析和判断能力。:我是打比喻啊，可比性很强啊。确实有很多文盲因为这几天很多长江流域城市涝积水而认为三峡没用。
1571793068# #雪山财经多地上调公积金租房提取额度在“租售并举”的政策导向下，多地正在提高提取住房公积金租房的额度。根据21世纪经济报道记者梳理发现，今年以来，深圳、南京、哈尔滨等市都发布了相应的新规，加大了支持以公积金支付房租的力度。
1664101013# #问题来了，穿还是不穿？一本正经地荒诞
1696904786# #转张图，未经证实。
1568682591# #继续呼喊，孩子回家。
1685454204# #转发微博
1700573289# #啥情况了？
1684191339# #转发微博
1593049515# #不是应该拉闸么？
1692587420# #V+粉丝福利聚惠来了，这次主打一个“回馈”主题，参与活动订阅我“必返大额现金红包+抽现金红包”，用“返现红包券”订阅核销，最高直返现金×××元，订阅年费再开最高奖8888元的现金红包，点击下方卡片订阅↓↓↓
1684285924# #地铁上最让人反感的行为地铁上最让你反感的行为是什么呢？跷二郎腿还是脱鞋？
1536638109# #笑cry笑cry
1692655249# #董明珠回应落榜世界500强我觉得董明珠说的只有一点是对的，那就是比爆雷的好。但格力投资上一是手机二是新能源都没见起色，主战场白电慢慢给小米/美的/TCL给吞噬，整体就已经不好，未来更加不乐观。雪山财金公众号
1655945179# #愿师弟师妹们不忘初心，前程似锦
1663810831# #美对我电信基础设施渗透控制美网攻西工大过程中对我电信基础设施渗透控制【独家披露！美国网络攻击西北工业大学过程中对我电信基础设施渗透控制】《环球时报》记者从有关部门独家获悉，美国国家安全局（NSA）“特定入侵行动办公室”（TAO）在对西北工业大学发起网络攻击的过程中构建了对我一些基础
1682256323# #转发微博
1685055279# #转发微博
1685673814# #昨天在深圳南山区一个路边小馆吃饭，正好听到几个客人议论此政府统租的事。我个人的评价是，这一举措实际的动力是为了稳楼市，但实际效果有待市场检验，我不看好。此事最受争议之处在于过急，没有缓冲期。几十万人一夜之间被赶出街，要么重新找房，要么称迫离开浑圳。深圳的活力和发展动力，很大程度上
1688030753# #good
1542358322# #陈峰现在是《财经》杂志的老板，叫他怎么写，就得怎么写。
1702040852# #截至2023年12月5日，已公布的失信被执行人达到8548986人。希望没有你怎样找到老赖你碰到过老赖么老赖不还钱不法院执行申请老赖脸谱三
1663237521# #男女生对肩健身服,性感美体,多色可选,冰丝绸面料,收腹速干,吸湿排汗,穿着舒适,U型收副乳,前后效果更好,上身效果翻倍,让你美迷人身体曲线,瘦出曲线,让你美美的夏季秀出闪电
1685337844# #转发微博
1685460493# #转发微博
1685676333# #一针见血！
1700464575# #根据“界面新闻”和“中国新闻网”的报道，。。哈马斯在加沙希法医院下方的部分隧道网络被以军发现，哈马斯在该医院设有一个主要指挥中心。。。联合国人权高专办：一方把医院平民作为人盾将构成战争罪，但另一方仍须遵守国际人道主义规则、保护医疗设施。。。这是中国官媒报道哈马斯的反人类恐怖行为。哈粉们
1537499215# #拿无耻当聪明？小山哥学坏了，开始钓鱼了？
1692516499# #怎么感觉阿三是在暗讽我们？
1684468153# #转发微博
1687137784# #转发微博
1682256099# #转发微博
1537425118# #一个靠卖假货，专门赚女人钱的人去做白酒？先跟战书大大把南华早报的事说清楚了再干啥都行。
1690602256# #转发微博
1664008100# #转发微博
1692262130# #问一句鹅粉，这个关税加给谁？
1662514995# #教师节怎样祝贺柳州教育局呼吁抵制向老师变相行贿9月6日，广西柳州。某学校家长反对凑钱送礼给老师被逼退群。当日，柳州教育局发布公开信，呼吁家委会主动抵制请客送礼歪风邪气，义正词严拒绝“变相行贿”违规行为，广大家长如果遇到假借各种名义向教师赠送礼金礼品等行为可向市教育局举报反映。
1663338732# #秋冬季潮流运动鞋,休闲百搭运动鞋,穿着舒适,轻盈轻质,轻便不累脚,宽松舒适不挤脚,品质保证,多款多色
1664405953# #【我国科学家发现1600多个新星团】星团，一般是指被巨大引力束缚的恒星群，数目要超过10颗。它们被认为是研究恒星和星团本身演化的重要实验室，同时也是探索银河系结构良好的追踪器。近日，来自四川南充西华师范大学的天文学家通过分析来自欧洲航天局盖亚探测器的数据，在银河系中发现了1656个新的星
1566796807# #千万别客气
1537152214# #师太的能耐，师太家没屁眼的儿子肯定能生出油屁眼的孙子？
1687520197# #你喜欢乌衣派还是净衣派？
1596865528# #墙都塌了，文物本体还没有受到破坏。能不能别污辱人的智商了？
1650585737# #5位居委干部和志愿者穿着防护装备，已经去到老人家里，就不能在老人家里做核酸么？
1571871582# #唉！
1687645127# #转发微博
1685501461# #转发微博
1682717289# #转发微博
1682318206# #转发微博
1692869888# #睁大你俩的犬眼仔细看，我关心自己国家的帖子多了去了。
1654435670# #发布了头条文章：《绿地债务暴雷！中国首家千亿国资房企》
1690497807# #火箭军副司令员吴国华去世，原总参三部部长。
1690500071# #转发微博
1571894098# #雪山财经巨量解禁来临长城证券成为第二个“天风证券”？
1664071654# #一本正经地荒诞
1664203989# #东亚银行一本正经地荒诞有脸辟谣，有胆报警？。。【东亚银行回应暴雷传言：系虚假信息，已报案围观】26日，对于有微信群及个人散布东亚银行“暴雷”信息一事，东亚银行(中国)有关人士中新经纬称，相关网络传言纯为虚假信息，系恶意散布的谣言。东亚银行(中国)称，对造谣、传谣行为严厉谴责
1662600405# #萨德是个防御系统，人家布置在自己家里，危害你的安全？啥脑子？
1692833768# #转发微博
1684191141# #转发微博
1663141067# #雷军卸任小米电子软件公司董事长【雷军卸任小米电子软件公司董事长】近日，天星数科关联公司北京小米电子软件技术有限公司发生工商变更，雷军卸任董事长，林斌卸任董事，洪锋卸任法定代表人、董事、经理，新增岳凯为法定代表人、执行董事、经理。该公司成立于2014年7月，注册资本约20.71亿人民币，
1687483240# #转发微博
1595294009# #要说这么干没猫腻，你是在嘲笑中纪委的智商。
1682860186# #转发微博
1656984838# #我总觉得这个是恶搞，不是真的。
1663625911# #上海通报警察办案期间就餐未付款网友：9月18日，上海民警5年前就餐未付款案件的当事人葛青松再次发声称：本来约好星期一和律师去接受调查，没想到今天早晨6点调查组突然赶到敲他家门。他认为上海联合调查组没有诚意，意在向其施加心理压力。上海身边事上海
1661835554# #武汉市新洲区熊店村的老人，仗着自己年龄大，明目张胆偷瓜出名了。连村子的名字在地图上都被备注成偷瓜村。作为武汉人，俺觉得惭愧。
1692834402# #转发微博
1701251639# #交警：在短短的100来公里，你撞了四次车，你分析原因是什么？女车主：原因是路太窄了。你觉得这种人适合开车吗？转自蜀黍说安全
1684884090# #请所有人看清楚并记住这个老女人的这张丑脸！清华大学的同学们，如果你们还有一点点是非判断和五四精神的话，如果你们在校园里看到这个无耻的专家，请你帮我朝她脸上吐口口水！。清华杨燕绥教授提出建议，养老金延迟15年领取，就是说女人55岁退休男人60岁退休，但是办理退休后不能领退休金，而是要等到1
1664096897# #【欧洲人买爆中国电热毯，工厂24小时满负荷生产，三班倒月卖10万条】为了过冬，欧洲居民紧急备货取暖设备，中国厂商则掀起了生产热潮。东莞一家电热毯工厂管理人员刘虎表示，目前今年电热毯销量是上年同期的3倍，也是近五年来的最佳记录。“7月订单就多起来了。”他透露，6月开始，工厂设备就24小时
1690119618# #转发微博
1693056345# #转发微博
1663205953# #老人澡堂洗澡猝死家属索赔50万被驳【老人澡堂洗澡猝死家属索赔50万被驳法院：浴室经营者已尽义务话筒】近日，上海。75岁老人刘某独自在公共浴室洗澡时突然晕倒，浴室老板张某对其进行抢救并呼叫120。老人送医后抢救无效死亡，死亡原因为心脏猝死。老人家属认为张某作为浴室的管理者，未尽到安全
1689627931# #应届生还是只要这些学校毕业的就可以？
1561532457# #好着呢，七月份再请聂师太喝茶。
1656164450# #俺读书少，谁能告诉俺，清末明初是啥时候？
1608679704# #这种扯淡的小概率事件，非要上升到一种潮流的高度，写的媒体和信的人，都够傻逼的
1682549660# #业内撕逼大瓜！且慢为数典忘祖公开道歉温和的前创始人被激怒
1536461356# #郑重声明，本人认为，全世界以区块链技术旗号发空气币的，无一例外都是骗子，本质上与传销骗术没有区别。。而参与投资者，要么是傻逼，要么就是指望有傻逼接盘，自己好捞一票。。以上两类人，请自行拉黑俺。俺以有这样的朋友为羞。
1685254972# #转发微博
1617930190# #最底层的吏，以横征暴敛为日常。怕不是末世相之一吧。
1680253684# #这个报废年限也太短了吧！
1684378117# #转发微博
1690450452# #在乌克兰黑海港口遭受俄罗斯第三次无人机和导弹攻击的消息传来后，联合国秘书长古德雷斯做出了一份令人瞩目的表态。他强烈谴责俄方的行径，并发出警告：“破坏民用基础设施可能构成违反国际人道法！”关注俄乌局势最新进展
1690292067# #万达地产喜提老赖？
1688012643# #转发微博
1593847477# #曾经自己摘了些茶菁，手搓后直接冲泡，兰花香气沁人心脾。就在外面那个阳台。goodgoodgood
1661989299# #发国难财？【成都收巨额消杀费公司仅成立1个月】成都收巨额消杀费总公司参保人数仅6人8月30日，有网友反映成都一理发店因顾客确诊，后有“指定单位”对店铺进行消杀，事后要求理发店支付16346元的消杀费用。官方回应涉疫理发店消杀被收1.6万元称不清楚费方资质情况，已约谈相关企业负责人。。企查
1702087493# #赞一个
1552552442# #问她去哪，买张车票给她，不要直接给钱
1602811663# #@侯宁
1684377218# #转发微博
1697009202# #跟凤凰记者看尿裤子？大鹅啥惨样心里没点逼数？
1692695500# #同意，转发。鵝粉别生气，伤身体不好。雪山财金公众号。100多年来，卢布就是这种本性，。不管沙俄的卢布，还是苏俄的卢布，。俄罗斯联邦的卢布，。都奔归零去的，。没有例外。。这是俄罗斯的民族劣根性决定的。。如果这个世界有劣等民族的话，。非俄罗斯莫属，。这个劣等民族发明癌症，。传染癌症，。100多年了
1697082540# #威马汽车，烧光350亿，欠债460，然后老板跑路出国了。前有乐视，今有威马。还有的，在路上，，，威马汽车
1659663969# #这个老头干啥的？有没有做出一个违背祖宗的决定？
1692659066# #转发微博
1699779073# #转发微博
1701209966# #网友疑问，支持民营企业的文件好多，为何就是促进不起来？头条网友:昨天又公布了支持民营企业25条，我又翻看了历史新闻，今年已经公布一次31条。一次28条，一次22条，加上今天的25条，这是本年度第四次颁布支持民营企业发展的举措了。。这里我想说的是，口号虽好，但是希望能落实到实处。危机已经到来了
1682390090# #转发微博
1681998299# #转发微博
1691548585# #转发微博
1664010044# #【背着6000片卫生巾上大山】爱因为有你而温暖，每一个女孩都应该被温柔对待。近日，40多名支教老师深入大山，在数十所山区学校进行至少为期一周的公益支教，为山区女生送去6000多片日用夜用卫生巾，并给学生们开展了一堂“生理期健康课”。在关注女生经期生理健康的同时，传达了正确的女性精神，将爱
1696598497# #这估计是国庆长假中唯一的一个好消息。不知道周一股市会不会大涨。
1645752131# #治乱需用重典！
1571885660# #雪山财经全新RAV4荣放疑似售价曝光10月25日上市
1571689234# #陈秋实这个蠢货，显然是书读得太少就跑出来哗众取宠，尤其是历史书。古今中外，凡是奶头文化繁荣的社会，都是政府管治相对宽松的社会。凡是强调禁欲的社会，都是扼杀人性最残忍的社会。中国有存天理灭人欲，欧洲更甚，最黑暗的时代，连桌子腿都要用布围起来，因为不让你联想到姑娘的大腿。
1690762527# #转发微博
1605620640# #啥情况？
1682496968# #
1661323001# #绿码不让送别离世亲人？讲什么人性人伦。抗疫大于天！
1664184008# #【俄罗斯一征兵处发生枪击现场视频】据俄罗斯红星电视台，当地时间26日，位于俄罗斯伊尔库茨克州的一个征兵处发生枪击案，一名男子随意向房间内的人群射击，导致1人受伤。案发现场被目击者拍下。目前该男子被拘捕，作案动机有待调查。（总台记者张誉耀）
1685438252# #谁在撒谎？河南河南阴雨麦子发霉河南紧急下拨2亿元用于小麦烘干
1663248710# #【11岁女孩自学建模实现盲盒自由网友：重生之我是建模师！】近日，江苏江阴网友晒出“女儿自学建模”的视频引发网友关注。据孩子妈妈黄女士介绍，孩子今年11岁，目前上五年级，自小喜欢画画和捏粘土，一次偶然的机会黄女士将建模绘画等相关软件推荐给女儿，仅用1年半的时间就可以熟练操作了，并通过
1606173562# #转发微博
1703077812# #我也不信
1691298117# #又怕你不摸，又怕你乱摸？
1663720520# #【鲸视频：iOS16主动粘贴不再弹窗，Pro机型将占iPhone14出货量65%】iOS16电池百分比增加电量显示9月21日，苹果向iPhone用户推送了iOS16.1开发者预览版Beta2更新。iOS16用户遇到的频繁粘贴许可弹窗已在iOS16.1Beta2中解决，以及开启电池百分比后，随着电量降低，仍会有进度条的流失。此外，
1682549444# #【丫丫启程回国一起欢迎丫丫回家心】多日的盼望和牵挂后，“丫丫”回国进入倒计时！再过不久，旅居美国20年的大熊猫“丫丫”即将登上飞机，启程回国。微博昵称上线熊猫小图标，带话题一起欢迎丫丫回家发微博，或转发本条微博，在昵称后点亮熊猫小图标，一起守护丫丫回家。愿丫丫一路安好，我
1696730205# #不应该是一切责任都美芳吗？
1701093871# #大到超过你的想像
1655186626# #唐山烧烤店打人事件引发的连锁反应。俺觉得重视治安的出发点是好的，但是应该打造的是一个综合的政，商，生活，社会全面和谐的健康环境。手段除了武力保障外，宽松的氛围和适度的宣传都可以用。在治安环境基础原来就不错的地方搞这种形式主义，反而让老百姓感觉到不安全。
1690344300# #转发微博
1664193882# #这个泰国宣传广告有点意思。。一本正经地荒诞。（
1685453726# #转发微博
1690841885# #我支持早日统一台湾，让大陆农民的社会地位和福利保障向台湾农民看齐。
1690759311# #转发微博
1656477120# #【消息称苹果5G芯片研发失败（调制解调器芯片）近两年将继续使用高通芯片】巴西或强制iPhone使用USB-C。天风国际分析师郭明錤表示，“最新的调查表明，苹果5G调制解调器芯片开发已经失败，高通将仍然是2023年款iPhone调制解调器芯片的独家供应商。”郭明錤表示，他预计苹果将继续开发5G芯片。根据
1703042909# #要点脸吧！
