1650668899# #人应有志，勤学，作事要有恒心。。曾国藩
1662171605# #转发微博太阳早安，城民！⏰00:30曼城将在客场对阵维拉，你预测本场比分是：✍️
1673595095# #同是天涯沦落人，相逢何必曾相识！。出自唐代白居易的《琵琶行》。。解释：同样都是天涯沦落的可怜人，今日相逢何必问是否曾经相识！。。赏析：诗人感叹自身沦落天涯，同病本应相怜的失意人的鼓励、安慰和叹息。
1659195519# #🙏🙏🙏
1680872040# #重磅利好！券商再迎"降准"，预计释放超百亿资金！牛市旗手要嗨了？影响多大？→
1665853630# #股市常识。底部情绪，正好有疑似急事要钱，大件坏事将至，人类末日在加速。。头部情绪，大事化小事，国家支持，人类有未日也远着呢。头部集量。
1680716866# #"脚踏实地地工作，平易近人地待人，身体力行地做事”，。吴宗权为人低调和勤奋学。生活常识
1658454808# #转发微博
1695118859# #1-8月份，国内粗钢生铁钢材产量均同比增长。中国粗钢产量71293万吨，同比增长2.6%；钢材产量90920万吨，同比增长6.3%。钢铁钢厂粗钢钢材生铁钢铁钢铁厂钢材价格钢材贸易钢铁加工，
1662639006# #中秋满月最圆时刻：10日17时59分。9月10日将迎来一年一度的中秋节。有天文科普专家表示，今年中秋是“十五的月亮十五圆”，中秋满月最圆时刻为9月10日17时59分。
1662192825# #腾讯新闻53岁爸爸送女儿出嫁，气质和魅力惊艳全场，网友：一家人颜值都在线来自
1692679996# #人弃常，则妖兴。强，人伦纲常为民族脊梁。
1673529206# #鸿腾精密或取代歌尔。盘中大涨超30%。受苹果新产品将于2025年采用MicroLED屏幕消息影响，今日，MicroLED概念股午后拉升走强。截至收盘，亚世光电涨停，聚灿光电、中京电子、华灿光电、乾照光电、雷曼光电等纷纷走高
1676651847# #定投。今天18日收盘，买了某银行1000股7.13元
1678972868# #生活常识。人与人之间，最低层次的关系是利益，往上是情感链接，最高层次是价值观的认同。。。——胡适
1697961255# #李诡祖，是中国民间信仰的一位财神，也是九路财神之一。生日九月十七，忌日七月廿二。在中国民间称增福相公，文财神，增福财神，福善平施公。魏孝文帝时任曲梁（治所今河北永年东南）县令，清廉爱民，去世后立祠祭祀。唐明宗天成元年（926年）被赐封“神君增福相公”，元世祖（1295-1307）被赐封
1688933727# #《左传》中有“慎始而敬终，终以不困”，。按现代语言解释就是：仔细、谨慎地开始动手做某件事情，自始至终毫不怠慢，就不会有窘迫之患。
1702545163# #亚辉龙688575：近日与科学技术部签署《国家重点研发计划项目任务书》
1668764778# #转:巧遇深圳鹏城本地茶粿节！吃吃吃！
1673429733# #11日，两市股指盘中震荡回落，沪指尾盘翻绿，创业板指、科创50指数跌超1%；两市成交约7400亿元，北向资金逆势大幅净流入，全日净买入超75亿元。。。截至收盘，沪指跌0.24%报3161.84点，深成指跌0.59%报11439.44点，创业板指跌1.13%报2445.97点；两市合计成交7418亿元，北向资金净买入76.14亿元。。。盘面上
1669453972# #转发微博
1666295659# #二哈二哈二哈
1659623209# #LeonardCohen《InMySecretLife》
1650306452# #转发微博
1681242137# #东方财富股票【君实生物(688180.SH)：senaparib用于晚期卵巢癌全人群一线维持治疗的III期临床研究达到主要研究终点】君实生物(688180.SH)发布公告，近日，公司与南京英派药业有限公司(“英派药业”)合作开发的聚腺苷二磷酸核糖聚合酶(以下简称“PARP”)抑制剂senaparib(产品代号：JS109/IMP4...
1670126009# #转发微博
1670742496# #NovoAmor《Colourway》
1685776460# #宋代苏轼的《稼说送张琥》中所写：。吾子其去此而务学也哉！博观而约取，厚积而薄发，吾告子止于此矣。。“非淡泊无以明志，非宁静无以致远。”出自诸葛亮54岁时写给他8岁儿子诸葛瞻的《诫子书》。『习近平谈文化传承发展，这些提法很重要！』
1655337383# #股市常识。这6只股票都曾是大牛股（大妖股）要退市了，所以尽量不要把将曾经的大牛成为投资标的，只可投机！集体告别A股！这6只股票即将摘牌其中两只最后一刻仍封涨停
1684624252# #今天是5月21日，星期日，早安，时至小满，年将过半，人生不求太满，小满...即是圆满，余下的日子里，惟愿小有所得，小有所满，生活无恙，健康平安！小满
1678935609# #传花令一一带有平湖二字的美诗。渺渺平湖浮碧满，奇峰四合波光暖。----《渔父舞》----史浩
1666159275# #股市常识零和博弈（zero-sumgame），又称零和游戏，与非零和博弈相对，是博弈论的一个概念，属非合作博弈。它是指参与博弈的各方，在严格竞争下，一方的收益必然意味着另一方的损失，博弈各方的收益和损失相加总和永远为“零”，故双方不存在合作的可能。。
1658414976# #上下床
1677980331# #美国有意把俄罗斯推倒重来
1663085002# #DanaWinner《MoonlightShadow》
1671099802# #温馨提示：👉👈。1）布洛芬类不能和对乙酰氨基酚同服。2）头孢类不能与藿香正气类同服。3）连花清瘟不能与藿香正气类同服。4）没有症状不要随便服用任何药物『多喝温盐水！医生感染奥密克戎5天转阴，给出六个建议-今日头条』
1682527509# #小野丽莎(小野リサ)《ICan'tStopLovingYou》
1673161000# #万业复苏，材料、电力等等基础产业先行！
1662223680# #【何塞普·瓜迪奥拉百度百科】何塞普·瓜迪奥拉（JosepGuardiola），1971年1月18日出生于西班牙加泰罗尼亚大区桑特佩多市，前西班牙职业足球运动员、教练员，曾执教巴塞罗那B队...
1674826401# #预防胜治疗
1702982679# #转发微博
1698157757# #【夜读：长相年轻，是因为这四点】①坚持运动：让自己变好，从锻炼身体、强健体魄开始。②内心善良：在有限的生命中，真心善待身边的每个人。③追逐梦想：制定计划、勇敢出发，让梦想照进现实。④热爱生活：平凡的日子里也藏着无数小确幸。共勉！
1675273591# #转发微博
1657820519# #《人民网评：为全球互联网发展治理贡献智慧和力量》一系列重大举措、重大倡议为构建网络空间命运共同体贡献了中国智慧和力量。
1659812010# #东方财富股票【海南将开展全省核酸检测！离开三亚动车组列车全禁售航班大面积取消】我们看一下疫情的情况。海南：将开展全省核酸检测据新海南客户端，8月6日下午，海南省新冠肺炎疫情防控工作指挥部举行第四十场新闻发布会，通报海南省新冠肺炎疫情防控工作有关情况。会上通报，海南严格落实国务
1681259905# #转发微博
1686722395# #常常在赌博的人，情绪化是正常的，见惯不怪，但本人应注意。
1695957739# #转发微博
1683052595# #转发微博
1670560717# #少年按情绪办事，成年按感情办事。理性的还应按时钟办事！
1652316052# #转发微博
1686266898# #一个好选择。梅西正式宣布加盟美国职业大联盟的迈阿密国际，接受专访时梅西谈到了很多，其中包括他一直愿意回到巴萨，但老东家没有给出正式、可以签署的报价合同。梅西称如果自己想要赚更多的钱可以去沙特等地方，选择迈阿密和家庭等层面有很大的关系。这样梅西暂时结束了五大联赛之旅，职业生涯在俱乐
1692121341# #8月7日，左剑履新后的首秀——汇添富成长领航（018442）已经正式发行。『汇添富基金左剑：20年投资老将再出发』
1675356429# #老鼠从来不会认为自己吃的东西是偷来的，苍蝇也不觉得自己脏，蝙蝠也不觉得自己有毒，抽烟的人是闻不到自己身上的烟味，毕竟在乌鸦的世界里，天鹅也是有罪。思想不在一个高度，没必要互相征服，你不信佛，寺庙里也从来不缺上香的人。"人生感悟语录
1684409265# #我国对芯片的需求非常大，随着国产芯片的发展壮大，取消订单将成为“新常态”。中芯国际将成为最大的受益者，并彻底改变市场格局。
1699117708# #发改委、能源局正式发文：“新能源+储能”将进入现货市场！储能新能源发电
1702985090# #【600亿巨头大利空！】近几个月陷入反腐漩涡的上海医药，12月17日又曝利空。在原总经理陈彬华、原副总经理黄臻辉于9月被查之后，上海医药全资子公司上海上药第一生化药业有限公司，近日因违反《反垄断法》被合计罚没4.62亿元，占上海医药最近一个会计年度经审计的营业收入和净利润的比例分别为0.199%和
1696924930# #恢复驾驶资格考试，“跨省可办”！百度地图笔记恢复驾驶资格考试，“跨省可办”！兰州公安车管兰州市公安局交通警察支队2023-10-102022年4月1日起，公安部新修订的《机动车驾驶证申领和使用规定》（中华人民共和国公安部令第162号）正式实施。同时推出的多项便民利企新措施，对于广大驾驶人可谓“福
1688632748# #转发微博
1685781041# #网暴之后，谈善、恶，生活常识。必多读《四书五经》，多读伟人之书，方知善、恶，顺则善，逆则恶，只怕在歧路上越走越远，知善恶方可行善去恶积德
1675589386# #《冬夜读书示子聿》。（南宋）陆游。古人学问无遗力，少壮工夫老始成。。纸上得来终觉浅，绝知此事要躬行。
1652286146# #A股市场迎来久违的放量上涨！。。在时隔两个月之后，仍处于相对底部的A股市场迎来了放量反弹行情。5月11日收盘，A股三大指数全线上涨，成交金额再度回到万亿以上水平，最终成交约1.07万亿，较上一交易日多出了2300余亿元。这意味着，今天有万亿资金卖出，亦有万亿资金在这个相对的底部抄底。。。那么，究竟
1702739226# #八道菜靓汤
1702292482# #十大贵命命格是什么真正上等八字命格。周易。　　在八字运算学原理，不同的生辰八字是有着不同的运势和性格特征。那么十大贵命命格和真正上等八字命格是什么?所以接下来就让我们一起去分析一下。。。十大贵命命格是什么真正上等八字命格。。　　十大贵命命格一、寅字带印。。　　寅字带印命格的人，注定是
1687730986# #人对规则有几种人，。一种无知或故意触犯规则的人，。一种是遵循规则的人，。一种是维护规则的人，。一种试图修改规则的人。
1702268627# #转发微博
1658668724# #人性中最大的丑恶，不是自私，也不是贪婪，不是虚伪，也不是狂妄，而是为难他人，尤其是获得了某种利益和权力以后，想各种办法为难他能够为难到的人。--稻盛和夫
1660930592# #《四书五经》《礼》。礼节如人之气脉，使君臣、亲疏、贵贱、长幼、男女之间的人伦关系，变得畅顺。。礼不下庶人，刑不上大夫。刑人不在君侧。。指礼节不适用于平民百姓。。礼必以诚为基，必有忠信，竭尽自己的真情，致其敬爱。
1693412699# #转发微博
1674197142# #看法国足球队吧！我认为是非洲球队呢。
1670430449# #世界杯八强
1697478332# #转发微博
1652491856# #转发微博
1653851426# #转发微博
1675384432# #马明宇扎根青训，重塑男足形象，他是李铁学习的榜样
1672836504# #何因守道而受苦一再。
1678290331# #听不懂的呆子。
1658762642# #普法言语威胁说要杀人，这种情况属于恐吓，触犯《中华人民共和国治安管理处罚法》，处以五日至十日拘留，五百元以下罚款。《微信群内辱骂并扬言要杀人被刑拘，网络时代也别口无遮拦！》一言不合就互相辱骂甚至扬言要杀人你以为只是在微信群说就没事了吗网络不是法外之地法律的处置在等你宁夏4人
1696357822# #ClassicalArtists《命运交响曲(SymphonieNo.5Op.67)》
1702715033# #东方财富恒大高新（002591）东方财富
1679967522# #接地气学俚语，如拾金。。君子务实，闲人事多。那怕是学习孙立人将军日理家务二次。你若立旗，周边皆繁花。
1668309793# #政治周期必然启动经济、金触新周期。人们普遍说看不清新团队的方向意图政策，而且也没有发布政策，这个不是正确的思维方式，有生于无，有一个逐步的展现暴露发布的过程，将要发布的那些政策一定是用来解决问题的也一定是尊重客观规律和现实的，从而在整体上，一方面必定会随着新领导团队的到位他
1659882552# #《新援马内首发破门德甲揭幕战拜仁大胜》新援马内首发破门德甲揭幕战拜仁大胜
1689569569# #东方财富股票初步核算，上半年国内生产总值593034亿元，按不变价格计算，同比增长5.5%，比一季度加快1.0个百分点。分产业看，第一产业增加值30416亿元，同比增长3.7%；第二产业增加值230682亿元，增长4.3%；第三产业增加值331937亿元，增长6.4%。分季度看，一季度国内生产总值同比增长4.5%，二季度
1667833049# #生活常识。婚姻本来就是一场合作，没有必要弄成爱情的样子。记住了，爱会消失。底层男人为了续香火，中层男人为了找帮手，高层男人为了找队友，渣男终极就是为了要你扶贫……
1686540742# #BoneyM.《Sunny》
1652168536# #5月10日电，大盘全天低开高走，创业板指大涨超2%。盘面上，基建股全天强势，板块内个股再掀涨停潮，浙江建投8连板。赛道股迎来反弹，芯片、光伏、风电等板块大涨，多股涨停。金融股午后反弹助推指数走强。下跌方面，油气、煤炭等周期类板块全天低迷。总体上个股涨多跌少，两市超3600只个股上涨。市场短
1657634436# #转发微博
1673272465# #东方财富股票【两部门：2023年对月销售额10万元以下的增值税小规模纳税人免征增值税】对月销售额10万元以下(含本数)的增值税小规模纳税人，免征增值税。(来自
1650671492# #3月21日是世界睡眠日。智联研究院联合JustSoSoul研究院于当日共同发布《2022中国职场青年睡眠质量报告》。报告显示，超半数职场年轻人每天都要熬到深夜0点以后才睡觉，只有2%的人能每天睡足觉，而超八成年轻人每天平均睡眠不足。
1666248568# #似乎对鸡头凤尾有了新的注脚，也许凤尾在天！
1669659169# #转发微博
1650881845# #神土有球星，中国足球文化有问题！
1660995851# #男女能平等？在决定性的工作，只有男人在做！男女平等其实是＂嗟来食＂！如果你耕过田，打过战，男女的不平等，是由劳作的强度和能力决定的！如果你家里来了强盗，谁第一个进入战斗。别坐在男人的大腿上指点东西,好自为之！
1695397254# #转发微博
1671590215# #转发微博
1692620408# #AndyBlues/华灯初上《斯卡布罗集市(英语)》
1689952903# #转发微博
1695003158# #转发微博
1696925415# #乱有点乱。北韩有个好主计，谁打吾，吾就打南韩。。俄罗斯也心生好计，谁打俺，俺就支持打以色列。允悲
1651236471# #转发微博
1690425173# #大银行好许冠杰《最喜欢你》今天金厕比茅厕好！
1671119027# #中国男足全部战胜过
1652567890# #1.1绪论导学
1660896774# #允悲允悲允悲允悲允悲AI为您选歌Westlife《MaybeTomorrow》一秒钟沦陷！
1658327181# #晚安。“你期望什么就会得到什么。只要你满心期待事情会顺利进行，那么，事情就一定会顺利进行。”月亮
1684090951# #韩宝仪《只要你过得比我好》
1670496968# #关于印发新冠病毒感染者居家治疗指南的通知『这张国家开出的药方，请收好！』
1662563914# #“大旱之后必有大震”的说法，将此次地震与今夏南方部分地区的干旱天气相联系。中国地震台网中心研究员孙士鋐表示，目前，学术界对于干旱和地震的关系存在争议，尚无定论。不能就用一句“大旱之后必有大震”来标签化、简单化理解，更不能在一次地震发生之后来过分放大传播这句话。在地震预报领域，也不
1674741727# #八道菜
1661866546# #『大鹏新区：女子深陷“杀猪盘”骗局大鹏民警见招拆招』
1697372651# #玉置浩二(たまきこうじ)《夜色(Night)》
1700478297# #海关数据显示，前三季度，我国以锂电池、电动载人汽车、太阳能电池为代表的外贸“新三样”产品合计出口7989.9亿元，同比增长41.7%。光伏外贸出口新能源街边路透社
1678613586# #盐湖股份发布业绩快报，2022年归属于上市公司股东的净利润156.14亿元，较上年同期增长248.65%。报告期氯化钾及碳酸锂产品市场价格上涨，公司业绩较上年同期大幅上升。
1683382234# #股市常识生产常识。群众想到又想做的生意，必然是又苦又累利润又没有多少。。只有群众想不到，想到又不愿做，想到又条件不许可，或熟视无睹的生意才是好生意。
1650917633# #马斯克动真格了，在一份周四公布的文件中，马斯克表示鉴于推特董事会没有作出回应，他正在探索直接从股东手里购买推特部分或全部股份的可能性。马斯克已经锁定464亿美元的资金，包括摩根斯坦利等公司提供的250亿美元的融资，以及马斯克自己承诺的210亿的股权融资。另外其他参与的机构包括：美国银行、
1701332761# #转发微博
1659186815# #TCL两轮校招共计招聘4509名2022届大学生，较去年同比增长76%。从人才结构看，今年TCL校招生中技术研发类岗位占比超三分之一，集中分布于材料科学、光电科学及电子信息等技术类专业。其中，硕博占比40%，为公司硬科技研发蓄能。
1693495795# #转发微博
1656019140# #《卡塔尔世界杯单曲《BetterTogether》不好听？请用正确方式打开》卡塔尔世界杯单曲《BetterTogether》不好听？请用正确方式打开
1689151713# #转发微博
1686136982# #明年预期有10%，如何？
1663571728# #转发微博
1694944769# #转发微博
1673703958# #最贵的中场2亿欧！曝皇马挖世界杯红星，或创121年纪录，比C罗＋贝尔贵
1670854245# #央行：11月末M2余额264.7万亿元同比增长12.4%。证券时报网。据央行12月12日消息，11月末，广义货币(M2)余额264.7万亿元，同比增长12.4%，增速分别比上月末和上年同期高0.6个和3.9个百分点；狭义货币(M1)余额66.7万亿元，同比增长4.6%，增速比上月末低1.2个百分点，比上年同期高1.6个百分点；流通中货币(
1651985276# #生活常识。谨慎使人类得以生存！。乐观使人类得到发展！
1657947097# #市场有现金啦！允悲允悲允悲！什么茅厕，什么宁厕却被炒上月球！金厕，银厕被狂殴，中国股市没救了，能在3300点站稳就不错。。《thebigshort》。大空头。。原来做短线者是大空头！别误解，应正确了解现估值是否太高！
1679759676# #漂亮的大鸡。随着国家野生动物保护法规的颁布和人们增强了对野生动物保护的意识，山野里的野鸡（环颈雉鸡）越来越多了，在野外可以观赏到环颈雉鸡美丽多彩的羽毛和昂首高亢的嗓音。。这组环颈雉鸡就是在济南南部山区里拍的。
1672640272# #张学友《单车少女》
1699197988# #谭咏麟《朋友》（《龙兄虎弟》电影插曲）
1651784308# #转发微博
1689549572# #国有六大行4048亿元“红包”本周派发完毕股息率均超5％据统计，工商银行、农业银行、中国银行、建设银行、交通银行、邮储银行合计派发现金红利4047.6亿元，同比增长5.9％。按7月14日收盘价计算，国有六大行股息率均超5％，有4家超过6％，最高达6.7％。
1680798779# #股市常识写给未来的您！晚安。股票投资切勿急功近利，没想明白，切莫买入。然而，一般人很可能不会有那个耐心。当我们认清世界的规律、行业的规律、企业的规律、市场的规律之后，才能更好地运用，也就不会揠苗助长。缺乏耐心是一种人性弱点，也是一个认知问题，同时还是一个习惯问题。。。其次，不
1672923128# #DonWilliams《CryingInTheRain》
1688010705# #李大霄建议胡锡进：先研究全球最好股票再研究全国最好股票利润在几千亿以上公司优先考虑
1678527777# #大会经投票表决，决定李强为中华人民共和国国务院总理。。国家主席习近平签署主席令，任命李强为中华人民共和国国务院总理。
1659013035# #现在金融家考虑的第一问题，是货币何去何从的问题？我的回答是＂熵＂！
1681765283# #怎么说去的？『深夜利空！A股公司高管被刑拘！近40股遭集体减持，涉及AI、半导体、医药大牛股…』
1677248941# #【研报】业绩符合预期，受益国产化与智能化浪潮(来自
1695650155# #最近发现小杰克，不喜欢我玩电脑。喜欢我在大厅陪它。
1702119948# #转发微博
1677242565# #英国东印度公司：你以为它是公司？不，其实它是一个国家
1700097409# #、中国十大游戏公司排名是网易、世纪华通、三七互娱、完美世界、米哈游、昆仑万维、中手游、IGG和多益网络（排名数据南方财富网）。全球电子游戏产业已经有四十多年的历史，而中国的游戏产业发端于1994年。
1670752197# #转发微博
1698169519# #开眼界了
1670946890# #转发微博
1675156741# #31日，两市股指盘中弱势震荡下探，创业板指、上证50、科创50指数跌幅均超1%，两市成交约9000亿元，较昨日明显萎缩；北向资金净流入超100亿元。。。截至收盘，沪指跌0.42%报3255.67点，深成指跌0.8%报12001.26点，创业板指跌1.26%报2580.84点，上证50指数跌1.1%，科创50指数跌1.67%；两市合计成交9002亿元
1677848771# #领导者的任务不是提供能量，而是释放能量。——德鲁克
1684393920# #糖果店的老板终于串了一串！
1672064355# #话筒
1689918836# #童心，蚁食，龟欲，猴行。『世上最高级的养生：童心，蚁食，龟欲，猴行-今日头条』
1659033313# #生活常识人生的复盘。与人之交，始于颜值（惊艳之举），敬于才华，和于性格，久于善良，终于修行。。俗言；互敬互助，磊石成山，才显光彩！
1702795331# #丘逢甲之孙香港商经局局长丘应桦（一）客家人艰苦耐劳崇文重教香港台湾梅州（编辑：李钧茹审核：魏博林监制：钟宇锋）
1677410202# #周易女命。古女命论详解。。女命以柔为本，以刚为刑，以清为奇，以浊为贱。八字之刚柔清浊宜细辩之。。。三奇得位，良人万里可封侯。。。三奇者，财官印也。女命以官星为夫，如甲生人见辛为官，即夫也。辛金长生于子，旺于申酉之地；以己土为财，得辰戌丑未之地；以癸水为印，得亥子丑之方；皆得其位，主其
1679759458# #科创50、芯片半导体、传媒被机构狂抛但光伏竟被买出历史新高
1674964712# #价值板块方面，建议关注银行、地产产业链、油运行业。
1680571520# #分享视频来自：全球宝藏音乐收纳《舒适解压神曲，家里有条件的一定带上耳机忘掉一切烦恼！纯音乐车载音乐回家的路》
1661093105# #转发微博
1666254313# #人生的复盘。鹰入鸡群，贪安乐，混入鸡群，渐变鸡，不能飞，后被当鸡蒸吃，似乎正在自己身上发生。
1663750006# #你缺乏灵感的时候，就会在西边住一住。。好像你的一生好的灵感都是从西边来的。
1672407606# #转发微博
1685175749# #分享视频歌手：MatthewLien《布列瑟农(KTV版)》
1665337806# #分享视频歌手：零点乐队《粉墨人生(KTV版)》
1661655488# #转发微博
1660035870# #赵传《爱要怎么说出口》
1694538541# #转发微博
1677248271# #1901年，李鸿章去世，他大约留给子孙4000万两白银（约280亿），9年后，其孙子李国烋（xiāo，又叫李子嘉）分得1.3万亩田，1片山场，1座楼房，1栋别墅，每月可领500银元，没想到，李国烋去世，却只有一张草席裹尸。。李鸿章1901年去世，孙子李国烋1910年出生，李鸿章活着时没有看到孙子的出生是他的一
1662281427# #生活常识小隐变大隐呼！。在没有监督的地方，更加不是普通人呆的地方啊！。【还俗后的柳智宇发声：主动要求降薪至2万不打算买房买车】同事谈还俗后的柳智宇据九派新闻报道，临近春节的一天，柳智宇告诉父母、朋友，他要还俗。脱掉僧袍后，他回到武汉的家中过年，有种“轻松自由，云淡
1674718917# #当克林顿在叶利钦的背后拍了一下，然后双手比画一个大园球。叶利钦这个时候的感受真的有点难受，这个时候也许他想死都有份！
1660723190# #8月17日，两市早盘探底回升，午后在金融、酿酒等板块的带动下强势拉升，沪指一度逼近3300点，深成指涨约1%，创业板指涨超1.5%；两市成交额再度突破万亿，北向资金净买入近70亿元。。。截至收盘，沪指涨0.45%报3292.53点，深成指涨1.01%报12595.46点，创业板指涨1.7%报2777.91点；两市合计成交10745亿元，
1657405784# #与人交往中，如何识人？。1、体毛旺盛者，一般欲望较强。譬如说：胡子，胸毛，腹毛。。2、一个人有多幽默风趣，城府心机就有多深。。3、一个能够隐忍的人，必是大狠。。4、眼窝比较深的人，一般心思重，城府深。。5、恋爱中，主动的、付出多的一方往往爱的更深。。6、当一个人目光呆滞，装傻充愣的时候
1665218889# #LeoSayer《MoreThanICanSay》
1685536457# #转发微博
1659267233# #转发微博
1690982016# #好人半自苦中来，莫图便益。。世事皆因忙里错，且更从容。。曾国藩
1660632064# #英雄识英雄（感情）。胡耀邦向叶剑英简要介绍了有关情况。叶听罢，意味深长地对胡耀邦说：“老弟啊，你在旧社会少吃了几年饭，你斗不过他们哪！在西安说不清楚，回到北京去谈嘛！”胡担心地说：“我走不脱呀！”叶剑英爽快地说：“我带你走嘛！”。随后，胡耀邦便请假以回京治病为由，搭乘叶剑英的军用专
1689097582# #忠诚于自已的义务和责任。
1662321745# #实时播报：【智能家居也受挫上游芯片股危中寻机】继手机、平板以及PC电脑出货量下滑之后，智能家居市场也迎来了波动，不复昔日的红火态势，而这一情况也向上传导，使得上游芯片公司营收、利润双双下滑。一些科创板被视为“小而美”的公司素来被寄予厚望，而在今年中报发布后，其业绩也纷纷“变脸”。
1698323834# #建议鸡蛋不要放在一个篮子里。君弘视频|如何在市场底找出高胜率股票？国泰君安首席投顾。①群众盲区，估值极低，。②业务反转，含扩大再生产。。边风炜解析两个关键判断标准。更多精彩，尽在国泰君安君弘APP！金融财经投资商业思维股市常识
1677512721# #『ChatGPT对银行业有何启发？兴业、浦发、平安、上海、网商等7家银行科技负责人这么看』
1678546565# #医疗器械龙头股一览表2021。300298三诺生物。。300018中元股份。。300318博晖创新。。600763通策医疗。。300206理邦仪器。。300677英科医疗。。300529健帆生物。。300015爱尔眼科。。300685艾德生物。。300406九强生物
1692761669# #送杜少府之任蜀州。唐·王勃。城阙辅三秦，。风烟望五津。。与君离别意，。同是宦游人。。海内存知己，。天涯若比邻。。无为在歧路，。儿女共沾巾。
1674989368# #神仙湖旁春波绿，春梅枝头紫点红。
1671023084# #跳蚤与蜘蛛侠的连线，关键在于梅西在大禁区边的左眸一下，后面一连串动作都环绕这一眸而做，使阿尔瓦雷斯的工作变得简单！
1658096155# #转发微博
1667051689# #“留信做的确实非好”，显然，他对东方港湾旗下基金经理张留信的赞赏，更吸引关注。
1657880075# #转发微博
1673843899# #生活常识。自身修养是什么？道德、礼貌、名份(定位)。
1691948208# #转发微博
1676737625# #叶剑英1978年所作《绝句》更是叶剑英暮年壮心的直接抒怀，诗中写道：“百年赢得十之八，老骥仍将万里行。小憩羊城何所遇，英雄花照一劳人。”
1696169977# #太牛了！创造历史！中国香港1比0伊朗晋级四强！加油加油！中国香港1比0伊朗晋级四强中国香港1比0伊朗杭州亚运会
1699347181# #盘中小经验背图一般都有二重底
1661395970# #瞻剑英，观白石，知天祥，也读清史，回溯人生。。始知轻重二字。。人生的复盘
1673162990# #我的成长纪念我的粉丝突破5万，获得了五万粉丝成就专属纪念勋章。
1686462197# #A股迎10年来最大IPO！先正达下周上会募资650亿元A股
1698061867# #一文了解华为汽车产业及相关概念股汇总「收藏备用版」
1675706043# #【ChatGPT概念继续逆市大涨两翻倍牛股齐发公告降温】。随着ChatGPT在全球爆红，掀起行业关注热度的同时，这一聊天机器人也在二级市场造就了“ChatGPT热潮”——海天瑞声、云从科技已成为兔年首批“翻倍牛股”，汉王科技实现六连板。不过，情绪趋于高潮之后，两只概念股在今日晚间均发布异动公告，表示
1694664274# #宏观察社会生产的剩余资金是有的，控好楼市，股市有资金，控好股市，楼市有资金。
1657856987# #经济管理类公开课，码住。
1684296637# #苹果+微软的市值5万亿～=整个香港市场。
1678367543# #成败皆因坐庄
1662097542# #Lenka《TroubleIsaFriend》
1677641433# #挑大的，买贵的！。国人爱好之一什么都要大的，番薯都要的大！白眼
1665292980# #"底部诀”：股市常识。。大跌过后红三兵，逢低关注别犹豫。。低位涨停双响炮，持股不动等拉升。。双底构筑最经典，突破颈线就升腾
1681398712# #马化腾就是低调，谦虚，扎实，务实，与马云就是完全的不一样强强
1652681790# #利可共而不可独，谋可寡而不可众。独利则败，众谋则泄。。。——曾国藩
1698505225# #赵雷《让我偷偷看你》
1686198191# #长城人寿举牌中原高速，谁来举牌赣粤高速？。赣粤高速为国企，且参股券商和保险，市净率只有0.5，市盈率只有5.0，市值只有85亿，期未现金及现金等价物43亿多（现金奶牛），没分配利润113亿，有成妖的潜力。
1675421073# #深圳大学进步很大↓
1677904257# #HBO讽刺喜剧剧情片(第二季全
1681245069# #中国前首富、汉能集团创始人李河君，旗下的汉能系9家核心公司遭破产清算，昔日新能源巨头“崩盘”。他山之石『集中破产！昔日千亿首富“凉了”』
1679629393# #转发微博
1657466781# #【专家称今年高温天气有一定极端性】。气象专家介绍，此次高温天气过程是今年以来影响范围最广的一次高温天气，并且强度大、持续时间长。中央气象台首席预报员符娇兰表示，入夏出现高温也是正常现象，但是今年高温的强度和持续时间还是具有一定的极端性。上海上一次40度高温日是5年前
1661271587# #易中天
1669578822# #山口百惠(やまぐちももえ)《しなやかに歌つて(温柔地唱着歌)》
1698292959# #转发微博
1653756151# #生活常识太美了！
1691780485# #做空美国股市，一天赚取12.5亿美元，约翰保尔森怎么做到的
1658406228# #欧洲央行将关键利率提高50个基点，为2011年以来的首次加息。欧洲央行主要再融资利率0.50%，预期0.25%，前值0%。欧洲央行边际贷款利率0.75%，预期0.5%，前值0.25%。欧洲央行存款便利利率0%，预期-0.25%，前值-0.5%
1666549303# #好的即时安静，即时起只谈风月文雅！。稻盛和夫的一段话:“人和人交往还是少说话，克制表达欲。平静温和就行，不自卑也别炫耀。别为了获得共鸣，讲起过往没完没了。无意间表现的品质，被对方发现才更招人喜欢，胜过千言万语。仔细想想，你哪次滔滔不绝后，带来的不是悔恨。安静，早已成了优点。”。。共勉
1684732702# #中国未来很可能走向通缩，我预期利率将大幅下降，未来股息率5%都是好票。
1659406383# #没事的，大胆抄底就是了
1667997811# #美国中期选举对于美国和全球经济的影响。共和党拿下了国会众议院，共和党支持的传统能源，军工板块股票有望上涨，民主党支持的新能源和环保板块以后获得国会支持力度将会减少。
1659805047# #张朝阳-秒懂百科秒懂百科：短视频涨知识，世界如此简单。
1686421713# #个人的思考:关于定存减息，未有整体降息，这样可以降低银行存款付息压力。这样银行宁可以较高收取贷款利率。但是可以把居民的闲散资金放出社会，收益①消费②创业。
