1701904500# #2024届高校毕业生预计1179万
1688724949# #给即将步入大学生活的同学们的一些建议。
1698853320# #总是焦虑的人，往往是“从小就紧张”造成的。各位做父母的需要注意一下
1692019133# #烟台到大连那个渤海跨海通道又有新消息，要进行地质勘查作业。
1695597467# #当8岁的儿子旁观了一场校园霸凌看来遭遇过或旁观过校园霸凌的还真不少，有些人直到成年后都没有忘记那段经历，看来校园霸凌对孩子的影响还真是不能轻视，对孩子的成长都有负面影响。如何破解呢？可能需要学校和家庭好好想想办法。
1691148573# #发改委：在扩大中等收入群体规模、推动重点群体就业等方面加强政策储备
1695795982# #久坐不动真的会痴呆吗可怕的是，不管你中间是否站起来活动，只要每天累积时间超过十小时，老年痴呆风险就会明显增加。你害怕老年痴呆吗？
1688735453# #阿里腾讯都被罚了，加起来超百亿，就当补税了吧doge就跟央企国企上缴利润似的，为国分忧，就当进一步履行社会责任了。两位小马哥应该是理解的吧。蚂蚁集团被罚71.23亿元财付通支付科技有限公司被罚没近30亿元
1693659420# #缠小脚的老人健在的已经越来越少了，在清朝的时候，女人缠脚可能跟现在穿高跟鞋一样是一种时尚吧？据说只有大户人家的千金小姐才缠脚，干体力活的底层劳动者是不缠脚的，没法干活了。
1697801121# #这政策挺好啊，当年好像也有过这样的政策。有的人创业成功了就出来了，有的人没成功又回去了。
1701845700# #不要动不动就输液，危害很严重且长远。
1697535780# #雄安大学，什么时候开始招生？
1699342440# #河南濮阳多人贷款买房被银行办了消费贷……有些银行工作人员为了业绩真是不择手段，不过这也体现了贷款人没有法律意识，不看合同光听别人嘴上说。河南濮阳多人贷款买房被银行办了消费贷还了两年多的房贷竟是消费贷
1702339980# #浙江省教育厅厅长毛宏芳逝世，享年58岁蜡烛
1698551100# #以色列军方称哈马斯成员证实该组织藏身于加沙地带医院地下。看来加沙的医院又危险了，医护和病人得抓紧撤离了。以大使称以色列目前不打算退出联合国
1696346460# #不要把工作当成天大的事，不要把感情当成天大的事，不要把别人的看法当成天大的事……没有什么天大的事，都会随着时间过去，对你造成影响的是你的主观情绪，外界因素只是诱因。
1698804558# #两个人都有错，且面试者有错在先，建议通过法律途径解决思考
1703727209# #这个可能更接近于现实。而那些动不动开个店月入几万的，甚至收废品月入几万的，都是百里挑一拿来鼓励人的。
1699525627# #这次我相信官方说的是兔头，老鼠很少有白毛的吧，兔子白毛的倒是很多，而且兔子的嘴巴和老鼠很像。
1699313242# #蜡烛蜡烛蜡烛悲剧。这个场馆多少年了？很老吗？这场雪有多大？破记录了吗？
1688650110# #各省抑郁症患病率，这个跟什么有关系呢？人口数量？还是经济发展水平？还是高考录取率？
1698149632# #丢人丢大了，丢到国外去了，现在几乎没有一个人替这个女的说话了。
1701668100# #不知道是不是杜撰的，但有些老人对老家邻居和亲戚的那个面子看的确实过重
1702482120# #邻国10岁的女将军已经在电视上发表重要讲话了，我国的同龄人还在家里刷手机doge干部年轻化落实的太超前了。
1691126541# #水务局回应两女子江边放生鱼豆腐之前还看到过放生矿泉水的。其实这些放生的人总体上都是善良之人，是想积德行善的，但被一些自媒体文章或者假大师忽悠了，才做出了这种令人费解的事。把钱捐给遭遇洪水灾害的地区绝对比放生这些没有生命的东西积的德更多，孝敬孝敬家里的老人帮助一下有困难的人，也比
1698839880# #纽约的万圣节是这样的。这么看来，上海的确实已经被改良了，具有地方特色了。
1695307673# #比网瘾危害大的事情太多了，其实那些不良嗜好当中，网瘾可能是危害最小的。
1692960797# #核污水排海后中国渔民直播遭谩骂人们看新闻看的吓坏了，各地抢盐的都那么多人，可能他们确实很害怕。不知道海鲜会不会降价，会不会有人抛售海景房，会不会有沿海地区的搬家到新疆去doge
1696746600# #周其仁老师敢说呀，权力缺乏监督确实是大问题，一个村长都能贪上亿，这是什么概念
1703811894# #【82岁院士自曝每天熬夜到2点】院士说我们吃苦是为了下一代不吃苦北京，八旬院士刘嘉麒，做火山研究60多年。从年轻时开始，他就习惯熬夜学习，37岁又二度考研，共做了27年学生。尽管已经82岁，他仍然每天工作到凌晨2点、在线为青少年做科普，被网友亲切地称为“火山爷爷”。刘爷爷说，不要总说年
1699360620# #少林寺方丈师永信造访Meta总部，现场以主题“禅宗遇到AI”做演讲分享，武僧表演了少林功夫。
1696893840# #比亚迪在西安交大的宣讲会，整个大会厅人山人海，站都站不下了，都站到门外了。。有位网友说得好啊，以前保底华为，后来保底比亚迪，现在比亚迪都难进了。。以前恒大和比亚迪校招撞车，大家都去挤恒大，没几个人看比亚迪。
1701270840# #广州银行股份有限公司原党委书记、董事长姚建军被查。已退休多年
1697934660# #河北省拟发行277亿元特殊再融资债券，募资用于偿还存量债务。之前黑龙江、天津，都发行过类似的债券。
1703141215# #有的人被发现时私生子都读大学喽，有的正妻知情却保持这么个默契，男的也给原配家里钱，各自表面和平，相当于两个家。
1702129320# #杭州医学院副院长傅志敏，主动投案
1699540293# #205国道收费引争议，江苏省交通厅工作人员：该路仍有大量债务
1702003620# #印尼考虑对中美印等20个国家和地区实行免签政策。
1696215419# #黄金周高原景区最受欢迎的是氧气瓶这次中秋国庆长假，西北游很火。不过到了高原地区，还是有些注意事项的，高原上面缺氧，很多人会出现头晕头疼的情况，前些年我去过一次拉萨，就明显感觉到头疼不舒服，也就没有心情逛了。想去高原旅行的朋友，如果是第一次的话还真有必要备点氧气，便携式的那种也很
1703985300# #以色列和哈纳斯冲突后，俄乌冲突的新闻少了，但战争并没结束，甚至愈发严重，以前主要攻击军事目标和重大设施，现在乱炸一通，经常造成平民儿童死伤。最近两天，乌克兰和俄罗斯分别有大量人员死伤。
1697512729# #国航宣布与华为深化合作，启动航空领域鸿蒙原生应用开发。华为在国内的销量已超过苹果，估计后续其它国产品牌手机也会上鸿蒙系统，智能家电智能汽车也会上。华为中国销量已超越苹果
1696329000# #中国5000年各朝代历史时空示意图
1696472292# #其实这是一次给当地老乡们普法的很好的机会，你就严格按照法律该怎么处理怎么处理，让大家都长长记性，以后大家也就都知道法律是什么东西了，如果这次稀里糊涂的过去了，那以后可能会更甚。
1695883621# #说的是有线电视用户，本来就应该打开就进入电视频道直播。但那种用网络装软件看电视的，可能还是难免要看广告，我觉得也可以理解，毕竟不交费。
1695734400# #锅里没饭了，铁饭碗也就不铁了。太多的人往体制内挤，这现象就不正常，都去分蛋糕，谁来做蛋糕？
1694226420# #涿州下了一晚雨，翡翠城、翡翠滨江、鸣泽大街、德信公园积水就又这样了，再过些年这地方会不会变成个湖泊？买房或者开店一定要避开这种容易积水的区域，淹一次好几年白干了。
1693285656# #警察称自己接触的缅北电诈者95%是自愿可能一开始是受害者，后来慢慢的陷入其中，就像传销一样，变成了诈骗团伙的一份子，开始去骗其他人，从亲戚朋友同学开始。有的确实有实体公司，像上班一样发高薪，警察有时候也很难办。
1700407260# #肯德基麦当劳近些年的口碑越来越好了，大家说的这些方面确实如此。厕所对外开放，可以坐里面休息甚至留宿，可以自带食品坐里面吃，油每天换新的……做成世界企业是有原因的。
1691140205# #问了下AI，全球气候变暖的话，中国各地区的气候情况会有哪些变化？他提到的这几点与当前的情况算是吻合的。。温度上升：中国大部分地区的温度将上升，尤其是北方地区。这可能导致夏季更加炎热，冬季更加温暖。。降雨变化：中国的降雨分布将发生变化，一些地区可能会更加湿润，而其他地区可能会更加干燥。
1703580420# #黑龙江省健美协会主席李大威因心脏疾病去世，享年59岁蜡烛。公开资料显示，李大威是IFBB国际健身健美联合会国际级裁判员，黑龙江省健美协会主席，教授，硕士生导师，省政府特殊津贴获得者。
1696692150# #这一条的标题和内容，让人感觉孩子的父母对小女孩的离开好像并没有人们想的那么伤心着急？是想表达这个意思吗？
1696556520# #很多老人确实如此，年轻人应接不暇，苦不堪言
1702882660# #学生压力大，老师压力大，家长压力大……这是怎么了，为什么所有人感觉都那么累呢？
1691138710# #蒙古国总理首次访美，两国签署开放天空协议和经济合作路线图，并称加强伙伴关系。
1697556120# #巴勒斯坦派系比较多，其中法塔赫和哈马斯对比一下
1698240300# #网传河北张家口一网约车司机为逃避检查，驾车撞倒执法人员致死，当地交通局：执法人员身亡，有关部门成立专班
1691649562# #湘雅三院孟婕已停诊这个联名举报信在网络上已经爆出来有一段时间了，最近才引起各方关注。这个医院是很牛的一个医院，这个孟婕的各种头衔也很多，属于是医学专家级的人物了。混到这个份上，按说早就不缺钱不缺地位了，为啥就不满足呢，底线在哪里？理想信念在哪里？
1701574195# #我是怎样查出医院超收10万医疗费现实要求每一个人都要成为各行各业的专家，生病要成医疗或者医保专家，装修要成装修专家，买车要自己搞懂车辆知识，甚至买肉买菜也需要自己学会识别问题肉菜，不然的话，后果自负！。这幸亏是懂的，可绝大多数老百姓都不懂，也看不明白所谓的“一日清”单，也不知道有
1698846130# #青岛啤酒小便工人被行拘青岛啤酒物流企业外包装卸工小便的事情查明白了，这件事情确实对青岛啤酒影响不小，但是也不用过度担心，要相信大厂维护自己品牌声誉的决心，相信百年品牌的品控能力。这件事也是一个提醒，在管理上还是要加强，其他公司啊也要从中吸取教训。青岛啤酒发布整改情况说明
1697510144# #很多功成名就的中年人，都是因为管不住下半身，葬送了半生的功名和基业。以前有句话叫“男人有钱就变坏”不是没道理。洁身自好真的不容易，尤其是对于有地位或有钱的人。
1702770167# #离婚没有实质的作用，他想打人，还因为离婚证就不打了吗？最重要的还是对家暴的法律漏洞应该完善，所有家暴一律按故意伤人依法处置，估计会有效果。
1695686992# #村干部很厉害的，在农村这就算是钻石王老五了，打算要个孩子，只要两个人都同意，尊重祝福。
1699285505# #万科怎么了？不是说账上有1000多亿的流动资金吗，还需要你们出来背书吗，发生什么了？挖鼻
1698024454# #耐克回应实行四天工作制指办公室员工周一至周四需在办公室办公，周五可选择居家办公。。门店员工不在此列，周五不是休息而是可以居家办公。。其实欧美日很多企业都在试行四天工作制，有的已经常态化了。。其实我们也可以考虑减少工作时间，增加休息时间了。以前是商品不足，所以大家加班加点工作生产商
1697441777# #这个位置不好坐啊，一定要守住底线。
1696692180# #一女子带娃路边逗狗，吐糟狗对脸扑咬满脸是血……看到陌生的狗，最好躲着走。
1697069812# #马英九借巴以冲突批蔡英文巴以冲突已致超过2300人死亡
1703591160# #瑞士的这种生活，你受得了吗？还有那些地广人稀人均资源丰富的国家很多都是这么个状态，你适应得了吗？
1693187445# #今天A股大幅高开，股民朋友们可能还有不知道原因的，主要是因为昨天公布了多个利好消息：。1、证券交易印花税实施减半征收。。2、证监会：阶段性收紧IPO节奏，促进投融资两端的动态平衡。。3、证监会进一步规范股份减持行为：上市公司存在破发、破净或三年未进行现金分红等情况不得减持股份。4、证监会：将
1696335900# #过得最舒服的一群人。不知道满足这些条件的人，自己有没有感觉到自己很幸福？
1702343887# #怎么说呢，就是现在研究生扩招太厉害了，学校承担不聊了快，此前看到不少新闻，已经开学了宿舍还没装修好，或者临时租用的宿舍，反正感觉就是学生招多了，容纳不了。
1692162596# #卢克文去韩国考察了一段时间，他发现了一个现象：韩国人起步中产，但异常艰难。。解决这个问题有两个办法，一个是起步中产，然后一路发展，当然这个是比较难的。。还有一个是，把起步故意给他降低一点，营造一个奋斗的过程，慢慢的达到中产水平。他可能反而更有幸福感，更愿意奋斗更开心。doge
1703757120# #据联合早报，今年赴美的中国留学生总数达到约29万人，比上年度减少五百多，占美国留学生数量的一半左右。
1697971928# #醉酒不是打人的理由，喝醉了酒之后的状态，很能反应人品和本性，即使平时没有暴力倾向，喝醉酒打老婆也不能忍，除非彻底戒酒。
1692875700# #马斯克警告传统汽车制造商：即将迎来他们的“柯达时刻”。。我倒是有一个担心，万一世界局势动荡范围扩大，战争爆发，石油可能会成为战略物资，私家车不一定能加到油。希望是我多虑了。
1697676735# #总之要注意安全，战乱年代极端事件易发，极端分子容易出来搞事，不管是在哪国的，都要注意安全。
1693824672# #茅台真是会玩，去年和蒙牛联合推出茅台冰淇淋，刚开始非常火爆，价格被炒到两三百一个，现在不知道怎么样了。这次和瑞幸咖啡合作推出酱香味咖啡，再次火爆全网。主打一个让年轻人也喝得起茅台，也能尝到茅台味doge这一波感觉瑞幸是最大赢家，星巴克快要被瑞幸超越了吧？此前有人说瑞幸是适合中国人的
1700128796# #群众的眼睛是雪亮的，这个判决得到了大家的普遍支持。
1700180322# #海底捞回应称，在海底捞，半份菜是餐桌上的主角。考虑到消费者对于小份菜的偏好，海底捞在个别门店试点统一菜品规格，绝大部分菜品以原小份菜份量和价格供应，个别菜品如毛肚，在原有规格上等比例调整了份量和价格。
1702909696# #学生忙死，老师忙死，家长忙死，打工人忙死……似乎每个中国人都在忙碌，从小忙到老。
1695179880# #建造中的国产首艘大型豪华邮轮，爱达魔都号。真气派，据说长300多米，有2000多个房间，最多可以装5000人，
1692606900# #太阳底下没有新鲜事，一切历史都是当代史
1695906747# #严重违纪违法！福建霞浦县粮食购销有限公司总经理陈之康被开除党籍和公职
1702260180# #人这一辈子，能安顿好自己的心，就是一种圆满。
1701185580# #人的比较是永无止境的，人的卷会卷得你很痛苦的，那你要跳出这个卷，你就只能是自己跟自己比，真的是自己跟自己，你自己是不是做的比昨天会更好一点？。。我觉得很多东西它真的都不是你靠努力所得来的，就是命运所给你的。。。说实话，做东西比你好的多了去了，比你学识卓越的多了去了，比你认认真真的多了
1698294720# #美国是反哈马斯急先锋，哈马斯却为何优先释放美国人？
1702983048# #甘肃地震已致126人遇难蜡烛蜡烛蜡烛🙏倒塌的基本都是农村的自建房，用砖垒的，没有钢筋混凝土框架，抗震很差。而现在的高楼一般都是全钢筋混凝土框架结构，往往比平房矮楼都更结实。现在有条件的年轻人都去县城买楼房了，为了娶媳妇和孩子上学。地震时楼层越高越不安全吗
1699423800# #首次！俄罗斯与缅甸将举行海军联演
1692678660# #烟台发布网约车入市风险提示：部分网约车司机因收入不达预期而选择主动退出行业，提醒谨慎投资网约车市场。此前也有很多城市发过这样的提示，除了网约车，还有快递外卖，很多地方也都已经过剩了。
1689152054# #甲：你瞅我干啥？乙：你瞅我干啥？！。甲：你先瞅的我。乙：你不瞅我怎么知道我瞅你？。甲：流氓无赖。乙：你才是流氓无赖，以为自己是谁啊，无聊……12306回应女子卧铺出行被上铺男子凝视
1696985198# #要是把老同志逼急了，把其他人员的类似的事情都抖搂出来，就不好看了。
1699965180# #雷军曾表示，改变便宜没好货的观点，就是他办小米最大的动力，雷总做到了。希望小米汽车坚守初心，以高性价比赢得市场。
1691752403# #昨天，网友在英国伦敦的牛津街偶遇0元购，什么是0元购呢？也就是一群人去抢商铺，看起来都是黑皮肤的年轻男女。
1689070180# #刷到一个视频大V，看了这个简介没看明白，肉体男就是生理上是男的嘛，灵魂女同是什么意思？
1692441601# #这不是国外，这是新疆伊犁孟克特古道
1700211913# #感觉晚上的时间才是属于自己的，不想睡太早。
1700263626# #这人可能有妄想症，感觉总有人想害朕，可怕。可别说有精神疾病免死
1696402140# #拍照和道歉是男人一辈子都在学的东西
1701602760# #市民质疑救生圈被铁链锁住起不了作用，工作人员回应：锁没扣上，防止被盗。这种事真的很难评，最开始路边很多公厕都配免费卫生纸，后来不提供了，你说是为什么？
1698820837# #不能和稀泥，要依法严格处理，要不然不长记性，是害了大家，以后还会犯更大的错。
1703844539# #上海网约车司机自带被褥睡车里5个月，“每天一睁眼，就欠租车公司350块租车费”，一天工作18小时，依然攒不下钱。这就是多数普通人的真实写照，每天一睁眼就欠银行好几百，或者欠医院欠学校好几百。为了维持这个家的正常运转已拼尽全力。
1694132760# #今天的大美中国，让我们一起走进：福建
1695642360# #网友：这就是有钱人玩弄别人的样子吗悲伤
1691804453# #人和人最好还是要保持点距离的，动不动近距离死亡凝视，更不好的，还插手你的生活，这不叫亲密，这叫不尊重。
1690551629# #澳大利亚前总理约翰·霍华德表示，英国殖民澳大利亚是发生在澳大利亚的“最幸运的事情”，不是因为他们是完美的，而是他们作为殖民者比其他欧洲国家更成功，更仁慈。doge
1703061017# #这个案子当时挺震惊的，受害者是凶手的丈夫，女凶手还用死者手机发信息骗钱，心理素质太强了，心太硬了。
1698850320# #许昌，男子种了上百亩的红薯地，被当地村民偷挖，说偷了上千斤，每年都这样。这种情况要改变可能得等到下一代人变老，地里基本上没有看到年轻人，等这一批老人老去，可能才能转变吧
1702049580# #如果弱者自己都不为自己发声，那就只能说，一起都是应得的了。
1694568953# #法院回应鹤岗女子还贷10年房子被占一房两卖这种事儿在多年前好像确实经常有，新闻上就见过不少，可能是因为那时候信息还没联网，购房合同还没网签，就存在这样的风险。出了问题就得解决，在同地段最好同小区给人家安排一套同样的户型，这样应该可以达成和解。最近看到过好几次房子空着多年被陌生人给
1693487087# #降存量房贷利率那么费劲，研究来研究去到现在也没降，降定期存款利率倒是很麻利。定期存款利率下调之后，应该就要下调存量房贷利率了吧？多家银行将下调定期存款利率新一轮定存降息来了
1699021376# #是不是不含外卖小哥？好像小哥不属于美团员工？
1688601000# #抑郁症，还是有一些对症的药物可以用来缓解的。那么还有一种疾病，双向情感障碍，在抑郁和狂躁之间反转，这个病有没有好的药物可以缓解或治疗呢？
1695721680# #房产由卖方市场向买方市场转换的又一重要事件：北京链家下调中介费至2%，并推行买卖双方各承担1%
1694601754# #中医编入小学教材了网友：浙江早就有了，我咨询过这事很讽刺的是：这课没老师能上，单独请个中医来上课体量和时间都不确定，其它老师上那是误人子弟。。别的不说，就图三这个感冒鼻塞时按鼻子两侧穴位，真的可以通鼻子。图五这个按压穴位治牙疼的我没试过，有试过的可以说说管用不？
1692266819# #中科院博士被骗至缅甸一年评论里有人说学历高并不代表智商高啊。这话听着很刺耳。这是认为被骗的人是因为自己傻是吗？难道人的精力和时间要用来学习如何被骗吗？难道小孩子没有社会经验就活该被骗吗？难道博士在校园里呆的时间久社会上混的时间短就活该被骗吗？难道每个人都要拥有一身防骗的本领吗？
1693977527# #辽宁瓦房店市动物园工人称半年没发工资了，垫付的饲料款没法报销，在动物围栏上贴了张纸说：东山公园，我们六个月没开饷，动物断粮，马上饿死。上级单位表示，确实存在拖欠工资情况，因财政拨款始终未能落实到位，导致上述情况，后续继续争取拨款。辽宁一动物园动物将断粮
1702518180# #14名违规挂证者被住建部撤销一级建造师注册。要是严格查一查，估计收获会很大。
1697196420# #安徽蚌埠，淮河公路大桥上，老人开老年代步车逆行，导致大拥堵，交警无奈鞠躬表示“求求你退回去”。怎么样才能让不懂得交通规则的老人们以最快的速度了解交通规则呢？
1690098378# #常德公交车酒吧这不是洪水猛兽，希望别被禁了doge这种酒吧公交在国外挺常见的，是一种新的业态，只要不车窗抛物，让他们玩吧，不是都在绞尽脑汁的刺激消费嘛，这也是一种新方法。
1701932700# #A股为什么不能涨上去？这个理论当初六千点跌到3000点的时候用过，无非就是担心散户们都离场而已
1694174940# #阿Sa邀请谢霆锋回房间玩，谢霆锋吓得赶紧溜了……
1700123628# #家长会上老师的要求
1698906240# #网友：一年级的孩子带着清澈，天真，一步步逐渐沦为学习机器，一年一年眼睛里渐渐没有了光。。小学生上课不遵守纪律，交头接耳，要不要严格管教，让他遵守课堂纪律呢？对这个问题，大家还是有分歧的。
1693996487# #最新研究报告：欧洲每晚至少有89.5万人无家可归
1695914680# #看来早就安排好了，老婆孩子后面的日子完全不用为钱发愁，只要不赌毒，至少三代人依然是富裕生活。
1701591479# #白天下地干活，晚上直播表演才艺或者陪无聊的看客唠嗑，有的已经成大网红了，赚的比大部分看客多
1690117306# #贵阳恒大文旅城现状实拍，犹如一片废墟，像科幻片里的末日场景，看着很可惜。全国各地像这样烂尾的大小型各类楼盘还有很多，不止恒大。
1703566860# #你想要人家利息，人家想要你的本金。不过这个是不是有什么抵押担保？资源矿产啥的。
1693614543# #香港深圳珠海已经遭遇台风苏拉正面袭击，体重轻的千万不要出门，在家里的也要把窗户固定好，安全第一。香港女子被台风刮倒贴地滑行数米苏拉登陆广东珠海
1692227784# #不用因为睡懒觉而感到自责，因为你起来也创造不了什么价值。嘻嘻
1698014100# #是啊，不太贪心的话，做合法生意就可以发财了。不允许直系亲属经商，可以代持股，幕后运作。比如图二这种，如果打印店不是用自己儿子名字注册的，估计就没问题了。
1702136280# #确实如此，都是来凑数的，那就开心一点大胆一点的活吧，让自己开心才不亏，少些遗憾才不悔。
1699369015# #寺院本来是清静之地，和尚本来是无欲无求不近女色不贪钱财的修行之人，现实怎么这么毁三观呢？
1697682960# #德国柏林一座犹太教堂遭袭
1697694660# #天津市拟发行738亿元特殊再融资债券，募资用于偿还存量债务。大直辖市如此，其他地方可想而知。
1695804666# #骑电动自行车要求戴头盔这个事，必要性大吗？
1697592704# #训犬师称罗威纳犬咬伤幼童或是应激反应训狗师称“视频中，该狗只攻击小孩，可能是狗的应激反应，如果狗经过训练，也可能误把小孩衣服当成护袖去攻击。他表示，如遇此情况不能马上跑，也不能与狗对视，可将身上物品扔狗附近吸引其注意，来缓解应激反应”。这些注意事项，大家还是要了解一下，也给孩子
1696350600# #未来拼的不是谁上了好大学，未来拼的是一个人的心理健康。他是否成为他自己，他对这个世界是否抱有友好的态度，他自己是否有一个热爱的事业，这才是成功。。。别拿自己过去二三十年积累起来的一点点社会经验，去套一个当下鲜活的人，未来是不可知的，能够把握的只是当下。你不要规划孩子的未来，你让他今
1691399580# #马斯克发文称，如果你因为在推特这个平台发表了一些言论，而被你的雇主公司不公正对待，那么推特将帮你支付律师费打维权官司。推特要给它的用户以免于恐惧的自由。
1691480808# #今年出生人口或低于900万不仅生育意愿越来越低，生育能力也明显下降……生育意愿还可以通过各种措施来鼓励和补救，生育能力下降可怎么办？为什么会下降？和食品安全有关吗？和过度减肥有关吗？
1695691948# #网约车淘汰了出租车公交车，高铁和顺风车淘汰了客运站，共享单车淘汰了公交车
1695273263# #每个城市都想要诺奖得主，都想要科学家，都想要高科技企业家，给他们开出了优厚的条件。越不缺钱的人越能得到各种补贴。
1692413940# #华裔老太纽约法拉盛摆地摊，被美国警察开罚单，没收摊位。
1696832700# #父母不在了还有必要经常回老家吗？一些点赞比较多的评论。
1701060238# #疯了吗？都疯了。社会对成功的定义非常重要，如果认为学习不好就是坏孩子，如果认为平凡是一种屈辱，如果认为体力劳动低人一等，那这是一个病态的社会。
1694102540# #记得小时候那些年干旱的年景比较多，很少出现洪涝，但是这两年感觉洪涝特别频繁，近期台风经过的城市都出现大暴雨严重积水，地下车库被淹，甚至整个1楼都被泡的情况。这个台风海葵导致福建多地被淹，福州损失惨重。现在台风进入了广东，广州深圳东莞都出现了大暴雨，很多地方积水，地下车库被淹，甚至
1688309802# #多地公安宣布注销自媒体账号
1697979120# #十万伦敦人街头游行，高喊“解放巴勒斯坦”等口号。美国也爆发了一些类似的游行。。哈马斯刚攻击以色列的时候，绝大多数国家和网友都是谴责哈马斯同情以色列的。随着冲突形势的变化，越来越多的国家和网友开始支持巴勒斯坦，谴责以色列的报复行动，尤其是造成的平民伤亡。。我觉得作为非涉事的第三方，这
1696847511# #人心坏了的人，很多东西都可能成为杀人的凶器，光天化日之下发生这种事，真是令人不寒而栗
1695014176# #喜欢健身的朋友们要吸取教训，安全第一，正确使用健身器械，做好安全保障措施。
1695349195# #有多少道貌岸然的学者教授隐藏在象牙塔里霍霍女学生？几乎每个月都能看到类似的新闻，那些忍气吞声埋藏的恐怕就更多了，如何解决？我看还是处罚的轻。
1700727240# #中科院：关于公布2023年中国科学院外籍院士选举当选名单的公告
1690461000# #全国人口流出前十省份
1703243166# #游戏新政影响这么大吗？不就是对充值和非理性消费进行了一些限制和规范嘛，怎么感觉要把游戏行业搞残了似的？胡锡进和项立刚都对此发表了观点，你比较赞同谁的看法？你支持游戏新政吗？腾讯游戏副总裁回应游戏新规腾讯港股市值蒸发超3600亿
1703641370# #考研后的年轻人在做什么考研终于结束了，年轻人们都在尽情地放松自己。有人选择倒头就睡，享受这难得的安逸时光；有人则出门参加聚会，弥补之前没时间参加的遗憾；还有人在大学城附近玩起了花式整活，希望接收到好运的眷顾。与此同时，在上海和广州大学城附近，不少大学生们正在和人气角色coser、本
1699938755# #打掉之后，电信诈骗应该会少很多吧，这些年坑了不少人。另外，国内的传销也该好好治理治理了，要泛滥了。
1701153120# #我国自主研发的新一代通用处理器在京发布。新一代国产CPU——龙芯3A6000采用我国自主设计的指令系统和架构，无需依赖任何国外授权技术，是我国自主研发、自主可控的新一代通用处理器，可运行多种类的跨平台应用，满足各类大型复杂桌面应用场景。。同时推出的还有打印机主控芯片龙芯2P0500，这是国内首款
1697088586# #郑强回应婚内出轨包养情妇果然是胡编烂造污蔑郑强教授，他难道不知道编造谣言是犯法的吗？牢饭没吃够？
1692748562# #有没有人研究计算模拟过，日本核废水扩散到中国沿海后，对我国东部沿海的海产品影响有多大？相关核素含量是否还符合国家标准，海鲜是否还能食用？沿海人民是否需要采取点什么措施？研究称日本核污水排海240天到达中国日本为了自己划算不惜让全世界买单
1702738599# #董宇辉说，在待遇上俞敏洪没有亏待自己，对自己来说，做事快乐比拿更多钱重要。一心只想着赚更多钱，就成了自己曾经讨厌的人。飞得高不高不重要，平安、幸福、健康、快乐是最重要的。董宇辉说拿到过很多天价offer俞敏洪董宇辉直播总结
1701257202# #一阵风，过去了，换下一阵风来。这东西肯定有人喜欢有人讨厌有人无所谓。
1694410717# #今年的暴雨异常多，快有一半城市遭遇过暴雨内涝了吧？西安今天这个雨从视频来看快赶上前几天的福州和深圳了，多地出现严重积水，有地铁站漏雨进水，韦曲老街的水流像河一下奔腾，希望人们安全🙏西安暴雨
1693655603# #秀才和一笑倾城，是某视频平台两个大网红，一个吸引中老年退休大妈，一个吸引中老年退休大爷。甚至有70岁大妈为爱跨越千里提着一口袋土特产去找秀才奔现。这玩意不比缅北风险小，大爷大妈很容易陷进去，看好家里的老人啊doge秀才被封秀才是谁
1702037508# #普京将在2024年竞选总统有没有押注的，我压普京当选，赔率多少？记得当年特朗普参选总统的时候，押注的赔率挺高的。
1695134060# #不要轻易读博士，如果不是真正的感兴趣，请慎重，这是一条很辛苦也很痛苦的路。31岁博士生宿舍楼坠楼身亡
1703077020# #男子路边摆摊卖鳖盖，路人开车误压碎被要求赔偿两万五，幸亏民警主持公道。
1691488560# #黑龙江，一乘客上出租车关门重，司机提醒：轻点哥们。乘客二话不说就是一拳。都好暴躁啊。这种司机没还手的话，可以要求赔多少钱？
1688955628# #曝李玟老公找律师推翻遗嘱此前有报道说李玟立有遗嘱把财产留给妈妈，并且李玟和老公在协商离婚的事，只是离婚协议还没签字。看来这个事情还比较复杂，这个男的如果坚持分遗产，难免还会有纠纷。
1699432680# #这就是著名的阿鸡米得原理吗doge。母鸡🐔：含泪将儿换玉米，老母也要补身体。万般无奈不得已，来世再做好母女。。鸡蛋🥚:四粒苞米一个蛋，我妈拿我换晚饭。
1703374440# #还记得杭州那个跳河救人的外卖小哥彭清林吗？政府给他安排了办公室的工作，但是他不想做，他还是喜欢在外面跑送外卖，他觉得这样更自由，能够看到不同的人，看到不同的事。我能理解他的心情，其实在外面开滴滴和送外卖确实会感觉比较自由，如果没有经济压力的话，干这个活确实还挺有意思的。网约车刚出
1697700256# #A股已经在冲击3000点了，难怪前几天李大霄说再也看不到3100了，原来是这个意思doge
1702740720# #美国发布2023年度报告：本国无家可归人数创新高，超过65万人。多重原因导致无家可归者与日俱增，比如房屋租金攀升、贫困问题以及新冠疫情期间实施的房客保护措施失效导致房客遭驱逐现象增加。
1690697481# #专家称韩国超导是超导假象看来又是空欢喜一场，就跟上次美国科学家宣布发现常温超导一样，后来证实并不是真的。新的科学发现不是那么容易，但人们都很期待，期待一次新的工业革命。
1689346856# #网友在机场偶遇李小璐，这状态看上去不错。小璐是真想通了看开了，心理强大的很。
1692708322# #央视七夕晚会张卫健出来了，我以为要唱那首《你爱我像谁》，没想到唱了一首《一生中最爱》。
