1701976670# #船夫：我好害怕好无辜悲伤
1693721018# #绝了开学季好好看！！老胡和磊磊有一种说不出来的像泪
1703402622# #易烊千玺的饺子可怜dream一个2024@TFBOYS-易烊千玺
1699705291# #新冠。不是掩耳盗铃新冠就可以消失。人家提醒你防范而已。词条里面一堆杠精…
1704372757# #步步惊心里若曦是怎么死的。泪《步步惊心》真的是冬日的电子羽绒服泪每年冬天就很想重！！真的很心疼若曦开学季。ps：刘诗诗新剧《一念关山》还在爱奇艺热播～欢迎大家来收看任如意呀～。刘诗诗一念关山兔子刘诗诗任如意
1702348336# #刘诗诗任如意嗷嗷嗷嗷嗷哇谁敢cue任如意哇刘诗诗一念关山
1703554670# #缅怀伟人
1699684269# #抓狂舔屏易烊千玺二三逢时戢鳞风起
1704010507# #开学季呜呜呜呜姐宝尊嘟好美抱一抱好喜欢任如意的造型抓狂一念关山明明可以播更好的啊啊啊啊跪了
1702024844# #刘诗诗任如意awsl我嫉妒了逗儿求关注是我的姐宝awsl@刘诗诗
1703398192# #狐妖小红娘竹业篇。帅哥美女们很适配的一部剧。赶紧抬上来了抓狂
1701166266# #哈哈哈哈哈哈二位好皮
1701539837# #好喜欢抱一抱
1702099517# #舔屏抱一抱上星剧光子舔屏
1702401439# #铭记历史！
1696827944# #爱格停刊。泪哪个女孩子的青春没有爱格啊啊啊啊泪💔
1693568142# #啊啊啊啊啊啊啊好期待啊啊啊啊啊姐姐和小沈泪
1700631610# #抱一抱包裹严实的王哥哈哈哈哈哈哈哈@王子奇是演员王子奇
1699590067# #耍大牌谁买你们上热搜不知道谁针对你们不知道谁最先提你们耍大牌的找谁去别因为其中提到易烊千玺名字就断章取义扣锅在易烊千玺身上易烊千玺没惹任何人确实心疼易烊千玺72小时国内外几个地连轴转下午五点多就有彩排路透出来了凌晨两点多还在彩排最后期待易烊千玺今晚的表演鲜花
1701100856# #玺生日快乐🎂。平平安安健健康康。生活顺利鲜花心
1700628890# #易烊千玺二三逢时戢鳞风起明天见舔屏抱一抱@TFBOYS-易烊千玺
1702561495# #刘诗诗任如意银鞍照白马，飒沓如流星
1700025477# #呜呜呜呜优秀的崽崽舔屏会笑死笑cry笑cry笑cry
1692598949# #太用心了吧泪刘艳芬值得拥有悲伤舔屏哇易烊千玺专辑实物
1699638240# #哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
1703582772# #听歌咯抱一抱我们一起跨年吧心嘻嘻嘻嘻嘻嘻
1704461761# #刘诗诗超话超喜欢任如意这套的悲伤真的很古典很美啊啊啊啊抓狂好仙！！刘诗诗任如意
1702349441# #刘诗诗回应观众想看任如意秀腹肌。想看任如意秀腹肌哇也想看任如意复仇哇。好好好原来刘诗诗连正片都没看过🍋你真不做人微笑刘诗诗和我们是同步追剧才看到剧情的她所发言的东西都是根据剧本来的微笑好篡改刘诗诗最喜欢的任如意内核本身把女主
1698506423# #可可爱爱的公主👸抱一抱舔屏
1693810874# #易烊千玺怀化市城市形象大使。什么是真正的路人鲜花。期待今晚完整的宣传片鲜花。（那些说家族的无脑人可爱你们家族谱是没有你名字吗？那后期记得让他们给你加上可爱不然你那么荒诞还没人认的话太悲哀了可爱）
1698978186# #举手期待黄景瑜江成屹举手@Johnny黄景瑜
1702700190# #一念关山数据一目了然比耶任如意5.1亿➕刘诗诗任如意4.2亿比耶最喜欢说实话的抖人都在为刘诗诗任如意疯狂抱一抱刘诗诗任如意
1701962882# #好好好哼着呢易烊千玺4%vol的河
1697086213# #公主👸眼神戏真的很绝开学季悲伤天呐，这种宿命感太强烈了泪
1700024554# #内🐟现在的门槛是真的很低…和以前截然不同晕。一路坎坷、磨练爬过来的和随便演一部仙侠古偶人设好就能命好爆的区别真的太大了二哈二哈二哈后者有一些能力是真的不行…台词功底是真的拉垮…
1701513859# #刘诗诗磨皮。都怪一念关山太火了刘诗诗演技好人美给人嫉妒了污一起来爱奇艺看任如意呀污。刘诗诗一念关山
1694917101# #熟悉的套路故意用一篇文章把孩子放在群众的对立面微笑现在通过断章取义的视频
1704361101# #抱一抱试试～刘诗诗任如意兔子
1701182235# #藏了三年悲伤开学季泪
1701683863# #可爱公主👸抱一抱
1699673118# #抓狂反差感真的很大！！！“看好！我要开始耍帅了”
1698754144# #泪就是东方美人舔屏
1699012555# #刘诗诗神女逆光而来。谁懂啊啊啊啊啊我姐走的这段路尊嘟直创到我心脏上了啊啊啊啊啊啊舔屏抱一抱逆光花仙子刘诗诗好像花仙子
1699708055# #谢娜何炅的三个举动好抢眼“三位真火温暖你我”酸电台节目《朋友请听好》在疫情期间真的超治愈！！！悲伤看到他们三昨晚在台上拥抱的那一刻有种说不出来的温暖感泪胜似家人。。ps：刚看到娜姐粉丝把拥抱的照片洗给娜姐真的感动啊悲伤娜姐肯定会发给他们看的吧悲伤。㊗️三位越来越好泪平
1702548576# #一念关山还有时尚界、央视以及各媒体的评价抱一抱抱紧刘诗诗任如意刘诗诗任如意爱奇艺继续追剧看任如意抱一抱今晚加更了刘诗诗一念关山
1701768112# #风格迅速切换嘟姐姐抱一抱污
1694161969# #望平安🙏
1701250269# #呜呜呜呜呜呜美女的友谊泪刘诗诗一念关山
1699364607# #哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哥好可爱@Johnny黄景瑜
1699292406# #一定会有报应的微笑贪得无厌之人会有报应的一定
1701189886# #刘诗诗一念关山刘诗诗真的绝了舔屏泪呜呜呜呜呜如意如意刘诗诗任如意
1701322682# #尊嘟很喜欢抱一抱舔屏易烊千玺4%vol的河
1702956601# #愿平安悲伤
1699295360# #大佬抱一抱舔屏晚安太拽了😭😭我的宝宝易烊千玺二三逢时戢鳞风起易烊千玺加盟双11惊喜夜
1700465428# #刘诗诗一念关山好好好举手如意如意举手抱一抱一念关山关山小队一切如意比耶
1698747731# #哈哈哈哈哈哈哈哈哈哈哈
1700815892# #举手王哥未来可期@王子奇是演员王子奇
1700190519# #悲伤姐我也需要你这么多年姐一直这么好🥺
1699272341# #文韬婚礼vlog。高中就开始关注的两位泪尊嘟好幸福舔屏要长长久久！！！
1699937010# #微博视界大会为热爱奔赴，我正在微光荣耀入围作品中推荐你给我的喜欢！来参与推荐，共同见证它的荣耀时刻吧！
1703672778# #哈哈哈哈哈哈哈哈哥能不能真诚一点笑死了哈哈哈哈哈哈
1697477008# #啊啊啊啊啊姐姐好飒抱一抱抱一抱抱一抱今天是刘英俊酷
1704446902# #绝啦爱慕景瑜这人气goodgoodgood@Johnny黄景瑜
1699008841# #啊啊啊啊啊啊啊姐姐泪泪泪@刘诗诗
1700106725# #宣传委员举手耶一起看
1703593441# #怎么会有人那么low啊汗那么喜欢自导自演汗不去替你巨耗哥演戏都可惜了哆啦A梦害怕自己删评论、权限微博还理直气壮zy摁头别人下zb汗未免太高看自己了哆啦A梦害怕
1702750646# #呜呜呜呜呜
1699684218# #哇妹妹头舔屏可真帅阿
1702261592# #曾经的龙葵现在的任辛。龙葵是我的白月光泪。因为龙葵爱上了刘诗诗泪。继续看任如意/任辛吖馋嘴。刘诗诗任如意
1701922617# #焕羽首发剧照。dream一波抱一抱。这部校园剧选角尊嘟好绝抓狂抱一抱。张婧仪焕羽张婧仪乔青羽
1701226851# #一念关山刷新首日剧播纪录。古偶还得看85🌸这句话是真的没错举手。一姐真的是古装的神抱一抱刷到很多都是因为刘诗诗去看这部剧举手一姐完全带飞整部剧心。真羡慕你拥有刘诗诗这种大女主呢抱一抱大家继续和任如意爱奇艺见吖！！！刘诗诗一念关山刘诗诗任如意
1700068497# #易烊千玺二三逢时戢鳞风起剪辑得好棒呀悲伤看得我热泪盈眶泪玺宝一定会越来越好的心@TFBOYS-易烊千玺
1702960989# #🙏🙏🙏
1702523327# #一念关山抱一抱哇是我们任左使任辛抱一抱今晚继续看刘诗诗任如意吖抱一抱刘诗诗任如意
1702550893# #嗷嗷嗷嗷嗷糖妹未来可期抱一抱@张籽沐
1703469750# #啊啊啊啊啊姐姐抓狂好好好抱一抱等你
1704374920# #小甜玺抱一抱今晚笑得超甜开学季开学季开学季
1691634567# #看到还是会落泪的程度悲伤。玺轻舟已过万重山。（动图是六周年的）
1702560733# #刘诗诗一念关山抱一抱
1701945997# #刘诗诗任如意耶耶耶今晚继续看任如意抱一抱刘诗诗一念关山
1702698909# #哇斤姐要来了比耶斤姐，3.8电影院不见不散
1699632944# #易烊千玺二三逢时戢鳞风起啊啊啊啊啊啊啊是谁发疯啊啊啊啊易烊千玺好帅啊啊啊泪泪泪
1702875971# #恭喜姐宝刘诗诗超话恭喜成为全球品牌代言人，延续优雅风韵，携手共启新程。Qeelin全球品牌代言人刘诗诗
1704338781# #刘诗诗任如意开学季我真的好爱啊啊啊啊啊啊我去我哭死，啊啊啊摇滚风刘诗诗泪
1701934156# #刘诗诗任如意抓狂快播
1702560439# #是真的很失望只知道刘诗诗把有限戏份演出来了无限高光老师好
1701251795# #呜呜呜是快快和周姐污
1699936585# #哈哈哈哈哈哈签多的抢回来我真的笑死悲伤泪哥别太可爱了他真的好温柔，眼神还忒好偷笑签多的都要抢回来
1699679434# #玺玺这一鞠躬悲伤
1691901843# #汤家凤问题不是他单纯地抨击追星现象❗️。而是他作为一名学者，发出这种词来侮辱他人引导舆论❗️这是师德问题❗️。很多人都没看到他编辑前说的话吧单身狗
1700068165# #易烊千玺二三逢时戢鳞风起抓狂救命啊泪好蛊惑的声线抓狂悲伤泪
1699271256# #刘诗诗优雅黑天鹅好好好举手风景博主太美啦舔屏
1698942600# #辛苦啦抱一抱@Johnny黄景瑜
1701061670# #哈哈哈哈哈哈哈笑飞了
1703679243# #刘诗诗为胡歌唐嫣新剧打call人美心善的刘诗诗抱一抱刘诗诗是真的体面人抱一抱yygq的人请看图噢～rs与刘诗诗无关哆啦A梦害怕。🆓宣传位～那也欢迎大家继续收看刘诗诗的《一念关山》抱一抱一起期待刘诗诗的《狐妖小红娘竹业篇》抱一抱
1702200180# #霸总王哥抱一抱还得是王子奇走路配这个bgm
1701845377# #污嗷嗷嗷梦幻联动了一波。俺👸和玺宝抱一抱。尊嘟好听🎧很治愈。易烊千玺4%vol的河
1694145435# #汗不是吧真有人搞玄学……
1701395252# #苦涩苦涩苦涩
1704354112# #刘诗诗任如意抱一抱刘诗诗好牛！！继续支持任如意呀～兔子抱一抱
1704284644# #痞帅痞帅嘟抱一抱一身正气
1702832639# #泪我滴公主太美了泪
1699637645# #易烊千玺限定玫瑰玺玺开头那里抿嘴好可爱抱一抱舔屏
1699884270# #制服舔屏好像名门望族的贵公子开学季
1691404958# #易烊千玺大花轿直拍被删。永远会被易烊千玺的细节和真诚所打动悲伤。把粉丝带上舞台悲伤
1700058905# #呜呜呜呜呜泪
1703124649# #姐姐抱一抱下次一定要见舔屏@刘诗诗
1702875943# #你好抱一抱刘春和抱一抱
1702264114# #曾经的龙葵现在的任辛。最好的刘诗诗抱一抱最美的刘诗诗哇。甚至在内🐟滚打那么多年依旧如此善良从未变过抱一抱但是姐姐面对某些人善良要带着锋芒悲伤。刘诗诗任如意刘诗诗一念关山
1699512283# #哥开机大吉举手余烬之上阵容官宣一场大火燃起，从此廖思远的世界便满是余烬，但真相必将水落石出！余烬之上
1702721597# #刘诗诗可隆品牌代言人呜呜呜这是小女孩吧姐姐悲伤刘诗诗任如意
1699171642# #啊啊啊啊好帅泪优越的一张脸舔屏哥拍摄顺利举手@Johnny黄景瑜
1702743669# #抓狂好喜欢
1702213867# #一念关山辟谣刘诗诗打戏一剪没。为什么不辟谣昨天的高位热搜疑问疑问疑问是因为真的吗疑问疑问疑问你们是真的那么i男吗疑问疑问疑问是为了你们🍋男宝的下部剧吗疑问疑问疑问。所以刘诗诗只能被迫站出来为自己的角色内核发声吗疑问疑问疑问。
1704176734# #吴奇隆屏蔽不知道汗不关心❗️别上升刘诗诗……简直无妄之灾（🐎刘诗诗的反弹到你身上）。。路过吃瓜的朋友们，刘诗诗《一念关山》任如意还在爱奇艺热播～欢迎大家继续收看哟兔子
1693974924# #我笑🐭。我记得我是17年才入小玺的坑。翻微博发现14年就已经转发过哈哈哈哈哈哈
1704209767# #抓狂还没收到抓狂姐宝我不服抓狂新的一年，很开心又和大家一起出发加油晚安心
1703755729# #刘诗诗任如意泪任如意真的很清醒！！！好爱任如意啊啊啊啊！！！欢迎大家继续来看刘诗诗任如意！！！一念关山
1703169694# #反复看任如意泪绝了这快，我反复看苦涩刘诗诗任如意
1698975337# #呜呜呜呜舔屏舔屏舔屏
1699208572# #资源谁带给谁的心知肚明汗别cue刘诗诗摊手
1704423742# #刘诗诗一念关山啊啊啊啊啊啊啊啊好酷啊啊啊啊啊啊姐姐刘诗诗任如意
1702900185# #哈哈亖🍋太开心还我任如意一念关山超点大结局
1700913301# #姐姐舔屏
1702208246# #抱一抱哥好迷人awsl蛊惑@王子奇是演员王子奇
1702728668# #刘诗诗超话姐姐抓狂我也要公主抱抓狂刘诗诗任如意
1703341619# #刘诗诗任如意悲伤感谢这个冬天有刘诗诗～有任如意抱一抱是姐姐一直在坚持让我们看到任如意的内核悲伤在任如意身上学到了很多！！感谢刘诗诗感谢任如意抱一抱
1691744336# #泪小千你就是那个善良坦荡的人大人悲伤”公益不是因为这件事有意义才去做，而是你做了这件事才有意义”
1697086130# #我啃抱一抱
1703125890# #下头…内🐟的🌸们颤抖吧……🐭➕其妃的🤢能力一流
1697695381# #悲伤天呐一路走好🙏
1699532630# #tods品牌代言人刘诗诗抱一抱好美啊姐姐@刘诗诗
1698991376# #泪慵懒感的姐姐舔屏@刘诗诗
1704345188# #耶舔屏是新物料舔屏coolgirl@张婧仪
1704458461# #开学季四天过去了开学季哥，请营业
1703906153# #张婧仪香暗荼开机大吉抱一抱
1700155750# #小猪先生曝宋浩然聊天记录。终于吃明白这个瓜了…。原来是韩夫妇接受了一个叫大白的专访…然后在里面cue了两位前任。接着两位跳出来diss韩。最后兜儿被diss。汗就是说这些破事不是在网上都传烂了吗怎么又跳出来连续剧呢汗
1703335990# #刘诗诗任如意如意，愿你此生可以无忧无虑、安乐如意地活着，银鞍照白马，飒沓如流星苦涩最好的任如意抱一抱
1693832037# #易烊千玺包场不虚此行鲜花好耶才看到偷笑如果可以期待合作心哇
1704562937# #开学季想念任如意开学季
1692354761# #姐天天撩妹悲伤
1703064925# #刘诗诗超话。现场嘟姐姐发来了两张照片抱一抱。姐宝尊嘟太美了苦涩泪。下次公开活动见！！苦涩。刘诗诗回应古装是自己的统治区
1703336490# #最好的任如意抱一抱最好的刘诗诗抱一抱
1703079530# #一念关山后期投稿。只能说momo是预言家good赞。。别太爱楠宝嘻嘻只有和楠宝的有关才出来跳嘻嘻
1691994859# #甜甜公主玺玺👸哇公主公主我就说玺玺是公主泪
1698945162# #刘诗诗超话呜呜呜呜在香奶奶话题首页捡到了几张姐姐内场看秀的图抱一抱舔屏尊嘟好仙好美啊啊啊啊啊舔屏仪态尊嘟超好见水印（感谢站姐们抱一抱
1694867474# #啊啊啊啊啊啊我的女鹅和姐姐悲伤开学季快快
1692725648# #呜呜🥹
1702396184# #大夫人好美啊哇@郭晓婷
1701781803# #好美啊啊啊啊啊姐这条裙子好闪好漂亮哦哈哈哈哈哈哈
1704131039# #晚安抱一抱姐宝
1696843187# #哇舔屏好帅，好喜欢王子奇认真做事的样子好爱哦
1697083043# #致敬所有的消防英雄抱一抱
1697906595# #公主👸好美泪
1703310254# #抱一抱好温暖陈坤对张婧仪是当女儿来宠吧
1699937016# #微博视界大会微光所向，热爱同行！我正在微光荣耀入围作品推荐点燃我，温暖你！为热爱助力，一起来推荐你最喜欢的作品吧~
1697720645# #啊啊啊啊啊是有新鲜的玺玺了嘛泪已经消失74天了泪美贴上次看到火羊宝还是上次了，所以悲傷悲傷悲傷悲傷这次舔屏舔屏舔屏舔屏舔屏？？？？
1702827233# #赵露思上台忘记脱毛衣了。在现场笑出声音啊啊啊好可爱的露思bb憧憬
1702832869# #美神泪
1701251967# #今天早下班耶
1704279097# #是的，姐就是不太熟悉，但从后面她描述摆造型是真的看出来好聪明泪姐玩游戏有喜剧人效果！超喜欢这期好六！刘诗诗请再给东方淮竹一次机会！虽懵但很认真笑cry笑cry只是不太熟悉这些环节或者游戏但她很聪明doge
1692615983# #桌面的“onair”、FM11.28电台📻➕收集小网站的“垃圾话”泪他就是在倾听大家的声音啊啊啊啊苦涩易烊千玺专辑实物
1700745561# #易烊千玺二三逢时戢鳞风起易烊千玺好帅举手舔屏感谢邀请举手vogue时尚之力盛会
1702625808# #耶抱一抱joy！
1704463578# #真的发疯抓狂不为姐姐发疯是不可能的
1700738378# #刘诗诗一念关山好好好什么时候可以播啊啊啊刘诗诗任如意
1690855489# #单身狗真恶心下头
1691391115# #悲伤开学季一直都很好一直都好啊允悲耶是黑还在自欺欺人亲亲
1690906125# #开学季
1702358841# #郑爽被强执9050万。爽姐还能在热搜有一席之地吃惊吃惊吃惊。（她尊嘟好美糊涂awsl
1702298290# #刘诗诗超话最好的任如意心最好的刘诗诗心刘诗诗任如意心心心刘诗诗一念关山
1701187435# #！！！我姐就是那么牛刘诗诗一念关山
1700880444# #易烊千玺4%vol的河悲伤玺宝一天48小时实锤悲伤谢谢玺宝的惊喜抓狂好期待啊啊啊
1690963505# #哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哥救命啊啊啊啊我真的是笑鼠了忍不住哈哈哈哈哈哈哈
1695743830# #啊啊啊啊啊啊公主真的好美悲伤泪
1691579930# #悲伤玺一直在用舞台讲故事悲伤唱同乘是在唱千千百百的人玺是世界的歌颂者
1692283066# #汗那个汤xx脑子真的不是有问题吗汗都没人稀罕去理你了汗还天天在那xxx叫你挺住挺住汗自从乐子给了点甜头之后真以为自己有热度了天天发天天发还发自拍带上内涵动作汗怕是没人给你点赞汗要制造舆论博同情汗一整个小丑
1702226965# #一念关山辟谣刘诗诗打戏一剪没。常华森的话题已经被撤走了，换来了一堆🐭的。本来🐭就是怕男二艳压他，现在🍋是真的怕男三压🐭啊……直接踢男三出局了…。。还是🥝有眼光人家男三要什么有什么（非粉。🍋等着反噬吧捡了芝麻丢了西瓜谁都以一念关山为标本了谁敢接和🐭的戏啊看到传🫓
1701149864# #又是三年才放出来悲伤泪我的天呐
1702274049# #一念关山向李同光道歉。前有刘诗诗。后有常华森。。欠刘诗诗一个道歉微笑
1702119150# #狐妖小红娘竹业篇我在微博已经成功预约
1699702357# #哇谢谢泪易烊千玺二三逢时戢鳞风起
1701345348# #一念关山替身马赛克眼睛出问题就去治微笑。一念关山热搜一直上不去。黑热搜这不就空降第一了二哈。果然有人防爆呐。怪不得爱奇艺六屏都不舍得给二哈
1702721677# #刘诗诗也太美了吧抱一抱今晚继续看任如意抱一抱也来看hi6抱一抱刘诗诗任如意
1693924195# #好会剪啊哇心
1704041818# #啊啊啊啊啊新年快乐抱一抱玺宝泪2024越来越好抱一抱@TFBOYS-易烊千玺
1695619922# #拍戏神隐的玺玺
1698738791# #哥举手图二图三我也有举手
1693568614# #刘诗诗沈月东方姐妹路透。这个选角尊嘟很满意啊啊啊啊啊！！！。对我眼睛非常友好啊啊啊啊！！。是飒姐和甜妹舔屏哇求关注
1698419376# #泪心痛呜呜一路走好远离病痛蜡烛苦涩
1702079623# #任如意是一棵树微笑
1695614479# #呜呜呜无死角美公主👸
1691243799# #时代峰峻全家福易烊千玺和宋亚轩真的好帅哇开学季
1701077551# #易烊千玺4%vol的河好耶好耶✌️还有六个半小时可以听新歌偷笑举手
1701059272# #哈哈哈哈哈哈哈最气的是买了（嘴上说不买实际悄咪咪地买）还会给你配上有易烊千玺的袋子鲜花偷笑
1699789758# #糖糖太美了吧抱一抱
1702026045# #泪泪泪
1697512371# #张婧仪超话最近仪真的莫名其妙很多黑稿和闭眼造y的黑子…是有什么好东西要来了嘛抱一抱
1701345163# #刘诗诗任如意不是吧不是吧才开播没多久就开始造谣了谁坐不住了啊污一念关山爆了！任如意🐮！刘诗诗一念关山
1699503317# #投啦投啦抱一抱@张婧仪
1700799832# #吴亦凡案二审维持原判。真的很可笑求饶。《诱导报警》。《法律认识不到位》
1689340557# #哇举手呜呜呜第十年了悲伤@TFBOYS-易烊千玺
1700071491# #易烊千玺二三逢时戢鳞风起睡前发疯悲伤泪“当我深爱脾气就会越坏”纯享版哇易烊千玺二三逢时戢鳞风起
1699941836# #易烊千玺二三逢时戢鳞风起呜呜呜呜我的景浩宝宝悲伤意难平
1701358593# #生日快乐哥污@Johnny黄景瑜
1691380324# #啊啊啊啊啊泪
1701234872# #这个腰舔屏刘诗诗任如意
1702127735# #刘诗诗任如意啊啊啊啊啊姐宝好可爱啊啊啊啊
1692521086# #悲伤发自内心地觉得中戏的学生台词功底90%都好好泪
1704604256# #好耶爱慕期待哥图片评论
1701273970# #真的绝了舔屏泪导演可以再找刘诗诗拍一部嘟舔屏
1691734643# #姐姐太美了8⃣️哇舔屏
1703565403# #哇哇哇舔屏黄景瑜东方卫视跨年
1699678765# #悲伤真诚浪漫➕情绪稳定的小玺谁能不爱悲伤
1702699696# #刘诗诗任如意姐宝一直那么善良悲伤一念关山
1692075172# #单身狗优酷还我💰
1700387674# #太美了舔屏抱一抱我的公主
1692806437# #易烊千玺真的对待每一件事情都那么用心开学季舔屏心
1700483630# #吃多点抱一抱妈妈来喂投了
1704082452# #可爱小张抱一抱新年快乐抱一抱@张婧仪
1697253189# #好可爱企鹅步抱一抱
1704021350# #三周年快乐抱一抱
1702632971# #公主请多跳舞抱一抱刘诗诗多跳舞，对我眼睛很好
1703942687# #哈哈哈哈哈哈可爱公主抱一抱
1704271347# #qeelin全球品牌代言人刘诗诗抱一抱好美的代言人呀抱一抱气质好绝！！！和Qeelin好配！！！
1704465035# #刘诗诗超话馋嘴炸裂～看了一天了馋嘴姐姐还有没有好吃的砸我刘诗诗任如意
1690518438# #举手试试开学季泪真的好想泪泪泪
1702905697# #逗逗最好的杨盈抱一抱感谢逗宝分享姐宝@刘诗诗
1703132758# #舔屏是我可爱嘟姐宝舔屏
1691115433# #易烊千玺超话又想起了千玺刚出道被这些人排挤伤心
1693638463# #姐好美好飒舔屏
1690945529# #iPhone14被用户吐槽电池老化才半年出头伤心伤心伤心89%每次找客服都说检测没问题微笑
1701608195# #我嘟任左使污
1693724117# #你最喜欢易烊千玺塑造的哪个角色。所有合作过的导演都特别认可和肯定。“最好的选择”“好演员”“首选”。。（每次别人夸奖弟弟是好演员他都会嘴巴瘪了一下然后眼眶湿润悲伤当听到一个导演说“没看过这么好的演员”的时候弟弟惊讶了一下然后摇摇头否定悲伤他是多谦虚啊…这就是他不断磨练前进
1704347586# #刘诗诗超话刘诗诗就是牛啊抱一抱刘诗诗任如意
1699639490# #易烊千玺二三逢时戢鳞风起救命泪我的心脏抱一抱我服了你这近的好像易烊千玺站在我脸上跳！易烊千玺压轴舞台易烊千玺限定玫瑰
1691171227# #TFBOYS悲伤开学季怎么看到花轿的路透啊啊啊是什么节目啊啊啊开学季
1700582464# #不够不够抓狂还要抓狂@王子奇是演员王子奇
1701226607# #刘诗诗一念关山如意！！继续鲨！刘诗诗任如意
1692803745# #TFBOYS演唱会门票炒到200万系谣言。微笑只有笨…信微笑恶臭造黄yao也是这批人。网络造谣几乎都是同一批人……闭着眼张口就来
1704463018# #酸嫉妒
1691137188# #这不就是大佬嘛泪泪泪
1700532105# #你们怎么说服刘诗诗干这事儿的。哈哈哈哈哈哈哈我姐尊嘟很害羞。抱一抱来来来大家准备迎接任如意吧举手舔屏期待《一念关山》举手举手举手。。刘诗诗一念关山
1703769188# #抓狂好喜欢时髦得明明白白，大气得直截了当，星光逼人，有益市容
1702560690# #一念关山🍋是真的低估了一姐的国民影响力最近闹的这一切所做的这一切等报应吧黑线汗
1702535644# #抱一抱一起来看一念关山一念关山抱一抱看刘诗诗任如意抱一抱刘诗诗任如意
1691232865# #泪泪泪泪泪泪啊啊啊啊啊我受不了了宝宝宝宝心软得一塌糊涂你应该拥有很多很多的善意和回报
1697304488# #张婧仪你让不让我想发就发仪子真的很真诚开学季不要被带节奏恶意地进行过度解读开学季（而且的语句也是没有问题的，表达的就是发博自由：你让不让（给不给）我想发就发（想分享就分享）的意思开学季没有任何恶意！！张婧仪超话
1702299318# #噢🐭的粉真的自大而不自知刘诗诗出道的时候4⃣️🐭网红都不是awsl随亿把耗子药。。提竹业是想引导别人撕？你这踩一捧一也不高级啊果然随🐭还内涵张云龙一把呢awsl。。真🍵🐭当男配的时候你们都能和别人撕次次都是你🐭发疯偷东西就不反思一下自己？。不是说抖人都喜欢说实话嘛
1700798097# #易烊千玺VOGUE盛典迷路。哈哈哈哈哈哈哈哈宝马代言人的素养。人家合照玺宝躲。好可爱啊抱一抱
1699262757# #啊啊啊啊啊啊啊啊啊啊啊啊泪魂穿@刘诗诗
1701132245# #易烊千玺二三逢时戢鳞风起抱一抱期待待播作品抱一抱
1699799874# #巨星玺玺悲伤现在这个头肩比巨好看泪泪泪泪泪泪泪
1702611458# #一念关山27集剪辑他们在造谣你们噢摊手爱奇艺早就辟谣曲线峰值了。那是剧情的高潮并非观看人数。男主粉丝是不认识字啊？在高潮什么？。一念关山
1692437178# #是真的悲伤
1703569188# #刘诗诗任如意舔屏哇哇哇～期待正式的物料舔屏是剧组～但没有某稠东西上桌物料舔屏刘诗诗真美抱一抱刘诗诗一念关山
1695088950# #恭喜玺玺抱一抱这宣传片质感好强抱一抱易烊千玺代言倍轻松
1703155689# #抓狂啊啊啊啊啊公主抓狂公主抓狂公主抓狂@张婧仪
1697475825# #嗷嗷嗷嗷开学季别太美抱一抱泪@刘诗诗
1701175431# #太美了我姐！！刘诗诗一念关山
1703145101# #杀青快乐抱一抱乔青羽@张婧仪
1700750063# #悲伤好乖的玺宝其实他中间几秒有随着秀场的音乐在动单身狗真的太可爱了我发疯单身狗
1699421309# #王女士再发疯多几次，黄景瑜被她造的谣言也可以慢慢还清白了鲜花王女士是真的有心了抱一抱。。总结：离婚是因为🐳事业上升期，她真实感受和体会不到自己想要的婚姻抱一抱。🐳很理性情绪很稳定鲜花（好自己进一步给🐳还清白👏
1699958486# #求求了泪想看刘诗诗啊啊啊啊啊泪喜欢姐姐十几年了还没有见过泪
1702489030# #啊睡前好东西抱一抱易烊千玺超话
1697513904# #刘诗诗超话泪我姐杀疯了抱一抱好酷好美好喜欢好爱抱一抱土拨鼠尖叫啊啊啊啊啊啊啊啊哇刘诗诗一念关山
1698743093# #刘诗诗超话姐姐疯狂up冲冲冲舔屏
1703170814# #刘诗诗任如意泪姐姐和雪景好适配抓狂刘诗诗任如意
1700672644# #黄景瑜超话和黄景瑜来一场奇yu之旅黄景瑜1130生日快乐抱一抱希望哥健健康康赶紧抽时间治疗腿吧泪
1702081178# #求关注谢谢主编捕捉一只帅气的剪刀手小玺！女孩儿女孩儿
1696750961# #哇哇王哥新杂志色@王子奇是演员王子奇
1696599570# #字字没提分手晕句句是告别晕
1693297258# #哇心姐姐真好看姐姐鲜花你真美
1702081826# #一念关山加戏微笑群像剧特么不是围绕你男主转的群像剧鲜花请搞清微笑群像剧不是只有你男主出场配有bgm鲜花。男主粉别混淆概念微笑滚。滚歪屁股。刘诗诗戏份
1690779327# #TFBOYS抢票旱的旱死真的会哭开学季顺滑进去了给我卡飞就是提交不了
1703907994# #藏海传阵容。仪宝，开机大吉抱一抱。顺顺利利，一切平安抱一抱。期待新剧抱一抱。张婧仪香暗荼
1703037291# #张婧仪范丞丞眼神好慌乱。抱一抱感谢大家对张婧仪的喜欢抱一抱。一起来关注公主的新剧《焕羽》哟～。可可爱爱嘟大学生乔青羽～。张婧仪乔青羽
