1700463392# #快来看小黑
1692874465# #北京的云，霸王龙🦖哈哈哈哈哈哈
1703833905# #万万没想到还能刷到克赛！80后多少人因这片子完成恐龙入坑啊憧憬憧憬憧憬
1698196363# #西宁没有地铁耶举手
1700269180# #大白菜这么贵悲伤悲伤悲伤。by旁边的大爷
1699613820# #嘤嘤嘤的福利实在“大”货，“重”磅来袭！转发+评论，7天后揪一位粉丝送【诸城暴龙】模型！一周后开奖，奖品上市后发出！。MXDINOSAUR“中国恐龙”系列高还原度恐龙模型由国际顶级古生物复原画师、模型师建模复原，专业团队涂装上色。全球知名“恐龙猎人”邢立达博士牵头，国内外古生物学家团队全
1694465285# #这花好好看
1690710492# #朋友在趴着按摩，头在洞里，把视频电话放在地上，跟我聊天，感觉我就是他的。
1702094096# #这个好玩，胃容物显示蛇发女怪龙小时候吃近颌龙科小恐龙，长大了才去次植食性的大家伙。。Therrienetal2023
1700033020# #中午吃菜包肉里面有一份泡菜我吃出了鼻涕状的东西正在拍微距准备闹老板过来解释是生的生蚝，所以放生蚝的泡菜我也是第一次知道……
1696434025# #吖吖，牛蛙米线，是第一次吃，像一个健美运动员被五花大绑端上来，视觉绝了
1697270996# #在朋友家发现他小学4年级的娃在用AI写问答题……汗
1693004410# #一点也不严谨，就自贡的井盐呗，三叠纪的！250百万年左右。侏罗纪，侏罗纪……
1696848965# #有一个奇怪的视频三个女孩子。哈→嘿↑哈啊↑↗↑。请问这是一首歌吗？
1696397123# #这是谜底，就很
1699706026# #咋？有天敌觉得4了不好吃吗？不是趁热？
1703722975# #《我的动物朋友》
1695213664# #今晚恐龙叠得很好啊！很好啊！最近几年最好的一次，可能是给他们喝了奶茶的缘故吧
1696381181# #有被内涵到允悲
1701406648# #刚刚和二毛的模友聊了下，他说我家的乌克兰空军在战斗机好像比乌克兰本国目前的还多汗
1697850572# #大部分名明星艺人都只有初中学历？
1693202635# #给小恐龙，小飞龙。
1698135020# #是米奇鸭🦆
1694669334# #这款b17非常罕见
1694183306# #咒术回战这235话，5T5是帅，但和宿傩这打打打就没一点都没有巅峰对战的逼格，宿傩一直很被动被虐，可能还有反转？
1699094632# #什么时代什么动物它们为啥这样捏
1704257378# #微博公开课T-72B3M上面的Замінований到底撒意思？乌克兰语замінований【有地雷/有雷】，这是俄罗斯遗弃设备上，乌克兰侦察兵发现了现了安装诡雷的痕迹，做了标记，等拆弹或确认安全后完成后再回收。
1689038815# #“关门弟子”国航客服回应ca1524航班严重颠簸
1698281981# #龙猫也就是毛丝鼠，在一个毛囊中平均长出60根毛发，十分柔软。60啊！！我好羡慕，我是60个毛囊一根头发吧。
1693222680# #窗外的风景有点像二毛国旗这会
1691530112# #蟑螂骑脸，醒了泪泪泪嘤嘤嘤
1693891552# #这是染色的吧？巨丑
1691071880# #快来看看岩羊，是雪豹的主要食物。西藏海拔4000米左右的盘山路边，他们试图过马路。
1701430949# #真假？就离谱允悲
1697631773# #福利：转发这条微博，抽3人，每人送出一套662x系列秋衣秋裤。。。说出来可能没人信，我已经开始穿秋衣秋裤了！。因为晚上下课骑电动车回家，真的好冷哦。风嗖嗖地往衣服里钻。。换季的衣服还没整理出来，但是好在我有供应商寄来的样衣可以试穿。嘿嘿，。其实我就负责穿，龙妈仔细地筛选了每一件，上新了她觉
1699243906# #为什么这么久没有发微博是因为我去玩小飞龙的三棱镜摔了然后扎到了薄礼苦涩
1702187619# #小飞龙一会要开始比赛啦憧憬。给小朋友加油~~
1703674269# #小兔小羊豪哥小鸡小虾小鸭
1701260457# #啊对对对！谢谢！
1703991676# #遇见长江口跨年趣启东日出江海梦启东方启东传统的蓝印工业竟然是用板蓝根当染剂！
1697006505# #现在的热血少年漫很喜欢画死一些人气角色，。柱灭之刃就是这样，九柱基本上都要死透了。。我刚告诉朋友说咒术回战5T5死了，他还纠正我是被封印了。
1696476330# #嘴平伊之助允悲允悲允悲鬼灭之刃
1700104261# #J-6丙高翔3007击落史密斯F-104J-6丙高长吉2207击落张育保RF-101AJ-6丙沈学礼2178击毙叛徒吴文献
1698747282# #这个刘海太长让我的5G图标没了我还以为没信号了艾玛
1702783062# #你们给狗吹风机吹嘴的时候它们会像柿子一样一直张开嘴呜哇哇哇呜哇哇哇呜哇哇哇吗？
1699589419# #嘤嘤嘤的福利给各位喜欢恐龙模型的大朋友和小朋友们带来了一个好消息哦！。我们联合「塑唐玩具恐龙模型教室」，在本月19号周日，京哥的武术学校影武堂办科普活动啦！送！伶盗龙恐龙模型，互动环节还有！不同的恐龙再送！。影武堂是大哥为了中国能有更多的动作电影演员搞起的学校，感谢京哥助力
1700310142# #想起来我家那狗到家两个月大，到了四个月也不会叫，我就一直教，后来她开窍了，肯叫了，但现在我叫的比她好，在外面我们经常一起和别的狗吵架
1689380388# #内蒙向导小姐姐不理我了……。她问人生最重要三件事的第一件是啥？。“纳税”。银子能治疗什么病啊？。“穷”
1701993434# #刚刚尴尬哭了(；OдO)，去年泡面给我一袋子香肠，辣的那种好好吃，我就省着吃，今天想吃一点儿，拿出来之后呢，它三根是粘在一起的，我想吃一根就好了嘛，可是粘太紧怎么掰都掰不断。我就拿到门口去，想放在台阶上，用脚轻轻的压一下，结果力量没把握好，把香肠踩断了滚了出去……。结果一个邻居上学的
1693883137# #我的大猫到了一小部分啦哇哇哇
1701755330# #感冒生病酷
1701099245# #穿上了纸尿裤等待尿垫的伊娃大娘看着门后的RPG陷入了沉思
1692080912# #生态日看自然今天是第一个全国生态日，携手一起亲近自然，送福利！送福利！送福利！领略自然魅力，学习自然资源知识！转发抽3个人，每人送1套自然科普图书，以及各1张自贡恐龙博物馆（四川）或中国地质博物馆（北京）的门票（随机）！明天中午12点开奖！官方给您快递，快来一起涨知识啦
1689388365# #小飞龙从来没见过这么大的叶子
1698723349# #这傻乎乎的是不是宦官黑白魟鱼憧憬憧憬憧憬
1701835836# #每个人都有力量，志愿者们用行动证明了这一点。他们的付出像聚沙成塔般，一点一滴，汇聚成了壮丽的公益事业。致敬志愿者，你们是公益的真正推动者！
1697159499# #笑cry趋同演化？
1695436314# #这巨大一箱，你猜看看是哪家的月饼憧憬
1694928962# #石楼梗校训和我们地大有两个字一样耶
1692801694# #一封来自日本恐龙的邀请函微博公开课小恐龙可怕的日记……。福井篇之二。。23日，晴有阵雨。。日本恐龙的富集之地，是在福井县，更具体来说，是福井县的胜山市（Katsuyama）。至此，我才知道日本的县，在行政区划上相当于中国的省。也就是说县会包括很多个市。爸爸说，这很可能是因为在唐朝，主要行政
1696518791# #给小飞龙的不死鸟导弹，你值得拥有。
1698137159# #想摸它的聪明毛……
1703918674# #告别2023写给自己的话学生问我，元旦来了，又过年了，回家乡的话术很重要，古来冲阵扶危主，只有常山赵子龙，但刘禅也可以说，当年我领先半个身位带路，指挥的赵叔在曹营杀了个七进七出。所以今年成绩不好，文章发出来，该找什么借口？过去三年是易勤缘故。
1701420592# #A10这个登机盖板门的个性涂鸦太可爱了哈哈哈
1700267954# #像糖果🍬
1702294415# #“壮志饥餐胡虏肉，笑谈渴引匈奴血”
1696377356# #吓醒了
1688959529# #昨天吃了炸澳龙，好大一条，就感觉这样烧有的浪费……然后又吃了炸富贵皮皮虾炸澳龙，我想起一个Id
1699190013# #小飞龙明儿生日非要请假，说生日应该请假去玩，我当然不同意，他说问问网友意见，呵呵，问就问。
1704338378# #我问楼下的流浪猫你阉了吗要不要带你去？然后他抓我。不是说奶牛猫很温柔吗？
1693317527# #龙妈的战绩又刷了一架。能猜机型不？
1704369873# #刚刚抓到奶牛了，带去咔嚓，贵不？第一次咔嚓。不是为了报仇。
1703590903# #南宁打边炉，扇贝的眼睛太可爱了悲伤悲伤悲伤
1691490772# #和我们一起跑西藏不？（虽然我的无人机灭了……）
1689863949# #北京这雨下了吗？隔壁小区保安准备了一天沙包费解
1699438327# #手机掉隔壁桌锅里大约三四秒，请问还能修吗？现在自己关机了
1698734328# #前端咋了悲伤悲伤我的学生就在前端
1692191824# #这算是极其经典东北菜了吗？
1697520429# #是什么样的伤口能让有20多年工作经验的外科医生看了震惊。“整个右侧是多达20多处的咬伤，最长的有8公分”
1697255579# #刚刚收到一位知道我网名的恐龙爱好者送给我的礼物，你猜是啥，是我的签名书允悲
1689042083# #上海飞北京航班遭遇严重颠簸感谢好多好多朋友关心，确实我在事件（红叉）的数尺之外，如果那会没系好安全带，肯定活罪难逃。我并不清楚前舱情况。夏日飞行大家一定尽可能全程系好安全带……
1691921271# #太棒啦！我突然意识到我漏题了……泪泪
1695175323# #长江七号那个小朋友……是妹妹啊？
1694151600# #猜猜看图三是啥？
1698844093# #你们小时候看过这个杂志不？
1699587260# #重庆龙风景日戳15号启用，集邮爱好者冲呀~
1689557130# #好可爱，如果空对空看到可能会笑场哇
1692160842# #这个猴头菇刺身绝了，像不像生腌太岁？。小笨鸡也可以。刺苞好吃。鲤鱼巨大！说是江里的，非常好吃，是今年最好吃的淡水鱼了
1702534094# #CharlesElwood"Chuck"Yeager，1923年—2020年，退役美国空军准将，王牌飞行员，NASA试飞员，第一个突破音障的人。
1701056677# #啊，这位是不是浙江台追我吧那次出的意外？好可惜，那么年轻
1701307745# #没有一位广东人没听过她的迎春花……哎，一路走好，R.I.P悲伤
1692854406# #应该派个监测船停在排海口附近，每天在推上公布水质监测数据，以其人之道，还治其人之身……
1690520859# #南宁这雨OK。拍不出来效果。
1697699505# #已经开售啦，原微博有抽奖～嘤嘤
1701735009# #好家伙，白垩纪的吸血蚊子，讨厌！。---------------------------。南古所公众号消息：12月4日，国际知名期刊《当代生物学》（CurrentBiology）在线发表了由中国科学院南京地质古生物研究所黎巴嫩籍研究员丹尼·阿扎（DanyAzar）领衔的一项最新研究成果——在距今约1.3亿年前的黎巴嫩琥珀中发现了已知最
1690418800# #微信白用那么久了我搭车问个问题，我朋友发了一个图片，我点开了，然后她嗷一下撤回了，还有什么办法找回吗？嘘
1691207010# #今天才10度还下雨泪泪泪西藏考察好辛苦
1689557936# #为啥我带小朋友研学总是一脸苦大仇深悲伤
1700751942# #蛙想恰
1701920218# #这么高调的白天密集行军，只能说敌情意识不强。行军时没有设置前方警戒或先遣小分队在前面摸排情况，而行军中的队伍又过于密集，对侧面也没有保持警戒，行走人员之间没有保持足够的间距，导致交战后大量士兵在小区域内被瞬间打倒。
1690039629# #电影封神第一部找友商讨了两张票要去二刷，龙妈就怒了，你是要去看那小狐狸吧！。没，没，我去看那四个巨人！。“还不老实！”。真不是去看！。“好啊！你就记不得几个明星的名字，怎么知道她叫啥！”。我被赶出来了嘤嘤嘤泪
1703082721# #还有这种事？
1703216837# #现在和学生对话很累啊，。“稍等，我帮你找一下这个PDF”。“谢谢老师，拿您时间”。---------------------------------。想了半天是takeyourtime啊！？
1692239695# #有一只难看的蝴蝶
1702091102# #抓起了？
1703419242# #由于太过可爱，我买了八只单身狗单身狗单身狗。我恨我的手啊！
1697795200# #一整天就报账了，别的啥没干成苦涩
1701579785# #我的评分：星星星星星星星星星星。电影红猪二十年左右再看反复自己又年轻了。
1701655844# #2016年4月至2020年10月，小五年才被发现，一天一刀凌迟都不为过
1704077405# #请教一个路飞树的问题，如果我按照太阳位置，转来转去摆着，是不是可以长成S形？另外，下面的老爷子是不是要剪掉？
1702354711# #为什么有些年轻人上班不带包这有啥，我有时候坐飞机都不带。下飞机拎着空姐给我打包的饭还……
1696474719# #我的十一Plog永靖刘家峡恐龙博物馆，位于甘肃刘家峡恐龙国家地质公园VS印第安纳波利斯儿童博物馆（TheChildren'sMuseumofIndianapolis）是世界上最大的儿童博物馆。其位于美国印第安纳州印第安纳波利斯北子午街3000号。
1694188691# #龙妈：小恐龙你书桌的抽屉里面很乱且有很多与学习无关的东西。小恐龙：嘤嘤嘤。龙妈：你看看你爸爸的，向他学习！。结果…………悲伤悲伤悲伤他们来拉开了我的抽屉……悲伤悲伤悲伤里面正在俄乌冲突
1703133762# #你们知道吗？居然有袜子分左右脚啊！我刚刚研究了下龙妈的一双袜子
1695389658# #问一个问题你不要笑。这怎么换灯泡……
1699935725# #我想把我的HUAWEI美特30扑喽分尸挂起来发现只会第一步，网上有教程吗？
1694445469# #超异能族为啥纹身小红这么怕蓝色不死爹啊？
1690420572# #“忘记历史就意味着背叛，否认罪责就意味着重犯。”
1704010969# #没，才87
1694655752# #我都快寄了悲伤
1694180972# #给小飞龙的洗手台安排了一些小东西，可爱不？
1692457669# #你们果真是人民的“无限责任公司”
1702566555# #董宇辉现实版新闻女王（董宇辉是谁？）苦涩
1694250183# #前段时间沸沸扬扬的气球宝宝事件，我想做一个1/72，看了尺寸，吓到了……
1697795300# #去掉“都”“数”和“数二的”
1699103491# #第一次在大会上分享科普那些事儿，觉得没说好悲伤
1696435632# #象形文夜蛾(Baorisahieroglyphica)，太抽象，太毕加索了。。图源SmithsonianNationalMuseumofNaturalHistoryetal
1690968063# #粉红的！我追了一座山才拍到这个，傻子鸟呢？
1695550350# #但你也得到了礼物🎁
1692588984# #今天中午的便当，中国小朋友觉得凉了，日本老师说他们有这样的习惯哈哈😃一封来自日本恐龙的邀请函
1700543552# #缅币的话可以，就是有点重。这是90年代的下等活儿，基本解剖都不管
1688821043# #上海。怎么。热成。这。样泪
1695726364# #电影志愿军:雄兵出击北京首映礼，感谢有关单位热情邀请，第一时间观看这部振奋人心的电影，第一部讲的是历史上出不出兵的争论，入朝第一二次战役的故事，尤其令人难忘的是40军118师首战两水洞，38军113师在林海雪原之中冒着严寒一夜急行军140余里，成功绕道敌后，占领三所里，完成了不可能完成的任
1691283104# #坠子好评，抽一个吧
1702906707# #如果一粉丝给他1毛，可以包机好几次了啊，何不？
1689298117# #小飞龙在高铁上看到两个su30飞得好低飞飞过去好开心然后给我科普了j11j11bsu27skj30mkkj16的区别并继续写数学了
1696045008# #国庆日本游很火啊，那边的朋友说好几个社都超过了19年同期。
1695169687# #又要去十一学校作报告了馋嘴这次当然是不一定的题目
1702991933# #我将现身wf2023北京，WonderFestival线下展MENG展位，和大家一起过周末！。您可以在现场一睹由我监制的MXDINOSAUR“中国恐龙”系列模型，另有粉丝特别福利：若您购买了本系列模型，我可以为您现场提供to签服务嘤嘤嘤。。签售会时间安排：。12月23日10:00-11:0014:00-15:00。12月24日10:00-11:0014:
1693185458# #在广州开工啦哇。好大雨悲伤
1704025717# #我还一位学员都送了一只伶盗龙，他们开心不……
1699670792# #TB.2UAVUkrainianNavy，有一嗦一涂装挺好看
1694564935# #国行的起售价格分别为7999元和9999元，好像比上一代贵哦？iphone发布会
1693291212# #我才不做呢汗
1703310404# #好饿好累的明日香
1689001059# #今天上海回北京，华东雷雨，改签了1524，是因为只有它顺利的落到了上海，剩下的备降到了杭州等地。飞行前半段还比较平稳，在最后30-40分钟左右，大家都来来回回上洗手间，突然一个下坠，大家吓一跳就赶紧坐好了，后面也无比庆幸有这个时间窗口，因为在这极短的间隔，又一次猛烈的下坠，把正在帮助乘客
1700439467# #卧龙所在百步之内必有凤雏？
1701239566# #博主这闪耀的三观老师好
1690318471# #好久没看朝霞了。
1701486814# #要啥我送你。
1701315592# #艾玛，怪蛇3的前翼比响尾蛇的大这么多啊悲伤单身狗
1692530360# #一封来自日本恐龙的邀请函今晚是猪颈肉哇
1700814312# #淘宝取消双12不，我还不知道有双12……
1698068963# #大家，小飞龙又半夜起来写奥数，收走了又自己找到什么乱七八糟教辅来做悲伤泪泪挡也挡不住，这可咋整
1698293831# #美国缅因州枪击案死亡升至22人又是AR-15，这是美国最畅销的半自动武器，半自动就是不能在扣一次扳机时候连续发射一串子弹。但由于外观非常军用的缘故受到年轻人追捧，讽刺的是，每次类似案件之后，该款大都畅销断货骷髅
1693732005# #不粘锅炒蛋炒饭这样应该是坏了吧？
1699586712# #嘤嘤嘤的福利双十一福利来了，我审订推荐的童书上市咯，快来拼手气吧！。关注我并转发此微博，将抽取2名幸运粉丝，各送出一整套《有趣的人类简史》（全3册）大精装！（258猿/套）快来抽吧，抽不到的朋友可以到各网络平台购买，请多多捧场！。爸爸，人是猿猴变的吗？妈妈，现在的黑猩猩还能进化成人吗
1702783463# #我们自己的又便宜又好
1698585774# #我对过山车的接受顶格就是环球小黄人那种
1697228567# #最后一句好像啥话都可以最后加上doge
1697505184# #看着这宝突然觉得好困。
1691329912# #有道理啊！
1692154867# #恭喜
1689081579# #猜猜看图四是啥？绿麻将形态的
1693667650# #网飞海贼王真人版尾田在鱼人岛篇之后就开始拉胯，和之国已经非常糟糕了，人物的刻画，尤其是情感，拉胯，战斗拉胯，冒险拉胯，不好好创作了这。
1693191048# #太像了，两个爸爸带娃的表情哇哇哇
1700102521# #1111的飞机到了一波悲伤完全不想拆鸭
1690284777# #嘤嘤嘤的福利恐龙庇护所转发+关注，抽2人于书籍上市后赠价值58元的《恐龙庇护所》一套（内含二本）。·中日两国顶级恐龙专家监修、联袂推荐，科普佳作来袭！。·通俗易懂用漫画讲述恐龙与饲养员之间的故事！。·沉浸式阅读体验，带你前往日本江之岛版的侏罗纪公园！。·大开眼界！探寻那些恐龙未被人了解
1693877310# #不接受办公室恋情的原因课题组内也是类似，最大问题在于怎么处理甜蜜期间的不平等（比如师兄爱上了师妹，而办事起来对师妹肯定是容易偏袒），以及分手之后还要较长时间在一起的尴尬，出差出野外也会，写论文多少也有点……如果特别喜欢师兄师弟师姐师妹同门的，能不能坚持到毕业苦涩，但我也不知
1698282940# #请问艾红十五的泰普吸头和华为系的泰普吸头是不是可以通用鸭？
1702728506# #来领走你的鸡
1697933786# #小飞龙三年级的童话作文，写太长了，录入好累：。。《啄木鸟和冬日玫瑰的故事》。。冬天黄昏，国王城堡外的小河边，小公主在哭泣，她哭得是那么的伤心。。。啄木鸟正在抓冬眠的毛虫，被吵得不行，说毛毛虫都被你吵醒了，你为什么那么伤心？。。原来，小公主很想念自己的小狗。小狗不小心撞碎了国王最喜欢的古董
1696037602# #悲伤悲伤时间过得好快
1689755100# #蛇颈龙和海兽都不是恐龙。
1703166039# #就着软件和字典生吃了一晚上俄语心态爆炸
1692457759# #上海路边小店的肉肉。上海比北京热闹多了烟火气也足我想潮州了
1703909673# #羽田机场的飞机模型好多鸭！
1695531114# #有点奇怪的，黑色的豆花悲伤
1698656344# #刚刚遇到一个很可爱的野狗，浏览狗，给他看了火腿肠他表示没见过可以试试看，我掰成两段给它他不知道怎么下嘴我不得不掰开一段小小的，放在地上它慢慢过来恰，表示ok，但不敢在我手上吃，到最后几口才比较不害怕，可以喂它了，真是太可爱了啊悲伤悲伤悲伤
1689157948# #重庆机场有酒店推荐吗？我有一天是要晚上2355落地，第二天的上午6点半起飞了。觉得去住市区没必要鸭。
1701140204# #一张包浆的图把苏州人民的冬笋都夺完了。
1700440397# #嘤嘤嘤的福利昨天模型教室剩下的三套全新，到付送，评论区回答出伶盗龙前臂骨发现了几个羽茎瘤加嘤嘤嘤，按时间取前三位送，到付哦单身狗
1697353624# #哈马斯反坦克演习，地道接敌，105mmRPG反坦克火箭弹，四轮车加铁板做的梅卡瓦，普通手榴弹，后续还有无人机反坦克手榴弹，很认真准备了。
1692160862# #猜猜看这是啥？哈哈哈哈哈哈
1702883432# #数量不多，临时插播上架。9.9元非偏远包邮。。。桥头牌牛油火锅底料，是重庆的地道老牌子了。一格格掰开很方便，一个人吃掰一格都可以。。。保质期还有4个月，不用多囤，买够这两个月吃的量就好啦。。。老规矩，评论有指路。
1697763034# #各国媒体和舆论现在也罗生门不？
1704462579# #请问这个M1A1两个天线啾啾末端的膨大物是啥？
1700923779# #狂飙第二部不可能有。至少现在连大纲都没有。
1692328661# #看到一个丑呼呼的巨齿鲨牙齿悲伤
1696564152# #他们经常吃的这个到底是啥？花粉吗？
1691901030# #扔了吧。
1696762944# #桃宝出啥问题了吗？
1698032752# #朋友家做客，小伙子知道我喜欢军事，给我看了他爹在16年某仲裁案事件对峙写的遗嘱，真是狠人话不多，。第一句，是手机密码，银行密码。第二句，儿子替我报仇。
1690085851# #入坑不亏家人们！
1689722921# #后来经济独立之后，我就去某宝一家模型店一家模型点的“各一”
1690682014# #北京是不是已经开始下豪雨了？大家注意安全啊！看了好多提醒很担心哇
1699496134# #这是几个意思？
1695355958# #蔡澜餐厅的菜还真不便宜啊，3片鲈鱼加点榄菜36。。但态度倒不错，不好吃直接退了
1689322146# #宝宝毛茸茸。家长光秃秃。生活压力太大了
1696912664# #我上次也是认识了一个当地学艺术的小姐姐带我去看了一天说得口生莲花但我当晚就都忘了允悲
1691887546# #一个人掐酒店自助餐，刚吃了来一口，一个结界过来问我是不是一个人，她的盘子可不可以放我对面，我说是的，请。然后她拿了第二盘回来，问我：。我家人一会下来，你吃完后麻烦留给我位置好吗？。我说当然。。然后在接下来五分钟之内她问了我还想吃啥她帮我拿。现在她两个娃在我旁边等我生病生病生病
1697686912# #缅甸美食，沙茶面
1699244809# #…………黑线肥皂盒过了
1692321391# #读了几十次“腐殖质”。太难了，虎侄子……斧滋滋……
1692416170# #主要还可以玩自己，我在迪士尼坐极速光轮时候忘记拿下来，现在胸口一个虎头印子还流血。
1700817051# #你家苹果派好吃呀！我很喜欢吃苹果派，刀有点大但没切到手
1694324226# #超异能族我想看x战警但怎么是个甜剧？悲伤允悲泪泪泪
1692158564# #恭喜
1695226169# #超异能族这是水鸭？
1699867334# #是不是图一的龙娃娃最可爱呢？
1699888868# #不该这样拆快递……以为卖家里面还有一个盒子但没
1688862494# #脸上压痕有救吗？我不知道咋睡的，左脸像刚烤好的头足类，一道道的
1702106947# #烤一切可烤，暖羊羊，猜得出我考的都有啥吗？
1703582649# #小飞龙让我给他们小组起一个命题作文，他们小组一个家长起的名字是：假如爸爸妈妈没有生娃该是多么的。哈哈哈哈
1695174292# #也就是飞人爸爸去做了卧底？
1694258429# #在我国的众多古塔中，体积最大的当数辽代大明塔，今天我们拜访了这座中国最大的实心砖塔，看到了奇怪的东西……但图三这个兽是挺可爱的，像狮子狗吗？。喵星人的小秘密宁城的猫砂有多硬核
1689000657# #生病
1695000739# #实践证明洞洞鞋防不住竹签允悲允悲允悲
1701836960# #说得真好，说得真好，说得真好。
1689955095# #对，真正的大恶是他的权欲之欲壑难填，扭曲的灵魂，那这些推给小狐妖，推给女性就更是恶心
1700876218# #狗躺成这样不难受吗艾玛悲伤
1702810792# #【保证书】。亲爱的小恐龙：。我写这份保证书，是为了表明我对家庭的认真负责态度和对工作的尊重。我深知在周末自己制定的工作时间内，也应该全力以赴，认真完成工作任务。。我保证在周末工作时间内，不会偷偷玩蛋仔派对（包括但不限于，如保卫萝卜、原神等等），或其他任何与工作无关的游戏或娱乐活动。
1695823347# #谢谢京哥帮我给我的学生搞王鹤棣签名
1695513155# #今年的古蔺超美鲜花
1689757167# #巴彦淖尔野外科考研学实验团，YYDS！
1698933295# #被邻居的无毛猫咬了一口，应该不用打针吧？
1694832283# #谢谢今年的月饼，比去年的更有中国风了鲜花
1694940414# #好家伙，服务区一个东方事业要八元悲伤悲伤悲伤被刺了一下
1692787868# #一封来自日本恐龙的邀请函微博公开课小恐龙可怕日记（重新发第一天的，因为龙妈说配图太丑了）。。。21日周一，晴（可能是托了旅行大巴雨刷上的晴天娃娃福吧，但爸爸说要唯物）。这是我第二次来日本，第一次是游轮旅行，但我没有下船，不喜欢日本，即便妈妈用冰淇淋引诱我也没有动心。但后来爸爸说
1703412983# #猜猜看我是什么动物举手
1691065966# #加油！聪明的孩子我都很喜欢
1699319977# #熊猫这保护色可以啊！
1691482819# #感谢19年给我们雪中送糖赞助了无人机，伴随我们南征北战，发了几十篇论文，还有一篇专门介绍无人机在恐龙研究中的应用，指导了多国用无人机追寻恐龙足迹的应用，今天在西藏可能太热了，飞机突然失联，只在远处留下一团白烟是电池，机体找到两小时都不得。归根结底我们全课题组谢谢大疆！
1701514640# #我的评分：星星星星。电影拿破仑作为军迷看这部电影简直像一口一口吃一个没有放糖的蛋糕，平淡平淡平淡。想必在，英格兰人眼中拿破仑就是一个笑话吧？辱法了。电影叫《拿破仑》，角色完全立不住，如果是《拿破仑和约瑟芬》还算立得住。真实的时代背景下那种弥漫的恢弘感完
1690866752# #重庆航空logo是鸳鸯锅鸭？
1697106731# #嗷，学生想仔细观察鳄鱼骨架在北京，对比下结构，有资源吗？
1703421339# #邢立达的行李箱转发这条微博，抽一位送66元🧧。。。这波寒潮降温终于快要过去了！真的是人都冻傻了。这次上新还是以保温保暖为主！分为“内服”和“外服“两个部分。。。先说外服，是服装。有之前上新过的鹰爪品牌，还有新的更时尚一些的F8品牌。F8SPIDER的款式是中性风，男女同款。款式比传统羽绒服
1703325747# #你说给我抱抱并没有啊
1696247685# #走。
1694952044# #鱼片拌粉……允悲允悲允悲江西人真猛
1699632298# #奥维尔号第二季89集我以前记得有闪回是艾扎克母星的生物体虐待机器人的片段，怎么在正片没看到？我没跳着看啊
1697024548# #是不是小时候坐劳的嫂子？
1688620934# #抑郁症李玟去世说到抑郁，好像一些小学升初中孩子派位去了太好的学校之后学习压力太大就有点抑郁，难办
1703673623# #给同事们用荔枝木烤鸡😏。想不想掐啊憧憬
1697712937# #飞机上有点尴尬😳，我在刷剧，空姐小姐姐说“我也好喜欢这个剧”，我不想被人知道我在看在魔王城说晚安
1689721778# #赞赞好像更黑了馋嘴
1694612557# #这个比较少见，叔30红六十
1697341895# #教育部禁止补课"违规补课"念紧箍咒。那我娃某一，两科没学好，家长忙或不懂，肯定要补的，学校老师管不来这么多娃。那去哪里找"合规补课"？或该怎么办？
1688785320# #朋友家的拉布拉多把他爷爷的老人机吞到肚子里去了，这怎么吞得下去呢……现在去农大看医生了。。我更好奇的是电话这时候打了会响吗？
1691716361# #说起来各地的狗子的名字有没有一个概率分布。山东不少叫小苹果。安徽叫豆豆。东北小黑小白大黄
1702427710# #北京全市中小学幼儿园因暴雪停课北京停课。我觉得小飞龙真是正直。。老师：“同学们好！今天我们线上上课，外面天气怎么样啊？”。学生1：很好。学生2：阴天。老师：“下雪没有啊？”。学生3-10：没有。学生11-15：完全没有。小飞龙：“有！马上就有了！”。老师：“啊？”。小飞龙：“不然教委不会发这样的
1701674614# #看晕了狗粮
1695176787# #伊娃的洗澡卡变成了次付而不是年卡她非常不满
1703333498# #wf2023北京今天遇到了许许多多新老朋友，大家也对我们MX恐龙提出很多宝贵意见，感谢，感恩，感动。明天还有一天，有缘来聚。。2023北京国际手办模型展，会期:2023年12月23-24日，9:00(VIP8:30)-17:00，北京首钢会展中心5号馆。
1702726167# #“一套全羊肚”，我也是第一次吃，被教了怎么吃，不能嚼啊恐龙，嗷嗷吞！
1696988313# #看来“禁止扒叶”的规则，是南北都一样。
1700065017# #生日快乐宝
1692848218# #嘤嘤嘤的福利五天后抽3套！每套定价389元呢！快开学啦！给大家安利这套美国王牌教辅——EvanMoor技能铅笔刀全科练习册！大家肯定都不陌生，它在国内妈圈火了20来年，很多家长追了英文版，这次终于引进啦！。。但是，如果只将它当练习册来用就太浪费了，因为它里面的知识面非常全，而且规划好了校内
1703989344# #遇见长江口跨年趣启东日出江海梦启东方参观启东版画博物馆，看到了世界上第一张版画，自己也印了一张福字。
1702638735# #猜猜看这是啥子？
1696740558# #嘤嘤嘤的福利关注并转发微博，现货后抽三位赠送《白垩纪1》以及众筹全套赠品。这本由我参与指导的《白垩纪》终于能够正式出版。。。全网6亿人气，评分9.8的教科书级恐龙漫画！！一部将目光聚焦在中国恐龙上的电影级漫画！。。近期，N市发生多起地磁异常现象，引起高层注意。。陆军特战队军官吴剑宇临危
1690627274# #邢老四，我们广西是伤残大省，伤肾大省。。（桑蚕，桑葚）。哇哇哇我喜欢南宁口音
1693195709# #昆卡的脚特别好看，第一次看了想舔
1703131719# #心酸啊。伊娃的一颗狗粮掉到水盆里，居然用了13分钟把全部水喝完了，吃掉了狗娘。
1696476429# #这有贺兰？段位KPI，达不到就扫把打断
