1692766832# #从绝对金额来看，这一波应该差不多了吧？
1692993441# #转发微博
1696142699# #好的不便宜，一般的没意思
1697893072# #都知道
1698396572# #
1693030109# #扎心
1690335346# #历年市场底部数据整理（转）：。。2005：政策底1162，市场底998，市场底晚于政策底2个月，点位低164点。。。2008：政策底1802，市场底1664，市场底晚于政策底1个月，点位低138点。。。2012-2013：政策底1949，市场底1849，市场底晚于政策底6个月，点位低100点。。。2016：政策底2638，市场底2638，市场
1687257203# #大A啊，你可争点气吧，再不努力就被别人超过了！
1697062142# #老子英雄儿好汉
1694243880# #个人感觉只有涨，持续涨，才能打破这样的囚徒困境了笑cry
1696756172# #电影票房的变化有意思
1698631805# #从历史表现来看，在主动补库前期，市场往往能够录得较大涨幅，相较之下本轮则明显滞后，这其中一方面固然有交易层面的因素，然而从另一方面来看相较于历史，本轮需求复苏力度确实有所不足。。。所以开始补库存是好事，但也不是意味着马上就大涨，给经济体一些时间。
1694338085# #开放，文明
1696744541# #转发微博
1695869343# #有几个人能把国企当成自家的事业？
1694840410# #大惨之后就是大好。缩量之后就是放量。悲观之后就是亢奋。。同志们，坚持住！
1693641137# #目前各类量化每日的成交额在1000亿~2000亿元之间浮动，占全市场比重的10%~20%
1687617587# #转发微博
1687072150# #转发微博
1698126271# #刘纪鹏：股市上涨1000点居民财富增加25万亿。。我支持！哈哈
1688106087# #我们不用去猜未来中国经济好不好，如果认为未来中国经济不好，那为什么还要买A股？未来中国经济肯定能好，关键在于如何让这个好与自己绑在一起。。。所以买A股，要解決的不仅仅是把一元钱变成两元钱，更重要的是解决让新闻里的好与自己有关，未来的“好”要与自己有关。
1696079383# #许老板事件后房地产市场的几个判断。许事发这几天，一直不敢评论，因为了解不多。同时按我一贯风格，也不愿落井下石。经过几天的思考，综合各方面消息，得出以下结论：。1、房地产几个大亨都是枭雄，但许是真“狂”，杨、孙等顶多不过是事业心强或说“野心”大。当年许欲买下深圳湾1号顶层，因为“我上面
1688775480# #每个时代都有新的赛道被开辟出来，一个人的成长与成功，必须与新赛道取得关联，弄潮儿，才有可能乘风破浪。但一个人的一生，很难转换不同的赛道，或同时站在几个好赛道。有了资本市场，有了资本力量的加持，这些问题就不成为问题，一个人的见识和眼力，有了发挥的余地，多次抓到重要机遇，成为了可能。
1694765345# #
1688871086# #曾经我们也做过同样的事情，拆过国外的汽车、家电、机械设备，现在轮到国外拆我们的产品了。中国作为制造业大国，产品研发的竞争确实是越来越激烈。“内卷”的结果就是：短期企业研发投入很多，产品盈利能力比较低，但是我们的产品力逐渐提升到世界前列。。。在大浪淘沙的行业发展进程中，会不断淘汰低效
1697087640# #《走出幻觉、走向成熟》这本书里有讲到一个树形原理，形象地讲，就是我们从特定的一片树叶向下寻找，就必然能够找到唯一的树干；但如果我们从一颗特定的树干向上寻找，就绝对不可能找到唯一的树叶。。。我们永远都可以用已经确定下来的历史或当下进行合理的解释诠释，但是，原因与结果之间是非线性的关系
1696388720# #一个文明古国，实在可惜！
1697366393# #摆拍也很温暖
1689044212# #人工智能、光伏
1695708133# #肯定的good
1696483293# #很对，只有对的人才会站在对方的角度考虑
1697600333# #这个位置，如果你不敢满仓，那就采取倒金字塔加仓法：创业板指数每下跌1%则加仓10%。。冒极端情况下跌10%的风险，去赚取未来100%的利润，划得来不？。相信我，这个位置满仓，比你顶部歌舞升平时满仓满融要明智得多！
1698750046# #校园霸凌应该立法了
1692173880# #投资组合的构建要和经济发展所处阶段以及时代发展特征相吻合。。。一是在价值投资的大框架下，到底是选择深度价值企业还是成长性企业。中国成长性行业和股票的投资机会比较丰富。在目前阶段，以合理的价格买入成长性企业，可能会比以深度价值的方法做投资更容易获得好的收益。。。二是中国经济的增长速度较
1697329182# #完善法制，吸引人才，公开透明
1697805765# #你为什么把大鹅捆住了？哎呦，太逗了
1689905311# #有道理
1690677682# #任正非《星光不问赶路人》：。。过去几百年来，西方科技像灯塔一样照亮了人类追赶的道路，不仅仅是飞机、火车、汽车、轮船、收音机、卡拉OK······；也不仅仅是欧拉公式、拉格朗日方程、傅里叶变换、门捷列夫元素周期表……；也不仅仅是贝多芬、歌德、米开朗基罗、托尔斯泰……。。他们对人类文明进步的贡
1697062061# #看晕了允悲
1695694730# #财通计算机：。。对GPT-4的多模态功能点评如下：事件本身并不超预期。GPT-4的多模态功能在3月发布的介绍paper里就提及了（并不是新功能），只不过一直跳票，最近外媒开始吹风GPT-Vision（应该就是这个功能），今天OpenAI终于官宣对外开放了；。。相较于视频演示的内容本身，为何推迟到现在才发布可能才是
1698194759# #昨晚最大的新闻是：中央财政将在今年四季度增发2023年国债10000亿元，作为特别国债管理，主要“提升我国防灾减灾救灾能力”。。。今年全国财政赤字将由38800亿元增加到48800亿元，预计赤字率由3%提高到3.8%左右。。。外盘A50收到消息刺激现在涨2%，所以可以看出外资对国内经济复苏的主要看点是财政是否加杠
1698406121# #转发微博
1693968875# #新兴产业为什么更适合价值+趋势投资？。当我在价值投资后面加上趋势投资时，有人可能认为我的思路变了。传统价值投资讲究安全边际，强调越跌越买。而趋势投资在注重基本面的同时，加上“止赢”、“止损”措施，以便控制风险。。之作出这样的调整，是考虑到：。1、技术壁垒和产业地位不一样，跟美国前十大
1687941614# #转发微博
1693963284# #任正非最新内部讲话，信息量有点大。。一、我们要建立一个自己的高端人才储备库，不拘一格获取优秀人才，但在招聘时要讲清楚公司的业务边界，允许在边界内研究探索。。公司已经明确，我们要努力在有限的业务范围内领先世界，不是在全方位领先。所以，我们产品的边界是收缩的，研究的边界可以适当宽一些，
1697974638# #二战刚结束，英国大选，丘吉尔的保守党下台。在一次会见中，斯大林毫嘲笑丘吉尔说：你为你的人民打赢了战争，但你的人民却罢免了你。。丘吉尔笑笑很平静地说：我们之所以打仗，保护的就是人民罢免我的权利。当人民不需要我时，下台是我最体面的选择。
1689059673# #买一只股票：。①敢于全仓操作的人，是有魄力的人。。②用半仓操作的人，是睿智的人。。③用小仓位操作的人，是稳重的人。。④有时是全仓，有时是轻仓，是个滑头的人。
1697512072# #像极了2018年10月份：。。1、当时市场担心会不会出现1929年式的大萧条，如今担心会不会重复日本失去的30年；。。2、当时茅台跌破20倍市盈率，如今光伏普遍在10倍市盈率；。。3、当时长假之后股市再跌9个交易日即见大底，如今已经下跌7个交易日。。。根据2019年-2020年的表现，也可以推测：。。1、当时以茅台为主
1688958190# #在遥远的未来，AI的存在形式，很大概率会以机器人的方式陪伴在人类身边。。。想象一下：早上机器人就泡好茶，做好早饭等你起床；晚上下班回家，家里打扫得干干净净的。只不过那时候或许人们都不用上班了哈哈。。一步一步慢慢来，颠覆式创新是急不出来的。
1688008249# #人工授精可以实现的
1695449954# #我也不明白为什么
1694782316# #国人当自强
1688722200# #社会有两套规则：。一套是明面上的，高大上，正能量，大力宣扬的，也是课本教给学生的。。另一套是实际的，是不会，也不能放在台面上讲的，却实实在在的是社会运行的规则，也可以称之为“街头智慧”。
1687835394# #中线大概率还是主线，短线有没有调整到位不好判断
1687924491# #好大的官威啊，特权深入骨髓！
1696152044# #真心替外贸企业着急啊，希望有关部门重视
1695782447# #今年彩票特别好卖，背后是什么原因？。。1-8月累计，全国共销售彩票3757.61亿元，同比增加1278.52亿元，增长51.6%。其中，福利彩票机构销售1263.25亿元，同比增加264.13亿元，增长26.4%；体育彩票机构销售2494.36亿元，同比增加1014.39亿元，增长68.5%。8月份全国共销售彩票529.57亿元
1688264881# #马斯克:悲观毫无作用，旅途本身就是生命所有的意义
1696735716# #赞
1693126255# #2年没赚钱了，一旦起行情，必是大行情
1697857533# #转发微博
1687605747# #四十年前，。你会开车，那就是一个铁饭碗；。三十年前，。你要是会英语、会计算机，。那绝对是个人才；。二十年前，联通和移动，。光在过年那一天一条一毛钱的信息，。一天就收入40个亿；。10年前，你若是有台出租车，。躺在家里都能赚大钱。。但是现在呢？。出租车司机做梦都没想到，。满大街都是抢他生意的私家车
1693015187# #很多人说今年上证指数收益率才刚刚专负，为什么救市呼声就此起彼伏，这才是扎心的现实啊！。再看看平均股价，已经跌了7个月了泪泪
1693386398# #成长股的三个驱动要素【长江证券】。。1.产能驱动型：典型特点是，固定资产投入多，产品同质化强，企业对产能的依赖度高。。。周期品居多，主要涉及公用事业、煤炭、大多数材料类、家电、农业等大类行业。典型如钢铁、航空、铁路、电力、养殖、面板、消费电子、新能源、家具。。。2.渠道驱动型：典型特点是
1698589039# #光辉典范！
1692886471# #转发微博
1687849278# #马斯克给员工的三种选择：。。如果下面3条你都不回应，那请你立刻辞职。
1695020043# #凡是员工见到领导都战战兢兢的公司，时间长了都会出问题的。因为这种公司的员工大多都会变得没有担待，凡事希望交给上级去决定，效率慢慢会降低。（转）
1690552969# #向河南都市频道的记者致敬！
1698454151# #转发微博
1698279640# #很美
1690682730# #并不能改变输赢结果
1696980873# #转发微博
1687935269# #谨慎看好部分次高端
1688202479# #马斯克给年轻人的三条建议：。第一、去做对人类有价值的事情，不要为了成为领导者去做事或者类似的为了创业而创业。。第二、阅读大量的书籍，尽可能多地吸收信息，多和来自不同领域的人交谈。。第三、找到你的天赋和感兴趣的事重叠的部份。
1691210457# #理论上可以保护投资者利益
1698761053# #爱惜身体！
1694653181# #在过去的20年间，公募基金对成长股的超配比例始终维持在10%以上，而在前100重仓股中，成长风格的个股占比也始终占据多数。。。但是问题在于，当一个投资者在说我喜欢“成长投资”时，在2010年前可能指的是煤炭、钢铁，而在2013年时是TMT，而在2019年后或许是医药、新能源。。。成长的舞台，上面唱
1698153960# #当地监察委何在？
1687603900# #转发微博
1688360245# #实事求是的说，我们这些企业在市场规模、竞争壁垒、研发能力上面确实有比较大的差距，但是在正视差距的情况下，这也是企业开拓进取的动力。。。成为中国市场龙头企业是万里挑一的，成为世界龙头企业肯定只会更难，不会更简单。假以时日，我觉得中国还是会跑出很多世界型大公司的。
1694589690# #对华为这个公司有很多的褒奖和批评，但是华为的前沿科技确实在与世界各顶尖公司正面竞争。。。华为拥有700多位数学家、800多位物理学家、120多位化学家、6000多位专家、6万多名工程师。这些人都是最宝贵的财富和前进的动力。。。如果出现更多的“华为”，用科技的力量拓展市场，成为世界级企业；同时A股的
1693291120# #哈哈
1690514613# #三根大阳线改变三观，今天算不算第二根？
1697865240# #李光耀是个非常务实的人，他的行事风格充满了智慧。。。新加坡地处热带，曾经有大片沼泽。为了让新加坡人摆脱疟疾的折磨，李光耀决定把所有沼泽地抽干。他可没有婆婆妈妈地考虑某些鱼类可能灭绝什么的。李光耀甚至不允许居民的院子里出现水坑。发现谁家院子里有积水，警察会立即开出重磅罚单。于是，疟疾
1696743600# #长假期间各类资产表现
1696210293# #铮铮铁骨赞
1695705147# #炒股的人，劝你多多睡觉，睡觉有很多好处，不但可以忘掉一切的不顺，还可以排遣一天的疲劳，更大的好处是可以做梦，梦见又来了大牛市，股票现在亏一点算什么，将来都会30倍、50倍，但不能太高了，太高了会梦中笑醒。哈哈哈哈哈哈（转）
1696483230# #马上来
1688817058# #只是一个发审委员。。。
1698122605# #特色：这件事会给你一个胶带的
1695256454# #【美联储FOMC声明及鲍威尔新闻发布会要点总结：暂停加息上调美国GDP增长预期】。。利率方面：①美联储将联邦基金利率目标维持在5.25%至5.50%的区间不变。②美联储主席鲍威尔表示，如果合适，准备进一步提高利率；将会逐次会议做出决策。③FOMC声明显示，12位官员预计今年还会加息一次，7位官员预计维
1697176158# #转：国家队买入后，平均38天见市场底，而后2年平均涨幅68%。。我们统计了汇金宣布买入后，接下来1年内、2年内出现的最高涨幅能达到多少？。平均涨幅是68.44%。
1688619763# #期待
1690978003# #挣一个亿要多久。1、中国烟草：43分钟。2、沙特阿美：1小时。3、苹果：2小时。4、工商银行：2.8小时。5、亚马逊：4小时。6、平安：6小时。7、阿里巴巴：8小时。8、腾讯：10小时。9、华为：14小时。10、小米：3天。11、成龙：3个月。12、库克：1年。13、董明珠：10年。14、普通人：
1690707565# #【人与股票市场的关系】。杜鹃不鸣，何如？。织田信长：今其鸣。丰臣秀吉：诱其鸣。德川家康：待其鸣。你是哪一种？
1697026461# #转发微博
1688806347# #哈哈哈可爱
1691633559# #值得思考
1692960125# #大家争议比较大，我再解释一下：。1、我们并没有看空人工智能，目前仍然是第一大持仓。8月份以来的净值回撤也主要是由人工智能导致。。2、私募不可能像个人投资者一样allin，人工智能最多时仓位也就30%左右，是在6月中旬卖出后，6月下旬至7月份逐步买入的。由于是核心品种，跌幅也相对要小一些。。3、今
1694373401# #转发微博
1698625855# #如何看待中美缓和对产业的影响-光伏储能篇【中信建投新能源朱玥/许琳】。。1、近期中美关系出现一定的缓和迹象。前期板块大幅下挫，包含着不少“中国产业链供给全球“逻辑的演绎，进入对估值形成压力，中美关系环节对于预期的提振有正向影响。2、事实上，本轮板块下跌至今，股价中已经包含着明年业绩下
1693731170# #当我说投资人工智能板块需要顺势而为的时候，有人说我的观点变了。其实我的观点没有变化，人工智能步入奇点，发展从0到1，未来星空大海，对人类社会的影响是颠覆性的。看过三体的人或可略做想象。。。很显然在这个技术浪潮中，中国的制造业再次处于配套或者渠道地位，没有深厚的壁垒。因为持有这种观点的
1692181080# #高情商怎么回话：。。1.同事找你帮忙。。一般回答：“我没空”。。高情商：“我刚好有事”。。2.某件事情做错了。。一般回答：“我错了”。。高情商：“谢谢你理解”。。3.约会迟到了。。一般回答：“我来晚了”。。高情商：“谢谢你等我”。。4.老公打电话说加班。。一般回答：“你忙吧”。。高情商：“我等你回来”。。5.和朋友
1697186054# #
1695787369# #赞
1691886926# #我们希望拥有买入的时候像价值股，但最后成为成长股的股票。。。多以买股票要找两个特点：。（1）即使在压力情形下（比如现在就是一个考察公司的关键节点），公司产生的收入也足够稳定，能够保住最低投资价值。（2）在进行中的一些变化未被市场所识别，并可能在未来变得非常有价值；或者市场知道公司正在
1687227140# #马云非公开会议：经济下行、消费信心不足的情况还会持续，接下来是淘宝的机会。。。5月下旬，召集淘天集团各业务负责人，开了一场小范围内的非公开沟通会。马云判断，当前国内经济下行、消费信心不足的情况还会持续，因此接下来是淘宝而不是天猫的机会，阿里电商应该“回归淘宝”。阿里过去那些赖以成功
1695389856# #名人传记是一笔宝贵财富。南非前总统曼德拉因为反抗白人统治，一生三进三出，身陷牢狱27年，1990获释出狱。。1994年，77岁的他当选为南非的第一位黑人总统。。此时南非的一位白人，格里高，却寝食难安。他常常回想起自己对曼德拉的种种虐待，在蛮荒的罗本岛上，到处可见的是海豹、毒蛇和其他危险动物。曼
1688385646# #迟早的事
1697902759# #那些加罪于她的人，受到惩罚了吗？
1697016807# #老牛是英语盲，但不会因此拒绝文明
1698151379# #转发微博
1696416827# #法律高于一切
1689356416# #留证据，有损失一定要报警！
1698069635# #太好了，祝福小朋友早日康复！
1690081691# #巴菲特持有时间最长的10只股票，老巴说他长期持有好公司的股票，主要是不想缴资本利得税哈哈
1690621080# #不同商业模式服务器厂商竞争格局（中金）
1697117396# #这才是正常的社会，批评是为了把国家建设的更好。批评政府的人关键时刻一定可以为国家挺身而出
1693106084# #阳光电源：。1.全球发电量里面可再生电力占比31%，其中风光13%，光5-6%，风7-8%，占比还是非常低的，2050年风光占比有望提升到70%。。2.欧洲库存的情况?去年12月就提醒过行业有一定的库存。去年渠道商出于自身的安全考虑，到处进货，使得去年渠道库存是非常庞大的，到现在为止，渠道库存处于快消化完
1696906795# #最高司令官入场，全场掌声雷动👏👏👏
1689326676# #平台，很重要
1689656629# #转：。青年问禅师：“大师，请问注册制是利好还是利空？”。禅师：“你掏100块钱给我，再告诉你。”。青年掏出100元给禅师，禅师收下100元，慢慢悠悠的说：“明天这个时辰来找我。”。青年非常纳闷，正想再问，无奈禅师已经闭目养神，便不敢多问先回去。。第二天青年又去拜访禅师。。禅师：“你先掏200元给我
1690697464# #人要有探寻真相的欲望和勇气！
1695449280# #预制菜一样害怕关系户
1697770107# #天风宏观：三季度GDP为何超预期？。。问题一：三季度GDP为何高增？服务消费驱动GDP高增，社零对服务消费跟踪不足导致月度数据与GDP数据存在出入。。。问题二：消费同比走高是基数原因吗？消费回暖既有基数因素，也是居民消费能力上台阶的体现。。。问题三：房价下跌为什么没有明显抑制消费？房价的财富效
1695132170# #罪有应得，给伸张正义的人点赞
1690855594# #投资股票，骨子要硬，面子要软。。。骨子要硬，是坚定自身估值体系和投资思想，任你东南西北风吹。。面子要软，个人在整个市场合力面前是微不足道的，错了要大方认错。
1698819958# #过去30年历次全国金融工作会议主要讨论话题，以及本次会议重点原文摘录：。。“同时要清醒看到，金融领域各种矛盾和问题相互交织、相互影响，有的还很突出。。。经济金融风险隐患仍然较多，金融服务实体经济的质效不高。。。金融乱象和腐败问题屡禁不止，金融监管和治理能力薄弱。。。金融系统要切实提高政治站
1698310416# #在二级市场做投资，你最终的收益未必是因为你有多优秀、有多聪明、多出类拔萃，眼光有多独到，而是取决于你在多大程度上能够诚实地、如实地评价自己，然后坚持在自己的能力圈里面去做决策（转）
1693133328# #历次印花税调整对股市的影响（图：21世纪经济报道）
1696557745# #期待完善法制，实现依法治国
1697984423# #这是哈马斯首领叶海亚-辛瓦尔，只要参加户外活动，他的身边始终有一个可爱的孩子。。大家说，这个孩子是他的儿子？还是……？
1698154257# #看评论似乎无药可医
1693810458# #太对了
1696508314# #该离，如此不合，岂能忍一辈子？
1689819074# #【投资里的守正出奇】。什么叫正?。堂堂正正为正，正宗为正，正派为正，正中靶心为正。价值的正是说某一个事件或者热点来临时，最正宗的、最大受益的、最应该炒作的那只股票，为价值最正的股票。。什么是奇?。奇是出乎意料又在情理之中，是剑走偏锋。价值的奇是说某一个事件或热点来临时，看起来好像不是那
1689167433# #快了
1693107939# #目前A股市场IPO以及再融资定价的问题：。。以前新股上市时，PE估值是有一个23倍上限的，这也导致新股上市之后一般都有几连板，然后再慢慢跌，跌到一个合理的区间。。。这显然是不合理的，新股连板后需要花大量的时间去消化新股溢价，二级市场投资者很难下手。。。现在全面注册制之后取消了这个23倍PE上限，又
1696860533# #所有善良的人都与恐怖主义不共戴天
1693567800# #人生逆境时，切记忍耐。。人生顺境时，切记收敛。。人生得意时，切记看谈。。人生失意时，切记随缘。。心情不好时，当需涵养。。心情愉悦时，当需沉潜。
1694997475# #本周末有两个大快人心的新闻，一个是某董事长因涉嫌操纵证券市场罪，被批准逮捕；一个是股东违规减持没一罚二。。。同时，证监会还喊话：“进一步加大对违规减持行为的打击力度，让敢于违法者受到应有惩罚、付出沉痛代价”。。。市场化的股市，就应该是：规则内的不管，规则外的严管。这样既能激发市场活力
1695553813# #乌克兰民众跪迎阵亡将士魂归故里
1695601593# #周末政策导向了推进新型工业化，要积极主动适应和引领新一轮科技革命和产业变革。这个新型工业化包含的东西比较多，也都是大家平时比较熟悉的比如工业互联网、工业母机、机器人、工业软件、工业自动化等等。。。周五引领大盘上涨的光模块，卖方分析的是海外互联网大厂加单，目前光模块公司股价主要跟踪的
1698751404# #应该是真的？
1689930128# #翻身有望
1697252930# #赞
1688192747# #牛
1695172475# #【任正非：我们即将进入第四次工业革命基础就是大算力】财联社9月19日电，华为创始人兼CEO任正非与ICPC（国际大学生程序设计竞赛）基金会及教练和金牌获得者的学生的谈话纪要曝光，任正非表示，我们即将进入第四次工业革命，基础就是大算力，第四次工业革命波澜壮阔，其规模之大不可想象，今天的年青
1692681537# #所有市场定价的核心都是人。。。投资的四大灾难是恐惧、贪婪、希望和无知，这四个里只有一个不是情感。。。恐惧、贪婪和希望这三个情感导致了绝大部分的亏损。
1690534688# #成长股像树，价值股像粮食，主题、趋势投资股像鲜花。。。小树苗长成参天大树能给投资者带来巨大的收获；。价值股春播秋收，还能帮你渡过寒冷的冬天；。主题、趋势投资更像是鲜花，美丽、香气扑鼻，但是开花时间短。
1687562043# #嘿嘿
1687493955# #费用能够救助多少急危重病人？
1688473665# #赞
1687313037# #转发微博
1687940945# #是的
1690512764# #随时崛起
1695989023# #孩子通过吃鱼油、坚果、鸡蛋来提高记忆力。。成年人通过吃亏
1694595676# #做一个理性的投资人
1696644119# #长假财经信息点评：。1、港股：小幅上涨，预计A股底部区域，易涨难跌，目前创业板指数仅24倍动态市盈率。。2、原油：大跌，任何论证原油价格将长期维护百元高位的观点都经不起推敲，这本身就是周期品，且面临新能源的飞速发展，煤炭也一样。。3、美元指数，在美元利率高位的情况下，预计还将保持一段时间
1691208433# #又学到一个新成语
1691376790# #思考
1690603267# #多交流才多合作呀
1698404468# #可以
1696139000# #华妹义正辞严啊，为什么呢？
1693501906# #转发微博
1697026569# #建设银行公告，控股股东汇金公司10月11日增持本行1838万股A股股份，拟在未来6个月内(自本次增持之日起算)，以自身名义继续在二级市场增持本行股份。。。中国银行也发布关于控股股东增持本行股份的公告称，控股股东汇金公司增持本行2488万股A股股份。汇金公司拟在未来6个月内（自本次增持之日起算）以自身
1697426182# #不能这样惯孩子
1690953139# #担忧！
1698895682# #转发微博
1688094070# #竞争格局有变，但短期跌得也太多了
1691910313# #现在看，A股股民已经获得了不少前沿科技知识。我相信，距离一小部分股民朋友开始获得金钱回报的日子不会太远了。。。为什么只有一小部分人呢，因为股市看似是一个进入门槛很低的市场，但是最不能忽视的就是投资的专业性，而大部分人达不到这个要求。
1691467158# #医疗反腐更应注重制度建设。医院的腐败，与社会上的腐败一样，并非一天两天，也没有特殊之处。。医生作为科研人员，是社会的精英，脑力劳动与体力劳动都很艰辛，薪酬设计上理应向科研人员看齐，高于一般工薪阶层。。药品集采开始时，曾有一个提法，用节约下来的资金，适当提高医疗人员待遇。但几年下来，
1697948602# #2022年股东大会，芒格回答提问：。。问题：“今年1月，冈拉克表示：‘我当前的观点是，中国不适合投资。我从来没在中国投资过，无论是做多，还是做空。为什么？因为我对数据有疑虑。因为我对中美关系有疑虑。在中国投资，有很大的风险。’每日期刊公司在中国有大量投资，包括比亚迪、阿里巴巴等有价证券
1696728891# #旗帜鲜明反对恐怖主义。。三个背景：。1、以巴之间的领土纷争有着异常复杂的历史，简单说这个地方公元前是犹太人的，后来被占领，犹太人被迫流浪。二战中和二战后，犹太人逐步回迁。1947年联合国通过181号决议，同意原殖民者英国提出的方案，将巴勒斯坦一分为二，建立一个犹太人国家和阿拉伯人国家。1948
1691416154# #虽然无耻，也是在给自己找台阶。不过肯定徒劳。
1695305909# #精美
1693970791# #量化最怕的两个极端：极致的理性和疯狂的不理性。。极致的理性让量化没有出手的机会。疯狂的不理性让量化均值回归不再回归
1690948755# #“公知”缘何成了贬义词？。。不知道从何时起，在某些媒体和小粉红眼中，“公知”竟然成了贬义词。。。那么先科普一下，什么是“公知“，查阅相关资料：公知，从字面可认为是公共知识分子，是具有学术背景和专业素质的知识者，是进言社会并参与公共事务的行动者。公知是公共议题最活跃的群体，可追溯到法国
1689402600# #有人说炒股适合慢性子，不慌不忙能赚钱。有人说急性子的炒股也行，比较能够买到龙头股。有人说偏激的人也适合炒股，因为能够捂得住股票。有人说不急不慢的人也能挣大钱，每年稳定挣几个点收益，几十年翻几十倍。。所以啊，自己性格与炒股模式要匹配，用错了很容易亏钱！
1697330901# #调整融券有什么影响？【华创金融徐康团队】。。举措包括：1、提高融券保证金率，由50%提高到80%，私募保证金率提高到100%；2、限制上市公司通过专项资管融券借出（未明显限制券商战投融券借出）；3、查处定增、大宗配合融券违规行为。。。为什么？1、逆周期调节，当前市场景气度偏低，配合此前降低融资保
1698149859# #摊手
1693528093# #回顾历史，A股市值龙一经历了多次变迁，从2006年的工商银行到2007年的中国石油，再到2015年的工商银行，一直到2020年的贵州茅台，最后是现在的中国移动。龙一变迁间隔的时间逐渐缩短。。。A股市值龙一变迁是国内经济结构和投资范式变化作用的共同结果，龙一变化往往标志着新的经济增长模式或者
1695358606# #转：加仓的四境界：。。1.欢天喜地，有计划的地加仓。……未雨绸缪，有计划表，自己有信心，对持股企业有信任。。。2.愁苦紧张，颤抖地加仓。……下跌恐怖，但浮亏过大，思考补仓摊平成本，不了解企业，无信任无信心，但苦于成本过高；。。3.捶胸顿足，无力加仓。……总比割割复割割强很多，无力加仓，敢硬挺
1689299939# #哈哈想到一块去了
1694769300# #口之宣言也，善败于是乎兴。摘自《国语·周语·邵公谏厉王弭谤》。。解释：放开人民的嘴，让他们有话直说，政事的善恶好坏就都可以清楚。
1688542174# #这个位置的下跌，不可怕。。行业景气度高的，或者个股业绩确定的，逢低吃进去就是。。连续两年不赚钱的行情，历史上非常少见；凡出现过，后期都有大行情。。情绪积压到一定程度，结果就是爆发。。不要倒在黎明前的黑暗中。
1688821948# #很多人说，老牛最近几年的投资风格变化太大了，看不懂。那我说说为什么要从价值转向成长。。。1、经济形势变化。我们明显感觉到，以2019年为分水岭，中国经济已经由中高速增长向中低速增长转变。一些原来高增长的行业或公司，进入低增长甚至负增长阶段。比如银行、地产。2015年8月份我们抄底的浦发银行，
1687937876# #我们今年是赚得不多，作为基金产品，不得不考虑均衡配置。人工智能的收益，被其他行业抵消了不少，1-2月份也有些操作失误。5月份以来，减少操作，力争每笔投资都有确定性收益。。。我在6月15日前后提示人工智能短期风险，在雪球和头条，被一帮人喷得体无完肤。微博因为都是长期跟踪的粉丝，不少人按提示
1696546341# #貌似有道理
1691976079# #白金分析师赵晓光今天分享：未来市场有三点或将超预期（转）。。8月12日上午，天风证券副总裁、研究所所长赵晓光，在2023资产管理年会上，就如何做好深度研究以及最新市场观点做出了分享。。。赵晓光表示，研究无非就是三件事，一是要找到最专业的人，二是要挖掘最优秀的企业，三是判断最前瞻的走势。。所有
1696918600# #全世界飞往以色列的航班爆满，这是各国犹太人自愿回国参战。现任总理内塔尼亚胡的哥哥在1976年从美国费城飞回以色列领导了著名的“恩德培营救人质行动”，他当时是宾夕法尼亚大学的犹太历史教授。一名美国大学教授，放下粉笔就变成了特种部队的指挥官！。。1976年7月4日，约100名以色列突击队员乘坐以色
1694495014# #宏观数据的最悲观的底部，应该已经悄悄度过了。。。乐观一点。
1687014043# #转发微博
1687935486# #我想这个应该没有疑问
1696211779# #转发微博
1696316248# #只有那些深爱着这片土地的人，才会愿意冒险去做一些事情！
1692954164# #没有，仍然看好
1694762356# #转一篇关于AI大模型的文章，写得很好，题目是《用起来是检验大模型的唯一真理》。（文中涉及个股的词用字母代替）
1692799291# #牛啊！
1692063543# #央行开展1年期4010亿元MLF操作利率下调15个基点
1694587663# #这里是底部，不动摇
1695947247# #巴沙尔夫妇可能做梦都没有想到，这辈子还能有这待遇，两人在被窝里搂着偷笑呢
1697074444# #每次诺贝尔奖有70%被美国人获得，。而他们中有70%的人来自于其它国家。。美国对全球人才的吸引力怎么样？
1691541258# #段永平的“不为”清单。。1、不做不懂的事。。。2、不频繁决策，一年不要做几十个决策。。。3、不借钱投资，不融资。。。4、不做空，不融券。。。5、不盲目扩大自己的能力圈。。。6、对债务比率高的公司要小心。。。7、欲速则不达！不走捷径！（转）
1696476164# #就是就是，国外水深火热，如何忍心看下去？眼不见心不烦
1693519818# #赞
1689331454# #儿童没有功利和世俗心，他们的心灵深处认为什么才是有价值的？。。是别的孩子喜欢的东西！当儿童一起玩要的时候，越是大家都喜欢的东西，就越有价值。比如一堆孩子在玩一个玩具，大家抢来抢去，越多的孩子抢，这个玩具在孩子的世界里就越有价值。一旦大家不抢了，你再把玩具单独给一个孩子，它的价值可能
1688792961# #没有，请举报
1698843215# #赤子之心，天地可鉴！
1687062635# #赞
1696253819# #美国为什么强大？启发式教育是立国之本！。。1910年，年仅19岁的胡适考取庚子赔款第二期官费生赴美留学，就读于康奈尔大学。偶遇美国小学新生开学，胡适难抑好奇跑去旁听，内心受到极大震动。。美国启蒙第一课只有一个内容，便是令全体学生宣誓誓词：“我保证，善用我的思辨才能；我保证发展我独立的思想
1693057871# #感觉比俄乌战争分歧还大……
