1689430922# #我天，这也太好看了吧憧憬憧憬
1692004770# #终于发出来了。
1701518461# #歌手张杰超话wx小橙旭『小芒庄园』一起为公益助力，我们在给你小心心星星基地给你小心心等你哦~
1693574863# #来了来啦来啦，我414
1697214635# #把青春华章写在祖国大地上青春是用来奋斗的
1694268514# #在线等
1688912225# #张杰tmea开场也太稳了吧《听》直拍张杰tmea古风串烧开场太好听啦，演唱会见张杰年度最佳内地男歌手
1690767361# #怎么看着看着就哭了呢苦涩苦涩苦涩苦涩
1689262827# #长沙教我航天员
1689180496# #祝毕业生们前程似锦努力
1693581640# #张杰外南街1982签售会睡前试一下，明天起来看看结果
1694618460# #每日一善超话彩虹屁阳光信用耶每日‎一善。善良和真诚永远都不会有错，希望我们保持炙热和真实，明确的爱，真诚的喜欢，热爱每个坦荡时刻的自己。
1695702747# #快来快来，滴滴
1692981034# #哇喔，是张老师憧憬憧憬
1700538468# #张杰时装男士十一月封面谢谢老师，拍得超好看，希望多多合作送花花送花花送花花
1689960028# #年轻人为什么爱看演唱会为热爱，为青春。因为这样真的很快乐呀
1703606899# #张杰新歌。张杰新EP《冬月初七》全网上线啦送花花。全平台上线想去哪听就去哪听。三首新歌《鲜艳的狂想》《柔光灯》《忍受》。三首歌，三种不同风格，总有一首适合你笑而不语。快去听起来啦！我都超爱的❤️
1697988389# #张杰超话💙。晚安啦
1688518501# #长沙见哇哇
1703935361# #张杰超话✨张杰谁能忙过你。双向的奔赴才有意义爱慕爱慕爱慕
1694140131# #张杰超话来vx小橙序【小羊派对】，一起坚持爱心公益，一起放大爱的力量吧！我们在【星星部落】等你哦~
1695491610# #全新《逆战》绝绝子打call打call打call
1694481984# #彩虹屁彩虹屁『人物专访｜中国文艺志愿者协会理事媒体专访（二）』
1695348092# #张杰张碧晨合唱坚如磐石同名主题曲张杰/张碧晨《坚如磐石》（《坚如磐石》电影同名主题曲）
1702138090# #张杰超话年少时喜欢的人到现在仍然闪闪发光！晚安！宝贝
1702527222# #张杰票来票来票来，票从四面八方涌来
1697356182# #UP
1703566884# #来啦来啦，张杰好帅抱一抱抱一抱
1690742206# #张杰超话张杰未live巡回演唱会。航天员心航天员
1690260849# #都来干活啦
1693715469# #还是没苦涩苦涩苦涩
1691227617# #我投给了“张杰”,“转发评论补充”~
1691750853# #张杰未live巡回演唱会啊啊啊啊啊白村衫杰杰好好看张杰深圳演唱会
1695348690# #来啦来啦，张杰太会唱啦，好好听憧憬憧憬憧憬
1694531681# #张杰外南街1982签售会好运爱你
1700298164# #太近了
1701495969# #张杰1220生日快乐414
1694084083# #张杰未live巡回演唱会收官战报不错
1700376360# #帅帅帅送花花送花花
1694859912# #一会见杰哥
1691296396# #外南街小孩实体来啦，超期待
1701686944# #张杰超话抱一抱张杰你的小可爱突然出现。杂志终于发货啦。期待我的小可爱（张杰）给我寄抱一抱抱一抱抱一抱
1696691971# #夸你一下记得告黑开学季
1694273542# #好爱天下，好爱你彩虹屁
1703905601# #超好听啊爱慕爱慕爱慕爱慕宝贝好帅
1692703281# #还玩起摩斯密码了呀，［我］爱你😘
1700975874# #啊啊啊啊啊，果断存
1695831513# #我好爱好爱你啊@张杰
1698332150# #好好休息开学季开学季
1692161581# #张杰时光音乐会帅哥好帅好帅
1704018246# #张杰未你好吗跨年演唱会笔芯杰杰心
1704161189# #哥哥，好好休息，今年体育场见哦抱一抱抱一抱
1699065358# #期待张杰彩虹屁彩虹屁彩虹屁
1696346983# #终于等到了抱一抱抱一抱
1693207297# #签售会见，曜见很多很多面心
1692533673# #请尽快处理该违规用户，共同营造良好的网络环境，谢谢！
1692080794# #不愧是张杰老师好老师好
1693050765# #张杰未live巡回演唱会时隔四年。又听到了蜀道难，第一次听还是19年的贵阳张杰三登鸟巢
1699711119# #张杰茂名音乐节。场外也好多人啊送花花送花花。着魔男女pk了
1699783812# #哈哈哈哈哈哈
1698238770# #滴滴
1694143125# #张杰超话张杰时光音乐会老友记。小哭包又哭了悲伤悲伤张杰
1700298351# #中华民族团结进步宣传推广大使张杰送花花送花花送花花
1697597354# #张杰超话备忘录📝：杰杰微博。7月自存哇哇总38心
1689533121# #张杰超话张杰未live巡回演唱会。武汉0429。天下。红尘录。天上掉下个林妹妹。Talk:武汉话说外南街1928航天员。今生今世。香水舞（Prefume）。闹啥子嘛闹。龙吟。勿忘心安
1689433095# #长沙就快到啦，长沙见呀憧憬
1700283598# #期待张杰送花花送花花
1696946151# #呜呜好凶，我好爱开学季开学季
1694137251# #乐享心声，纵情旋律~我在2023微博音乐盛典pick了我喜欢的张杰，快来和我一起为更多优秀音乐内容助力！打call打call打call
1703861006# #张杰超话永远爱你
1694389696# #张杰格局打开
1699516060# #微博视界大会奔赴热爱，荣耀前行。我正在微光荣耀入围作品中推荐时光音乐会·老友记！一起来推荐你心中的微光荣耀吧
1695189093# #首页来，点自家
1704217361# #存送花花
1694939280# #我在森林驿站帮助了猕猴，获得了爱心和动物卡片。熊猫守护者们，快加入驿站一起玩吧！
1693205376# #收官快乐，明年一定归巢航天员
1692357488# #铁打的张杰
1703732993# #张杰外南街1982黑胶送花花送花花
1702464653# #2023微博演出大赏开启，我推荐了张杰未·LIVE-「曜·北斗」巡回演唱会。来音乐人的年终会客厅，一起来推荐你喜爱的演出作品吧！年度演出推荐。
1694069913# #好开心好开心，又可以听到华语live王张杰的现场啦
1701426013# #歌手张杰超话wx小橙旭『小芒庄园』一起为公益助力，我们在给你小心心星星基地给你小心心等你哦~
1688785606# #张杰超话答完题，感觉自己是个假粉苦涩苦涩。小北的那些应援，根本记不住啊允悲允悲
1702570631# #我投给了“想见你想见你想见你”~
1690167036# #张杰长相思主题曲万物不如你啊啊啊啊啊啊啊啊太好听了太好听，长沙唱这首长沙唱这首
1704040407# #五个🐀。终于有一个了苦涩苦涩。你怎么还区别对待呢。哼，生气😠
1701330378# #张杰超话没做的都动动手张杰1220生日快乐
1703921107# #准备好啦，期待期待爱慕爱慕爱慕
1697276851# #张杰歌迷最幸福啦开学季开学季开学季
1697875594# #张杰时光音乐会老友记期待张杰打call打call打call
1701313937# #张杰唯粉实时号测试你回来了吗悲伤
1693964765# #微博音乐盛典年度推荐启动乐享心声，纵情旋律~我在2023微博音乐盛典pick了我喜欢的style，快来和我一起为更多优秀音乐内容助力！💙😎💙
1698150474# #存了送花花送花花
1702374600# #让我去送花花送花花送花花
1702109045# #我在森林驿站帮助了小熊猫，获得了爱心和动物卡片。熊猫守护者们，快加入驿站一起玩吧！
1693498613# #越看越气人裂开裂开裂开裂开
1702136995# #来晚了，还没找到战场就结束了，真没劲！
1701015802# #张杰超话zj张杰点歌台。晚安咯，我爱你们。。杰杰晚安吻抱一抱抱一抱
1691413248# #永远爱你
1695879125# #张杰签售了10个小时张杰歌迷最幸福彩虹屁彩虹屁彩虹屁张杰
1703051301# #呜呜呜呜，一开头就哭了😭，好会剪
1700231012# #存
1699516486# #张杰万物不如你入围送花花送花花送花花
1689437473# #呜呜，好喜欢😍
1697449725# #我在森林驿站帮助了小熊猫，获得了爱心和动物卡片。熊猫守护者们，快加入驿站一起玩吧！
1703304162# #辛苦啦！超级棒赞
1702515805# #2023微博音乐大赏开启，我推荐了《Layla蕾拉》。来音乐人的年终会客厅，一起来推荐你喜爱的音乐作品吧！年度歌曲推荐
1692622905# #啊啊啊啊啊，我的专辑怎么还不发货酸酸酸
1698321340# #买的乐事薯片，打电话给我说没有手机支架了。首页的朋友们有没有接到电话呀
1700223507# #我投给了“张杰《任我》”~
1692897875# #张杰超话航天员张杰未live巡回演唱会。开屏遇杰杰。好红好红呀。鸟巢一切顺利航天员航天员
1693328459# #笑得好甜啊
1702184249# #张杰又在搞事了张杰歌迷好幸福啊。4k快了吧送花花送花花送花花。。附上一张729的星海图
1691915111# #好会拍啊，我好爱哇哇哇
1688785136# #来答题了dogedoge
1703854625# #爱人啊
1694267029# #我投给了“张杰《天下》”~
1694255233# #44吧，签售没有我可怜可怜
1702567803# #转发微博
1688913826# #终于追星成功了呀
1695953512# #好精美的mv心心
1694354306# #我投给了“张杰《天下》”~
1703854327# #张杰未你好吗跨年演唱会我们的星海真的好美好美啊张杰跨年演唱会
1695172614# #414吧
1701328859# #张杰1220生日快乐我来414
1699059428# #太帅了送花花送花花
1690520653# #北斗星空生日快乐，希望早点开上海憧憬憧憬憧憬
1700876549# #期待张杰ost《立剑》送花花送花花送花花
1702920055# #我推荐为2023微博网友喜爱人物，与光影共绚烂，与赤诚赴热爱，期待TA盛装赴约！快来微博之夜推荐你心中的微博网友喜爱人物，参与集卡互动还能有机会得盛典门票去见TA哦！戳&gt;&gt;
1703408216# #只有我只关注胡茬吗doge。欣赏我哥的胡茬抱一抱抱一抱
1703642610# #好帅好帅，爱你😘
1693973600# #周六见
1695444294# #张杰时光音乐会老友记期待期待打call打call打call
1694833414# #期待华语live王张杰哇哇哇
1693190959# #存talk
1703035924# #张杰1220生日快乐生日快乐蛋糕
1691228313# #㊗️越来越好心
1694869922# #好可爱啊哇哇
1697337918# #未来可期，追光前行~我在2023微博迎新之夜年度大学生推荐歌曲中pick了我喜欢的音乐作品，快来和我一起为更多的优秀歌曲助力！
1695444321# #期待张杰，今晚见心
1700546650# #。您好，我要举报以下用户（禁点进主页）。
1702898879# #我的票呢
1690958238# #好喜欢😍
1703230167# #哇喔？又有什么惊喜啦送花花送花花送花花
1697384448# #张杰超话张杰slowdown。我就是你们最好的礼物。你们也是我最好的礼物。太甜了爱你爱你爱你。截修✖️6p
1691765114# #超爱的三月来啦打call打call打call打call
1703687147# #宝贝，晚安💤
1689327893# #一切顺利
1703836383# #张杰未你好吗跨年演唱会是超幸福的星呀张杰跨年演唱会
1703637475# #早呀！
1702787038# #开始就结束允悲
1700878659# #超期待啊送花花送花花送花花
1703392210# #啊啊啊啊好帅好帅，超级期待送花花送花花送花花
1694254280# #期待张杰打call打call打call
1696508101# #。您好，我要举报以下用户（禁点进主页）。
1693483571# #张杰外南街1982签售会我来啦好喜欢好喜欢好喜欢
1698192294# #张杰时光音乐会老友记爱你爱你
1693312566# #啊啊啊啊啊好帅好帅
1697989985# #好甜啊
1699066674# #张杰超话张杰时光音乐会老友记。。过往皆序章，未来皆可盼。八花哥哥好可爱哇哇哇
1703855656# #张杰未你好吗跨年演唱会过云雨张杰跨年演唱会
1703358427# #好可爱的宝宝抱一抱抱一抱抱一抱
1703521036# #我也要听啊啊啊啊啊
1702568697# #张杰我的偶像光芒万丈，我为他欢喜
1695813794# #比心比心心
1702795020# #抢不到一点啊
1699289145# #张杰超话送花花张杰车内看信张杰歌迷最最最幸福，晚安
1694137241# #乐享心声，纵情旋律~我在2023微博音乐盛典pick了我喜欢的张杰，快来和我一起为更多优秀音乐内容助力！打call
1699842023# #和正能量歌手一起为推进我国民族团结进步助力💙
1693661595# #在大牛旁边好小一个笑cry笑cry
1695879163# #下次早点发
1693239022# #两只鸟好好听啊打call打call打call打call打call
1694094226# #乐享心声，纵情旋律~我在2023微博音乐盛典pick了我喜欢的《张杰未LIVE巡回演唱会》，快来和我一起为更多优秀音乐内容助力！💙
1703957964# #哈哈哈哈哈忘词哥哥好可爱爱慕爱慕爱慕
1702967695# #我恨你，你什么时候倒闭啊
1703848071# #张杰未你好吗跨年演唱会哭死苦涩苦涩苦涩
1692074083# #鸟巢一切顺利航天员
1698516696# #🐴
1702920149# #我推荐《万物不如你》为微博网友喜爱音乐，它让我感受到了音乐的力量和魅力，在享受片刻宁静和愉悦的同时不由得惊呼“耳朵怀孕啦”！一起来微博之夜推荐更多打动人心的音乐吧，参与互动还有机会赢大额红包和盛典门票哦！微博网友喜爱作品戳&gt;&gt;
1704110337# #票来
1692588605# #好可爱的宝宝
1697471709# #下班倒计时五分钟开学季开学季
1700658921# #快来wx小橙序『星饭乐园』一起为公益事业助力，我们在给你小心心星星乐园给你小心心等你哦~
1703034489# #张杰超话Zj张杰1220生日快乐。虽然几个软件换着听。但我的年度歌手一直都是你。生日快乐呀，我的宝贝😘。愿你开心顺遂，健康平安
1698837784# #来啦来啦
1691053729# #我们特别特别爱你。你特别特别的好
1696263004# #总有不理智的人，该凶的时候凶一点，辛苦啦，到了好好休息航天员
1694966385# #我来考古了
1702528007# #明天抢到酒买机票打call
1700808589# #张杰传授李现健嗓秘诀哥哥好厉害啊，什么时候教教我送花花送花花
1691416617# #深爱不曾改变。未来岁月悠长。永远爱你。呜呜，抱抱
1692983994# #张杰三登鸟巢这舞美绝了张杰未live巡回演唱会
1699608941# #想你想你
1696740917# #好帅好帅好帅开学季开学季开学季
1697475567# #刚刚小破站刷到蛄蛹者与孤勇者的混剪，太要命了，好听得一阵一阵的
1697260280# #我的逆战啊
1701340902# #我好恨，我去不了一点苦涩苦涩
1691488928# #怎么会删了呢，不会是不敢负法律责任吧，敢说就不要怕啊
1692963737# #好帅好帅
1702193159# #好优秀送花花送花花
1690650678# #张杰超话张杰未live巡回演唱会。0729长沙，火鸟。涅槃重生
1703754071# #啊啊啊啊啊爱你😘
1692242133# #期待华语LIVE王张杰
1691489288# #一切顺利！
1701602305# #本周我完成了连续7天铁粉打卡，与的铁粉值额外增加1分！
1696334128# #存一个航天员
1693017953# #辛苦啦
1693964727# #微博音乐盛典年度推荐启动乐享心声，纵情旋律~我在2023微博音乐盛典pick了我喜欢的style，快来和我一起为更多优秀音乐内容助力！💙💙
1703955599# #张杰未你好吗跨年演唱会爱慕爱慕爱慕
1697734542# #张杰超话送花花张杰。我可以跟在你身后像影子追着光梦游。我可以等在这路口不管你会不会经过。每当我为你抬起头连眼泪都觉得自由
1697083095# #两岁啦开学季开学季
1688907204# #憧憬憧憬憧憬帅哥好好看
1696693535# #好好出图你记得告黑
1703001924# #生日快乐，平平安安，健健康康，快快乐乐，开开心心每一天
1702895917# #辛苦啦抱一抱抱一抱
1699873148# #微博视界大会热爱·同行！我正在微光荣耀入围影视音乐为《万物不如你》荣耀推荐！你心中的微光荣耀是哪个？一起来参与推荐吧哇
1695573501# #张杰扬州音乐节啊啊啊啊啊你居然唱了《没说什么》，超羡慕在现场的朋友，明年演唱会这首歌常驻好吗张杰
1703952953# #啊啊啊啊啊下班了。终于可以发疯了
1697364120# #张杰川音演绎蜀道难《蜀道难》不畏艰难勇往直前心
1693547175# #来看看吧
1704091713# #我们的小骄傲心心心
1691986140# #鸟巢打call打call
1704001001# #杰杰2024平安顺遂，健康快乐！开心见面！小人都一脚踢开打call打call打call
1694273101# #存一个
1695006268# #好可爱的杰杰
1703677354# #我投给了“张杰”~
1702084153# #2023微博演出大赏开启，我推荐了张杰未·LIVE-「曜·北斗」巡回演唱会。来音乐人的年终会客厅，一起来推荐你喜爱的演出作品吧！年度演出推荐
1693753662# #414羞嗒嗒羞嗒嗒羞嗒嗒
1693242556# #哇喔，看到小贵了，我好爱好爱你，明年去贵阳好吗悲伤悲伤
1695287186# #期待华语LIVE王张杰
1697261273# #张杰超话张杰时光音乐会老友记。想一键快近到晚上，超期待啦打call打call打call张杰把逆战唱成孤勇者
1703659216# #张杰超话✨张杰新EP冬月初七。是眼泪让疯狂更失控。让心痛更心痛。才找到对的时钟。慢慢忍受慢慢接受。张杰疯狂物料日
1698147963# #存一个送花花
1690248933# #玩得开心哦，我们长沙见
1704019682# #合唱想哭泪泪泪
1688781088# #进京赶考倒计时
1703858996# #张杰未你好吗跨年演唱会着魔抱一抱抱一抱张杰跨年演唱会
1694839744# #真不知道没达到要求还参加的人是有什么大病，增加别人工作量，蛮无语的
1696766276# #在张杰身上看到了谢娜的影子你是音综还是恋综
1702560489# #我哥好浪漫爱你爱你
1690371116# #长沙见心
1703011535# #愿平安心
1702011007# #张杰歌迷说王子请听歌王子快来当评委笑而不语笑而不语
1693023169# #明年一定去悲伤悲伤今晚一切顺利哥
1692980173# #甜甜的杰杰
1696171438# #逆战心
1703853053# #张杰未你好吗跨年演唱会啊啊啊啊啊这也太近啦
1690867565# #新员工这么帅，买奶粉送员工，罐子你看可以吗dogedogedoge
1694094295# #乐享心声，纵情旋律~我在2023微博音乐盛典pick了我喜欢的张杰，快来和我一起为更多优秀音乐内容助力！😎💙
1697886312# #张杰时光音乐会老友记期待八花
1695693937# #张杰合肥园博会主题歌满园芳华心心
1701236350# #张杰1220生日快乐来啦
1696423022# #张杰回应谢震业分享歌单《张杰｜热血战歌助力亚运》（来自：张杰）
1694481946# #
1697249287# #未来可期，追光前行~我在2023微博迎新之夜年度大学生推荐MV中pick了我喜欢的音乐作品，快来和我一起为更多的优秀作品助力！。
1690334715# #张杰超话北斗星空十九周年愿君多喜乐，愿君体康健，愿所愿皆成，愿你愿我平安喜乐👭
1702184120# #张杰1220生日快乐来啦来啦
1689523787# #198282场73019周岁航天员航天员心我们长沙见航天员心
1695752086# #张杰微博音乐盛典唱白鸽天鹅杰哥唱歌的时候，JJ在台下拍视频，浅浅磕一下鼓掌鼓掌
1693046663# #哇喔，开心开心憧憬憧憬
1702982518# #🈲🐟，cj待定，时间延后
1693048742# #好美啊
1702876832# #张杰1220生日快乐抱一抱抱一抱
1703856019# #张杰未你好吗跨年演唱会量身定做张杰跨年演唱会
1703986916# #张杰未你好吗跨年演唱会过云雨爱慕
1697733302# #好会画送花花送花花
1695693320# #张杰合肥园博会主题歌满园芳华来听张杰唱歌啦打call打call打call打call
1699793766# #微博视界大会奔赴热爱，荣耀前行。我正在微光荣耀入围作品中推荐声生不息宝岛季！一起来推荐你心中的微光荣耀吧
1703908958# #宝贝我想赎罪了爱慕爱慕爱慕
1691800340# #啊啊啊啊啊啊啊啊大早上开始发疯了
1699515953# #微博视界大会梦想和弦，热爱前行。我正在微光荣耀入围影视音乐为《万物不如你》荣耀推荐！跟随梦的节拍，助力荣耀时刻~害羞害羞
1700815848# #歌手张杰超话张杰1220生日快乐。努力的人儿。上班第一件事。小程序点开挂起哈哈哈哈
1694268111# #怎么还不更新啊
1703613474# #睡觉睡觉抱一抱抱一抱张杰《柔光灯》
1693648541# #张杰外南街1982签售会羞嗒嗒羞嗒嗒
1694359688# #晚安💤，爱你😘
1697292704# #张杰超话张杰时光音乐会老友记啊啊啊啊啊啊啊啊啊啊。下期《追光者》张杰
1703957754# #哈哈哈哈哈哈哈哈
1698819653# #超好听送花花送花花
1696339299# #张杰加盟狂潮机车音乐节排面有了航天员航天员
1691289509# #泰酷辣
1692981396# #张杰三登鸟巢我好爱，万物不如你张杰未live巡回演唱会
1694648477# #张杰超话内娱演唱会大合唱天花板那得是张杰呀。从开始《最美的太阳》到结束《北斗星的爱》，每一首都是大合唱，视频太多太难选了可爱浅浅发一首0729长沙站的《留言有一千分贝》彩虹屁彩虹屁彩虹屁好爱我们的大合唱张杰
1702568626# #张杰华语live王张杰👏华语live王张杰👏华语live王张杰👏华语live王张杰👏华语live王张杰👏华语live王张杰👏华语live王张杰👏华语live王张杰👏
1692281420# #张杰音乐梦想教室第62间憧憬
1690334225# #张杰超话北斗星空十九周年我们的十九年，还有很多很多个十九年，一直都在哦航天员航天员
1698814271# #啊啊啊啊啊啊啊啊
1699102389# #看来感冒好了。听到唢呐了
1699961809# #没点的快来
1702879447# #能不能一次性放了
1697347481# #张杰唯粉实时号测试看看今天有没有doge
1688485612# #哇喔，长沙见憧憬憧憬憧憬
1701836801# #张杰1220生日快乐试一试思考思考
1693843616# #都符合，我来试一下
1702251357# #2023微博音乐大赏开启，我推荐了《Layla蕾拉》。来音乐人的年终会客厅，一起来推荐你喜爱的音乐作品吧！年度歌曲推荐送花花
1689439063# #张杰演唱会怎么做到这么可爱又帅气的憧憬憧憬
1693371686# #哈哈哈哈哈，老北带头的，快来看
1704162054# #张杰唯粉实时号测试嘿，2024了，你回来了吗
1696859639# #ZJ只吃糖不吃苦你知道我的梦，你知道我的痛，你知道我们感受都相同，就算有再大的风也挡不住勇敢的冲动，努力的往前飞再累也无所谓，黑夜过后的光芒有多美心
1692936625# #张杰未live巡回演唱会哇喔
1692026980# #重温一下，杰神哇
1701949382# #我两张都有啦送花花送花花送花花
1694868321# #张杰超话✨张杰时光音乐会老友记每一个音符的回响，都是时空的闪烁。多年之后，重逢老友，默契依旧。今晚22:00，带你共同走进《时光音乐会·老友记》，重温《我们的歌》，徜徉旧时光，共诉情绵长。
1703934337# #张杰超话✨张杰谁能忙过你。本歌迷也挺忙的，不仅有新歌听，还有演唱会看，谁能不羡慕和张杰有一场属于自己的跨年演唱会啊，能和杰哥一起跨年简直不要太幸福！提前过年啦爱慕爱慕爱慕
1691127981# #没人能不爱如歌
1703861152# #过年啦泪泪泪
1693913312# #。您好，我要举报以下用户（禁点进主页）。
1694269403# #期待张杰打call打call打call打call
1697604523# #张杰唯粉实时号测试回来没
1701662569# #等一个生日头像送花花送花花送花花
1701276978# #为啥在其他rs有ss，就张杰的没有苦涩苦涩苦涩。这破号还能不能行了泪泪泪
1690773150# #贵州等你@张杰
1700969555# #我投给了“张杰丨《泡沫》”~
1701770193# #我投给了“张杰”~
1702731167# #存一个
1691755197# #张杰深圳演唱会今晚的杰杰好好看，好帅好帅张杰未live巡回演唱会
1694324209# #乐享心声，纵情旋律~我在2023微博音乐盛典pick了我喜欢的《福》，快来和我一起为更多优秀音乐内容助力！打call
1700932016# #张杰时光音乐会老友记
1703218954# #我在森林驿站帮助了小熊猫，获得了爱心和动物卡片。熊猫守护者们，快加入驿站一起玩吧！
1703681118# #多大发爱看送花花送花花
1690652892# #张杰超话张杰未live巡回演唱会。我们的星海好美呀。北斗星空十九周年。生日快乐呀星星朋友们张杰演唱会
1693842766# #哈哈哈哈哈哈哈哈哈哈哈哈哈哈
1697692665# #不见不散哟杰哥
1699198913# #张杰点歌台20231105直播全程爱你
1697962340# #ZJ只吃糖不吃苦我可以跟在你身后，像影子追着光梦游，我可以等在这路口，不管你会不会经过，每当我为你抬起头，连眼泪都觉得自由，有的爱像大雨滂沱，却依然相信彩虹送花花
1701486808# #转发微博
1694844108# #dogedoge
1692707089# #请尽快处理该违规用户，共同营造良好的网络环境，谢谢！
1693540425# #抽什么不重要哈哈哈哈哈哈
1688444910# #长沙曜见面呀憧憬憧憬憧憬
1703606656# #啊啊啊啊啊终于等到啦
1703935859# #谢谢你谢谢
1697602988# #张杰超话今日限定💙。我要贩卖快乐张杰
1703855327# #张杰未你好吗跨年演唱会开场好酷张杰跨年演唱会
1702570565# #“天下”~
1702274115# #聚萤火之光，汇闪烁星河。2023年度慈善盛典火热开启，一起为喜爱的公益机构和公益项目投票吧，将有机会赢取精彩好礼。让我们共同见证公益恒心时刻，感受慈善的无穷力量！
1700932307# #存
1693757551# #试一下吧
1700299975# #泰酷了
1695831045# #下班了好好休息心
1700225970# #5999210528）。。该用户为获取流量和利益，制造事端或曲解原发内容本意，激化矛盾，引起不同群体相互攻击。。。请平台响应清朗活动的号召，加大对黑粉的
1693753590# #414
1697163046# #未来可期，追光前行~我在2023微博迎新之夜年度大学生推荐人物中pick了我喜欢的音乐人，快来和我一起为更多的优秀音乐内容助力！
1694772761# #我杰哥的歌声哇哇哇
1697384654# #张杰超话张杰slowdown。本来是录了全程的苦涩苦涩。到最后只有二十多分钟。也不知道什么时候卡没了苦涩。自存一下爱你
1696261472# #妈呀，小时候的大头好可爱哈哈哈哈哈哈
1703220884# #冬至快乐，宝贝送花花记得吃饺子🥟
1703502087# #我推荐为2023微博网友喜爱人物，TA如星星般耀眼，闪烁着谁都无法替代的光！你心中的微博网友喜爱人物是谁呢？快来微博之夜推荐TA，参与集卡互动还能有机会得盛典门票去见TA哦！戳&gt;&gt;
1703486551# #益路杰伴星公益甘肃加油心
1701152112# #张杰1220生日快乐414憧憬憧憬
1703126965# #张杰音乐梦想教室第64间了心让爱音乐的孩子都有梦可做抱一抱抱一抱抱一抱
1704164321# #哦这是直播看不到的画面爱慕爱慕
1703867303# #张杰未你好吗跨年演唱会如歌爱慕爱慕爱慕
1691897866# #哥哥好拽抱一抱抱一抱抱一抱
1699873155# #微博视界大会热爱·同行！我正在微光荣耀入围影视音乐为《万物不如你》荣耀推荐！你心中的微光荣耀是哪个？一起来参与推荐吧爱你
1694562637# #张杰唯粉实时号测试你跑去哪里啦，快回来啊可怜可怜可怜
1703642159# #张杰《忍受》
1700986720# #张杰时光音乐会老友记
1695780518# #啊啊啊啊啊啊啊啊看到了腹肌色色色色
1698044774# #我在森林驿站帮助了小熊猫，获得了爱心和动物卡片。熊猫守护者们，快加入驿站一起玩吧！
1692273617# #温柔的杰杰呀
1697361411# #继续加油努力
1695189935# #行星文化做大做强打call打call打call打call
1694601867# #这真白眼狼二哈二哈二哈
1697083466# #我在张杰玩游戏遭受双重“打击”于文文掌控全局信息量爆炸
1703146380# #👌🏻，甘肃加油
1698982028# #想八花哥哥
1703046868# #张杰1220生日快乐和益起来送花花送花花益路杰伴星公益
1701833643# #张杰唯粉实时号测试回来没
1703596359# #没票啊泪泪泪泪
1688617491# #张杰未live巡回演唱会一开始进不去，进去了就无票苦涩苦涩苦涩
1695821173# #张杰超话张杰外南街1982签售会。虽然人去不到。但我的id到了。感谢给我拍外南街的萌萌。感谢给我拍签售现场的婧姐，小宇宇
1695034913# #请尽快处理该违规用户，共同营造良好的网络环境，谢谢！
1703005932# #张杰1220生日快乐生日快乐蛋糕蛋糕
1697427419# #张杰超话。这妥妥的男友视角。周日见心。ʸᵒᵘᵃʳᵉᵗʰᵉᵇᵉˢᵗᶠᵒʳᵐᵉ
1691756039# #张杰未live巡回演唱会蕾拉张杰深圳演唱会
1703050140# #我投给了“《Layla蕾拉》张杰”~
1702698867# #张杰唯粉实时号测试回来没苦涩
1695819187# #贵阳等你心
1702026454# #我在2023微博演出大赏推荐了《张杰未·LIVE-「曜·北斗」巡回演唱会》。用音符描绘你的2023故事，一起来推荐你喜爱的演出作品吧！年度演出推荐
1692587943# #青涩的杰杰
1703932916# #好帅的宝宝送花花
1693238949# #恭喜张杰
1702567121# #“张杰点歌台”~
1696317909# #排面🐮
1689680360# #啊啊啊啊啊啊啊啊
1703955846# #啊啊啊啊啊疯了疯了
1697714343# #杰杰这声音跟我前几天好像啊。感冒➕咳嗽➕嗓子哑，真的太难受😣。这是重感冒了，要注意一点哦
1689085583# #张杰超话张杰未live巡回演唱会小室发的live图，转成视频给看不到的星宝贝们笑而不语笑而不语笑而不语
1703504966# #我的有星星了吗疑问
1697610600# #张杰1220生日快乐来啦来啦打call打call
1689417826# #一切顺利航天员
1700932942# #直拍安排送花花
1697369757# #张杰蜀道难高难度转音太🐮了，《蜀道难》不畏艰难勇往直前
1690897179# #奶凶奶凶的，过于可爱了哈哈哈哈哈哈
1690421573# #张杰《潜行者》（《潜行者》电视剧主题曲）
1693220940# #啊啊啊啊啊啊啊啊啊啊，疯狂出品，必是精品
1691898795# #张杰演唱会重返鸟巢心张杰未live巡回演唱会三度归巢啦，8月25日—27日北京鸟巢连唱三天耶『8月15日12:20预售开启』认准官方购票平台：大麦猫眼票星球送花花。祝大家都能抢到票，去现场听华语LIVE的极致LIVE吧航天员航天员航天员
1702337898# #一起来2023微博音乐大赏进行音乐作品的回顾与盘点！我推荐了《Layla蕾拉》，你也一起加入吧～年度歌曲推荐打call
1703222796# #踩踩踩踩踩踩踩踩
1691280565# #十九年快乐，未来也会一直都在心
1689143094# #航天员航天员
1689491288# #哇哇哇舔屏舔屏舔屏
1690815060# #张杰超话张杰未live巡回演唱会。🔚长沙&nbsp;未·LIVE-「曜·北斗」check叮叮。。期待了三个月的长沙之旅。终于到啦，见到了心心念念的你。听到了6小时➕的LIVE现场。729听到了涅槃重生的《火鸟》听到了很喜欢的《迷》还有首唱的《外南街小孩》。730听到了《征途》《安忍》《我的青春在飞腾》《看呐看》每一
1690372000# #台风别过来啊
1700621078# #动动手
1703850987# #张杰未你好吗跨年演唱会追光者爱慕爱慕爱慕
1690257908# #帅哥真好看
