1696511607# #世界贸易组织：将2023年商品贸易增长预测下调至0.8%（之前为1.7%），将2024年商品贸易增长预测上调至3.3%（之前为3.2%）。
1699583493# #3000点有大碍吗？有人如惊弓之鸟人，有人兴奋不已。市场目前的板块崛起机会非常显著，前段时间，喜欢买支付宝里基金的我都推荐买医疗类基金，我看最近都是赚钱的。这个板块机会可以继续。其他轮动机会怎样呢？我不认为这段时间行情的持续性很差。接下来超跌、超低估的中字头，随便买，拉长时间线，做好
1695692369# #今天才周二，周五休假，今天可以看淡点，重点在明天和后天。由于本次是超长黄金假期，要打可能就得打卖盘措手不及！
1697550207# #元认知是个人认知的基础。认知投资系统是炒股的根基，认知投资和投资策略是“用”，认知股票、股市是“体”，认知自我是降龙十八掌的最后一掌。认知技术只是手段，认知风险是路径…他们都很重要，只是侧重各有不同！想炒好股，都要认知及格才好，炒股是短板定理决定了你的未来上限！
1697030258# #晚上出了最新消息，汇金增持四大行。本来今天A股就该上涨，可我们是弱有效市场，越拖涨得越猛。明天已经压不住了，明天必须得在权重股的带动下出乎想象地大涨，不涨就把我名字倒过来念！
1696992135# #【通知】上午快递公司给我打来电话，催我赶紧将书发货，已经确认了，从十五号开始进入双十一周期，也就是全深圳从十五号开始快递全部涨价。所以确实是想买签名版新书《投资之韧—让规律绽放价值》的朋友们请尽快联系购买，就不要拖了。这两天我收到立马签完发货，绝对不会拖的！
1694223910# #做就做卓越的人
1693210488# #有人觉得，涨了你也看好，跌了你也觉得没问题，咋说你都对。。。我认为，这是没看到我的问题实质，我一直以来，是无论涨跌都可以保持核心观点不变，这样才是有益于大家操作，也有益于自己做大做强的。。。在泾渭分明的走势面前，其实这两天很明显，哪些人是韭菜一眼便知了！。。咱不需要想太多，做太多，不争
1696763003# #但愿经济周期能起作用，我们这一代从工作起到现在，就感觉经济再也没有过高光时刻！
1697075707# #分享估值较低的银行股…
1694697859# #央妈突然降准，你认为明天A股挺得住不？是涨是跌我们做个投票看看数据！认真对待哈！
1701504248# #我很好奇，亚里士多德在两千五百多年前能写出怎样的哲思？
1703566369# #查理芒格说：“投资中谁都无法保证自己看准了一百次机会，但是几乎谁都有把握说自己看准了两三次机会。而我们所要做的，就是抓住这两三次机会，重拳出击。”
1702883274# #要求越来越严格了，以后财经视频不好做了，咱的书市场会大一点笑cry
1700485320# #你这个问题就很可笑，自己不想辙，就想捡免费的白食，我把赚钱方法全写出来了，也没见你看一眼，一赔钱就各种酸，我不知道凭什么市场能让这类人挣钱，而这种人很多
1697175634# #我终于是吃到过二十厘米的人了，虽然不多，哈哈哈哈哈哈哈哈哈哈哈
1696382770# #传递正能量的朋友圈：真正的高手，都是行动派。消极的人谈感受，积极的人做行动。。三流水平的人特点：天天谈感受，我开心了，我不开心了，我郁闷了，我不郁闷了，原因永远是外面的事儿，因为领导这样，所以我不开心了，因为公司这样，所以我郁闷了，因为我能做这个我又开心了，他总觉得外部能影响他，所
1701762707# #我希望明天跌，后天继续跌，这波动够狠了吧，既然后市确定没有多少下跌空间，那么就极限压制人的内心，把你压崩溃，燃烧掉最后一根稻草，让你感到肉疼，是那种钻心的疼，然后大家把能割的都割了，再也割不动了，牛市新的征程也就来了…
1692789292# #越极端越好，现在看还可以吧！
1703980876# #财经宠粉季【签到领红包】惊喜回归✌🏻每日完成签到即可领取现金红包。此外还为家人们争取了专属福利！通过我的专属链接完成签到，不仅红包金额更大，还可额外获得一次转盘抽奖机会，最高可得88元现金红包！点击下方链接领取红包👇🏻👇🏻👇🏻
1687257987# #今天这个亏损的创新药企上市首日破发，全天压根就没红过，可能对该板块产生了拖累作用。也就这样吧。
1700633417# #下周二直播的话，咱主题怎么定？你们说说看！
1691982973# #跌了别怕，说真的，这样一次性若是把3130的缺口也给补了，我开心死了。那机会就会比之前好很多！一直泡在市场里，煎、熬、磨、杵…等的不就是这样的反转时刻吗？至今，我没有一刻放弃过补缺这个念头，因为未来的行情足够大，所以才不允许价格发生断档，断档说明震荡是不充分不完备的。
1692939524# #好多人现在笑话胡锡进，却不知他的做法最后是必赢的。这市场韭菜太多。韭菜在市场里，实则是一种资源。理性的投资人最终会战胜非理智的韭菜，获得“资源”！
1691477201# #氢能源打鸡血啦？我去，这么刺激
1700483255# #微博流量下滑严重，点赞也很少，你们觉得是卖书卖的，还是行情所致。反而那些数据最好的几个一直不受影响，让我怀疑我的网络唠嗑能力似乎很差！但面对这样的“性冷淡”的行情，我真的没有太多想说的！今天有人给我讲了一句，其实有一种股民的日子还算好过，就是那种才不管你什么价值投资，热点在那就跟
1701911989# #之所以放这张图，就是想告诉大家股市什么都可以不变，上涨就是股市的滤镜，每涨一个阶段，大家看股市的心态都不一样！而这一切跟各位目前抱怨的不利因素其实没半毛钱关系！
1691975168# #经历的上周五很奇怪，问我股票的人明显增多，周五的杀伤力似乎比我想象的大。你们怎么说？早安！
1698808211# #投资之韧让规律绽放价值超话在这本书中，我唯独只点评了一只股票，是贵州茅台。在第九章，第282到283页。借着讲价值投资的“价值”，顺便剖析了关于贵州茅台的投资价值和价值投资。其中特地谈到了价值投资的价值不应该只是估值和利润上的加减乘除，我们应该把价值预期也要考虑在内。价值预期如
1700806000# #吴亦凡他妈发了个长文，试图为儿子翻案。吴妈讲述的内容，我无法评判，但我相信都美竹应该不是什么好货色！年纪轻轻的，在十八岁前孩子们都在挑灯夜读准备高考的时候，这姑娘在整容健身当网红拍剧！
1692239414# #补一句，是不是大喇叭走完了就一定是最底部了？大家不要这么着相，买在最低点需要靠运气。我能明确的是，再跌都是黄金坑，这就足够了！
1698236167# #我所追求的全部知识，只是为了更充分地证明，我的无知是无限的。——卡尔·波普尔
1693395072# #叶璇这是疯了吧，跟李国庆也能传成一对？反正我是不信！童年女神啊👸
1687155972# #我是很不能接受结婚的男人，工资要上交这件事，我觉得男人可以把日常花销全包了，但在钱上面没有自由，就仿佛失去了灵魂。我是不是太大男子主义了？况且，理财方面，女人通常过于感性，可能不如男性（注：说的只是通常情况，如果你不认同，那肯定不包括天资聪颖的你在内）求饶
1702865633# #最低干到2924点，已经很完美了。一般双底的二底比前底高一点是正常的。就此打住最好。股市目前是杀人诛心的时刻，所以真没啥可分析的，就是“剩”者为王，看谁熬得住。很多人都知道未来的模样，就是接受不了眼下，或想抖机灵，贪小便宜。没用的！
1694167871# #看特么评论，都啥情绪啊，越看越放心允悲
1693279999# #事实证明，市场没有那么多“明摆着”的机会，还是需要你费些脑筋的。但是，想费小心机就没啥卵用！祝贺你们，可能比昨天赚的都好！嘻嘻
1689144794# #跌吧，不跌不相识。咱也不懂做空，更擅长坚守！最近感觉面对下跌心理和持仓都更从容一些了。好现象，也就是说跌起来，总有几个还能红的撑撑台面，也比较容易符合我的操作标准。当你不知道行情什么时候起来，但你知道一定会起来的时候，每度过一天，就能离胜利再近一天，这就很不错。而我还保证这一天的
1688911399# #【下周资本市场大事提醒：中国金融和通胀数据将发布美联储公布经济褐皮书】。。1、7月10日，中国国家统计局将公布6月居民消费价格指数（CPI）月度报告和工业生产者价格指数（PPI）月度报告。机构认为6月CPI涨幅或维持低位震荡。PPI方面，多数机构认为6月PPI同比降幅可能进一步走阔。。。2、6月新增贷款、M
1704195995# #推荐看电视剧繁花，一众大牌明星，纯正的股票题材，在这个节骨眼播放这种题材的剧，无疑是一种信号，上面有意引导社会关注股市，注重股市的财富效应。等看完再对剧做评论！
1691062676# #如何活跃资本市场？一日之内3大官媒齐发声，降低印花税呼声高
1702897835# #老罗这小视频是在敲打谁呢？笑cry
1701604683# #百姓深受其害，应该好好管管！毕竟深圳有一大半人住在城中村！
1690875936# #今天指数小幅冲高回落，券商领衔，有的医药还是砸，庆幸我的组合还是比较给力，今天继续小涨，冲刺我自己的新高有望了，继续加油👏今天回笼了一些资金，明天准备去看看老情人医药华妃，剑指东宫！鲜花鲜花鲜花
1701322674# #记得那是2013年正月初八，年刚刚过完，我就从重庆独自跑去深圳，采访刚开始创业的金斧子团队。当时他们有张开兴为首的三人核心小组，各司其职。那时候开兴跟我坦然创业压力是无比巨大的。虽然已经拿到了腾讯联合创始人曾李青先生的投资，但面对一个月十多万的亏损，他们连办公地点都选在了深圳比较偏僻
1703056418# #我没努力保本金吗？方法一直说，连书都写出来了，你们不肯看，反过来怨我喽？我从不割韭菜，不收费，用心写些好东西分享出来，我对得起自己的本心
1700896560# #投资之韧让规律绽放价值超话周末是学习时间，我陪大家一起读书。你们也别松懈哦！多看多分享，投资韧性培养好了，焉有不赚钱的道理。努力让自己活到牛市主升浪正式来临～
1697556831# #悠悠岁月，万千忧乐，如一壶老酒，百般滋味在心头。晚安😴
1694658547# #中金研究：我们认为氢能重卡对燃油重卡实现平价的条件可能较为苛刻。我们认为氢能重卡是完成氢能商业模式闭环较有潜力的终端场景之一，闭环的前提是对燃油重卡实现平价。我们测算当前49t燃油重卡的全生命周期成本322万元，氢能重卡无补贴和有补贴的全生命周期成本目前分别为567万元和386万元，氢价和整
1703548876# #财经宠粉季【签到领红包】惊喜回归✌🏻每日完成签到即可领取现金红包。此外还为家人们争取了专属福利！通过我的专属链接完成签到，不仅红包金额更大，还可额外获得一次转盘抽奖机会，最高可得88元现金红包！点击下方链接领取红包👇🏻👇🏻👇🏻
1690987359# #很客观地说，我真正是啥时候喊牛的，提前两三年就给各位预热，强调的是最快2023年年初来，在去年11月份沪指跌破2900点的时候，我在绝望中看到希望，认为牛市提前到来。这就是我延续性的观点，如有半句假话就诅咒我一辈子娶不到媳妇！
1700403212# #周末应该说还是利好消息多，几乎没啥利空。我们还是一如既往地将这个投票进行到底，我相信终有一日，市场能如我等所愿！大阳线只会迟到，不会不来！
1694182310# #系统显示，我有1748个铁粉，抛去100个可能的黑粉，再刨去200个走马观花的看客，还有1400多人，平时可能不爱留言的就不计算了。这1400多个铁粉一人买一两本我的新书，这个愿望不过分吧允悲
1696926133# #如果我说了这么多你还是无法理解，那就再送你四个字——参照疫情！最后如何解决的，还是把问题交还了市场！
1687145589# #有时候，我真不喜欢中国式一些的处事方式，特别是在金融领域。比如有某家券商的种子基金，想投点我基金，觉得我一直以来回撤可控，也能进攻。想小投我一笔，但是对我提出了要求，需要给他们开户，转入一些资金。另外，需要另外签协议，保证一旦到达预警线（注意，是预警不是平仓线），要务必通知对方并
1695277456# #大家的思维纬度千差万别，想划归到同一个操作上，其实很难。有的人只专注明天，有的人愿意坚守三五年，面对同涨跌，自然心态也不一样，有的人内心已经兵荒马乱，有的人恨不得再跌一点吧，捡便宜筹码！就说我自己吧，指数其实算是弱震荡市，在此期间，我的基金净值底是在逐步抬升、往上盘的，所以我确实
1694696430# #今晚出了央妈降准的消息，降准对市场的利好刺激其实是有限的，但是技术面上有大涨需求，同时叠加利好消息，就能起到事半功倍的效果，谢谢认同的小伙伴点个赞！
1700146493# #小人物的悲哀，是把自己活成了小人！
1696988469# #今天我大医疗又是谁与争峰的一天！就是我的减肥药还是人比黄花瘦允悲
1699277873# #今日收评：价量齐升，权重当头，岛形反转继续演绎中！挺棒！～
1691373468# #医疗继续跌，之前减仓回笼的钱派上用场了，分批入场
1695512261# #相信的接近一半，说明平准基金是众望所归啊。人心在此，这次必出！！！
1696494700# #准确的说，这本书对于投资哲理和投资心理都讲得很到位！重点剖析的是投资规律，让规律同时贯穿技术与价值，形成统一
1693182865# #对于今天的股市，不必怀疑，明天似乎也不用怀疑，我只是考虑后面是会怎样，这种情况这些年还真少见到，非常考验人。但我总体估计，还是倾向于乐观向上的。今年3700点更不应该成问题才对！
1695116635# #官方的，得官方
1691453341# #天风证券：根据会议内容，集中整治医药领域腐败问题是推动健康中国战略实施、净化医药行业生态、维护群众切身利益的必然要求。本次整治的目标是“集中力量查处一批医药领域腐败案件，形成声势震慑”、“进一步形成高压态势，一体推进”不敢腐、不能腐、不想腐“。我们认为医药反腐的深入推进将显著推动
1701561678# #财经宠粉季【签到领红包】惊喜回归✌🏻每日完成签到即可领取现金红包。此外还为家人们争取了专属福利！通过我的专属链接完成签到，不仅红包金额更大，还可额外获得一次转盘抽奖机会，最高可得88元现金红包！点击下方链接领取红包👇🏻👇🏻👇🏻
1701149715# #学习股票投资的缘起，我大抵也就能写成这样了。这篇是我新书《投资之韧—让规律绽放价值》的开篇缩写版。我知道大部分人不会买书的，为了增多些人看看，就缩写一下发在我同名公粽号里了，感兴趣的可以去看看，顺便关注一下！当然，看了想继续看完整本书的，那也别墨迹了可以找我
1698591215# #问界M9产业链全景图分享：
1695476826# #不好意思麻烦花老师写序，不过花老师给写了推荐语，下周大家会看到！
1690469956# #我的炒股方式反而是比较适合大众的，换股频率非常低，如有设单需求，开盘前或收盘前都可以搞定。对看盘需求不高（我现在开盘时间，如果一直盯着盘就觉得是浪费时间，每天是一定要在开盘时间学点东西或看看资料的）。不像那种天天整短线的，心理压力很大，每天咨询要看一大堆，模式的资金容量还很受局限
1691248351# #洗发水首席发视频说，提前讲“要下雨了”，其实是告诉你行情要来了，老天爷赏饭吃！
1701595799# #欲加之罪何患无词，因要置顶新书微博。我是在一年前破2900的时候正式确立牛市周期带来的，可以验证，很多人说光看指数没用，大家都亏成啥样了，那为什么指数守住了2440但那么多股跌破极限估值后还是有些傻瓜来笑我呢，做人何必那么双标
1694670547# #不要觉得我做基金就是拿别人的钱瞎霍霍，然后网络上耍耍嘴皮子。我自己的基金自己也投几百万了，这个之前公开发过的。自己投跟客户一样，都得遵循同样的锁定期，任何人无后门可走！但我心态如故，亏掉几十万一点感觉都没有，可这比很多喷子的本金还多。因为我很笃定我自己干的是什么，等待的是什么，未
1698399871# #本来跌破3000点，真的没脸回家。昨天心里还在想，妈的，不回三千老资就等着。今天就这么给力，那明天就回吧。想念深圳的温度！在外学习和散心，回去又要开始忙忙碌碌，继续奋斗💪猜猜吃的是啥
1703998094# #一月份，券商股肯定有机会，做个配置很重要嘻嘻。。假期中，说给真爱粉！！！
1695993714# #你们猜我在干嘛，哎允悲说出来都是泪，自己的事自己搞定🤝
1698729082# #有的汽车股要跌停了，机会就是等来的，真按我设想的节奏走，那就太帅了！嘿👋
1702702963# #东方小孙的想法真是弱爆了，不配当个CEO，不知道咋登上的管理层高位。下面的人要比自己强，这是正常的，用人就是要用在刀刃上。如果不是这样，刘邦就不配得到天下。韩信是千古以来的用兵之神，但并不妨碍接受刘邦的领导。用韩信的话说，他自己是可带十万兵的将才，刘邦虽不能带十万兵，但他是可以管理
1690528505# #粗略算了一下帐。本周基金跟着沪指跑，虽然有些持仓确实不给力。很气愤，还行三只基金都没输给大盘，算是一点安慰奖吧。那么，当我的重点持仓发光发热的时候，我就很容易大幅跑赢指数了。在我心中，对市场的理解，不是你今年买了牛逼板块，赚了百分之三十，我没赚，就是你厉害，因为大家都会遇到顺手、
1691808921# #我认为可以的，早晚都得走这条路，晚走不如早走！
1694871449# #大主力不会怕，它知道它还有一个身份是裁判，还有一个亲儿子是印钞机，所以稳赢的
1702697933# #没想到这篇文章刚写完，俞敏洪就“挥泪斩马谡”了，免去了小孙CEO职务，挺好挺痛快。
1690716078# #这市场只有赢家和输家，没有砖家！只要你长期保持赚钱，错的也是对的，只要你亏多赚少，对的也成了错的。总之，利润才是市场上最通用的语言！
1699097647# #读书改变命运笑cry笑cry笑cry
1693800245# #涉及自身利益的时候，挺身而出未尝不可！信已经广泛流传了好几天，至今无任何辟谣传出！
1703730928# #经过昨天和今天开盘的观察，再结合时间周期、市场人气、消息面等，大盘有可能已经见底。明天是今年收官之战，我们加播一场来个说明。望大家踊跃参加哈！微博直播电台大咖说财经
1691626037# #西南证券分析师杜向阳表示，短期来看，医疗反腐或将影响销售合规性较差的中小型药企以及非临床必需的利益品种，短期药械新品种入院节奏可能存在季度递延情况，尤其是临床获益较少、价格虚高、渠道空间大的品种。长期来看，未来合规销售有望成为常态，有利于临床必需且真创新的品种，有望进一步推动行业
1696646840# #马斯克再次为减肥药站台。。马斯克在社交平台表示，虽然没有一种药是没有副作用的，但肥胖相关的健康隐患几乎肯定是超过GLP-1受体激动剂的风险的。
1690164401# #地产股气短啊，该消息对市场刺激有限
1691419916# #今日收评：沪指今天再次跌至多空线BBI上企稳，特别精准的支撑往往都是暂时的。今天是跳空下来缩量跌，macd也正常，所以情形比较难说，估计还是个震荡调整，多说也没用。券商股虽然还很活跃，但是今天有了分化。银行股就直接步入调整了。。。重点还是想说医药股，最近反腐提得很凶。问题是，抓人这件事老
1691143941# #一眼望见这么多老磁带，听着老歌，看着永远“年轻”的明星海报，仿佛回到了二十多年前——
1699942810# #华为鸿蒙系统相关公司分享
1701233195# #现代社会对一个人的评价，有“靠谱”二字，就算不错的了！
1696298908# #开盘这么惨，这次剧本是不是改写了，先抑后扬笑cry
1696903923# #别急，大长腿适合回收一些，十月我很乐观以待。最乐观的情况，顺便基金分个红哈哈
1688052504# #早睡早起身体好，晚安！明天会更好～
1700285610# #读书最后是想功利的功利不起来，不想功利的可能柳暗花明。觉得做读书人悲壮苦楚的，不过是索求太过罢了
1696043191# #能得出最后一版封面，还是要归功于我当初设计T恤，当时想表达的比较多，不懂割舍。历经三年，又是做基金的三年，让我在取舍中更加懂得进退了。于是在好几版封面都不满意时，我没有坚持自己的创意，选择不给设计师设限，让其放开手脚做，我只提供全书主旨！结果令我们都满意！所以人生没有白走的路
1693804678# #麻烦你们一件事，我新书还有俩书名角逐一下，你们再投个票我看看啊，认真投一哈。或者，有没有推荐的书名打在评论区
1699889390# #晚安，依然相信明天会更好！好梦，艾瑞万😘
1701141659# #我的医疗股今天表现都还不错，虽然近期指数总是喜欢小跌和被摁在地板上摩擦，但我的医疗股真没受太大影响，是未来跑赢指数的必备“良药”。酷
1688640813# #【商务部：1-5月我国服务贸易逆差4091亿元】商务部今日召开例行新闻发布会。新闻发言人束珏婷在会上表示，1-5月，我国服务贸易总体保持增长态势。服务进出口总额26055.4亿元（人民币，下同），同比增长10.2%。其中出口10982.2亿元，下降4.7%；进口15073.2亿元，增长24.2%；服务贸易逆差4091亿元。（证
1703428485# #温铁军在采访中表示：“农民本来花30万就可以盖栋3层楼，花8、9万元就能买辆车，生活得很幸福。但资本不愿意，用各种手段逼迫农民搬离农村去城市买房。想让农民有幸福感，其实很简单，不要把农民需要的资源都搬到城市去！”
1698204417# #开盘大涨，留下缺口，同时也留下隐忧，回踩把缺口补上还好些！嘻嘻嘻嘻嘻嘻无忧
1703808350# #大快人心！处罚不再像过去那样让人神共愤了
1697433040# #华为数字能源产业一览
1693754433# #可以拿限售股融券出去？这个规则我就不太能接受了！这样的话限售股股东们可以左手倒右手，很低的利息代价就把股票倒出去了。限制股的本质就是不可流通，变着法就流通出去了，这算啥子？
1701409003# #通过ETF间接入市也是不错的选择！
1698372125# #图一的截图，解决了认知晋级的真相，哈哈哈笑cry吐槽一下，就是这签名有点丑允悲
1695192641# #昨晚收评，对今天表示沉默以待。也说了，见跌就上！今天加了地产、医疗、储能！
1688216168# #然并卵，要么远离，要么凭借超人的智慧和毅力与其硬刚！偷奸耍滑者看不到美好未来！
1694396884# #今天指数没涨多少，但普涨格局，医药挺不错，大金融再崛起的话，就成了
1702007862# #罗翔老师说：。“一个知识越缺乏的人，。越是拥有一种莫名奇怪的勇气和自豪感，因为知识越贫乏，。你所相信的东西就越绝对，。你根本没有听过与此相对立的观点。”。因为认知不够，。所以就越去反驳，。越反驳就看起来你越无知，。因为你不能接受来自没有听过的观点。。永远不要对任何自己不了解的事情抱有成。见
1691247791# #慷慨歌燕市，从容做楚囚。。引刀成一块，不负少年头。。。写得这么痛快的诗，没想到作者是汪精卫！
1696690795# #这世上根本就没有救世主，能救你的只有你自己。你说的话不是对我，是对那些粉丝的，有的人愿意看上一眼，有的人舍不得这几十块钱，用你这句话再恰当不过了。
1697297207# #胡锡进用他三个多月的投资经历，非常成功地演绎了一遍，中国股市是如何快速地将市值做大的。胡锡进的炒股未来是光明的，我也相信A股的未来是光明的，现在正在量变积累质变的转折点上！
1699409295# #助理问我，今天的科创板新股康希通信市盈率400多倍，根本没法打！我说可以打！你们猜猜是为什么？。。答：一、科创板股票上市可以没有盈利考核，四百多倍市盈率等于没有市盈率，不看就是了，初创企业，每股挣一分钱相当于不挣钱，但第二年就可能每股挣一毛钱，那就是增长十倍；。。二、通信行业目前
1698289379# #发现个很有意思的现象，很多人喜欢谈论华为汽车，谈赛力斯，却不知道赛力斯原来就是小康！这概念炒得真是…
1699078293# #我特意在食堂吃饭，还跟俩女大学生聊了一会儿，现在一个月都需要二千多块的生活费，再加学杂费住宿费之类的。我感觉在小城市如果有二胎的话，养娃压力还是蛮大的。想养好，提供很好的教育资源，就更难了。我辈还得努力呀！
1697273357# #嘻嘻哈哈作揖
1699436082# #分享美丽的海边～
1703333564# #有时候觉得散户好可怜，时常因为同情就会稍微下，然后就会追着问。但很无奈，宁愿在股市里大手笔地亏，舍不得花几十块买本书看。真的是可怜之人必有可恨之处吧。那就这样吧。送了一句，命由心造，福自我求。祝好运吧🍀
1698969258# #哈哈哈哈哈哈
1692450543# #今天看到一种说法，叫你卖我国债，我抛你股票。。。谁知道呢，真真假假。我还是相信内因为主！
1699884275# #华尔街巨头“喊话”：高配A股！不敢信你们的话！黑线
1688095295# #上半年炒股你赚了还是亏了上半年赚了个寂寞，下半年我准备把寂寞写成诗！
1695051545# #可能我思想落伍了，今天就提了嘴40岁的金莎找00后男朋友的事，被喷惨了。从评论来看，现在大家对世道看得很开啊，似乎觉得无论男女，有钱的就该找年轻貌美有性吸引力的，反正就是各取所需。至于谈婚论嫁，可以先不管它，就应该及时行乐！好吧，我承认我落伍跟不上潮流了！哎😑
1700990101# #莫名有种苍凉感，刚好今天写书写到第二层次思维。如果大家思考问题只能以自己为中心，炒股何以兴旺，每个人都只能这样的话股市何以兴旺？哎，与其好高骛远，不如先做好脚下的一步。咱们的巴菲特在哪儿呢？就动不动要跟巴菲特比。但愿有一天，咱们也能做到给大家更优惠的条件，为基金业正名，好伐？！。。
1688625939# #这是一份前证监会发审委员孙小波受贿记录。金额不算太大，但波及面太广，很多都是董事长亲自出马，说明上市的过程太腐败了。看得人心塞！我们炒的却是这样一堆股票，以后希望能好点！
1688215936# #转：23年上半年十大最坑散户的公司。。第一名：中国中免。被套散户：23万。第二名：金科股份。被套散户：17万。第三名：众生药业。被套散户：10万。第四名：沃森生物。被套散户：13万。第五名：江特电机。被套散户：25万。第六名：紫光国微。被套散户：20万。第七名：亿纬锂能。被套散户：17万。第八名：酒鬼酒。被套散
1703394032# #大家欠缺的从来都不是技术，不是抄底和逃顶的水平。而是心胸是股商，是取得巨大成功的经验！同意点个赞good
1699521682# #《完蛋！我被美女包围了》很多男玩家支持游戏的最大动力来源于：“我就是要让资本知道，讨好男性可以赚钱。”嘻嘻亲亲哈哈
1689653743# #有的事挺搞笑的，有的大v带人炒股以“卖”代码为生，实际上就是券商经纪人。被多人举报，已经被证监会和湖南证监局通报了，人家那头还继续着当带头大哥。粉丝们还是一如既往地热情、支持，可悲可叹呀，话说这些人能不亏钱吗？『无证荐股“割韭菜”！知名财经大V栽了』
1699239713# #今天把上下缺口一起补上，那就太幸福了☺️。。还记得我之前懒得多写收评，然后用的四个字吗。。岛形反转！
1695177429# #实际上我的银行也快提前反包上去了，就是反包8月28号的开盘高点！
1700313964# #ai创造的中国最美姑娘，这颜值你给打几分嘻嘻。。其实挺漂亮的可爱
1700035561# #今天上涨不及预期，但总归是上涨，全天高开，窄幅震荡，硬刚60日线，没有当天补上缺口，弱中带强。是否是反转，后两天我相信市场会给出答案！
1692359572# #我不知道为啥今天下跌会挨骂，我为昨天精准补缺做的类似于整数关口的比喻，还是很形象很受用的啊。其实是应了那句，在散户情绪面前，说什么都是错的！
1692620898# #委屈
1699705533# #突然想起一句话，专业和深度是流量的天敌。所以大家最喜欢的是…….，全是一堆没营养但能乱起哄的东西嘻嘻嘻嘻嘻嘻
1693364040# #一会儿，我发一个关于我新书的书名的投票，哪个书名更好，就靠你们帮我挑出来了哈，一定要认真投啊！
1687523450# #香港有个很知名的作词人林某因港独言论被严打，巨歇菜的是他至今写了四千多首歌词，这么多歌要是都不能唱了，简直失去了华语乐坛的半壁江山这可如何是好啊？就连“我家大门常打开”都没法唱了？陈奕迅的演唱会都没办法如常进行，哎，好惨！好惨！
1695870914# #投资之韧让规律绽放价值超话写在扉页上的话，揭示了全书主旨：好的投资理念和投资策略，其最终解释权一定不在于你，而在于天道。天道即规律，运用规律即开启了上帝视角。而我眼中的投资规律，就是自然规律和社会规律的结合体，且不以任何个人意志为转移。做投资一手抓自然规律，也就抓住了绝对
1693557785# #我发明了一个新词——软奶茶笑cry
1687261513# #路过旧书店，进来看一看，书架下方的这一套书，还是我当年上学时候一本接一本看完的，一晃这么多年了还在卖。还看到了上方老师的操盘手，也是跟那套书同一时期的书，至今经久不衰嘻嘻
1689419828# #搞不懂，这网红好好的车模不做，天天卖面条才赚几个钱啊？我看卖出去的并不多！
1695346755# #大盘是绿的，券商没有一个绿的，有意思🤔️
1692961074# #未来的行情，医疗应该是一只主力部队！
1690030184# #我买股票非常看中性价比，我把股票买卖看做是一门生意，最确切地说法是创业，我不认为股票里的下跌就是坏事。每当我想买的股票我觉得股票高高在上的时候，我内心的小九九就是希望它多跌一跌，就像是我看中了一个新产品想代理，价格太贵影响销路，价格下跌可以拓展我的利润空间，何乐而不为？！而且我发
1690034319# #大家学习任何财经博主，重点都应该放在他是如何克服困难，如何化解逆境的，也就是如何练就的投资反脆弱的能力，而不是如何找牛股。因为所有人炒股都有顺风顺水的时候，有天时地利因素的成功，你学不来的，学了也没用。如果一个财经博主，你从来都看不到他有逆境的时候，那么拉黑就可以了。这些股神都是
1691680771# #分享图片
1691903427# #这个可以有吃瓜吃瓜吃瓜
1695218256# #周二收盘股市就面临了选择方向，但是对周三保持沉默，因为狡诈的股市太容易杀回马枪了。今天却地量见了地价，后市机会远大于风险，谁又还在意巴菲特说在别人恐惧的时候我贪婪呢？
1689929962# #我们中国上层领导人的智慧思想是，以合作取代对抗，以共赢取代独占，不搞零和博弈和赢者通吃那一套。刚好和目前的全球霸权主义国是反着来的，最终的结果有如孟子说言，得道者多助，失道者寡助！胜负终在天道轮回之中！
1698649089# #低估值加业绩高增的中药股分享
1702221772# #有数据显示，今年私募只要是正收益，就打败了95%的私募基金。
1701395298# #中国11月财新制造业PMI为50.7，前值49.5。。这数据是妥妥的利好了，虽然只是财新数据，春江水暖鸭先知嘛，没问题😆
1688384734# #股市新词儿，胡锡进底。到底成不成立？现在我不敢说，继续看吧，我是早就做坚持牛市初期做不动姚了。黑暗终将过去，黎明快来了……
1697028029# #好的！
1700368061# #黑线黑线黑线
1693148958# #观点一致性很高允悲二哈挖鼻摊手裂开笑cry委屈
1694958865# #万亿外资在逃跑？大股东纷纷减持？股市这样就没救了吗？那口罩事件刚出现的时候，大部分人都在纷纷出逃，为何股市上涨却惊掉了所有人下巴。危中有机，才是最赚钱的。关键是很难把握，能做到模糊的正确就不错了。谢谢你点赞支持我的视频，如喜欢欢迎关注吧～
1692928547# #日本首相要求中方撤销进口禁令，我大使回击：中方暂停进口日本水产品是完全必要的！
1687764763# #如今行情，用一张女明星的图来形容，就是——谁来解一下？
1700826195# #全民投票季A股历来年份逢4和9出现好行情，这跟政治体制有关，五年一次计划安排。你们认为2024年会有大牛市出现吗？特别大的那种，正式确立反转！
1693563879# #18:18:12深交所：程序化交易投资者报告的最高申报速率在每秒300笔以上或者单日最高申报笔数在20000笔以上的，本所予以重点关注。(来自财联社APP)。。18:20:46【深交所：客户程序化交易可能影响交易系统安全或者正常交易秩序的可以采取拒绝其程序化交易委托、撤销相关申报等措施】财联社9月1日电，深交
