1703755378# #繁花。玲子收阿宝天价饭钱真相终于找到了！汪小姐成最大牺牲品
1703256391# #《一念关山》。年上面冷心热大姐姐x年下迷弟小黏狗简直不要太好磕
1701998036# #《很想很想你》。起猛了“莫青成谈恋爱被众人围观”，莫青成大方承认恋爱关系
1703256821# #第一次见男明星耍帅甩羽绒服真的会被丞磊笑亖，别人耍帅甩披风，丞磊耍帅甩羽绒服
1704159371# #只有经历过的人才懂，这小姑子真的很讨厌，自己也是女人也是儿媳妇，没有感同身受就算了，干嘛还要欺负人，嫁出去的女儿就不该在娘家指手画脚说三道四
1703951309# #繁花一群厨师想逼老板娘就范，没想到老板娘和宝总联手分分钟让他们后悔，老板娘身后的人要出现了
1704206225# #鸣龙少年雷鸣被强制执行500万，桑夏自爆身份赔款，十一班惊呆
1701661207# #《一念关山》。李同光多次验证确定她不是自己的师父决定赝品也要搞到手，即使这样他也很开心满足，结婚当天，宁远舟抢亲，他终是爱而不得！
1702097644# #《一念关山》。辅助元禄。战士宁远舟。法师钱昭。射手于十三。刺客任如意。坦克孙朗。杜大人最强小兵。我方水晶杨盈哈哈哈哈哈哈
1702083116# #《一念关山》。看似柔弱的女子武功其实很高强
1701521641# #宁远舟看你那不值钱的样子！！互诉过心意以后就这么黏人的吗哈哈哈哈哈哈哈好吧我就是担心你！要不这样，你打你的，我就在旁边看着！你别把我当人把我当一棵大树哈哈哈哈哈反正就是要在任如意身边待着是嘛允悲《一念关山》
1702175386# #亚超选手夸程潇美得发光发光的美貌就让学员近距离看过之后都忍不住屏住呼吸，并不仅仅是妆容衬托出来的这种由内而外所散发出来的精气神以及美貌的攻击力谁看到都得称赞连连就如同行走的画报一般，变成了一道靓丽的风景线程潇被夸害羞了
1702947167# #《狗十三》。长大就是把真实的自己藏起来！那么问问大家，长大的代价是什么，那天我想了一夜
1702475604# #《花儿与少年》。花儿与少年丝路季第八期1
1703254506# #《鸣龙少年》。沈耀怒爆父亲出轨丑闻，惨遭殴打罚进11班，李燃暖心治愈❤️‍🩹
1704246135# #鸣龙少年。结局齐上清北的11班，竟然出了三对夫妻，禹洋笑疯了
1701562562# #声生不息家年华超前营业第一期3，我滴妈呀允悲允悲允悲都怕坐红姐旁边笑cry笑cry笑cry
1702223431# #《一念关山》。我养大的玫瑰，身上自然有我的影子；细节就是鹫儿不仅和师父的作战方式一模一样，就连身段体态都很像，抬手、恐吓人的方式也都很相似
1701936578# #《很想很想你》。女儿约会被妈妈偶遇，男友一句话让丈母娘态度一百十度大转变&nbsp;
1701850299# #《一念关山》。元禄一直把任如意当姐姐一般，对她很好，当她知道元禄可能活不过二十的时候，任如意眼眶红了&nbsp;
1703394669# #《脱轨》。老师故意欺负旷课女孩没想到女孩的化妆技术比老师还要强
1703989787# #繁花繁花两人真的好好嗑，但阿宝之前被前任女朋友欺骗抛弃过，所以不婚主义，不敢回应汪小姐是汪小姐却因他送的耳环，而被举报。失去了当科长的机会！阿宝也出事了！
1703348025# #《一念关山》。这是他第一次怀疑自己的眼力和判断能力，之前就算北磐隔很远，北磐旗子的颜色以及上方印着的图案他都能看到，如果他相信自己的判断能力，会不会遗憾就没有那么多了……
1702215900# #女刑警感谢三大队带她回顾青春被三大队现场的观众感动到了《三大队》现场观众都是如此的诚挚，在这个过程中同样也分享了自己青春时期所面对的这些问题，年30不能回家，手机24小时不关机，所有休息的日子都是让自己的神经保持紧绷状态，我们当然很感谢有你们的存在，所以才能够有当下的和平和安稳
1704096897# #繁花看清“A先生”的真实身份，才懂卢美琳为何永远斗不过李李
1701933439# #吴磊赵今麦每帧都在拉丝林亦扬殷果和让我们体会到了青涩懵懂的年轻男女在相处过程中的羞涩💕和不自觉向对方靠近时的怦然心动，仿佛天地之间就只有这一对小情侣，那般每一帧都是极致拉扯的暧昧，台词的清晰和还原度让人不禁感慨，绝配顶配天仙配就仿佛是量身定做的角色?
1702437182# #《一念关山》。细节可以看出李同光虽然疯批，但其实并不坏，表面冷酷，内心却是温柔的人
1703911880# #三大队王大勇躲躲藏藏十一年，搓个澡被一个小偷偷了个精光
1703773187# #鸣龙少年。沈耀自残被偷拍，沈父怒送精神病院，桑老师一句话打脸
1703687403# #《鸣龙少年》。李燃发现程雨珊继父存在监视嫌疑，桑夏发现沈耀心理问题极大
1704206127# #鸣龙少年桑老师很努力的想留下江晴朗，他们每个人的努力她都看在眼里，她真的不希望看到晴朗失去学习的动力
1703489005# #《鸣龙少年》。鸣龙少年第十七集预告，师生情竟也这么虐，比情感剧都虐，不要啊啊啊！
1701592383# #《一念关山》。如意大杀四方，简直太帅了&nbsp;！还说不说反手就是个帅！大拇哥必须给一个
1702199474# #程潇又被夸美了超好看！！在舞台上就是魅力放光芒的爱豆，在舞台下又是尽职尽责一直想要把最好的东西传递给学员的导师，从这句夸赞中就可以看得出来他们之间的感情相处到底有多好😭是台上严厉，但私下非常和蔼接地气的程潇！！程潇害羞了
1701530397# #《很想很想你》。这才是一个合格的男朋友被搭讪时的正确处理方式！爱在细节里，莫青成给足了顾声安全感！全程姨母笑！这样的男朋友太有安全感了
1704177121# #《三大队》。原来王苗苗才是狠人，枪杀王大勇救回程兵，结局成烈士
1703775091# #神隐。终于明白红绸为何背叛元启，上古被骗百年，凤隐当场惊呆！
1703256777# #郑晓龙想要郑晓龙导演手里甄嬛传的完整版完整版在准备了后来，嬛嬛坐在了华妃位置上，举手投足都越来越像华妃了！
1701422974# #许凯中国风造型许凯印尼活动路透参加印尼活动，整个人的气质真的非同凡响，实名羡慕每一个到场的粉丝可以如此近距离的和许凯互动😍，特别是许凯在听到粉丝呼唤所给出的反应，这样的操作也都觉得超可爱，现场主打的就是一个双向奔赴
1704160447# #神隐追妻火葬场来了，元启灌醉鸿奕入赘梧桐岛，凤隐都惊呆了
1704117846# #《鸣龙少年》。通过桑夏的不懈努力，沈耀慢慢的打开了自己的内心
1701441753# #沈腾说唐嫣那么不方便也走了我说腾哥你别太好笑哈哈满满期待结果转身空无一人真的综艺效果拉满了
1701955068# #《一念关山》。如意出手救李同光，看到尸体伤口的一瞬间，李同光确定那就是师傅！
1702338641# #横店拉屎。所以这词条是的告诉我们什么？
1703254312# #《鸣龙少年》。李燃参加物理竞赛，获龙海小分队最强助力
1702880380# #《与恶魔有约》。：原来女主才是第一任恶魔，道曦拿回恶魔能力
1703684341# #《一念关山》。两个男人为一个女人互刷医保！所以宁远舟你在安国到底干的啥笑cry笑cry笑cry
1701474317# #新闻女王第十八集预告。文姐前任上司华姐回归，晓薇被泼油漆？？？？。好家伙勾心斗角再次升级，
1703896049# #王牌对王牌王牌对王牌20231229期第八季第十期1，沈腾哥哥的雍正皇帝允悲允悲允悲
1703209800# #《三大队》。这么狡猾的犯人，让人看了头皮发麻，谁懂！！
1702047094# #《照明商店》。这一切不对劲的背后，竟都是男友为了救她出去…男的好眼熟就想起不来了呢……
1703037998# #《一念关山》。我的珍珠宝贝走起路来五花八门的，阿盈真的是太可爱了，好想拥有一只小阿盈
1703293267# #金莎参加活动戒指丢了金莎在参加一场活动时，不幸丢失了她的戒指。她非常焦虑和失落，因为这枚戒指对她来说意义非凡。她立即报警并寻求帮助，希望能够找回这枚戒指。警方展开调查，但目前还没有找到戒指的下落。
1703087361# #《一念关山》。这配合，这默契，这颜值，真不愧是关山小分队，没有一个不是帅的，这战打的也太酷了吧！
1703691876# #我知道我爱你。许诺精神出轨赵晋，和相恋十年男友分手，两人结婚幸福一生
1701660131# #《很想很想你》。很想很想你第十二集，这甜甜的情节看得我是不自主的漏出了姨母笑
1701506083# #电影三大队点映口碑三大队点映口碑不一样的犯罪片，不一样的陈思诚！《三大队》绝对是今年最值得推荐的犯罪片，电影在看了30分钟左右就已经疯狂落泪😭对他们上来经历的这些故事感同身受，整个剧情的流畅节奏，质感非常出色，演员的演技更没话说，绝对能够成为票房黑马！
1703209955# #《一念关山》。导演让你们流泪，我让你们缓解缓解心情吧允悲允悲
1701955117# #《一念关山》。杜长史：怎么每天都有“惊喜等着我”？这李同光是多少少女的梦中情人，如意居然还不喜欢他哈哈哈哈
1702515531# #《与恶魔有约》。危机时刻，男主奋力救下女主，第一次主动安慰，第一次心甘情愿要和她结婚，婚后答应帮她找到凶手，谁料法力失灵…女主再次陷入危险当中…
1701739654# #《一念关山》。徒弟也是可怜之人，在那样的环境里成长，促成性格等方面有点偏激，所以说，成长环境真的是重中之重
1704182194# #赵露思终于知道邓超上春晚的感觉了。赵露思跨年晚会太嗨被调侃邓超附体允悲允悲
1702694405# #董宇辉粉丝突破1500万董宇辉涨粉。12月15日，东方甄选小作文事件后，董宇辉粉丝数突破1500万，东方甄选粉丝跌破3000万。
1701408698# #任如意受伤宁远舟帮忙脱衣服疗伤害羞到语无伦次“看谁的背？谁看？我看？”该说不说宁远舟你小子还怪纯情嘞
1702738803# #《一念关山》。如意揭露昭节皇后之死真相为自己正名，并解救朱衣卫姐妹
1703411117# #《一念关山》。大结局全员be，真哭死，如意宁远舟生下龙凤胎！全员都嘎了大哭突然明白了，好像所有人都是为了教会鹫儿和啊盈真正成长，懂得真正的责任和守护家国大义，可这代价真的承受不起大哭大哭大哭
1701951289# #GQ红毯杨幂毛毛礼服今天肯定不冷了……第一百个赞是为大幂幂点的赞赞。大美女的身材不错，竟然不显厚重反倒美出新高度色色色
1702047593# #《瞒天过海》。小白兔的真实身份是蛇蝎美人？好烧脑反转好多啊&nbsp;！。&nbsp;
1701654456# #《甜蜜家园》。原来这就是至死不渝的爱情！即使变成丧尸，我也不会忘记爱你~她的新郎得了白血病，却被误以为变成怪物，被军方殺了后😭她带着对新郎的思念化作了怪物，即使变成丧尸，她也没有忘记爱他……真的哭死😭
1702993043# #《一念关山》。宁远州牺牲，任如意愿随他而去，我受不了了我真的要哭了
1702695985# #《一念关山》。原来都误会于十三了，他其实是个好男人，只不过爱的时候，深爱，不爱的时候，就跑，虽然风流，但有底线
1701523999# #尹正在电影《瞒天过海》中说自卑是男人最好的医美，你觉得呢？一个男人如果觉得自己很帅，那他展现给别人的一定是不帅的。
1703432355# #《一念关山》。导演只是找他来二搭，没想到抢走了男主的风头！
1701445651# #这一刻，他是宁远舟，不是六道堂堂主。。这就是宁远舟的表白。。作为六道堂堂主，有责任要看，有兄弟要顾，有太多的考虑和平衡。但是作为宁远舟，喜欢上任如意的宁远舟只有一件事要考虑，那就是任如意的性命。。宁远舟找到的是遍体鳞伤的任如意，她不复之前的平和，此刻眼中只有愤怒和被背叛的怨恨。宁远
1702734451# #《一念关山》。没了六道堂，杨盈也能自己保护自己了！为了自救，杨盈火烧自己，敲锣打鼓吸引人，这一招还真是高明！
1703774176# #神隐。宴爽为救鸿奕仙根被毁，曝光阿羽身上最大秘密，元启：早该想到……
1702216814# #龙海乔布斯刚创业就被骗创业这种事情并不是人人都可以去挑战的，原本是想着养家糊口，结果自己全部都搭了进去…要不然咱还是听雷鸣的话，好好学习，才能够给自己去寻找更多的出路，像现在这样，也就只能是自己原地踏步，不断的去接受社会的毒打，永远都找不到出路王锵新剧小孩哥
1702042099# #电影三大队观后感之前他们那么的潇洒肆意，是会为了真相和正义不断去追寻的正义的使者，是在后面发生一系列的事情之后他们对于自己职责的坚守，也都已经慢慢看产生了怀疑，10年的蹉跎和追逐就只是为了能够尽早的找到凶手，这电影的画面真的好好哭！电影三大队点映观后感
1702474571# #《一念关山》。嘴上说着不要不要，内里已经心火澎湃，真正的双超A夫妇宿命感爆棚，一念关山真的巨好看
1703469291# #张颂文宋佳风中有朵雨做的云。张颂文+秦昊+宋佳演技派汇聚，最受关注的演员却一个镜头都不剩
1703252906# #《王牌对王牌》。王牌对王牌第八季第九期3.20231222期&nbsp;
1702626764# #周深手绘鹅厂logo手绘星光图，以不同的方式来诠释心中的星光，周深用鹅厂logo和音符相结合，创作下的画面都深刻难忘，同样也在闪耀生辉，已经直接被大家称之为是周芬奇😂色彩的搭配同样也很亮眼，其中奇幻的色彩融合也都表现出了不一样的感觉！
1701697164# #《与恶魔有约》。与恶魔有约4-2！这样的剧就是越甜蜜越有害健康！不过话说回来，这个侄子不会是个坏人吧……
1703257996# #《脱轨》。有无色yy穿越女被看不起，结果用技术征服客人。&nbsp;
1703208139# #《脱轨》。陈哥晓媛锁住了🙈我希望女主跟这个陈方舟在一起
1701439163# #与恶魔有约。当恶魔失去魔力那一刻与她的宿命就开始了！你们觉得呢！
1703946188# #《一念关山》。宁远舟给元禄绑的长生辫，在他跑去送军情时散开了，长生辫撒开了，他也没有熬过二十岁。
1703518490# #《三大队》。三大队第八集预告………
1703728923# #神隐阿音含冤赴死，元启崩溃放弃上神之位，决裂仙界寻找千年
1704117199# #《繁花》。阿宝圆房夜露腰间胎记，李李崩溃哭得稀里哗啦：竟然会是你
1704069837# #脱轨祁连终于见到心心念念的许靖阳！才发现幕后BOSS是自己母亲
1703724759# #神隐原来凤隐归来性情大变虐杀凤鸣，竟是红绸背后的小动作
1702830351# #《一念关山》。小公主在线撒娇，任如意都受不了哈哈哈
1702866718# #《一念关山》。李同光这辈子只爱慕师傅很意难平啊！！！明明他和初月很搭啊
1703520018# #《三大队》。三大队第八集中，话说不是被击打头部死的啊？咋袜子噎死的啊肯定有问题啊
1702691278# #《典籍里的中国》。撒贝宁带先贤穿越回干百年后的现在，当先贤看到中国如今的发展会是什么样的一种反应
1703169469# #《脱轨》。好闺蜜破镜重圆，渣男出现要带走晓媛，还说祁连是病毒？
1701614913# #《大宋少年志2》。七斋都把尉迟源忽悠傻了，虽说小景扮演仙女，但跟真的仙女如出一辙啊！
1703293228# #易烊千玺当评委。“评委中国演员易烊千玺”。“Jacksonyee,actorfromChina”。“大雪压青松，青松挺且直。”
1702017139# #《很想很想你》。想问到底在哪里能领到莫青成&amp;声声这样软糯糯小猫情侣啊！檀健次❤️周也
1701692133# #《一念关山》。李同光任如意真的有大婚剧情啊！还……还抱上了允悲
1703084853# #《脱轨》。其实男主早就喜欢上她了，哪怕他知道她不是她，可他就是喜欢上她了，当然啦他是不会承认的。
1702831317# #《脱轨》。穿越女被看不起，结果用技术征服客人。&nbsp;&nbsp;
1701689471# #《一念关山》。与一笑悬命适配度10000000%哈哈哈&nbsp;！。“dei，不许对孤和杜大人无礼哦”。看这种剧最怕的就是前面很搞笑，后面死刀死虐，怕自己后面看了哭的喘不过气
1702862752# #《一念关山》。他亖在最爱她的那年，刚好20如果，元禄跑死了，十三战死了，还有谁没了啊
1702739304# #《一念关山》。宁远舟担心任如意，决定独自前往皇宫查看，交代众人后事，心有牵挂，必会回来的
1701958369# #《很想很想你》。看他俩谈恋爱，看得我都想谈恋爱了怎么办&nbsp;&nbsp;？
1703168594# #《脱轨》。江晓媛决定和霍柏宇一起离开，被祁连发现后将其救回来&nbsp;！
1703911674# #鸣龙少年禹阳喜欢的是男孩子吧，他看到的烟花是爱心，正好给那个朋友回微信，也许是喜欢也许是友情，他都是他生命里中重要得人
1702946957# #《一念关山》。刘诗诗刘宇宁如意逗夫模式首战告捷，娇纵小丈夫据理力争没用，最后缴械投降只剩两字。哈哈哈，宁远舟心虚起来就会结巴呀，好可爱！
1702695390# #《一念关山》。杨盈自爆身份安抚安帝，钱昭为报仇挟持梧帝，坠崖而亡……北磐入侵孙朗战死……元禄日夜不停跑回安都报信，疲劳过度死在了杨盈怀中……初月赶来相助，于十三瞎了眼还在对抗敌军，宁远舟身受重伤，如意守城们等着他归来…
1704120218# #繁花：李李换衣露出腰间胎记，阿宝当场崩溃认错，为什么会是你！
1703517763# #《三大队》。三大队第七集下，我想到一个细思极恐的问题，老赵是王大勇，然后剧情不停反转衰衰
1702627231# #《一念关山》。这么多年了。小舟你到底做的什么营生啊。所以说，六道堂之前，他到店是做什么营生？
1701951083# #GQ红毯。白鹿一袭墨绿色抹胸裤裙好亮眼啊！小伙伴们有被迷倒了吗？？？
1701563133# #《与恶魔有约》。宋江新剧【与恶魔有约】金裕贞男主女主互相吃醋，都不想承认自己喜欢对方，女主以为自己自作多情了…
1703038509# #《脱轨》。祈连忍不住对眼前的江晓媛的心动，慢慢陷入矛盾之中！
1703208430# #《脱轨》。cpu烧了！祁连在的世界只是虚拟世界？江晓媛跳楼醒来发现回到现实？
1703254073# #《鸣龙少年》。沈耀好惨，一次次被父亲否决，一次次的伤害自己，让他开始出现幻听，幸好关键时刻李燃出现像一束光治愈着他！
1702936224# #《一念关山》。最后高光！于十三X初月不但没有BE，他还“入赘”沙西部了
1701445955# #宋江金裕贞冷血恶魔因落水失去了恶魔印记变成任人欺负的小废物，他想找女主寻回印记，没想到却渐渐对女主动了心～真的又搞笑又好嗑与恶魔有约
1704121120# #鸣龙少年当平凡老师突然变身富家千金，提前见了父母，雷鸣这是要官宣了吗？！
1703340100# #《三大队》。人情比金子贵，被三大队狠狠戳中，鬼知道我看了多少遍
1703034309# #《一念关山》。宁远舟为了如意挽救百分之七十的朱衣卫性命
1701660978# #《理想照耀中国》。大家不过都是为了生活而已&nbsp;！没办法，那个时候很多思想还属于是很封闭的状态。吃瓜生活不易啊……
1702530766# #《鸣龙少年》。“没想到李燃奶奶当保姆的主人竟然是学霸沈耀家这就是缘分吧沈耀表面上光鲜亮丽却需要李燃的救赎啊”
1701694300# #虞书欣戴森。虞书欣这个腰臀比例我真的撕哈撕哈哇哇铁子们，你们觉得怎么样？
1703907313# #王牌对王牌王牌对王牌第八季20231229期第八季第十期10，梦回甄嬛演技都好厉害！让我没想到的是居然敢虐待杨迪公公笑cry笑cry笑cry
1703429036# #“体弱多病×武功高强”遇到危险只需喊一声方多病！有亿点点好嗑！
1703773810# #《三大队》。桐桐死前一句话，揭露赵明甫真正身份，程兵崩溃不敢信泪泪
1701951980# #《一念关山》宁远舟du发。任如意表白，两人心结解开，一念关山该说不说好带感
1702564229# #刘浩存粉底。刘浩存新剧粉底避雷：哭起来那妆脱的，一条一条好惨烈！连刘浩存本人都来蹭脱妆热度，为《脱轨》打宣传，直呼：江晓媛在线求好用粉底液。
1703986022# #脱轨这么超前精神状态的女主人设！就那种小土豆跳脚的搞笑感觉！
1703595920# #神隐。神隐第十三集中，古晋和阿音离开以后，敖歌先训斥了三生石，然后到修言楼找修言聊天，修言让敖歌不要多想，即便是留下阿音的一半灵力，自己的内丹也未必能修复，他还让敖歌不要总冷着脸，如今在幽洺界，也只有三生石敢和他开玩笑了。其实，刚才就是修言让三生石去帮助古晋和阿音的。
1702042833# #《很想很想你》。很想很想你第十六集中，确认关系很迅速，后面咋越来越拖拉了呢！锖青磁你勇一点！
1703384546# #《一念关山》。说真的，第一次看见老钱这么笑！平常都是冷冰冰的一张脸。
1703778550# #鸣龙少年大结局揭秘雷鸣真实身份，她是隐藏最深之人，结局意外
1703862680# #神隐古晋到死都不知道，害死他的居然是亲生父母
1704208144# #《三大队》。原来程兵在追捕王大勇期间还去看过场子程兵在娱乐场所暴打官二代，后来还被骗入传销组织！
1701915299# #《一念关山》。一念关山的3处隐藏背景你都发现了吗？。褚国不良人还有个动漫呢，看的时候有没有梦幻联动的感觉呢？？？？
1703696535# #鸣龙少年。李燃跟踪雷鸣发现真相，带11班大闹发布会，王总傻眼
1702956514# #《鸣龙少年》。“生而为女，我们没有错”程雨杉长期被继父监控，被警告威胁为了妈妈隐忍不敢反抗，无助崩溃，直到遇见一位好老师，她开始反击
1704030031# #繁花大小姐爱的明媚又坦诚，却注定得不到回应！唐嫣x胡歌破碎感好虐
1703339874# #《三大队》你大哥永远是你大哥，关了九年出来依旧是大哥赞秦昊
1701960378# #《小满生活》。小满生活第三十一集下，话说火到底是不是宋总放的
1702688438# #《与恶魔有约》。从无名无份暗自吃醋到正宫之势宣示主权傲娇恶魔被她完完全全拿捏住了哈哈哈哈
1701958609# #《当家小娘子》。儿媳妇割鸡眼入药整恶毒婆婆，话说有痔疮割痔疮是不是更哈哈哈哈
1704208011# #鸣龙少年雷鸣房子卖五百万巨款，幕后买家竟是桑夏，李燃一脸蒙
1703659714# #《脱轨》。原著里是原主江晓媛s了之后女主才魂穿的，还是系统强制魂穿，魂穿有代价，系统把女主富家千金的身份夺走了变成了打工妹，并且原主和男主不认识，剧中改成了青梅竹马穿越➕悬疑感觉还不错
1703989417# #繁花所有人都知道他们是一对！胡歌x唐嫣明晃晃的暧昧感真的好绝
1701524168# #白鹿我可太想演电影了。演员就是要多多走出舒适区，选择首部电影很重要，要更加慎重，大家期待白鹿的代表作吗？
1702303259# #《一念关山》。所以他之前到底是干什么的？
1701444802# #唐嫣，这位娱乐圈的炙手可热的女王，这一次可谓是狂飙一番，以一身《狂飙》大嫂COSPLAY，登场最新的一期《王牌对王牌》，让我们见识了她的演技派和多面性。她站在舞台上，简直就像电影中风云激荡的一幕，让人情不自禁地为之一振。
1703340288# #《三大队》。秦昊佟丽娅十年牢狱出来不敢回家，却被前妻一句话燃起希望。谢谢哦
1704159816# #繁花阿宝临终遗言曝光，害惨他的真凶竟是爷叔，李李只是替罪羊
1701516159# #很想很想你第十集预告，檀健次的莫青成☞爱心，就是要主动出击👊🏻！！！爱情和机遇一样，遇到爱人就是要马上抓住！！不整那些磨磨叽叽！！！。《很想很想你》这部剧看得人心情特别畅快！！
1703175743# #《一念关山》。：如意遭受狼群攻击，宁远舟及时赶到。
1702220093# #《一念关山》。为什么嘴里说着愧疚，看到别人欺负鹫儿还是无动于衷，甚至和别人一起欺负鹫儿
1702908872# #《一念关山》。大徒弟知道小徒弟是女生后态度都变了&nbsp;！&nbsp;&nbsp;皇帝内心OS:这是要熬死我
1703820196# #神隐凤隐手撕红绸这幕，元启一动不敢动，太吓人
1702516948# #《一念关山》。有什么样的师傅就能教出什么样的徒弟，师承一脉罢了……只要是我们家如意姐姐带出来的人，没有一个不像他的666
1703781942# #《三大队》。程兵看到有人过来，通知大家赶紧行动。三大队程兵轻舟已过万重山，看秦昊新剧如何处理婆媳关系
1704037851# #繁花李李真正目的不是开饭店，汪小姐怒喷宝总。&nbsp;
1703395441# #《一念关山》。宁远舟听到五十两黄金直接演我见钱眼开！
1702548061# #《鸣龙少年》。“边晓晓偷拍程雨杉他们被发现程雨杉发火她那些朋友还叫她整程雨杉江晴朗听到了帮她解围后来她成了江晴朗的忠实粉丝在台下听他唱歌”
1702019511# #恐怕当时的张若昀才真的能够对五竹的沉默感同身受，也体验了一把范闲爆改五竹，从来没有想到能够进行如此顺利的切换doge
1701996519# #《我们的美好生活》。我们的美好生活第六期5，蒙佳，周笔畅，独自推着行李箱，在大山里喊有人吗？可谁曾想大家睡的很安逸吗笑cry笑cry笑cry
1703517735# #《三大队》。三大队第七集中，泪目了，这得多憋屈啊！载入教科书的一哭，感觉这周局是最自私的
1702602972# #《一念关山》。一念关山第二十七集中，为啥那么多人喜欢李同光这个角色啊？性格多扭曲啊！不过演员挺喜欢，挺帅滴！后半段真的一直在谈情说爱啊，都不干事业了哈哈哈哈
1703944462# #《三大队》。凶犯竟然重新组建家庭，辗转千里寻找凶手的踪迹，竟得知他早已成家立业啊……
1702993743# #《一念关山》。一念关山大结局：这个结局不喜欢，连男女主角都走了
1703914062# #《神隐》。“元启也是古晋，但凤隐却永远没有了阿音的半点影子”凤隐终究还是放不下元启
1703605301# #神隐。神隐第十七集中，凤鸣来到大泽山，想看一下弑神花的成长情况，意外发现弑神花种不见了，经过打听才知道，弑神花种被被送往仙界，封存到了仙宫秘库里，因为只有三品以上的官员，才有资格前往秘库，青霖得知此事，感觉凤鸣这个废物利用不上，便开始打孔雀王的主意。孔雀王要晋升上仙，因为出现
1702936042# #《一念关山》。如意假死后，大徒弟封墓，小徒弟变性，老公准备殉情，三人谁更疯？
1704076072# #繁花《繁花》9，阿宝走出上海就被打，外面的世界很危机四伏，看阿宝如何化解生死危机，最后附上小彩蛋请笑纳&nbsp;
1702659092# #《一念关山》。宁远舟率领六道堂兄弟夜袭永安塔声东击西营救梧帝
1701407646# #任如意与老钱他们的内斗暴打场面很真实，特效做得很丰满不拖沓，情节扣人心弦，刀刀见威力，剑剑挥锋芒，恩怨家仇只在一念之间。《一念关山》
1703725458# #鸣龙少年。雷鸣看到李燃的居住环境后立马把他带回家！哎反正我从没遇到这么好的老师😑
1702023703# #孙艺洲给大鹏画饼两个人现在这就是极其的双重buff！！吕子乔和煎饼侠的组合直接天下无敌。这是什么新鲜而有趣的喜剧人的组合，搭配在一起都不敢想象整个画面到底有多好笑！这梦幻联动也是我们大家都有点始料未及的😍不过这精彩的效果我们确实爱看！！
1702216462# #《一念关山》。阿盈知道皇兄自私无能，他不值得六道堂牺牲半数去救！她真的喜欢公主吗？可剧情里不是说了吗？他有喜欢的人，但是他永远都不能让他知道！我觉得应该是如意
1701654486# #《一念关山》。一念关山小公主太可爱了～她演技真的很好在虎鹤妖师录里那么狠这里这么可爱虽然说后面黑化了
1701658176# #《乐游原》。这就是螳螂捕蝉黄雀在后吗？话说把娃儿装在盒子里挖鼻挖鼻哈哈哈哈
1701484406# #丁程鑫我姓石DNA动了丁程鑫你小子没少冲浪吧笑死你小子反应真的好快，在所有的人都还表现的懵懵的状态里，他就已经直接把答案给说出口了，不过这个名字与他还是相契合的，谁让我们小丁也是姓“时”呢！
1703817967# #繁花看到李李与爷叔父女相认！才明白阿宝车祸的元凶并非是阿四
1702049684# #关晓彤央视镜头下的，这颜值🐮
1703384964# #《一念关山》。观众在前面嘎嘎哭，他们在后面嘎嘎笑&nbsp;
1701952878# #王一博今日出席GQ盛典，一身香奈，点缀俏皮的胸针项链，从颜色到款式其实有点可爱俏皮。但是，酷盖穿什么都潮酷帅气！非常养眼！
1702432930# #《一念关山》。如意又美又飒，最喜欢八卦团，损宁头！
1702049666# #《新闻女王》。打工人的破防状态也太真实了！Man姐说的每一个字都值得背下来！
1703405425# #《一念关山》。伤口渗血，再加上舟车劳顿，导致她旧伤复发，只打的过初月府上的几个侍卫，更别提是北磐狼主身边高本领的将领了，她带着必s的念头去，不是殉情，而是大义
1703649484# #《鸣龙少年》。雷老师下线，学生都来送他，雷鸣解除代言。
1702696753# #《一念关山》。这一刻杨盈真的恨不得皇兄直接挂了吧&nbsp;&nbsp;！
1703992080# #《三大队》。程兵还是败给了现实放弃了对王大勇的执着，桐桐和程兵断绝父女关系加上七叔的离去和抚恤金的压力再加上找了好多年王大勇每次都是比王大勇慢一步的无奈感彻底打败了这个曾经满是信仰的警察！！
1703346735# #韩安冉小猪先生小猪给女儿的抚养费少给了1000，韩安冉发微博撕了，要了三天了，能私下联系的都联系了，非要我发微博艾特你才能看到？每次都是这样烦不？
1703733400# #脱轨。祁连出车祸，江晓媛被威胁，为了不牵连大家离开，看完这个视频，我深深被剧情吸引了。祁连和江晓媛的命运纠缠在一起，让人感叹人生百态。他们之间的误会与纠葛，也反映出人性的复杂与无奈。
1702601978# #《一念关山》。一念关山第二十七集上，鹫儿，你在不清醒就没命了，要不，把鹫儿给我吧，我喜欢
1703603833# #神隐。神隐第十七集上，灵爻会是一次盛大的仙妖盛会，为了表达仙界的诚意，澜沣帝君决定，将要妖界的圣物还给他们，为了防止圣物在拿出来时，被仙界的灵气伤害，澜沣帝君就决定打造一支护灵箭，并将这个任务交给了战神殿和司兵殿，阿音本想趁此机会和古晋多接触接触，可让她没想到的是，华姝却捷足
1701961002# #《小满生活》。小满生活第三十四集预告。你们是觉得冯丹气人？还是何嘉茹更气人？
1704206987# #神隐凤鸣私炼妖丹被抓，元启扯开衣领露出伤痕！内鬼身份暴漏
1704173504# #《神隐》。古晋为求复合直接扛走凤隐，和好了以后应该也很甜，要怪就怪臭孔雀吧太坏了
1703136970# #
1702260831# #《鸣龙少年》。鸣龙少年第三集下，这几集看下来总结这部剧是：如果我也拥有这样的老师系列！。如果在我高中感到迷茫的时候，能有这样观察细致的老师给我指点方向，想象不到我会有多幸福。
