1700739205# #杨幂…天…
1699695729# #《她拍的》doge
1702285711# #12.10云合估算播放量。。（明月版）。一念关山，8020w（+130）。。（林克版）。一念关山，8610w（+801）。。今天两版本相差巨大。按明月版，昨天全网大盘微跌1000w+。按林克版，昨天全网大盘暴涨5000w+。。。鸣龙少年，首播2集，占有率＜1％，大概播放量200w，不理想
1696055013# #angelababy又有好多粉丝在脱粉了，之前因为《漫影寻踪》脱了一批。。懂那种，粉丝前面还在吐槽Lisa和疯马秀的，结果自己正主就去看了的冲击感吗？相当于前两天抽的巴掌落在了自己脸上笑cry
1693748465# #蒋依依现在恨不恨于正？doge。如果于正不夸她，是不是能躲过蒋依依
1701083791# #《宁安如梦》豆瓣开分6.9分，6w人打分，这个分数怎么样？
1702799144# #杨紫、张晚意、檀健次、王弘毅、代露娃《长相思》剧组红毯🈶
1689165779# #就放1集，小气巴拉的…
1702279159# #围观👀，孟子义工作室评论区。
1699359927# #封神，第四次延期了…
1698583235# #《清平乐》是“怀吉”视角改的“仁宗”视角
1695457183# #9.22酷云，全端、点播，播放量🈶
1694085738# #【85花收视总榜】。85女演员，杨幂、刘亦菲、刘诗诗、倪妮、赵丽颖、唐嫣、杨颖，所有的一番主要剧收视情况🈶
1702378204# #刘诗诗去台湾了并不简单
1699004243# #周也
1702280045# #神隐，算赵露思单抗吗？
1695958553# #这是lisa…哆啦A梦害怕？？
1698133541# #2023年爱优腾芒独播剧，云合集均Top5。。这么看，优酷👖是不是起来了不少
1698034545# #章子怡汪峰离婚。我觉得挺真的
1690974984# #忍不住了一定要说，毛不易唱那首歌真的不好听，词也很非主流，尬得要死，什么有你无你…有你无你…最好听的还是郁可唯那首
1698217351# #任嘉伦，《流水迢迢》新路透🈶，扮相如何？
1690285582# #“哪些演员你感觉ta根本就不爱拍戏”
1703852102# #周冬雨新饼《共生》
1699792391# #半女权？？是什么鬼？
1690517713# #邓为为乱扔烟头道歉大家怎么看？
1692105056# #靠……
1695562018# #龚俊，今日直播图🈶，如何？
1688907296# #骨科又要上大分了
1693443839# #总结一下，长相思昨天改了相柳水龙头的特效和重新剪辑了小夭梅林的镜头，结果把杨紫的高光镜头删了，紫粉不满意，剧方一键还原连同改好的特效镜头也没了…对吧？
1699193271# #让一让，女明星【纯生图】怼脸。谁赢了？
1701255476# #王源李恩童什么？什么？什么
1690101340# #莲花楼，OST品鉴，如何。
1692461460# #长相思开播，7.24~8.19号超话签到（不定时记录）。。张晚意，签到34820，涨幅+3.11w。邓为，签到218421，涨幅+21.11w。檀健次，签到253160，涨幅+17.54w。王弘毅，签到5647，涨幅+4012
1694679040# #9.13酷云，全端、点播，播放量🈶
1689506560# #沈腾模仿孟宴臣霸道总裁语录。“你跟谁都行，就跟他不行”doge
1703241446# #杨幂、王鹤棣同框视频🈶
1703255409# #云合均集播放量（统计至12.19）
1700894110# #金晨，尖叫之夜，造型出来了，灰姑娘水晶鞋
1693043655# #英女王是铁公鸡？
1699261095# #迪丽热巴、张馨予，她俩🙉什么时候开始在一起玩的哆啦A梦吃惊
1700738962# #有点子寒酸…来的嘉宾也不多允悲
1704191111# #1.1云合估算播放量。。明月版、猫发财版差距不大，林克版差距较大。。图四酷云
1702816657# #法老买了家有儿女主题曲版权，重新写的词跟坨💩一样…
1695268939# #秦昊、杨幂《哈尔滨一九四四》预告。剪得不错，悬疑风拉满，杨幂这剧二番接得不亏的。
1700809087# #云之羽女二，全方位配置都比女主高
1694074491# #虞书欣不亏的，张凌赫有点亏
1695100656# #郭敬明带田嘉瑞就餐。虐粉的机会来了
1690373413# #长相思是邓为最好的机会了，这次不行也不用等了…管它黑还是红，先火了再说航天员
1694093089# #这也太太太…太诈骗了
1701940096# #龚俊，GQ饭拍路透🈶，怎么样？
1703325414# #《一念关山》今晚会员大结局，闹剧也该收场了，那么，目前这个情况，播得如何？
1699595056# #时代少年团，又陷“耍大牌”风波。耍大牌
1689075628# #配角cut粉热搜我帮大家看过了，又是长月烬明那点子事，陈都灵刷屏了
1699094519# #张雨绮，红毯不行了，以前她也是美艳挂的。张雨绮是在cos石矶娘娘吗
1694344823# #迪丽热巴，今日品牌活动截图🈶，如何？
1703138735# #倪妮，今日活动造型🈶，如何？
1704099005# #2023抖🎵明星话题增长。。白鹿登顶
1690785441# #7.30云合占有率。长相思，粗估7400。受害人，粗估5300。莲花楼，粗估5200。安乐传，粗估2400。潜行者，粗估1800
1694757278# #tg:紫米好像又在向杨紫工作室的对接维权了，昨天不是穿了高定了吗？
1695797955# #吃瓜🍉，拆皓嫣cpf，这个真的吗？
1694511976# #花轿喜事，豆瓣开分3.8，1万人评分…
1700910159# #杨幂压轴出场，红毯照来啦
1692617934# #锦绣安宁，杀青特辑，张晚意感觉没啥变化，任敏确实瘦了，妆造适合她，最好剧里和特辑里都长这样。。
1694878832# #来看评论，周翊然、孔雪儿、陈牧驰，三方粉丝空瓶。
1702815978# #田曦薇，干饭人
1703916026# #金晨，百万直拍干饭人
1698328039# #魏大勋，直播生图🈶，状态如何？
1696170688# #搬，lisa演出完与lv老三夜店跳舞
1702482730# #大家吃宵夜了吗？doge重口谨慎点开
1689389406# #安乐传顶刘家在干嘛呢？怎么没动静？
1698147679# #抓马的事情发生了，lv官博底下，陈牧驰粉丝控评全删了允悲
1689694506# #烟火特出：xz
1702104332# #虞书欣《非诚勿扰3》发布会，媒体出图🈶，怎么样？
1696082908# #貌似，网友们对明星的包容度越来越低了，大家感觉到没？
1700835755# #三毛迪丽热巴造型。咋说勒，他给热巴搞了很多美出圈，美爆了的造型，也弄了一些一言难尽造型。总体来说还是优大于劣，好多造型真的大杀四方
1702638694# #张万森你霉姐来了。谁蹭谁？doge
1701945100# #李一桐、白鹿，这是撞文案了吧？
1688618705# #这里演的是牙🦷痛思考
1697789784# #姜贞羽、赵一博《吾凰在上》开机路透🈶
1697172424# #刘大锤曝钟楚曦侯雯元分手。钟姐只是想找个男人玩玩doge
1695891111# #成毅、任嘉伦，都是一个公司的，怎么会闹得那么难看？公司都不管管吗？
1696773166# #90后男演员电视剧一番CVB统计
1703418717# #结束了吗？
1696127526# #杨紫，到达巴黎
1701750133# #刘大锤辟谣肖姓艺人与经纪人恋情。狗仔辟谣，嗯…？？…狗仔还是不说话最好
1692862543# #灼灼风流还是不行，看到很多人说是黑马，真好看，一定会有人看的，尤其是在暑假档期，各平台大剧又都基本完结的情况下，根本不缺人的
1702651637# #白鹿要演李清照？？这🍉看起来假假的，像刻意编的…
1697894326# #吴楚一才是被扳弯的那一个允悲
1703076087# #网友点评：说自己全员上桌的剧都塌了
1696171986# #刘昊然，粉都跑光了笑cry
1704082439# #非诚勿扰3扑得这样，网络话题度贡献全靠虞书欣
1695095286# #薛之谦？
1702546882# #12.13云合估算播放量。（明月版）。一念关山，4481w（-597）。神隐，3632w（-237）。鸣龙少年，1581w（+281）。。（林克版）。一念关山，4524w（-619）。神隐，3667w（-252）。鸣龙少年，1597w（+281）。。神隐，第三天就跌了，不妙，看周末中小学生的贡献了
1702650963# #吃宵夜了吗？doge。
1698136744# #邓为、向涵之、艾米
1700399780# #许凯是幸福体质🌹
1689496919# #周柯宇、刘宇，同款长珩造型🈶，谁赢了？
1697005207# #靠，所以郭敬明发的这个造型，真的不是侯明昊的，是闫桉一个配角的哆啦A梦害怕，图都这么明显了大梦归离
1695392518# #gucci的全球品牌代言人…
1702099265# #罗云熙，水龙吟，我是只化身孤岛的花蝴蝶🦋
1696225378# #自从张嘉倪爆出去疯马秀后，《好事成双》官博，物料宣传就没带过她了…
1699007559# #娜扎的颜值，真没得说
1697264565# #陈牧驰的声明里警告的有“ba哥专用”，ba哥小号开始激情输出了…我爱看👀
1690359298# #7.25云合估算播放量。。长相思，5572（+3486，翻2.7倍）。曾少年，5531（+162）。不完美受害人，4507（+220）。莲花楼，3810（-53，有横盘风险）。我的人间烟火，3278（+304，）。安乐传，2786（+5，横了）。消失的十一层，2008（-309）。欢颜，200
1704293898# #突然发现好多人糊到没影了…
1700556014# #央1已经不具有参考性了…
1695370901# #9.21酷云，全端、点播，播放量🈶
1697000753# #田曦薇今日品牌活动，线下生图🈶，状态如何？
1702786042# #张若昀、刘宇、王安宇星光大赏出图🈶
1696172660# #刘宇宁🍉，真的假的？
1703159145# #三毛的《撒哈拉的故事》要拍成电影了苦涩。。这本书我看了的…到现在都记得三毛帮邻居家的女儿用黄豆糊糊偏方治的疖子…记忆深刻…
1704342010# #丞磊粉丝后援会发维权公告了，称《锦月如歌》存在魔改趋势？大家怎么看？
1693035633# #“有没有微博风评差，但是抖和小🍠风评好的明星？”。一般来说，微博风评差，就是粉圈风评差…。只要对家多的明星，微博风评都差doge
1697198701# #王楚然的粉丝，今天开心吗？
1693805148# #之前微博搞的绿洲，还有人用吗？
1697883039# #卢昱晓，普是真的，上限高也是真的
1697723728# #陈牧驰粉丝，都这样了，还要洗吗？畅游
1695025685# #9.17云合占有率
1700305365# #高山，官抖在拉黑删评
1703168850# #第1次看到这么团结的团粉，10个人的粉丝，努力给一个人投票苦涩
1693046508# #现在的情况，陈飞宇、于适双方粉丝在互相喊话，目测，于适粉占上风
1695379694# #9.21云合估算播放量（明月版）。。异人之下，3303（+21）。西出玉门，3272（+641）。云之羽，3051（-169）。好事成双，2705（+755）。他从火光中走来，2328（-25）。骄阳伴我，1982（-278）
1700388883# #胡歌霍建华算麦麸吗？
1700057258# #吴楚一陈牧驰，第2段录音文字版…。陈牧驰才是陈想红吧？都这样了，还非常好，因为热度大允悲。陈牧驰吴楚一新录音
1697115542# #丞磊，今日品牌直播截图🈶，状态如何？
1693822261# #能看出来这是鞠婧祎吗？
1702989104# #不咋关注汉服圈，汉服还有平民、贵族之分啊？我以为好看就行了允悲
1697514060# #王子奇前面辟谣过，网友又搜刮出一堆证据，ip重合度高，墨镜也是同款，大家觉得可信度如何？。曝王子奇疑似恋情
1690537295# #王一博:“我也生着病也在网上冲浪，非常的精彩”。语言的艺术，高情商回答🈶允悲
1700483321# #还有一部，扑到均集都不统计它，它就是《风起西州》
1694419180# #范冰冰，Angelababy，同款🈶，谁赢了？
1690464087# #王楚然真不会营业，这些照片放在剧播的时候发，能少挨多少骂…
1689327366# #肖战警告肖战工作室？？好迷惑的热搜…
1695303843# #曾明辉，点赞了邓为和仙台有树
1696335621# #《大梦归离》陈都灵侯明昊双方粉丝有摩擦。陈都灵空降粉丝裙劝架：。“希望尊重我的选择，尊重我的合作伙伴。我不希望看到你们因为我，去和别的粉丝产生一些不必要的摩擦。”
1703939923# #于文文今年几场演唱会的大麦销量，什么水平？
1702611817# #邓为今天glassman闭年刊，1小时卖了6.4w+，60一本，什么水平？
1698983001# #张艺兴（已飞升版
1702380331# #刘诗诗才不是花粉地狱允悲。一念关山她一番哎，成绩这么好
1693070083# #云之羽什么，热一？要空降啦？
1689148171# #7.11云合占有率
1698910276# #什么妖魔鬼怪…哆啦A梦害怕
1699613282# #11.9云合占有率（明月版）。。宁安如梦5022（+478）。无所畏惧3538（+419）。以爱为营3424（+386）。乐游原1512（+249）。。宁安如梦以爱为营无所畏惧乐游原。明月5022342435381512。林克4678319032961409
1701951548# #朱一龙、张艺兴，两家粉丝在交流…。那么问题来了，同样是一部一番电影三十几亿，朱一龙，张艺兴，谁的咖位大？
1697719419# #幻视成毅了…？？
1697775176# #田耕纪，豆瓣开分7.5，1万人评分。为有暗香来，豆瓣开分7.1，9千人评分
1699973741# #吴楚一直播放录音。有没有看了直播的，来个总结啊？
1696501313# #赵今麦张凌赫《度华年》横店试拍视频🈶
1690190860# #长相思马上开播了，4个男演员，谁会吃最大的红利？doge
1697342157# #害，哪次奖没有被骂过？反正都被骂，得了总比没得好笑cry，习惯就好
1703230746# #吴磊粉圈动荡
1701434405# #女性向的《甄嬛传》，男性向的《狂飙》。谁更爆？
1699353062# #现在的情况就是，如果，《宁安如梦》爆了，95🌸就要重新洗牌了doge。。（防杠，知道白鹿是94年的，但是普遍把她放到95🌸里，她与95捆绑，资源竞争也主要和95竞争
1699711693# #杨超越是胖了吗？
1691236203# #8.4云合估算播放量。。长相思，8597。莲花楼，5582。不完美受害人，2502。安乐传，2502。潜行者，2438。做自己的光，1668。曾少年，1411。玉骨遥，962。异人之下，898。消失的11层，866。。因为前几天都估高了，这是调
1692773842# #杨紫粉和檀健次粉，这是发生了什么？哆啦A梦害怕
1702212402# #韩素希，看起来像整容了吗？
1690460746# #这个好像是真的，我观察了好几个明星，只有剧开播的时候发了一条，剧播期间都没有更新
1693666226# #哥们doge你有点意思
1698393096# #白鹿现在是不是压力挺大的？急需一番热播剧代表作。。🍍白鹿，🐟虞书欣，🥩赵露思，🍇杨紫
1688806038# #国产剧组，虾和螺蛳粉，真情实感的交流一整天了允悲
1693218938# #谁敢想，三金影后周冬雨，现在开始劝退观众了…苦涩
1693812309# #父辈的荣耀播出9天了，是什么水平啊？
1695027851# #9.17云合播放量（兔嘻版）。。云之羽，5010（-1201）。骄阳伴我，3699（+311，完结）。西出玉门，3699（-253，停更）。异人之下，3531（+276）。九义人，1547（+285）。南风知我意，1311（+182）。莲花楼，1177（+114）。长相思，975（+45）
1699948852# #阿瑟允悲允悲行业冥灯…
1697352443# #因为要实名，有些瓜主要跑路了畅游
1689660821# #景甜，四海重明路透🈶
1702212802# #张凌赫，今晚直播截图🈶，状态如何？
1696325893# #云合热播期均集（统计至10.1）。。长相思7648（结束），云之羽3885，。异人之下2867，骄阳伴我2113，。西出玉门2068，灼灼风流1963，。鹊刀门传奇1778，一路朝阳1759，。好事成双1757，花轿喜事1638，。父辈的荣耀1637，
1699856921# #可以说《宁安如梦》是张凌赫，看起来，最能爆的一部剧了，现在播放量还是挺高的，但是他还是没起来…还被嘲演技不行……不知道张凌赫心态怎么样…反正我感觉他的资源肯定会降级…大家觉得呢？
1702808621# #杨紫，第二套红毯造型来啦，怎么样？
1693311134# #“宋轶演了好几部热播剧女主还愿意去庆余年做配？连女二号都不算”
1695893565# #来看评论👀，丞磊工作室底下，唯粉、cp粉，在对喷doge
1691822232# #林凯回应撞脸肖战邓为。很会笑而不语
1702044999# #实在不理解，但又实在想问，为啥给顶刘取个🐭的称呼？
1693060979# #邓为，这看提词器也太明显了吧允悲
1693308925# #懂瓜呱…
1691507947# #邓为粉和檀健次粉，最终还是交流起来了。。早撕晚撕，反正都要撕的
1701237709# #刘宇宁宁远舟微博热议角色榜登顶！如何？并不简单。刘宇宁宁远舟微博热议角色登顶刘宇宁宁远舟微博热议角色TOP1
1699355894# #又是这种运镜允悲
1696223234# #丞磊卢昱晓去澳门拍的时尚芭莎，真不好看…像品牌广告
1702028009# #杨紫又🈶新杂志了，表现力如何？。杨紫时尚先生十二月刊封面
1702902889# #一念关山癫剧。也没那么烂吧😦…怎么全在骂？
1693629255# #papi酱为什么糊了？
1690541093# #骚🐧🤣
1702526030# #邓为拿捏紫米
1696768413# #丞磊的杂志，上次8000+，这次1000+。唯粉真跑了…
1694936667# #上官浅，叶冰裳，顺德仙姬，不怕角色坏，就怕角色无趣，现在这类角色真的很吃香…
1700666186# #…？？介个？
1689497770# #🌸🥜2022-2023，一年签到涨幅🈶。🌸前3名：赵露思、虞书欣、鞠婧祎。🥜前3名：王鹤棣，罗云熙、成毅
1699002463# #11.2云合估算播放量（明月版）。治愈系恋人，大概在275w
1698762959# #以爱为营，空降了吗？
1703509051# #90花，最新商务代言汇总
1699091709# #钟楚曦，明艳型的，穿啥都好看，没翻车过
1702036000# #baby你…
1699524169# #云合热播期均集（统计至11.7）
1703146711# #王鹤棣对接否认与迪丽热巴合作。不是否认网传的剧吗？词条怎么变成否认和迪丽热巴合作了允悲，意思都不一样…
1702888973# #一念关山，超点积分1080，是其他剧3倍，哆啦A梦害怕哆啦A梦害怕，🥝真能宰…
1695647368# #少年歌行，男主600分钟，男二500分钟算不算加戏？
1702963142# #杨紫，今日录制hi6上班🈶
1698058870# #“有没有觉得，靠配角红的人，比靠主角红的人更扛剧”
1690522573# #大宋少年志2，追剧日历，7.29号首更8集，更3停4，🥭独播，8.7上湖南台
1697441127# #微博有这些领域你好
1698831515# #《我要逆风去》昨天云合占有率3.4%，差不多600w左右，翻了接近3倍，正常翻倍。
1700390360# #温特说，高山已经接到大规模退票了
1704010290# #娜扎，跨年造型🈶
1695444608# #赵露思，生图🈶，如何？
1698227422# #华谊回应了，吴楚一不是公司签约艺人
1699443534# #牛牛🐮🐮大虐
1693123201# #景甜对冯绍峰说男色祸人笑cry
1689228996# #死裤子心态好啊，还敢发安乐传的开播战报，。是真不知道这里有80%的热度都是嘲的吗？允悲
1696944571# #蒋龙…
1689945783# #玉骨遥造型师回应任敏妆造。任敏砸造型师饭碗，造型师忍到了大结局才出来倒油…高下立判了
1692608426# #爱奇艺给《七时吉祥》买了好多大屏
1691400844# #张婧仪，好可爱的狗狗🦮
1690090145# #我的人间烟火，豆瓣开分4.1，12.8万人打分…
1702010357# #迪丽热巴费加罗十二月闭年刊封面。这封面，你打多少分？
1697022611# #“看完云之羽，男二女二如果不炒cp会更好”
1704449073# #侯明昊……这是生图吗？……？？
1701874591# #虞书欣、丁禹兮《永夜星河》拍摄期间，请假小表格来了允悲允悲
1690877156# #张晚意好实诚。远帝大虐啊，娱乐圈白混了苦涩，一个圈子还都是待爆，怎么还不认识呢…
1699021921# #范冰冰的造型师，他来凑什么热闹…哆啦A梦害怕
1689155433# #我的人间烟火，营销有问题走偏了，刚开始可能想着借副CP引流，结果，除了利好演员自己外，对剧毫无加成…一个偶像剧女主和配角CP炒的火热…和男主营销全无…
1689515972# #蜡笔小新
1689926875# #头痛泪
1694692141# #来提名，虚假繁荣的粉圈话筒话筒
1697722759# #发稿子了👀
1693484405# #内娱六大野人…
1695135715# #今年有两个双平台破万男主。张e，成e
1694263139# #赵露思
1695806737# #黄景瑜、王子奇、唐晓天、李明峻《他从火光中走来》扫楼截图🈶，状态如何？
1696744241# #安徽蚌埠官方时隔半年再次发文提《长月烬明》，蚌埠文体旅称长月烬明功德无量
1697008155# #为什么田曦薇是生粉最想合作的小花
1695210899# #可以说吗？95花🌸有观众底盘的，目前就属，赵露思和虞书欣，
1704020552# #赵露思，跨年造型🈶
1701953585# #刘冲哭啦…【黑人问号❓】
1692687229# #永夜星河，魔改剧本？
1700827323# #张雨绮是怎么越来越糊的？
1698670420# #想问，小🍠上的明星网红，拍视频露出来提到了的东西都是推广啊？允悲
1698238083# #吴楚一抖直播，点开看了一会就退了，他不讲八卦，甚是无趣允悲，乐子人只想吃瓜
1699618359# #宁安如梦直播间，屏蔽“百年好合”“白年好赫”。显得以前更真了doge。宁安如梦直播
1703568334# #《一念关山》刘诗诗、刘宇宁两家都出实绩图了，谁吃到了最大的红利？doge
1700541429# #？…？？
1704198564# #今年，许凯是不是要必爆了
1699187009# #挺好的，霸总跟我的英语是一个level你好
1698498377# #古天乐捐一百所学校是营销？
1689831861# #客观来说，杨洋演人间烟火亏了还是赚了？。。1.全网负口碑，亏了。2.剧火了有钱赚，赚了。3.上面中和一下，持平
1695112814# #9.18云合占有率
1695291744# #来看评论👀，虞书欣粉丝屠了《云之羽》收官博允悲，评论区头像👉【祝云为衫有爱有自由，祝云之羽剧方和宣发发烂发臭！再也不见】。。
1702815886# #迪丽热巴、龚俊，同框动图，养眼的
1693841962# #云之羽，热播应该没问题，看的人挺多的
1690109868# #歌手粉，会因为正主唱了ost而去看剧吗？
1704359274# #赛琳娜跟男友最新合照
1691749687# #央视镜头下的于适，如何？
1699021425# #沈月
1697169759# #这女的有幻想症吧？
1691938768# #易梦玲仪态真的这么多人讨厌她吗，我觉得她还挺好的允悲
1691071508# #我看狂飙也是粉圈工具罢了…自家吹b爆剧的时候不提狂飙，别家吹b爆剧就拿狂飙去踩……
1703918430# #云合热播期均集（统计至12.28）。貌似神隐、鸣龙少年、脱轨，没列进去…
1694178325# #哈哈，异人之下里的互联网嘴替，这是内涵还是明涵？doge
1691047189# #魏大勋是真爆，不掺水的，又有新商务又有新杂志…
1695197470# #李现，卡点，别太爱了哦doge
1699185614# #孙阳、于适、田嘉瑞同一个角度，面部走向。。这就是所说的“面部折叠度”吗？思考
1704123694# #到点了，吃宵夜了吗？doge
1697291908# #粉丝发现，最新一期《听说很好吃》里没有Angelababy，是被剪了？还是这期本来就没有她？
1695890361# #任嘉伦工作室发严正声明，否认“嫖娼”“出轨”“卖淫”“离婚”“二胎”等不实言论
1699959225# #云合今天又难产了…还没出占比…
1696663058# #张艺兴主演作品成绩🈶
1692452142# #景甜，灼灼风流里长这样
1690299248# #四海重明，景甜路透🈶
1689860274# #啊啊啊啊，你们一定要点开看…啊啊啊啊
1698664640# #王楚然，脾气不好但实在美丽🙉
1697176707# #为什么央视很多收视率很高的电视剧在网络上没什么热度？
1702013483# #脱粉广场被丁程鑫、刘耀文两家粉丝刷屏了…给张凌赫留个位置吧，小核桃也在闹脱粉干饭人脱粉
1697548818# #刘丰源小吴你差不多得了。吴楚一正面回刚，表示并不认识刘丰源
1692972959# #王楚然，这算营销翻车吗？允悲
1691162447# #吴宣仪，狐妖路透
1704273979# #工作室＝明星本人。90％工作室的态度就代表了明星本人的态度。大家认同吗？
1690901176# #夭璟党和夭柳党在官抖下面吵，给谁加戏，给谁删戏了…笑cry
1697294889# #那么问题来了，张婧仪，发的那句话大家都看不懂…大家分析她说的意思，这算不算恶意解读？并不简单
1690459898# #封神这个宣发，虽然我也讨厌卖惨这一套…这一套在微博上行不通；在抖🎵上虽不高级但是很吃香允悲。还记得明日战记吗，这一套可磨了几亿票房
1693750026# #这张图倒是看起来挺真的思考
1699866441# #《以爱为营》豆瓣开分4.8，2.5w人评分。这分数如何？
1690127285# #那个“玉秋栓”，看一遍笑一次，看过了，刷到了，还是要点开再看，太好笑了嘎嘎乐，可没有恶意哦，因为实在太好笑了，有点像搞怪配音…栓Q允悲允悲
1693727147# #张新成李兰迪这一对，是嫂子？还是姐夫？你好
1689218558# #惜花芷官宣，胡一天，你们来评
1689264932# #我的人间烟火这部剧，是戏外乐子最多的一部剧…活人又多又油菜花，经常看得嘎嘎乐…
1701249667# #11.28酷云，全端、点播，播放量🈶。11.28云合占有率🈶
1699185986# #中国电影报道，发了星辰大海的站位海报。C位是孙阳和邓超
1697545952# #纯1⃣️哥，有人威胁你…加速加速…
1689853695# #无人在意的地方，郎君不如意已经开播了…
1691215646# #其实，现在无论干什么，都是给邓为虐粉。他已经吸到粉了，剧粉变个人粉最重要的一环就是虐粉，这个时候需要四处求撕……再来个固粉虐粉小作文套餐：“哥哥不受待见，哥哥只有我了允悲”
1703572113# #卫视没有活路了…允悲
1696771967# #王权以前一直是杨超越的饼。。🍄：杨超越
1702795312# #天下武功唯快不破
1700635387# #《千香引》宋威龙、鞠婧祎平番（按姓氏笔画排序）
1694765339# #9.14云合占有率
1697722401# #哈哈哈，吴楚一的直播，还挺多业内人看畅游
1697775806# #尚雯婕和女演员这个
1689340214# #安乐传龚俊原声花絮🈶，如何？
1704201919# #赵露思…这造型也太…省事了…
1700666812# #于适？？
1688796616# #鞠婧祎、刘学义《花间令》悬崖上的实景拍摄
1690343110# #感觉，邓为要比张凌赫先爆了思考
1702541478# #12.13酷云，全端、点播，播放量🈶。12.13云合占有率🈶
1698132206# #罗一舟，粉丝后援会辟谣出演《九重紫》：未收到官方任何进组消息，网传消息一律假
1699699468# #张凌赫，又要被王星越挤下桌了，这是可以说的？允悲他的运气全用在了苍兰诀的长珩仙君身上…他做男二走红，他做男主走红男二…
1692461501# #魏大勋，8.19签到13.52w
1704344952# #刘诗诗最新杂志封面预告🈶，新风格如何？
1702261408# #12.10，🥜超like数据。常华森上榜了doge
1703573910# #于适，新杂志封面🈶，如何？
1689824334# #好恐怖的评论和点赞
1690178807# #TFBOYS抢票400多万人抢票…真的有这么多人想去看吗？吃惊
1701069297# #一姐的辱追粉太666了，倪妮评论区也失守了允悲。
1694756556# #爆剧、爆人都一样，难免会跟之前的拉出来相提并论，有对比才会有差距…不是说你单靠嘴巴说就可以“爆”的…就老有人说，为什么要把两个不相干拿出来对比呢？连拉出来对比都不敢，还想吹爆二哈
1695799793# #虞书欣，巴黎夜景，私服街拍🈶，如何？
1689246217# #刘宇宁
1699090161# #今天的娜扎，走的是沉稳风
1704377700# #说白了，祝绪丹就是没起来…
1691923896# #虞书欣，生图路透🈶，如何？
1704090652# #幻视了好像🐒
1695359895# #豆瓣开分。七时吉祥，6.2分，9.4w人评分。云之羽，6.0分，6.8w人评分
1702292459# #周海媚？？？？
1697027022# #高糊稠娃，私密马赛
1698137986# #李兰迪，真的脱胎换骨了
1689146079# #提名那些，配角力压主角的演员
1700310732# #成毅王一博两家今天同时测速。下面是七分钟数据
1700494434# #到点了，各位吃宵夜了吗？月亮
1695644814# #夜色尚浅，CP粉指责超话主持人和管理员歪屁股…目前主持人已下岗，流程已结束允悲。夜色尚浅
1691253416# #TFBOYS，王俊凯、易烊千玺、王源彩排照🈶
1688963758# #我的人间烟火男二是王彦霖，他好像不存在二哈
1689673138# #玉骨遥，超点大结局，调整一下预估，热播期均集3500w上下
1688733058# #8:30了，跑男还是没来二哈
1692768020# #张艺兴都30亿票房了，90生们会急吗？
1703862854# #丞磊？周也？
1688730261# #云合变芒合
1690809248# #我已经把张晚意看顺眼了，接受了他憨呆的形象…啊…我真该死，这波全靠他剧外的表情包…
1692432453# #刘学义，念无双路透
1693554934# #木子美和申奥允悲20年前申奥才17岁
1700894027# #宋轶，尖叫之夜，造型出来了，俏皮公主风🌸💐
1701772420# #成毅，你在叭叭说啥呢？。成毅社交悍匪
1696830405# #“中老年古偶出现，也说明小年轻不行啊”
1698297678# #李沁压番曾舜晞，挺合理的允悲
1698321688# #10.24-10.25，云合估算播放量（明月版）
1701161171# #11.27酷云，全端、点播，播放量🈶。11.27云合占有率🈶
1688969992# #马伯骞，你真的火🔥了，后面忘了…
1694606708# #网友讨论仙剑三的戏份时长表和剧情简介。。。现在观众不让配角一集里比男女主的戏份多一点，到了紫萱和长卿三生三世会怎么样doge？
1699282129# #挑几个粉丝都不满意的组合，重新搭doge。李现、任敏→法庭。赵露思、龚俊→珠帘玉幕。杨紫、刘宇宁→国色芳华
1690723985# #208w一边霸凌女素人，粉丝一边打女权帮208w洗地，还要骂观众厌女…。。一边享受特权打压普通女性，一边利用女权洗地，到底谁厌女？
1695738352# #理涛：番位是现在码盘的最大因素吗？
1702980299# #12.18云合估算播放量。。（明月版）。一念关山，7419w（+2）。神隐，3900w（+54）。鸣龙少年，2140w（-54）。脱轨，1173w（+74）。。（林克版）。一念关山，7596w（-268）。神隐，3993w（-64）。鸣龙少年，2192w（-126）。脱轨，1201w（+42）。。
1698834285# #金鸡奖星辰大海站位来了。惠英红妥妥大C位，王一博、于适同在C位两侧666
1698727029# #迪丽热巴，杨幂，两家粉丝正在友好探讨中…
1703320631# #12.22酷云，全端、点播，播放量🈶。12.22云合占有率🈶
1698130491# #网传，杨紫、赵露思、王一博将合作《六姊妹》。王一博粉丝后援会辟谣了，以官方账号官宣为准。。。六姊妹主演阵容
1696650562# #投稿，孟美岐方透露确定后续没任何活动和行程，处于空窗期，看来孟美岐确实被资本抛弃了。反而吴宣仪亲自透露后续有音乐盛典和走秀，杨超越有综艺，反而孟美岐的活动一个个被推掉和取消。
1702978915# #12.18酷云，全端、点播，播放量🈶。12.18云合占有率🈶
1697804993# #造型工作室把赵露思写成了赵丽颖。看双方粉丝因为这个交流起来了，有啥好交流的，明显是工作人员单方面的失误…允悲
1688721393# #“上桌文学算不算长月衍生爆梗？”。。嗯，怎么不算呢？doge
1700118705# #其他艺人想尽办法正炒反炒…。做于正的艺人就不用，于正会帮忙全自动炒…。热度艺人赚了，骂全于正挨了，这不是爱❤️请问是什么？感动天地泪泪
1691495911# #有点像老年版古天乐
