1688286338# #起司红薯吐司面包片，简单好吃。。。慈实素食超话每日一餐分享
1697874808# #乾隆小楷《金刚经》真迹曝光。。乾隆皇帝的书法其实相当了得，他不仅是一位十足的文艺皇帝，更是一位书坛的高手，并且他书法当中的那种贵气和醇厚之气，也是普通的书法家所望尘莫及的。。。乾隆皇帝的书法水平在那个时代，属于一流的水平，他的书法主要从王羲之、赵子昂和董其昌诸人处由来，在文艺上，他自
1700084909# #你信不信，有些事，上天让你做不成，那是在保护你，别抱怨别生气。。。世间万物都是有定数的，得到未必是福，失去未必是祸。。。人生各有渡口，各有归舟，有缘躲不开，无缘碰不到，缘起则聚，缘尽则散。。。——弘一法师。。慈实素食超话世间万物皆苦佛法看世间禅理智慧清凉语录
1702860439# #冬季上海安福路扫街。上海超话安福路扫街街拍扫街日记上海安福路记录生活光影今日周一上海citywalk
1699741375# #初冬的故宫，柿柿如意。。故宫超话爱上紫禁城故宫上新了故宫柿柿如意万柿如意928邓伦上新了故宫初冬
1694917627# #故宫博物院超话
1694614821# #如果去泰国，最想去大城府遗址，被列入联合国教科文组织《世界遗产名录》——的一部分。
1696685529# #今天拍的故宫日落。故宫超话爱上紫禁城故宫日落
1690619088# #西藏康马县涅如堆乡达日村，冰天雪地，缺氧、寒冷、风大。。。是我去过海拔最高的村庄，离不丹边境很近，本想去40冰川，大雪封路，最终未完成，留一个念想，下次完成。摄影超话西藏40冰川康马县
1695304683# #若诸世界六道众生，其心不淫，则不随其生死相续。。。汝修三昧，本出尘劳。淫心不除，尘不可出。纵有多智，禅定现前。如不断淫，必落魔道。上品魔王、中品魔民、下品魔女、彼等诸魔，亦有徒众。。。各各自谓成无上道。我灭度后末法之中，多此魔民，炽盛世间，广行贪淫，为善知识，令诸众生落爱见坑失菩提路
1694664609# #尔时大圣文殊师利菩萨白佛言。世尊。如佛所说唯将心法为三界主。心法本无不染尘秽。云何心法染贪嗔痴。于三世法谁说为心。。。过去心已灭。未来心未至。现在心不住。诸法之内性不可得。诸法之外相不可得。诸法中间都不可得。心法本来无有形相。心法本来无有住处。。。一切如来尚不见心。何况余人得见心法。
1691907980# #寺院晚课《蒙山施食》。。是一种慈悲，。是一种布施，。是一种修行。
1695713722# #以前在台北吃的素食：山间仓房。慈实素食超话每日一餐分享
1688883977# #这个做生煎馒头，不错。。慈实素食超话每日一餐分享生煎馒头松茸
1699692336# #深秋的江西婺源长溪村。摄影超话婺源江西婺源爱在深秋秋色
1701844577# #中国最圆的村，江西婺源菊径村。
1693755003# #其实所有的核电厂都不安全，日本福岛核污水排海只是撕开一个角让我们知道了而已，另外核动力潜艇、核动力航母，它们的核污水如何处理的我们根本不会知道。
1693186218# #祖国山水一片红
1698750414# #金秋十月，再见。。北京超话金秋北京金秋十月秋日秋叶银杏叶北锣鼓巷人间烟火气
1702554520# #国画感觉。。这张拍摄于西藏康马县，海拔超过5000。。摄影超话国画拍摄遇见艺术美景摄影不凡
1690089535# #洗一个澡，看一朵花，吃一顿饭，假使你觉得快活，并非全因澡洗得干净，花开得好，或者食物符合你的口味，主要是因为你心上没有挂碍。。。——钱钟书
1689921938# #故宫博物院超话
1697179486# #麻婆豆腐，配米饭，绝配。。。慈实素食超话每日一餐分享家常菜麻婆豆腐
1695025653# #秋天胡同房顶上的猫，猫被我拍的有点不好意思。。。老北京胡同超话猫秋色秋色宜人与秋色共美
1703346260# #繁体中文版，Noma诺玛主厨的传奇故事。。。好的厨子一定要有自己独特的想法，可以学遍全世界，但是一定要有自己的想法。。。摄影其实也是如此。
1697704394# #深耕自己，需要不断返观，能够返观，就是都摄六根，修正自己的缘起。。。以经为镜，以人为镜，以自然万物为镜，发现自身存在的种种不足，一一加以修补，补漏，才能慢慢积蓄成潭，智慧生发，取用不竭……
1701332461# #猴头菇派配黑松露酱。。慈实素食超话每日一餐分享美食分享素食养生素食主义素食我的美食日记不可辜负的美食家常菜
1696294306# #“缘起性空”佛教最基本的思想，所谓的世界，是各种因缘聚合而成的，各种条件汇合起来成了这个事物，但是这个条件会聚合的，也会离散的。。。缘汇则生，缘离则灭，万事万物无不如此。
1693377494# #光影之中，紫禁城的秋日气质。。故宫超话爱上紫禁城故宫秋色秋色宜人
1690610528# #雨一下，直接入秋了。
1697101439# #执于一念，将受困于一念；。。一念放下，会自在于心间。。。——弘一法师。。故宫超话弘一法师一念放下,万般自在爱上紫禁城故宫
1693709020# #活着的意义是什么？人生一世草木一秋，人生没有任何意义。。故宫超话爱上紫禁城故宫
1703056593# #冬季的坝上。摄影超话坝上冬季坝上记录生活雪雪景夕阳日出
1701875248# #2024龙年，故宫的龙。。。故宫超话故宫爱上紫禁城上新了故宫
1690463942# #何名禅定，外离相为禅，内不乱为定。。。外若著相，内心即乱；。外若离相，心即不乱。。。本性自净自定，只为见境思境即乱，若见诸境心不乱者，是真定也。。。——《六祖坛经》
1698928305# #大觉寺，银杏叶需要到下周。。。大觉寺·云赏秋·银杏实况（11月2日）
1691420420# #明天立秋，立秋吃西瓜🍉，最后一次吃西瓜，立完秋就不吃西瓜了，西瓜太寒了。
1697405685# #故宫超话
1701784040# #《淡。究味》是日本和尚藤井宗哲的作品。。。淡食，才是究极的美味。淡食不是薄味、不够味、没有味道。而是尊重季节、天地，还给食材最本然的味道。。让吃，从此成为回归自然的方便法门。。。精进料理，不只是日本人对素食料理的美称，更蕴藏了感恩天地万物餵养的心情。
1703686954# #12月29日，农历十一月十七南无阿弥陀佛圣诞。。若欲速脱轮回之苦，莫如持名念佛，求生极乐世界；若欲决定得生极乐世界，又莫如以信为前导，愿为后鞭。信得决，愿得切，虽散心念佛，亦必往生；信不真，愿不猛，虽一心不乱，亦不得往生。。。云何为信？。一者、信阿弥陀佛愿力，。二者、信释迦文佛教语，。三者
1698559498# #八大处灵光寺前面一猫，喜欢坐在路中间，估计前世是寺院方丈和尚。
1695344908# #苍蝇生命10天左右和100年又有多少区别。。。地球在整个宇宙中只是一粒灰尘，一粒灰尘却生活了80亿人类，人类在整个宇宙中太渺小了。。人生人生感悟
1698242543# #这是法师开悟之后的境界。我们来到这个世界如果不能解决生死问题，等于一生空过，还要生死轮回。
1699153022# #一夜入冬
1695164266# #故宫博物院超话
1702218929# #故宫超话
1690988992# #今年再去拍故宫的桂花
1694779008# #吃苦的目的，体悟生命，小苦则小悟，大苦则大悟，不苦则不悟。。。如果没有悟处，吃苦就是多余的，没有吃过苦的人永远是一个小孩，我们每个人都是在苦水中长大的。苦难不是坏事，是磨刀石。不经一番寒彻骨，哪有梅花扑鼻芳香。
1694779132# #故宫超话
1700296069# #故宫，不如见一面。。。故宫超话故宫爱上紫禁城上新了故宫故宫的银杏黄了
1692368309# #功名利禄忽下忽上，虚无的像云在飘荡，举杯敬那些过往。
1695224987# #正念，即是对当下的觉知和觉醒，专注于每一个当下，“念”就是“今+心”，我们的心在此时此地，对此刻充满觉察。。。觉察没有对错、好坏，不包含评判，只是一种状态。。。当心专注在当下，自然会发展出定力。。。当我们有了定力、专注力，就能生起观照力，能够更深刻体会生命的每一刻，对每一件事会有深入的
1695040612# #下午发的上浆的杏鲍菇，晚上做的“油鸡枞杏鲍菇荷叶糯米饭”，配了一碟自己做的豉油汁，拌饭吃。。。很好吃，新颖独特的素食食物。。。等我退休了，出一本“𤠣头菇杏鲍菇之研发心得”。。。慈实素食超话每日一餐分享素食美味素食好吃榜美食分享美食分享不可辜负的美食美食时刻
1703399126# #这是以前在上海菽水小馆，包的“荠菜油面筋平菇馄饨”，最后老坛酸菜汤底。。。慈实素食超话每日一餐分享美食分享馄饨素食养生素食我的美食日记美食时刻不可辜负的美食
1690323601# #紫禁城的夏天，没有多少游客的紫禁城，特别的安静。。。如今是不可能了，一票难求，图片拍摄于2022的夏天。故宫超话紫禁城爱上紫禁城故宫
1703800775# #2023年回顾，2023年一月过年之前的魏染胡同。。北京超话胡同老北京胡同
1698798659# #擂椒茄子。。这是以前在成都吃的，离开成都之后再也没有看见过，简单好吃。。。慈实素食超话每日一餐分享
1698366229# #今天的香山红叶。北京超话香山红叶金秋十月
1692494735# #故宫博物院超话
1698327048# #牛肝菌石锅海参菇豆腐。。下饭菜。。豆腐要手掰这样比较容易入味，豆腐事先加锅盖煮了半小时，豆腐要加锅盖煮充分吸收汤汁，让豆腐更有味道。。慈实素食超话每日一餐分享家常菜我的美食日记美食分享
1691494287# #立秋。一叶动，而万物惊秋，。一叶落，而人间知秋！。北京超话立秋今日立秋
1697755525# #一周后来逛香山，北京最美的红叶。。。北京超话香山香山红叶下周迎来最佳观赏期北京香山红叶观赏期香山红叶香山红叶节北京醉美金秋金秋十月
1697179932# #北京米其林发布，京兆尹再次荣获米其林三星及绿星。
1700723754# #人最高级的活法：。别人朝我扔泥巴，。我拿泥巴种荷花，。种了荷花采莲藕，。采了莲藕卖钱花。。。——莫言
1700626299# #【泡腌黄瓜】做法简单，好吃。。。黄瓜去籽，切段，先用盐沙一沙，去除一部分水分，主要目的杀菌，卤水不会坏掉。。。乐扣乐扣到入生抽一瓶，加适量蘑菇精，加适量小米辣（主要目的也是杀菌），然后用筷子（不要用手抓）夹入黄瓜，泡一夜就可以吃了，取出也必须用干净的筷子。。。这样的卤水可以用很久，时间
1700181440# #秋去冬来，国子监里银杏黄。。。延续两亿多年的中国古老树种，在宋代进贡时也颇被珍视。由于此树果实像白色杏子，被皇帝赐名为“银杏”。。摄影超话银杏银杏大道国子监初冬
1689852961# #素菜素心，。素心所念，。心素如简，。简而不凡。。慈实素食超话每日一餐分享素食养生素食素食养生斋米其林素食
1693628158# #【回忆之旅】台北松山文創園區，閱樂書店。
1695109043# #两位小姐姐用微单拍它，猫有点不开心，估计心想拍啥拍。
1693969518# #点灯祈愿文。。文：阿底峡尊者。阿底峡尊者是阿弥陀佛的化身。。。作曲：第十七世大宝法王噶玛巴。。ངོ་མཚར་རྨད་བྱུང་སྣང་གསལ་སྨོན་མེ་འདི།།བསྐལ་བཟང་སངས་རྒྱས་སྟོང་་རྩ་་ལ་སོགས་པའི།།རབ་འབྱམས་ཕྱོགས་བཅ
1687297812# #没有喝过豆汁儿，不算到过北京。。。梁实秋曾这样形容豆汁儿：豆汁儿之妙，一在酸，酸中带馊腐的怪味；二在烫，只能吸溜吸溜地喝，不能大口猛灌；三在咸菜的辣，辣得舌尖发麻，越辣越喝，越喝越烫，最后是满头大汗。。。梁实秋先生的《雅舍谈吃》中写到，“胡金铨先生在《谈老舍》的一本书上，一开头就说：
1691042846# #瞬·恒《哥德堡变奏曲》。。时间：2023年7月28日19:30。地点：安里甘艺术中心。小提琴：刘芳蕾。中提琴：徐沛珺。大提琴：ChristophHenke
1687965388# #所有念头，都是妄念，无论靠谱还是不靠谱，其本质都是虚妄的。无论什么念头，只要你心有执取，这就是烦恼根源。。。大德黄念祖居士开示过，“妄念起时，勿随勿制”。你不理它，它就当念生当念灭，生灭同时，若一理它，克制它，克制它的念头还是妄念。
1691823379# #人可以分成三种，先知先觉，后知后觉和不知不觉。。。那些认为生老病死都无所谓，该来就来该走就走的人就是“不知不觉”。。。我们由身、心、灵三部分组成，其实灵都是干净、纯洁的，不需要洗涤，只是有人把它给丢了。找到灵魂后，所有的问题都不是问题。
1698932310# #4年前拍的，北京大觉寺。
1696115612# #您好，十月
1698372294# #每次来香山，都会来雕刻时光，撸猫喝咖啡☕️，另外来了一份青酱意面。。慈实素食超话每日一餐分享
1690284848# #刀郎唱诵完整版《金刚经》
1697352096# #郎平莅临京兆尹，品尝蔬食是健康，品尝蔬食是低碳生活。。素食养生超话素食素食养生素食主义
1702101694# #故宫博物院超话
1694429808# #急急忙忙苦追求，。寒寒暖暖度春秋，。朝朝暮暮营家计，。昏昏昧昧白了头。。。励志哲理人生超话佛教人生感悟
1704148833# #感觉很好吃good
1691122801# #这几天北京天气像上海的梅雨季节，湿度很大，不舒服。
1688022876# #扁尖笋黑木耳冬瓜馄饨。。这三样食材，夏天上海人用来烧汤的，夏季清爽解暑汤，首次用来包馄饨。。。慈实素食超话每日一餐分享家常菜馄饨锦绣浓香素馄饨
1692090679# #静心观水流，简单得安稳。。茵莱湖位于缅甸，茵莱湖上漂浮着一片片的水上酒店，它叫“浮岛”。这些浮岛就像云南的吊脚楼。
1695276604# #故宫博物院超话
1699454702# #萝卜汤煮萝卜丝。。今天立冬，冬吃萝卜夏吃姜。。。萝卜汤做法比较特别，萝卜切片，生姜切片，生姜煸香，倒入萝卜片一起煸炒，炒透，倒入水煮一会儿，然后倒出，用粉碎机打成汁，然后用萝卜汁煮萝卜丝，即可。。。慈实素食超话每日一餐分享不可辜负的美食家常菜我的美食日记美食分享
1699227215# #《金刚经》中最能让人开悟的一句话：见相非相，即见如来！。。人们从一出生下来，就是执迷在这个着相的世界里，住在幻中执求一切，根本就没有时间去思考和觉悟这些人类万物的终极谜团。。。可是在这个幻有的世界里，终究会被自己幻想妄想打败，会被一切诸苦磨难打败，因为一切相无常变故，无法恒常不变的！
1703576767# #“何以故。须菩提。若菩萨有我相、人相、众生相、寿者相。即非菩萨。”。。执我分别，乃凡夫通病，岂是菩萨。我相因我见生，我见因我相显。一表一里，从来不离。破我相即是破我见。因为我相人相众生相寿者相这三相，都是从我出发的。有了我相，便有与我相所对待的人相。因为人不止一个，所以就有众生相。
1692165721# #故宫博物院超话
1688817471# #雍和宫上空的云。摄影超话傍晚的天空傍晚雍和宫祥云天空手机摄影
1698209029# #我有明珠一颗，。久被尘劳关锁。。。而今尘尽光生，。照破青山万朵。。。——宋释心月
1687319249# #星爸爸，很久没来了。
1690540060# #安里甘教堂音乐会
1695767014# #真正的健康未必是吃，而是心态的改变。
1698909535# #北京护城河边的滨河路。。北京超话秋叶秋日北京的秋色深秋到来了爱在深秋金秋北京护城河滨河路
1687076139# #夏天上海朱家角摄影超话遇见夏天摄影不凡朱家角古镇
1689813623# #今日韦驮菩萨圣诞！你若修行，我必护法
1688612575# #明天小暑，“暑”字上面一个太阳，下面又是一个太阳，来一碗“红薯百合糖水”。。慈实素食超话每日一餐分享
1694616131# #家乐福在北京已全部关闭
1689422533# #夏天的上海上海超话魔都夏天遇见夏天
1702189094# #南京网红打卡地，西桥紫峰大厦。。。摄影超话南京南京西桥南京紫峰大厦
1698235772# #自己做的𤠣头菇，切片，可以涮火锅。。。慈实素食超话每日一餐分享美食分享我的美食日记涮火锅
1689031826# #今天入伏，头伏饺子二伏面，虽然身处北方，但是我是南方人，心里心心念念的还是馄饨，一份情结生于心间。。慈实素食超话每日一餐分享今日头伏馄饨
1687667759# #上海淮海路常熟路口的凌霄花摄影超话上海凌霄花淮海路
1695950945# #心无形影，对缘即照。。。——宋释正觉
1687476820# #梦幻的云朵背后，是盛大而悠长的故宫夏天。。。故宫超话爱上紫禁城故宫上新了故宫
1703110058# #厉害了
1696521849# #燃灯佛圣诞。。北京雍和宫三世佛：。过去佛燃灯佛，。现在佛释迦牟尼佛，。未来佛弥勒佛。
1698187151# #昨天霜降去逛了北锣鼓巷，胡同里的秋叶黄。。北京超话北京胡同秋叶霜降北锣鼓巷北京的秋色金秋十月人间烟火气
1691235090# #好久没有看到这样的天气了。
1688711594# #红烧冬瓜，。入口即化，。开胃下饭，。清香四溢。。。慈实素食超话每日一餐分享小暑今天小暑冬瓜
1703302373# #下周去北京音乐厅，看新年音乐会。
